NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation
EGY,Handball,0,0,0,118,0,118,4419
EGY,Hockey,0,0,0,32,0,32,6264
EGY,Judo,0,1,1,41,2,43,4876
EGY,Karate,1,0,1,3,2,5,81
EGY,Modern Pentathlon,1,1,0,36,2,38,1821
EGY,Rhythmic Gymnastics,0,0,0,14,0,14,848
EGY,Rowing,0,0,0,54,0,54,11625
EGY,Sailing,0,0,0,7,0,7,7266
EGY,Shooting,0,0,0,120,0,120,12580
EGY,Swimming,0,0,0,113,0,113,26416
EGY,Synchronized Swimming,0,0,0,40,0,40,909
EGY,Table Tennis,0,0,0,59,0,59,2480
EGY,Taekwondo,0,0,4,18,4,22,870
EGY,Tennis,0,0,0,3,0,3,3446
EGY,Trampoline Gymnastics,0,0,0,3,0,3,64
EGY,Triathlon,0,0,0,1,0,1,822
EGY,Volleyball,0,0,0,73,0,73,4003
EGY,Water Polo,0,0,0,51,0,51,4418
EGY,Weightlifting,5,3,4,79,12,91,4256
EGY,Wrestling,2,2,3,119,7,126,7734
EOR,Athletics,0,0,0,15,0,15,43294
EOR,Badminton,0,0,0,2,0,2,1816
EOR,Boxing,0,0,1,3,1,4,6584
EOR,Breaking,0,0,0,1,0,1,33
EOR,Canoe Slalom,0,0,0,2,0,2,256
EOR,Canoe Sprint,0,0,0,4,0,4,756
EOR,Cycling Road,0,0,0,4,0,4,493
EOR,Judo,0,0,0,24,0,24,4876
EOR,Karate,0,0,0,2,0,2,81
EOR,Shooting,0,0,0,3,0,3,12580
EOR,Swimming,0,0,0,4,0,4,26416
EOR,Taekwondo,0,0,0,8,0,8,870
EOR,Weightlifting,0,0,0,3,0,3,4256
EOR,Wrestling,0,0,0,3,0,3,7734
ERI,Athletics,0,0,1,57,1,58,43294
ERI,Cycling,0,0,0,2,0,2,10859
ERI,Cycling Road,0,0,0,6,0,6,493
ERI,Swimming,0,0,0,3,0,3,26416
ESA,Archery,0,0,0,3,0,3,2846
ESA,Art Competitions,0,0,0,4,0,4,3578
ESA,Athletics,0,0,0,38,0,38,43294
ESA,Badminton,0,0,0,1,0,1,1816
ESA,Boxing,0,0,0,3,0,3,6584
ESA,Cycling,0,0,0,17,0,17,10859
ESA,Football,0,0,0,18,0,18,7906
ESA,Judo,0,0,0,11,0,11,4876
ESA,Rowing,0,0,0,3,0,3,11625
ESA,Sailing,0,0,0,6,0,6,7266
ESA,Shooting,0,0,0,26,0,26,12580
ESA,Surfing,0,0,0,1,0,1,88
ESA,Swimming,0,0,0,89,0,89,26416
ESA,Tennis,0,0,0,1,0,1,3446
ESA,Weightlifting,0,0,0,8,0,8,4256
ESA,Wrestling,0,0,0,5,0,5,7734
ESP,3x3 Basketball,0,4,0,0,4,4,128
ESP,Archery,3,0,0,41,3,44,2846
ESP,Art Competitions,0,0,0,3,0,3,3578
ESP,Artistic Gymnastics,0,1,0,118,1,119,2297
ESP,Artistic Swimming,0,0,9,12,9,21,257
ESP,Athletics,6,6,8,740,20,760,43294
ESP,Badminton,1,0,0,14,1,15,1816
ESP,Baseball,0,0,0,20,0,20,894
ESP,Basketball,0,48,12,179,60,239,5111
ESP,Basque Pelota,2,0,0,0,2,2,2
ESP,Beach Volleyball,0,2,0,26,2,28,756
ESP,Boxing,0,3,3,76,6,82,6584
ESP,Canoe Slalom,0,1,1,10,2,12,256
ESP,Canoe Sprint,0,5,6,29,11,40,756
ESP,Canoeing,7,11,6,168,24,192,6171
ESP,Cycling,5,6,8,213,19,232,10859
ESP,Cycling Mountain Bike,0,0,1,4,1,5,144
ESP,Cycling Road,0,0,0,16,0,16,493
ESP,Cycling Track,0,0,0,8,0,8,878
ESP,Diving,0,0,0,43,0,43,3193
ESP,Equestrian,0,0,0,22,0,22,835
ESP,Equestrianism,3,7,1,192,11,203,6344
ESP,Fencing,0,0,1,142,1,143,11558
ESP,Football,39,57,0,134,96,230,7906
ESP,Golf,0,0,0,12,0,12,487
ESP,Gymnastics,2,1,1,629,4,633,26707
ESP,Handball,0,0,91,179,91,270,4419
ESP,Hockey,15,48,14,359,77,436,6264
ESP,Judo,3,1,3,92,7,99,4876
ESP,Karate,1,1,0,0,2,2,81
ESP,Marathon Swimming,0,0,0,4,0,4,89
ESP,"Marathon Swimming, Swimming",0,0,0,4,0,4,52
ESP,Modern Pentathlon,0,0,0,32,0,32,1821
ESP,Polo,0,5,0,6,5,11,95
ESP,Rhythmic Gymnastics,6,6,0,44,12,56,848
ESP,Rowing,0,2,0,148,2,150,11625
ESP,Rugby Sevens,0,0,0,25,0,25,928
ESP,Sailing,26,8,4,188,38,226,7266
ESP,Shooting,2,2,1,221,5,226,12580
ESP,Skateboarding,0,0,0,10,0,10,168
ESP,Sport Climbing,1,0,0,2,1,3,108
ESP,Surfing,0,0,0,3,0,3,88
ESP,Swimming,2,2,4,488,8,496,26416
ESP,Synchronized Swimming,0,12,8,29,20,49,909
ESP,Table Tennis,0,0,0,32,0,32,2480
ESP,Taekwondo,1,5,1,18,7,25,870
ESP,Tennis,3,12,8,133,23,156,3446
ESP,Trampoline Gymnastics,0,0,0,2,0,2,64
ESP,Triathlon,0,1,0,40,1,41,822
ESP,Volleyball,0,0,0,36,0,36,4003
ESP,Water Polo,25,37,0,200,62,262,4418
ESP,Weightlifting,0,0,1,37,1,38,4256
ESP,Wrestling,0,0,1,39,1,40,7734
EST,Archery,0,0,0,6,0,6,2846
EST,Athletics,2,1,3,131,6,137,43294
EST,Badminton,0,0,0,8,0,8,1816
EST,Basketball,0,0,0,8,0,8,5111
EST,Beach Volleyball,0,0,0,4,0,4,756
EST,Boxing,0,1,0,3,1,4,6584
EST,Canoeing,0,0,0,6,0,6,6171
EST,Cycling,1,0,0,30,1,31,10859
EST,Cycling Mountain Bike,0,0,0,2,0,2,144
EST,Cycling Road,0,0,0,4,0,4,493
EST,Equestrian,0,0,0,2,0,2,835
EST,Fencing,4,0,1,34,5,39,11558
EST,Football,0,0,0,11,0,11,7906
EST,Judo,0,0,3,8,3,11,4876
EST,Modern Pentathlon,0,0,0,3,0,3,1821
EST,Rhythmic Gymnastics,0,0,0,1,0,1,848
EST,Rowing,0,3,4,37,7,44,11625
EST,Sailing,0,0,7,28,7,35,7266
EST,Shooting,0,0,0,16,0,16,12580
EST,Swimming,0,0,0,58,0,58,26416
EST,Table Tennis,0,0,0,1,0,1,2480
EST,Tennis,0,0,0,8,0,8,3446
EST,Triathlon,0,0,0,4,0,4,822
EST,Weightlifting,1,3,3,14,7,21,4256
EST,Wrestling,5,2,4,44,11,55,7734
ETH,Athletics,24,13,24,297,61,358,43294
ETH,Boxing,0,0,0,27,0,27,6584
ETH,Cycling,0,0,0,56,0,56,10859
ETH,Cycling Road,0,0,0,1,0,1,493
ETH,Swimming,0,0,0,6,0,6,26416
ETH,Taekwondo,0,0,0,1,0,1,870
EUN,Archery,0,0,4,8,4,12,2846
EUN,Athletics,12,14,3,85,29,114,43294
EUN,Badminton,0,0,0,2,0,2,1816
EUN,Basketball,12,0,0,12,12,24,5111
EUN,Boxing,0,1,1,10,2,12,6584
EUN,Canoeing,2,1,0,20,3,23,6171
EUN,Cycling,0,0,0,21,0,21,10859
EUN,Diving,0,2,1,5,3,8,3193
EUN,Equestrianism,0,0,0,15,0,15,6344
EUN,Fencing,5,2,6,19,13,32,11558
EUN,Gymnastics,19,5,4,56,28,84,26707
EUN,Handball,12,0,13,0,25,25,4419
EUN,Hockey,0,0,0,15,0,15,6264
EUN,Judo,2,0,2,9,4,13,4876
EUN,Modern Pentathlon,0,3,1,2,4,6,1821
EUN,Rhythmic Gymnastics,1,0,1,0,2,2,848
EUN,Rowing,0,0,4,43,4,47,11625
EUN,Sailing,0,0,0,14,0,14,7266
EUN,Shooting,5,2,1,20,8,28,12580
EUN,Swimming,11,14,5,37,30,67,26416
EUN,Synchronized Swimming,0,0,0,5,0,5,909
EUN,Table Tennis,0,0,0,11,0,11,2480
EUN,Tennis,0,0,3,4,3,7,3446
EUN,Volleyball,0,8,0,12,8,20,4003
EUN,Water Polo,0,0,13,0,13,13,4418
EUN,Weightlifting,5,4,0,1,9,10,4256
EUN,Wrestling,6,5,5,4,16,20,7734
FIJ,Archery,0,0,0,3,0,3,2846
FIJ,Athletics,0,0,0,67,0,67,43294
FIJ,Boxing,0,0,0,5,0,5,6584
FIJ,Cycling,0,0,0,1,0,1,10859
FIJ,Football,0,0,0,16,0,16,7906
FIJ,Judo,0,0,0,19,0,19,4876
FIJ,Rugby Sevens,26,14,13,26,53,79,928
FIJ,Sailing,0,0,0,25,0,25,7266
FIJ,Shooting,0,0,0,4,0,4,12580
FIJ,Swimming,0,0,0,64,0,64,26416
FIJ,Table Tennis,0,0,0,3,0,3,2480
FIJ,Taekwondo,0,0,0,2,0,2,870
FIJ,Weightlifting,0,0,0,8,0,8,4256
FIN,Archery,1,3,2,41,6,47,2846
FIN,Art Competitions,3,1,1,4,5,9,3578
FIN,Athletics,64,42,32,821,138,959,43294
FIN,Badminton,0,0,0,16,0,16,1816
FIN,Basketball,0,0,0,23,0,23,5111
FIN,Boxing,2,1,13,58,16,74,6584
FIN,Canoeing,7,2,5,86,14,100,6171
FIN,Cycling,0,0,0,123,0,123,10859
FIN,Cycling Mountain Bike,0,0,0,1,0,1,144
FIN,Cycling Road,0,0,0,2,0,2,493
FIN,Diving,0,0,0,49,0,49,3193
FIN,Equestrian,0,0,0,10,0,10,835
FIN,Equestrianism,0,0,0,57,0,57,6344
FIN,Fencing,0,0,0,61,0,61,11558
FIN,Figure Skating,2,0,0,1,2,3,54
FIN,Football,0,0,0,51,0,51,7906
FIN,Golf,0,0,0,12,0,12,487
FIN,Gymnastics,15,24,60,615,99,714,26707
FIN,Hockey,0,0,0,11,0,11,6264
FIN,Judo,0,0,0,29,0,29,4876
FIN,Modern Pentathlon,0,1,10,57,11,68,1821
FIN,Rhythmic Gymnastics,0,0,0,4,0,4,848
FIN,Rowing,3,2,11,77,16,93,11625
FIN,Sailing,3,8,24,154,35,189,7266
FIN,Shooting,4,11,26,313,41,354,12580
FIN,Skateboarding,0,0,0,2,0,2,168
FIN,Swimming,0,1,4,242,5,247,26416
FIN,Synchronized Swimming,0,0,0,1,0,1,909
FIN,Table Tennis,0,0,0,1,0,1,2480
FIN,Taekwondo,0,0,0,5,0,5,870
FIN,Tennis,0,0,0,11,0,11,3446
FIN,Weightlifting,1,0,2,62,3,65,4256
FIN,Wrestling,27,29,29,193,85,278,7734
FRA,3x3 Basketball,0,4,0,8,4,12,128
FRA,Archery,7,28,17,122,52,174,2846
FRA,Art Competitions,6,4,5,351,15,366,3578
FRA,Artistic Gymnastics,0,0,0,67,0,67,2297
FRA,Artistic Swimming,0,0,0,13,0,13,257
FRA,Athletics,14,42,62,1554,118,1672,43294
FRA,Badminton,0,0,0,34,0,34,1816
FRA,Basketball,0,74,12,109,86,195,5111
FRA,Beach Volleyball,0,0,0,18,0,18,756
FRA,Boxing,6,11,11,157,28,185,6584
FRA,Breaking,0,1,0,3,1,4,33
FRA,Canoe Slalom,1,2,0,9,3,12,256
FRA,Canoe Sprint,0,0,0,25,0,25,756
FRA,Canoeing,10,12,31,227,53,280,6171
FRA,Cricket,0,3,0,0,3,3,24
FRA,Croquet,4,2,2,11,8,19,19
FRA,Cycling,69,39,43,528,151,679,10859
FRA,Cycling BMX Freestyle,0,0,1,2,1,3,42
FRA,Cycling BMX Racing,1,1,1,8,3,11,115
FRA,Cycling Mountain Bike,1,1,0,6,2,8,144
FRA,Cycling Road,0,1,1,15,2,17,493
FRA,"Cycling Road, Cycling Track",0,0,0,2,0,2,30
FRA,Cycling Track,1,0,7,53,8,61,878
FRA,Diving,0,1,0,92,1,93,3193
FRA,Equestrian,0,4,7,32,11,43,835
FRA,Equestrianism,32,26,21,384,79,463,6344
FRA,Fencing,135,107,98,714,340,1054,11558
FRA,Figure Skating,0,0,0,2,0,2,54
FRA,Football,16,37,0,221,53,274,7906
FRA,Golf,0,0,0,19,0,19,487
FRA,Gymnastics,5,17,36,1518,58,1576,26707
FRA,Handball,62,48,16,120,126,246,4419
FRA,Hockey,0,0,0,170,0,170,6264
FRA,Ice Hockey,0,0,0,7,0,7,60
FRA,Judo,41,15,34,97,90,187,4876
FRA,Karate,1,0,0,2,1,3,81
FRA,Marathon Swimming,0,0,0,7,0,7,89
FRA,Modern Pentathlon,0,2,6,93,8,101,1821
FRA,Motorboating,1,0,0,0,1,1,17
FRA,Polo,0,1,3,9,4,13,95
FRA,Rhythmic Gymnastics,0,0,0,26,0,26,848
FRA,Rowing,22,50,51,432,123,555,11625
FRA,Rugby,15,34,0,0,49,49,162
FRA,Rugby Sevens,13,13,0,37,26,63,928
FRA,Sailing,30,42,52,387,124,511,7266
FRA,Shooting,13,28,30,562,71,633,12580
FRA,Skateboarding,0,0,0,12,0,12,168
FRA,Sport Climbing,0,0,0,11,0,11,108
FRA,Surfing,1,0,1,6,2,8,88
FRA,Swimming,17,35,41,921,93,1014,26416
FRA,Synchronized Swimming,0,0,2,39,2,41,909
FRA,Table Tennis,0,1,6,61,7,68,2480
FRA,Taekwondo,1,3,6,10,10,20,870
FRA,Tennis,12,11,15,174,38,212,3446
FRA,Trampoline Gymnastics,0,0,0,4,0,4,64
FRA,Trampolining,0,0,0,6,0,6,152
FRA,Triathlon,1,0,6,35,7,42,822
FRA,Tug-Of-War,0,5,0,0,5,5,170
FRA,Volleyball,25,0,0,59,25,84,4003
FRA,Water Polo,7,0,23,121,30,151,4418
FRA,Weightlifting,9,3,4,121,16,137,4256
FRA,Wrestling,4,4,9,184,17,201,7734
FRG,Archery,0,0,0,24,0,24,2846
FRG,Athletics,15,17,39,321,71,392,43294
FRG,Basketball,0,0,0,24,0,24,5111
FRG,Boxing,1,0,5,31,6,37,6584
FRG,Canoeing,3,7,4,90,14,104,6171
FRG,Cycling,11,9,8,65,28,93,10859
FRG,Diving,0,0,0,39,0,39,3193
FRG,Equestrianism,29,13,20,45,62,107,6344
FRG,Fencing,23,24,1,105,48,153,11558
FRG,Football,0,0,18,33,18,51,7906
FRG,Gymnastics,0,0,1,393,1,394,26707
FRG,Handball,0,15,0,43,15,58,4419
FRG,Hockey,18,48,0,49,66,115,6264
FRG,Judo,1,4,3,18,8,26,4876
FRG,Modern Pentathlon,0,0,0,30,0,30,1821
FRG,Rhythmic Gymnastics,0,0,1,3,1,4,848
FRG,Rowing,28,4,19,127,51,178,11625
FRG,Sailing,4,4,6,50,14,64,7266
FRG,Shooting,4,4,3,70,11,81,12580
FRG,Swimming,3,17,39,297,59,356,26416
FRG,Synchronized Swimming,0,0,0,10,0,10,909
FRG,Table Tennis,0,0,0,10,0,10,2480
FRG,Tennis,1,0,2,6,3,9,3446
FRG,Volleyball,0,0,0,34,0,34,4003
FRG,Water Polo,0,0,12,46,12,58,4418
FRG,Weightlifting,2,2,3,24,7,31,4256
FRG,Wrestling,1,4,4,67,9,76,7734
FSM,Athletics,0,0,0,12,0,12,43294
FSM,Boxing,0,0,0,1,0,1,6584
FSM,Swimming,0,0,0,14,0,14,26416
FSM,Weightlifting,0,0,0,4,0,4,4256
FSM,Wrestling,0,0,0,1,0,1,7734
GAB,Athletics,0,0,0,24,0,24,43294
GAB,Boxing,0,0,0,12,0,12,6584
GAB,Football,0,0,0,15,0,15,7906
GAB,Judo,0,0,0,12,0,12,4876
GAB,Swimming,0,0,0,5,0,5,26416
GAB,Taekwondo,0,1,0,4,1,5,870
GAM,Athletics,0,0,0,57,0,57,43294
GAM,Boxing,0,0,0,1,0,1,6584
GAM,Judo,0,0,0,3,0,3,4876
GAM,Swimming,0,0,0,4,0,4,26416
GAM,Taekwondo,0,0,0,1,0,1,870
GAM,Wrestling,0,0,0,3,0,3,7734
GBR,Archery,2,2,9,148,13,161,2846
GBR,Art Competitions,3,5,1,330,9,339,3578
GBR,Artistic Gymnastics,1,0,6,124,7,131,2297
GBR,Artistic Swimming,0,2,0,2,2,4,257
GBR,Athletics,79,150,164,2043,393,2436,43294
GBR,Badminton,0,2,4,88,6,94,1816
GBR,Basketball,0,0,0,37,0,37,5111
GBR,Beach Volleyball,0,0,0,6,0,6,756
GBR,Boxing,20,15,28,178,63,241,6584
GBR,Canoe Slalom,0,3,2,7,5,12,256
GBR,Canoe Sprint,0,0,1,5,1,6,756
GBR,Canoeing,6,10,6,240,22,262,6171
GBR,Cricket,12,9,0,0,21,21,24
GBR,Cycling,59,68,55,452,182,634,10859
GBR,Cycling BMX Freestyle,1,1,1,1,3,4,42
GBR,Cycling BMX Racing,1,1,0,4,2,6,115
GBR,Cycling Mountain Bike,1,0,0,4,1,5,144
GBR,Cycling Road,0,1,0,16,1,17,493
GBR,"Cycling Road, Cycling Mountain Bike",0,0,0,2,0,2,4
GBR,Cycling Track,8,23,10,32,41,73,878
GBR,Diving,4,6,16,227,26,253,3193
GBR,Equestrian,13,1,11,20,25,45,835
GBR,Equestrianism,26,34,23,295,83,378,6344
GBR,Fencing,1,27,0,563,28,591,11558
GBR,Figure Skating,1,3,6,11,10,21,54
GBR,Football,36,8,1,138,45,183,7906
GBR,Golf,1,2,1,15,4,19,487
GBR,Gymnastics,2,3,46,1076,51,1127,26707
GBR,Handball,0,0,0,28,0,28,4419
GBR,Hockey,57,24,100,311,181,492,6264
GBR,Jeu De Paume,0,1,1,7,2,9,11
GBR,Judo,0,8,12,102,20,122,4876
GBR,Lacrosse,0,12,0,0,12,12,60
GBR,Marathon Swimming,0,0,0,5,0,5,89
GBR,Modern Pentathlon,6,2,5,101,13,114,1821
GBR,Motorboating,6,0,0,10,6,16,17
GBR,Polo,11,14,5,0,30,30,95
GBR,Racquets,3,3,4,2,10,12,12
GBR,Rhythmic Gymnastics,0,0,0,13,0,13,848
GBR,Rowing,124,129,66,472,319,791,11625
GBR,Rugby,0,30,0,0,30,30,162
GBR,Rugby Sevens,0,12,0,52,12,64,928
GBR,Sailing,77,50,26,211,153,364,7266
GBR,Shooting,30,37,35,387,102,489,12580
GBR,Skateboarding,0,0,2,3,2,5,168
GBR,Sport Climbing,1,0,0,4,1,5,108
GBR,Swimming,41,60,56,1269,157,1426,26416
GBR,Synchronized Swimming,0,0,0,30,0,30,909
GBR,Table Tennis,0,0,0,39,0,39,2480
GBR,Taekwondo,2,4,4,16,10,26,870
GBR,Tennis,25,23,19,141,67,208,3446
GBR,Trampoline Gymnastics,1,0,1,3,2,5,64
GBR,Trampolining,0,1,0,8,1,9,152
GBR,Triathlon,8,3,3,30,14,44,822
GBR,Tug-Of-War,16,16,8,0,40,40,170
GBR,Volleyball,0,0,0,24,0,24,4003
GBR,Water Polo,27,0,1,79,28,107,4418
GBR,Weightlifting,1,4,4,124,9,133,4256
GBR,Wrestling,3,4,10,181,17,198,7734
GBS,Athletics,0,0,0,14,0,14,43294
GBS,Judo,0,0,0,3,0,3,4876
GBS,Swimming,0,0,0,1,0,1,26416
GBS,Taekwondo,0,0,0,1,0,1,870
GBS,Wrestling,0,0,0,12,0,12,7734
GDR,Athletics,50,51,39,226,140,366,43294
GDR,Boxing,5,2,6,32,13,45,6584
GDR,Canoeing,24,11,17,47,52,99,6171
GDR,Cycling,9,20,4,41,33,74,10859
GDR,Diving,2,2,3,36,7,43,3193
GDR,Equestrianism,0,0,0,28,0,28,6344
GDR,Fencing,0,1,0,49,1,50,11558
GDR,Football,17,17,17,0,51,51,7906
GDR,Gymnastics,6,28,52,334,86,420,26707
GDR,Handball,14,14,14,29,42,71,4419
GDR,Hockey,0,0,0,14,0,14,6264
GDR,Judo,1,2,6,12,9,21,4876
GDR,Modern Pentathlon,0,0,0,6,0,6,1821
GDR,Rowing,139,24,21,21,184,205,11625
GDR,Sailing,4,5,6,32,15,47,7266
GDR,Shooting,3,8,5,55,16,71,12580
GDR,Swimming,62,61,29,182,152,334,26416
GDR,Volleyball,0,24,0,36,24,60,4003
GDR,Water Polo,0,0,0,11,0,11,4418
GDR,Weightlifting,1,4,6,20,11,31,4256
GDR,Wrestling,2,3,2,50,7,57,7734
GEO,Archery,0,0,0,18,0,18,2846
GEO,Athletics,0,0,0,24,0,24,43294
GEO,Beach Volleyball,0,0,0,4,0,4,756
GEO,Boxing,0,0,2,14,2,16,6584
GEO,Canoeing,0,0,0,1,0,1,6171
GEO,Cycling,0,0,0,1,0,1,10859
GEO,Diving,0,0,0,3,0,3,3193
GEO,Fencing,0,0,0,4,0,4,11558
GEO,Gymnastics,0,0,0,24,0,24,26707
GEO,Judo,5,7,3,54,15,69,4876
GEO,Karate,0,0,0,1,0,1,81
GEO,Modern Pentathlon,0,0,0,1,0,1,1821
GEO,Rhythmic Gymnastics,0,0,0,4,0,4,848
GEO,Sailing,0,0,0,2,0,2,7266
GEO,Shooting,0,0,1,22,1,23,12580
GEO,Swimming,0,0,0,11,0,11,26416
GEO,Tennis,0,0,0,5,0,5,3446
GEO,Trampoline Gymnastics,0,0,0,1,0,1,64
GEO,Trampolining,0,0,0,5,0,5,152
GEO,Weightlifting,4,0,3,16,7,23,4256
GEO,Wrestling,4,7,11,59,22,81,7734
GEQ,Athletics,0,0,0,41,0,41,43294
GEQ,Judo,0,0,0,1,0,1,4876
GEQ,Swimming,0,0,0,4,0,4,26416
GER,3x3 Basketball,4,0,0,0,4,4,128
GER,Alpinism,2,0,0,0,2,2,4
GER,Archery,0,6,6,44,12,56,2846
GER,Art Competitions,9,8,9,330,26,356,3578
GER,Artistic Gymnastics,0,1,0,113,1,114,2297
GER,Athletics,27,68,70,1292,165,1457,43294
GER,Badminton,0,0,0,60,0,60,1816
GER,Basketball,0,0,0,70,0,70,5111
GER,Beach Volleyball,4,2,2,46,8,54,756
GER,Boxing,5,12,13,84,30,114,6584
GER,Canoe Slalom,1,1,4,6,6,12,256
GER,Canoe Sprint,10,6,4,31,20,51,756
GER,Canoeing,77,53,33,118,163,281,6171
GER,Cycling,33,31,30,322,94,416,10859
GER,Cycling BMX Freestyle,0,0,0,2,0,2,42
GER,Cycling BMX Racing,0,0,0,4,0,4,115
GER,Cycling Mountain Bike,0,0,0,7,0,7,144
GER,Cycling Road,0,0,0,19,0,19,493
GER,"Cycling Road, Cycling Track",0,0,0,2,0,2,30
GER,Cycling Track,6,4,4,63,14,77,878
GER,Diving,6,12,16,149,34,183,3193
GER,Equestrian,13,2,0,30,15,45,835
GER,Equestrianism,77,32,34,158,143,301,6344
GER,Fencing,19,16,38,326,73,399,11558
GER,Figure Skating,2,1,0,0,3,3,54
GER,Football,18,17,89,108,124,232,7906
GER,Golf,0,1,0,11,1,12,487
GER,Gymnastics,46,12,19,917,77,994,26707
GER,Handball,22,31,15,138,68,206,4419
GER,Hockey,65,56,79,202,200,402,6264
GER,Judo,3,5,27,98,35,133,4876
GER,Karate,0,0,0,4,0,4,81
GER,Marathon Swimming,1,0,0,4,1,5,89
GER,"Marathon Swimming, Swimming",0,0,0,8,0,8,52
GER,Modern Pentathlon,2,0,1,56,3,59,1821
GER,Polo,0,0,0,4,0,4,95
GER,Rhythmic Gymnastics,1,0,0,37,1,38,848
GER,Rowing,106,75,71,321,252,573,11625
GER,Rugby,0,15,0,0,15,15,162
GER,Sailing,10,14,22,159,46,205,7266
GER,Shooting,11,9,11,258,31,289,12580
GER,Skateboarding,0,0,0,4,0,4,168
GER,Sport Climbing,0,0,0,5,0,5,108
GER,Surfing,0,0,0,3,0,3,88
GER,Swimming,18,59,83,661,160,821,26416
GER,Synchronized Swimming,0,0,0,4,0,4,909
GER,Table Tennis,0,11,9,78,20,98,2480
GER,Taekwondo,0,1,1,11,2,13,870
GER,Tennis,6,7,3,101,16,117,3446
GER,Trampoline Gymnastics,0,0,0,1,0,1,64
GER,Trampolining,1,0,1,7,2,9,152
GER,Triathlon,1,1,0,35,2,37,822
GER,Tug-Of-War,8,0,1,0,9,9,170
GER,Volleyball,0,0,0,73,0,73,4003
GER,Water Polo,8,19,0,96,27,123,4418
GER,Weightlifting,6,7,12,74,25,99,4256
GER,Wrestling,6,18,14,144,38,182,7734
GHA,Athletics,0,0,0,208,0,208,43294
GHA,Boxing,0,1,3,55,4,59,6584
GHA,Football,0,0,20,78,20,98,7906
GHA,Judo,0,0,0,3,0,3,4876
GHA,Swimming,0,0,0,6,0,6,26416
GHA,Table Tennis,0,0,0,8,0,8,2480
GHA,Weightlifting,0,0,0,3,0,3,4256
GRE,Archery,0,0,0,18,0,18,2846
GRE,Art Competitions,1,0,0,8,1,9,3578
GRE,Artistic Gymnastics,0,0,2,1,2,3,2297
GRE,Artistic Swimming,0,0,0,12,0,12,257
GRE,Athletics,10,14,16,663,40,703,43294
GRE,Badminton,0,0,0,2,0,2,1816
GRE,Baseball,0,0,0,23,0,23,894
GRE,Basketball,0,0,0,72,0,72,5111
GRE,Beach Volleyball,0,0,0,14,0,14,756
GRE,Boxing,0,0,0,33,0,33,6584
GRE,Canoeing,0,0,0,15,0,15,6171
GRE,Cycling,1,3,0,78,4,82,10859
GRE,Cycling Mountain Bike,0,0,0,1,0,1,144
GRE,Cycling Road,0,0,0,2,0,2,493
GRE,Cycling Track,0,0,0,1,0,1,878
GRE,Diving,2,0,0,24,2,26,3193
GRE,Equestrian,0,0,0,1,0,1,835
GRE,Equestrianism,0,0,0,12,0,12,6344
GRE,Fencing,3,6,3,139,12,151,11558
GRE,Football,0,0,11,67,11,78,7906
GRE,Golf,0,0,0,1,0,1,487
GRE,Gymnastics,6,2,4,127,12,139,26707
GRE,Handball,0,0,0,30,0,30,4419
GRE,Judo,1,0,2,25,3,28,4876
GRE,Marathon Swimming,0,0,0,2,0,2,89
GRE,Modern Pentathlon,0,0,0,5,0,5,1821
GRE,Rhythmic Gymnastics,0,0,6,34,6,40,848
GRE,Rowing,18,27,15,145,60,205,11625
GRE,Sailing,6,2,8,137,16,153,7266
GRE,Shooting,6,11,8,374,25,399,12580
GRE,Softball,0,0,0,14,0,14,478
GRE,Swimming,1,5,2,289,8,297,26416
GRE,Synchronized Swimming,0,0,0,20,0,20,909
GRE,Table Tennis,0,0,0,23,0,23,2480
GRE,Taekwondo,1,3,0,8,4,12,870
GRE,Tennis,1,8,4,68,13,81,3446
GRE,Trampolining,0,0,0,1,0,1,152
GRE,Triathlon,0,0,0,3,0,3,822
GRE,Tug-Of-War,0,8,0,5,8,13,170
GRE,Volleyball,0,0,0,24,0,24,4003
GRE,Water Polo,0,26,0,213,26,239,4418
GRE,Weightlifting,7,5,4,68,16,84,4256
GRE,Wrestling,1,3,8,136,12,148,7734
GRN,Athletics,1,1,3,41,5,46,43294
GRN,Boxing,0,0,0,9,0,9,6584
GRN,Swimming,0,0,0,10,0,10,26416
GRN,Taekwondo,0,0,0,1,0,1,870
GUA,Art Competitions,0,0,0,1,0,1,3578
GUA,Athletics,0,1,0,89,1,90,43294
GUA,Badminton,0,0,0,8,0,8,1816
GUA,Boxing,0,0,0,7,0,7,6584
GUA,Canoeing,0,0,0,1,0,1,6171
GUA,Cycling,0,0,0,35,0,35,10859
GUA,Cycling Road,0,0,0,1,0,1,493
GUA,Equestrianism,0,0,0,6,0,6,6344
GUA,Fencing,0,0,0,7,0,7,11558
GUA,Football,0,0,0,53,0,53,7906
GUA,Gymnastics,0,0,0,18,0,18,26707
GUA,Judo,0,0,0,7,0,7,4876
GUA,Modern Pentathlon,0,0,0,9,0,9,1821
GUA,Rowing,0,0,0,5,0,5,11625
GUA,Sailing,0,0,0,12,0,12,7266
GUA,Shooting,1,0,1,56,2,58,12580
GUA,Swimming,0,0,0,89,0,89,26416
GUA,Taekwondo,0,0,0,5,0,5,870
GUA,Weightlifting,0,0,0,14,0,14,4256
GUA,Wrestling,0,0,0,24,0,24,7734
GUI,Archery,0,0,0,1,0,1,2846
