Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Camille Laus,BEL,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Chloe Herbiet,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Christian Iguacel,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Cynthia Bolingo,BEL,Athletics,0,0,6,0,0,6,2024,0.005602062620190318,7190
Daniel Segers,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Delphine Nkansa,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Dieter Kersten,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Dylan Borlee,BEL,Athletics,0,0,4,0,0,4,2024,0.00336863300103117,7824
Elie Bacari,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Eliott Crestan,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Elise Mehuys,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Elise Vanderelst,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Fanny Smets,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Florent Mabille,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Hanne Claes,BEL,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Hanne Maudens,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Hanne Verbruggen,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Helena Ponette,BEL,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Imke Vervaet,BEL,Athletics,0,0,5,0,0,5,2024,0.004486577798026189,7417
Isaac Kimeli,BEL,Athletics,0,0,4,0,0,4,2024,0.00336863300103117,7824
Ismael Debjani,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Jochem Vermeulen,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
John Heymans,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Jonathan Borlee,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Jonathan Sacoor,BEL,Athletics,0,0,5,0,0,5,2024,0.004486577798026189,7417
Julien Watrin,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Kevin Borlee,BEL,Athletics,0,0,5,0,0,5,2024,0.004486577798026189,7417
Koen Naert,BEL,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Liefde Schoemaker,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Lisa Rooms,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Michael Obasuyi,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Michael Somers,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Mieke Gorissen,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Nafissatou Thiam,BEL,Athletics,0,3,0,0,3,3,2024,0.22957846613338947,169
Noor Vidts,BEL,Athletics,1,0,1,0,1,2,2024,0.07998989387663208,5344
Paulien Couckuyt,BEL,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Phili Milanov,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Pieter Sisk,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Rani Rosius,BEL,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Rani Vincke,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Robin Hendrix,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Robin Vanderbemden,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Ruben Verheyden,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Thomas Carmoy,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Timothy Herman,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Vanessa Sterckendries,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
de Janie,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
de Tibo,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
van Naomi,BEL,Athletics,0,0,4,0,0,4,2024,0.00336863300103117,7824
van Thomas,BEL,Athletics,0,0,1,0,0,1,2024,0.0,23451
Julien Carraggi,BEL,Badminton,0,0,1,0,0,1,2024,0.0,23451
Lianne Tan,BEL,Badminton,0,0,4,0,0,4,2024,0.00336863300103117,7824
Ann Wauters,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Antonia Delaere,BEL,Basketball,0,0,2,0,0,2,2024,0.001125347976850006,12106
Becky Massey,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Bethy Mununga,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Billie Massey,BEL,Basketball,0,0,2,0,0,2,2024,0.001125347976850006,12106
Elise Ramette,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Emma Meesseman,BEL,Basketball,0,0,2,0,0,2,2024,0.001125347976850006,12106
Hanne Mestdagh,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Heleen Nauwelaers,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Ine Joris,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Jana Raman,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Julie Allemand,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Julie Vanloo,BEL,Basketball,0,0,2,0,0,2,2024,0.001125347976850006,12106
Kim Mestdagh,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Kyara Linskens,BEL,Basketball,0,0,2,0,0,2,2024,0.001125347976850006,12106
Laure Resimont,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Marjorie Carpreaux,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Maxuella Lisowa,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Nastja Claessens,BEL,Basketball,0,0,1,0,0,1,2024,0.0,23451
Oshin Derieuw,BEL,Boxing,0,0,1,0,0,1,2024,0.0,23451
Vasile Usturoi,BEL,Boxing,0,0,1,0,0,1,2024,0.0,23451
Victor Schelstraete,BEL,Boxing,0,0,1,0,0,1,2024,0.0,23451
de Gabriel,BEL,Canoe Slalom,0,0,1,0,0,1,2024,0.0,23451
Artuur Peters,BEL,Canoe Sprint,0,0,2,0,0,2,2024,0.001125347976850006,12106
Hermien Peters,BEL,Canoe Sprint,0,0,4,0,0,4,2024,0.00336863300103117,7824
Lize Broekx,BEL,Canoe Sprint,0,0,4,0,0,4,2024,0.00336863300103117,7824
Artuur Peters,BEL,Canoeing,0,0,1,0,0,1,2024,0.0,23451
Elke Vanhoof,BEL,Cycling,0,0,1,0,0,1,2024,0.0,23451
Githa Michiels,BEL,Cycling,0,0,1,0,0,1,2024,0.0,23451
Jens Schuermans,BEL,Cycling,0,0,1,0,0,1,2024,0.0,23451
Jolien D'hoore,BEL,Cycling,1,0,1,0,1,2,2024,0.07998989387663208,5344
Lotte Kopecky,BEL,Cycling,0,0,2,0,0,2,2024,0.001125347976850006,12106
Aiko Gommers,BEL,Cycling BMX Racing,0,0,1,0,0,1,2024,0.0,23451
Elke Vanhoof,BEL,Cycling BMX Racing,0,0,1,0,0,1,2024,0.0,23451
Ruben Gommers,BEL,Cycling BMX Racing,0,0,1,0,0,1,2024,0.0,23451
Valerie Vossen,BEL,Cycling BMX Racing,0,0,1,0,0,1,2024,0.0,23451
Wannes Magdelijns,BEL,Cycling BMX Racing,0,0,1,0,0,1,2024,0.0,23451
Emeline Detilleux,BEL,Cycling Mountain Bike,0,0,1,0,0,1,2024,0.0,23451
Githa Michiels,BEL,Cycling Mountain Bike,0,0,1,0,0,1,2024,0.0,23451
Jens Schuermans,BEL,Cycling Mountain Bike,0,0,2,0,0,2,2024,0.001125347976850006,12106
de Pierre,BEL,Cycling Mountain Bike,0,0,1,0,0,1,2024,0.0,23451
Jasper Stuyven,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
Justine Ghekiere,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
Lotte Kopecky,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
Margot Vanpachtenbeke,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
Mauri Vansevenant,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
Remco Evenepoel,BEL,Cycling Road,0,2,2,0,2,4,2024,0.15735405661906993,464
Tiesj Benoot,BEL,Cycling Road,0,0,2,0,0,2,2024,0.001125347976850006,12106
Valerie Demey,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
van Greg,BEL,Cycling Road,0,0,1,0,0,1,2024,0.0,23451
van Julie,BEL,Cycling Road,0,0,3,0,0,3,2024,0.0022482243524647905,8771
van Wout,BEL,Cycling Road,1,0,2,1,2,4,2024,0.12304679458509414,1068
Lotte Kopecky,BEL,"Cycling Road, Cycling Track",0,0,3,0,0,3,2024,0.0022482243524647905,8771
Helene Hesters,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
Jolien D'hoore,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
Julie Nicolaes,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
Lani Wittevrongel,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
Lotte Kopecky,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
Nicky Degrendele,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
Noah Vandenbranden,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
Robbe Ghys,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
Shari Bossuyt,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
Tuur Dens,BEL,Cycling Track,0,0,1,0,0,1,2024,0.0,23451
de Katrijn,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
de Kenny,BEL,Cycling Track,0,0,2,0,0,2,2024,0.001125347976850006,12106
de Lindsay,BEL,Cycling Track,0,0,4,0,0,4,2024,0.00336863300103117,7824
van Fabio,BEL,Cycling Track,1,0,2,0,1,3,2024,0.08001191193606552,4985
Alexa Fairchild,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Charlotte Defalque,BEL,Equestrian,0,0,1,0,0,1,2024,0.0,23451
Domien Michiels,BEL,Equestrian,0,0,4,0,0,4,2024,0.00336863300103117,7824
Gilles Thomas,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Gregory Wathelet,BEL,Equestrian,1,0,3,0,1,4,2024,0.08004712082548433,4867
Jerome Guery,BEL,Equestrian,1,0,3,0,1,4,2024,0.08004712082548433,4867
Karin Donckers,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Larissa Pauluis,BEL,Equestrian,0,0,4,0,0,4,2024,0.00336863300103117,7824
Laurence Roos,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Maarten Boon,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Niels Bruynseels,BEL,Equestrian,1,0,1,0,1,2,2024,0.07998989387663208,5344
Pieter Devos,BEL,Equestrian,1,0,1,0,1,2,2024,0.07998989387663208,5344
Tine Magnus,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Wilm Vermeir,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
Yves Vanderhasselt,BEL,Equestrian,0,0,1,0,0,1,2024,0.0,23451
de Flore,BEL,Equestrian,0,0,2,0,0,2,2024,0.001125347976850006,12106
de Lara,BEL,Equestrian,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Gregory Wathelet,BEL,Equestrianism,0,0,2,0,0,2,2024,0.001125347976850006,12106
Karin Donckers,BEL,Equestrianism,0,0,9,0,0,9,2024,0.008933796023490183,6862
Neisser Loyola,BEL,Fencing,0,0,1,0,0,1,2024,0.0,23451
Adrien Dumont,BEL,Golf,0,0,1,0,0,1,2024,0.0,23451
Thomas Detry,BEL,Golf,0,0,2,0,0,2,2024,0.001125347976850006,12106
Thomas Pieters,BEL,Golf,0,0,2,0,0,2,2024,0.001125347976850006,12106
de Manon,BEL,Golf,0,0,2,0,0,2,2024,0.001125347976850006,12106
Nina Derwael,BEL,Gymnastics,0,0,5,0,0,5,2024,0.004486577798026189,7417
A Luypaert,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Abigail Raye,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Aisling D'hooghe,BEL,Hockey,0,0,2,0,0,2,2024,0.001125347976850006,12106
Alain Boon,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Alexander Hendrickx,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Alix Gerniers,BEL,Hockey,0,0,2,0,0,2,2024,0.001125347976850006,12106
Ambre Ballenghien,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Andre Charlier,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Antoine Kina,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
B Wegnez,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
B. Denayer,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Barbara Nelen,BEL,Hockey,0,0,2,0,0,2,2024,0.001125347976850006,12106
Camille Belis,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Cedric Charlier,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Charlotte Englebert,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Delphine-daphne Marien,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Elodie Picard,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Emily White,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Emma Puvrez,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
F Gougnard,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Felix Denayer,BEL,Hockey,0,0,3,1,1,4,2024,0.08620353348550407,1515
Gauthier Boccard,BEL,Hockey,0,1,2,1,2,4,2024,0.12536063516817986,790
Helene Brasseur,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
J Meurmans,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
John-john Dohmen,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Judith Vandermeiren,BEL,Hockey,0,0,2,0,0,2,2024,0.001125347976850006,12106
Justine Rasir,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Lien Hillewaert,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Loick Luypaert,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Lucie Breyne,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
M Dohmen,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Michelle Struijk,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Nelson Onana,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
P Hendrickx,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Sebastien Dockier,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Stephanie Vanden,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
T Kina,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
Thibeau Stockbroekx,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Thomas Briels,BEL,Hockey,0,1,2,1,2,4,2024,0.12536063516817986,790
Tom Boon,BEL,Hockey,0,0,2,1,1,3,2024,0.08617032393523026,1642
Vanessa Blockmans,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Victor Wegnez,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Vincent Vanasch,BEL,Hockey,0,1,2,1,2,4,2024,0.12536063516817986,790
de Arthur,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
de Nicolas,BEL,Hockey,0,1,1,0,1,2,2024,0.0805911872684156,3601
de Thierr,BEL,Hockey,0,1,0,0,1,1,2024,0.08058195654188434,4235
van Arno,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
van Arthur,BEL,Hockey,0,1,1,0,1,2,2024,0.0805911872684156,3601
van Florent,BEL,Hockey,0,1,1,0,1,2,2024,0.0805911872684156,3601
van Loic,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
van Maxime,BEL,Hockey,0,0,1,0,0,1,2024,0.0,23451
Gabriella Willems,BEL,Judo,1,0,0,0,1,1,2024,0.07998107834533921,6197
Jorre Verstraeten,BEL,Judo,0,0,2,0,0,2,2024,0.001125347976850006,12106
Matthias Casse,BEL,Judo,1,0,1,0,1,2,2024,0.07998989387663208,5344
Toma Nikiforov,BEL,Judo,0,0,3,0,0,3,2024,0.0022482243524647905,8771
van Charline,BEL,Judo,0,0,1,0,0,1,2024,0.0,23451
Tibo Vyvey,BEL,Rowing,0,0,1,0,0,1,2024,0.0,23451
Tim Brys,BEL,Rowing,0,0,2,0,0,2,2024,0.001125347976850006,12106
van Niels,BEL,Rowing,0,0,2,0,0,2,2024,0.001125347976850006,12106
Anouk Geurts,BEL,Sailing,0,0,2,0,0,2,2024,0.001125347976850006,12106
Eline Verstraelen,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
Emma Plasschaert,BEL,Sailing,0,0,2,0,0,2,2024,0.001125347976850006,12106
Isaura Maenhaut,BEL,Sailing,0,0,2,0,0,2,2024,0.001125347976850006,12106
Jan Heuninck,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
Lucas Claeyssens,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
Yannick Lefebvre,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
de William,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
van Wannes,BEL,Sailing,0,0,1,0,0,1,2024,0.0,23451
Jessie Kaps,BEL,Shooting,0,0,1,0,0,1,2024,0.0,23451
Axel Cruysberghs,BEL,Skateboarding,0,0,1,0,0,1,2024,0.0,23451
Lore Bruggeman,BEL,Skateboarding,0,0,1,0,0,1,2024,0.0,23451
Van Hannes,BEL,Sport Climbing,0,0,1,0,0,1,2024,0.0,23451
Fanny Lecluyse,BEL,Swimming,0,0,5,0,0,5,2024,0.004486577798026189,7417
Florine Gaspard,BEL,Swimming,0,0,1,0,0,1,2024,0.0,23451
Louis Croenen,BEL,Swimming,0,0,5,0,0,5,2024,0.004486577798026189,7417
Lucas Henveaux,BEL,Swimming,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Roos Vanotterdijk,BEL,Swimming,0,0,2,0,0,2,2024,0.001125347976850006,12106
Valentine Dumont,BEL,Swimming,0,0,2,0,0,2,2024,0.001125347976850006,12106
Cedric Nuytinck,BEL,Table Tennis,0,0,1,0,0,1,2024,0.0,23451
Martin Allegro,BEL,Table Tennis,0,0,1,0,0,1,2024,0.0,23451
Jaouad Achab,BEL,Taekwondo,0,0,2,0,0,2,2024,0.001125347976850006,12106
Sarah Chaari,BEL,Taekwondo,1,0,0,0,1,1,2024,0.07998107834533921,6197
Elise Mertens,BEL,Tennis,0,0,2,0,0,2,2024,0.001125347976850006,12106
Joran Vliegen,BEL,Tennis,0,0,2,0,0,2,2024,0.001125347976850006,12106
Sander Gille,BEL,Tennis,0,0,2,0,0,2,2024,0.001125347976850006,12106
Zizou Bergs,BEL,Tennis,0,0,1,0,0,1,2024,0.0,23451
van Alison,BEL,Tennis,0,0,2,0,0,2,2024,0.001125347976850006,12106
Claire Michel,BEL,Triathlon,0,0,4,0,0,4,2024,0.00336863300103117,7824
Jelle Geens,BEL,Triathlon,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Jolien Vermeylen,BEL,Triathlon,0,0,1,0,0,1,2024,0.0,23451
Marten Van,BEL,Triathlon,0,0,1,0,0,1,2024,0.0,23451
Valerie Barthelemy,BEL,Triathlon,0,0,2,0,0,2,2024,0.001125347976850006,12106
van Marten,BEL,Triathlon,0,0,2,0,0,2,2024,0.001125347976850006,12106
A Vanbellinghen,BEL,Weightlifting,0,0,1,0,0,1,2024,0.0,23451
Nina Sterckx,BEL,Weightlifting,0,0,2,0,0,2,2024,0.001125347976850006,12106
Didier Kiki,BEN,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Noelie Yarigo,BEN,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Odile Ahouanwanou,BEN,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Celtus Dossou,BEN,Judo,0,0,1,0,0,1,2024,0.0,23451
Valentin Houinato,BEN,Judo,0,0,1,0,0,1,2024,0.0,23451
Privel Hinkati,BEN,Rowing,0,0,1,0,0,1,2024,0.0,23451
Dodji Kpade,BEN,Swimming,0,0,1,0,0,1,2024,0.0,23451
Eliane Douillet,BEN,Swimming,0,0,1,0,0,1,2024,0.0,23451
Nafissath Radji,BEN,Swimming,0,0,1,0,0,1,2024,0.0,23451
Pierre Dansou,BEN,Swimming,0,0,1,0,0,1,2024,0.0,23451
Jah-nhai Perinchief,BER,Athletics,0,0,1,0,0,1,2024,0.0,23451
Dara Alizadeh,BER,Rowing,0,0,2,0,0,2,2024,0.001125347976850006,12106
Adriana Penruddocke,BER,Sailing,0,0,1,0,0,1,2024,0.0,23451
Emma Harvey,BER,Swimming,0,0,1,0,0,1,2024,0.0,23451
Jack Harvey,BER,Swimming,0,0,1,0,0,1,2024,0.0,23451
Erica Hawley,BER,Triathlon,0,0,1,0,0,1,2024,0.0,23451
Flora Duffy,BER,Triathlon,0,1,4,0,1,5,2024,0.08070142226936218,3288
Tyler Smith,BER,Triathlon,0,0,1,0,0,1,2024,0.0,23451
KARMA,BHU,Archery,0,0,1,0,0,1,2024,0.0,23451
Lam Dorji,BHU,Archery,0,0,1,0,0,1,2024,0.0,23451
Kinzang Lhamo,BHU,Athletics,0,0,1,0,0,1,2024,0.0,23451
Ngawang Namgyel,BHU,Judo,0,0,1,0,0,1,2024,0.0,23451
Lenchu Kunzang,BHU,Shooting,0,0,2,0,0,2,2024,0.001125347976850006,12106
Sangay Tenzin,BHU,Swimming,0,0,2,0,0,2,2024,0.001125347976850006,12106
Amel Tuka,BIH,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Mesud Pezer,BIH,Athletics,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Aleksandra Samardzic,BIH,Judo,0,0,1,0,0,1,2024,0.0,23451
Larisa Ceric,BIH,Judo,0,0,2,0,0,2,2024,0.001125347976850006,12106
Tatjana Djekanovic,BIH,Shooting,0,0,1,0,0,1,2024,0.0,23451
Emir Muratovic,BIH,Swimming,0,0,2,0,0,2,2024,0.001125347976850006,12106
Jovan Lekic,BIH,Swimming,0,0,1,0,0,1,2024,0.0,23451
Lana Pudar,BIH,Swimming,0,0,3,0,0,3,2024,0.0022482243524647905,8771
Nedzad Husic,BIH,Taekwondo,0,0,1,0,0,1,2024,0.0,23451
Michael Joseph,BIZ,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Samantha Dirks,BIZ,Athletics,0,0,1,0,0,1,2024,0.0,23451
Shaun Gill,BIZ,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Amado Cruz,BIZ,Canoe Sprint,0,0,2,0,0,2,2024,0.001125347976850006,12106
Hanna Marusava,BLR,Archery,0,0,2,0,0,2,2024,0.001125347976850006,12106
Karyna Dziominskaya,BLR,Archery,0,0,2,0,0,2,2024,0.001125347976850006,12106
Karyna Kazlouskaya,BLR,Archery,0,0,2,0,0,2,2024,0.001125347976850006,12106
Hanna Traukova,BLR,Artistic Gymnastics,0,0,5,0,0,5,2024,0.004486577798026189,7417
Daria Kulagina,BLR,Artistic Swimming,0,0,1,0,0,1,2024,0.0,23451
Vasilina Khandoshka,BLR,Artistic Swimming,0,0,1,0,0,1,2024,0.0,23451
Aliaksandr Liakhovich,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Aliaksandra Khilmanovich,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Aliaksei Katkavets,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Aliona Dubitskaya,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Anastasiya Rarovskaya,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Anna Terlyukevich,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Dzmitry Dziubin,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Dzmitry Nabokau,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Elvira Herman,BLR,Athletics,0,0,2,0,0,2,2024,0.001125347976850006,12106
Hanna Malyshchyk,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Hleb Dudarau,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Iryna Zhuk,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Ivan Tikhon,BLR,Athletics,1,0,3,1,2,5,2024,0.12307899800576041,1044
Karyna Demidik,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Krystsina Tsimanouskaya,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Maksim Nedasekau,BLR,Athletics,1,0,0,0,1,1,2024,0.07998107834533921,6197
Nastassia Maslava,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Nastassia Mironchyk-ivanova,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Nina Savina,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Pavel Mialeshka,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Tatsiana Khaladovich,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Uzo Limai,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Viktoryia Rashchupkina,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Vitali Parakhonka,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Vitaliy Zhuk,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Viyaleta Skvartsova,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Volha Mazuronak,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Yauheni Bahutski,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Yuliya Bliznets,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Yury Vasilchanka,BLR,Athletics,0,0,1,0,0,1,2024,0.0,23451
Aliaksandr Radzionau,BLR,Boxing,0,0,1,0,0,1,2024,0.0,23451
Dzmitry Asanau,BLR,Boxing,0,0,1,0,0,1,2024,0.0,23451
Uladzislau Smiahlikau,BLR,Boxing,0,0,1,0,0,1,2024,0.0,23451
Vitali Bandarenka,BLR,Boxing,0,0,1,0,0,1,2024,0.0,23451
Aleh Yurenia,BLR,Canoe Sprint,0,0,2,0,0,2,2024,0.001125347976850006,12106
Alena Nazdrova,BLR,Canoe Sprint,0,0,1,0,0,1,2024,0.0,23451
Daryna Pikuleva,BLR,Canoe Sprint,0,0,1,0,0,1,2024,0.0,23451
Dzmitry Natynchyk,BLR,Canoe Sprint,0,0,1,0,0,1,2024,0.0,23451
Ilya Fedarenka,BLR,Canoe Sprint,0,0,1,0,0,1,2024,0.0,23451
Marharyta Makhneva,BLR,Canoe Sprint,0,0,0,1,1,1,2024,0.08614083160457776,2717
Maryna Litvinchuk,BLR,Canoe Sprint,0,0,2,1,1,3,2024,0.08617032393523026,1642
