NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Partipate_Rate,,Score,Rank
HUN,Water Polo,107,29,62,158,198,356,4418,0.300561798,0.081460674,0.174157303,0.556179775,0.080579448,,0.516813522,2
HUN,Weightlifting,2,9,9,80,20,100,4256,0.02,0.09,0.09,0.2,0.023496241,,0.128517692,15
HUN,Wrestling,20,17,20,233,57,290,7734,0.068965517,0.05862069,0.068965517,0.196551724,0.037496768,,0.186177008,12
INA,Archery,0,3,0,53,3,56,2846,0,0.053571429,0,0.053571429,0.019676739,,0.169279691,4
INA,Artistic Gymnastics,0,0,0,2,0,2,2297,0,0,0,0,0.000870701,,0.003779332,20
INA,Athletics,0,0,0,47,0,47,43294,0,0,0,0,0.001085601,,0.073902332,5
INA,Badminton,13,9,10,86,32,118,1816,0.110169492,0.076271186,0.084745763,0.271186441,0.064977974,,0.767229962,1
INA,Beach Volleyball,0,0,0,4,0,4,756,0,0,0,0,0.005291005,,0.002331516,21
INA,Boxing,0,0,0,21,0,21,6584,0,0,0,0,0.00318955,,0.017232632,11
INA,Canoeing,0,0,0,7,0,7,6171,0,0,0,0,0.001134338,,0.010948183,16
INA,Cycling,0,0,0,12,0,12,10859,0,0,0,0,0.001105074,,0.019329819,10
INA,Cycling Track,0,0,0,1,0,1,878,0,0,0,0,0.001138952,,0.001332529,23
INA,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,,0.00560028,19
INA,Fencing,0,0,0,11,0,11,11558,0,0,0,0,0.000951722,,0.020157684,8
INA,Football,0,0,0,13,0,13,7906,0,0,0,0,0.001644321,,0.015318925,12
INA,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,,0.010060068,17
INA,Rowing,0,0,0,6,0,6,11625,0,0,0,0,0.000516129,,0.019425105,9
INA,Sailing,0,0,0,14,0,14,7266,0,0,0,0,0.001926782,,0.01481799,13
INA,Shooting,0,0,0,13,0,13,12580,0,0,0,0,0.001033386,,0.022169953,7
INA,Sport Climbing,1,0,0,3,1,4,108,0.25,0,0,0.25,0.037037037,,0.331018085,3
INA,Surfing,0,0,0,2,0,2,88,0,0,0,0,0.022727273,,0.000681567,24
INA,Swimming,0,0,0,47,0,47,26416,0,0,0,0,0.001779225,,0.051818669,6
INA,Table Tennis,0,0,0,11,0,11,2480,0,0,0,0,0.004435484,,0.007870555,18
INA,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,,0.001895373,22
INA,Tennis,0,0,0,18,0,18,3446,0,0,0,0,0.005223447,,0.012757957,15
INA,Weightlifting,1,6,7,43,14,57,4256,0.01754386,0.105263158,0.122807018,0.245614035,0.013392857,,0.496288008,2
INA,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,,0.012777267,14
IND,Archery,0,0,0,79,0,79,2846,0,0,0,0,0.027758257,,0.015223543,11
IND,Art Competitions,0,0,0,2,0,2,3578,0,0,0,0,0.000558971,,0.003171986,22
IND,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0.002013502,24
IND,Athletics,1,3,0,326,4,330,43294,0.003030303,0.009090909,0,0.012121212,0.007622303,,0.102649463,5
IND,Badminton,0,1,2,35,3,38,1816,0,0.026315789,0.052631579,0.078947368,0.02092511,,0.131989526,2
IND,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0.005189467,21
IND,Boxing,0,0,3,68,3,71,6584,0,0,0.042253521,0.042253521,0.010783718,,0.061699558,7
IND,Cycling,0,0,0,40,0,40,10859,0,0,0,0,0.00368358,,0.012945777,12
IND,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0.002779545,23
IND,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,,0.000407333,26
IND,Equestrianism,0,0,0,10,0,10,6344,0,0,0,0,0.001576293,,0.006232573,18
IND,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,,0.011250909,15
IND,Football,0,0,0,51,0,51,7906,0,0,0,0,0.006450797,,0.012256147,13
IND,Golf,0,0,0,11,0,11,487,0,0,0,0,0.022587269,,0.001951532,25
IND,Gymnastics,0,0,0,88,0,88,26707,0,0,0,0,0.003295016,,0.030934317,8
IND,Hockey,130,13,64,190,207,397,6264,0.327455919,0.032745592,0.161209068,0.521410579,0.063378033,,0.963317304,1
IND,Judo,0,0,0,17,0,17,4876,0,0,0,0,0.003486464,,0.005460256,19
IND,Rowing,0,0,0,13,0,13,11625,0,0,0,0,0.00111828,,0.011553013,14
IND,Sailing,0,0,0,18,0,18,7266,0,0,0,0,0.002477291,,0.007661881,17
IND,Shooting,1,2,5,153,8,161,12580,0.00621118,0.01242236,0.031055901,0.049689441,0.012798092,,0.094499043,6
IND,Swimming,0,0,0,43,0,43,26416,0,0,0,0,0.001627801,,0.027156959,10
IND,Table Tennis,0,0,0,42,0,42,2480,0,0,0,0,0.016935484,,0.008210734,16
IND,Tennis,0,0,1,55,1,56,3446,0,0,0.017857143,0.017857143,0.016250725,,0.027718035,9
IND,Water Polo,0,0,0,19,0,19,4418,0,0,0,0,0.004300589,,0.005330464,20
IND,Weightlifting,0,1,1,40,2,42,4256,0,0.023809524,0.023809524,0.047619048,0.009868421,,0.10728928,4
IND,Wrestling,0,2,6,109,8,117,7734,0,0.017094017,0.051282051,0.068376068,0.015128006,,0.117425654,3
IOA,Athletics,0,0,0,13,0,13,43294,0,0,0,0,0.000300273,,0.040738853,2
IOA,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0.005199239,13
IOA,Canoeing,0,0,0,7,0,7,6171,0,0,0,0,0.001134338,,0.009888379,6
IOA,Cycling,0,0,0,8,0,8,10859,0,0,0,0,0.000736716,,0.013491205,4
IOA,Fencing,0,0,0,2,0,2,11558,0,0,0,0,0.00017304,,0.009771687,8
IOA,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0.006833197,10
IOA,Rhythmic Gymnastics,0,0,0,2,0,2,848,0,0,0,0,0.002358491,,0.00145239,16
IOA,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,,0.009830921,7
IOA,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,,0.005813944,11
IOA,Shooting,1,1,3,14,5,19,12580,0.052631579,0.052631579,0.157894737,0.263157895,0.001510334,,0.972763187,1
IOA,Swimming,0,0,0,10,0,10,26416,0,0,0,0,0.000378558,,0.026045605,3
IOA,Synchronized Swimming,0,0,0,5,0,5,909,0,0,0,0,0.00550055,,0.005785199,12
IOA,Table Tennis,0,0,0,7,0,7,2480,0,0,0,0,0.002822581,,0.008776902,9
IOA,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,,0.002361368,15
IOA,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0.003095394,14
IOA,Wrestling,0,0,0,9,0,9,7734,0,0,0,0,0.001163693,,0.01305233,5
IRI,Archery,0,0,0,7,0,7,2846,0,0,0,0,0.002459592,,0.005118884,21
IRI,Artistic Gymnastics,0,0,0,2,0,2,2297,0,0,0,0,0.000870701,,0.003458196,23
IRI,Athletics,0,1,0,65,1,66,43294,0,0.015151515,0,0.015151515,0.001524461,,0.07918797,5
IRI,Badminton,0,0,0,2,0,2,1816,0,0,0,0,0.001101322,,0.002725282,24
IRI,Basketball,0,0,0,37,0,37,5111,0,0,0,0,0.007239288,,0.018422521,13
IRI,Boxing,0,0,0,57,0,57,6584,0,0,0,0,0.008657351,,0.027640326,11
IRI,Canoe Sprint,0,0,0,3,0,3,756,0,0,0,0,0.003968254,,0.001409218,25
IRI,Canoeing,0,0,0,6,0,6,6171,0,0,0,0,0.00097229,,0.00965071,17
IRI,Cycling,0,0,0,70,0,70,10859,0,0,0,0,0.006446266,,0.035498585,10
IRI,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,,0.001140432,26
IRI,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,,0.0048048,22
IRI,Equestrianism,0,0,0,1,0,1,6344,0,0,0,0,0.000157629,,0.009625785,18
IRI,Fencing,0,0,0,70,0,70,11558,0,0,0,0,0.006056411,,0.035973385,9
IRI,Football,0,0,0,48,0,48,7906,0,0,0,0,0.006071338,,0.024767634,12
IRI,Gymnastics,0,0,0,12,0,12,26707,0,0,0,0,0.00044932,,0.040051589,7
IRI,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,,0.010847342,16
IRI,Karate,1,0,0,2,1,3,81,0.333333333,0,0,0.333333333,0.037037037,,0.290629703,4
IRI,Rowing,0,0,0,9,0,9,11625,0,0,0,0,0.000774194,,0.017995515,14
IRI,Shooting,1,0,0,50,1,51,12580,0.019607843,0,0,0.019607843,0.004054054,,0.045522971,6
IRI,Sport Climbing,0,0,0,1,0,1,108,0,0,0,0,0.009259259,,4.19E-05,27
IRI,Swimming,0,0,0,8,0,8,26416,0,0,0,0,0.000302847,,0.039449169,8
IRI,Table Tennis,0,0,0,13,0,13,2480,0,0,0,0,0.005241935,,0.00674631,20
IRI,Taekwondo,3,3,4,11,10,21,870,0.142857143,0.142857143,0.19047619,0.476190476,0.024137931,,0.447233174,2
IRI,Volleyball,0,0,0,24,0,24,4003,0,0,0,0,0.005995503,,0.012327779,15
IRI,Water Polo,0,0,0,11,0,11,4418,0,0,0,0,0.002489814,,0.008163075,19
IRI,Weightlifting,7,6,6,59,19,78,4256,0.08974359,0.076923077,0.076923077,0.243589744,0.018327068,,0.37737757,3
IRI,Wrestling,12,19,24,157,55,212,7734,0.056603774,0.089622642,0.113207547,0.259433962,0.02741143,,0.709496089,1
IRL,Archery,0,0,0,11,0,11,2846,0,0,0,0,0.003865074,,0.006566965,25
IRL,Art Competitions,0,1,2,39,3,42,3578,0,0.023809524,0.047619048,0.071428571,0.011738401,,0.303983419,4
IRL,Artistic Gymnastics,1,0,0,7,1,8,2297,0.125,0,0,0.125,0.003482804,,0.393448824,3
IRL,Athletics,4,2,0,354,6,360,43294,0.011111111,0.005555556,0,0.016666667,0.00831524,,0.293561532,5
IRL,Badminton,0,0,0,10,0,10,1816,0,0,0,0,0.005506608,,0.004558224,28
IRL,Basketball,0,0,0,13,0,13,5111,0,0,0,0,0.002543534,,0.01115057,19
IRL,Boxing,4,5,10,122,19,141,6584,0.028368794,0.035460993,0.070921986,0.134751773,0.021415553,,0.691247992,1
IRL,Canoe Slalom,0,0,0,8,0,8,256,0,0,0,0,0.03125,,0.002050136,32
IRL,Canoeing,0,0,0,48,0,48,6171,0,0,0,0,0.007778318,,0.01972921,14
IRL,Cycling,0,0,0,73,0,73,10859,0,0,0,0,0.006722534,,0.031977237,10
IRL,Cycling Road,0,0,0,8,0,8,493,0,0,0,0,0.016227181,,0.002208168,31
IRL,Cycling Track,0,0,0,21,0,21,878,0,0,0,0,0.023917995,,0.006555822,26
IRL,Diving,0,0,0,6,0,6,3193,0,0,0,0,0.001879111,,0.006701485,24
IRL,Equestrian,0,0,0,32,0,32,835,0,0,0,0,0.038323353,,0.010086888,20
IRL,Equestrianism,0,0,1,182,1,183,6344,0,0,0.005464481,0.005464481,0.028846154,,0.079077752,8
IRL,Fencing,0,0,0,53,0,53,11558,0,0,0,0,0.004585568,,0.028873891,11
IRL,Football,0,0,0,23,0,23,7906,0,0,0,0,0.002909183,,0.017676229,15
IRL,Golf,0,0,0,12,0,12,487,0,0,0,0,0.024640657,,0.003459875,29
IRL,Gymnastics,0,0,0,18,0,18,26707,0,0,0,0,0.000673981,,0.053534228,9
IRL,Hockey,0,0,0,51,0,51,6264,0,0,0,0,0.008141762,,0.020599852,13
IRL,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,,0.011361103,18
IRL,"Marathon Swimming, Swimming",0,0,0,3,0,3,52,0,0,0,0,0.057692308,,0.000334642,34
IRL,Modern Pentathlon,0,0,0,11,0,11,1821,0,0,0,0,0.006040637,,0.004768353,27
IRL,Rowing,4,2,6,83,12,95,11625,0.042105263,0.021052632,0.063157895,0.126315789,0.008172043,,0.56834512,2
IRL,Rugby Sevens,0,0,0,41,0,41,928,0,0,0,0,0.044181034,,0.013033914,17
IRL,Sailing,0,3,0,90,3,93,7266,0,0.032258065,0,0.032258065,0.012799339,,0.291572811,6
IRL,Shooting,0,0,0,26,0,26,12580,0,0,0,0,0.002066773,,0.026890621,12
IRL,Swimming,3,0,2,150,5,155,26416,0.019354839,0,0.012903226,0.032258065,0.005867656,,0.238934471,7
IRL,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,,0.001718055,33
IRL,Tennis,0,0,0,19,0,19,3446,0,0,0,0,0.005513639,,0.009058987,22
IRL,Triathlon,0,0,0,7,0,7,822,0,0,0,0,0.008515815,,0.002324539,30
IRL,Water Polo,0,0,0,14,0,14,4418,0,0,0,0,0.003168855,,0.009937306,21
IRL,Weightlifting,0,0,0,3,0,3,4256,0,0,0,0,0.000704887,,0.008779248,23
IRL,Wrestling,0,0,0,9,0,9,7734,0,0,0,0,0.001163693,,0.01609214,16
IRQ,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,,0,7
IRQ,Athletics,0,0,0,52,0,52,43294,0,0,0,0,0.00120109,,0,7
IRQ,Basketball,0,0,0,10,0,10,5111,0,0,0,0,0.001956564,,0,7
IRQ,Boxing,0,0,0,22,0,22,6584,0,0,0,0,0.003341434,,0,7
IRQ,Cycling,0,0,0,3,0,3,10859,0,0,0,0,0.000276269,,0,7
IRQ,Football,0,0,0,99,0,99,7906,0,0,0,0,0.012522135,,0,7
IRQ,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,,0,7
IRQ,Rowing,0,0,0,4,0,4,11625,0,0,0,0,0.000344086,,0,7
IRQ,Shooting,0,0,0,4,0,4,12580,0,0,0,0,0.000317965,,0,7
IRQ,Swimming,0,0,0,5,0,5,26416,0,0,0,0,0.000189279,,0,7
IRQ,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,,0,7
IRQ,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,,0,7
IRQ,Weightlifting,0,0,1,29,1,30,4256,0,0,0.033333333,0.033333333,0.007048872,,0,7
IRQ,Wrestling,0,0,0,23,0,23,7734,0,0,0,0,0.002973882,,0,7
ISL,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,,0,7
ISL,Athletics,0,1,1,117,2,119,43294,0,0.008403361,0.008403361,0.016806723,0.002748649,,0,7
ISL,Badminton,0,0,0,8,0,8,1816,0,0,0,0,0.004405286,,0,7
ISL,Gymnastics,0,0,0,25,0,25,26707,0,0,0,0,0.000936084,,0,7
ISL,Handball,0,14,0,88,14,102,4419,0,0.137254902,0,0.137254902,0.023082145,,0,7
ISL,Judo,0,0,1,14,1,15,4876,0,0,0.066666667,0.066666667,0.003076292,,0,7
ISL,Sailing,0,0,0,6,0,6,7266,0,0,0,0,0.000825764,,0,7
ISL,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,,0,7
ISL,Swimming,0,0,0,138,0,138,26416,0,0,0,0,0.005224107,,0,7
ISL,Triathlon,0,0,0,1,0,1,822,0,0,0,0,0.001216545,,0,7
ISL,Water Polo,0,0,0,8,0,8,4418,0,0,0,0,0.001810774,,0,7
ISL,Weightlifting,0,0,0,7,0,7,4256,0,0,0,0,0.001644737,,0,7
ISL,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,,0,7
ISR,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,,0.006096362,21
ISR,Artistic Gymnastics,1,1,0,15,2,17,2297,0.058823529,0.058823529,0,0.117647059,0.007400958,,0.370101812,3
ISR,Artistic Swimming,0,0,0,4,0,4,257,0,0,0,0,0.015564202,,0.001493763,29
ISR,Athletics,0,0,0,101,0,101,43294,0,0,0,0,0.002332887,,0.094179651,8
ISR,Badminton,0,0,0,5,0,5,1816,0,0,0,0,0.002753304,,0.004111547,24
ISR,Baseball/Softball,0,0,0,24,0,24,234,0,0,0,0,0.102564103,,0.011030049,18
ISR,Basketball,0,0,0,12,0,12,5111,0,0,0,0,0.002347877,,0.011732688,16
ISR,Boxing,0,0,0,5,0,5,6584,0,0,0,0,0.000759417,,0.013662756,15
ISR,Canoeing,0,0,1,14,1,15,6171,0,0,0.066666667,0.066666667,0.002430724,,0.108169166,6
ISR,Cycling,0,0,0,4,0,4,10859,0,0,0,0,0.000368358,,0.022293834,13
ISR,Cycling Mountain Bike,0,0,0,2,0,2,144,0,0,0,0,0.013888889,,0.000498194,31
ISR,Cycling Road,0,0,0,4,0,4,493,0,0,0,0,0.00811359,,0.001682616,28
ISR,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,,0.001732048,27
ISR,Diving,0,0,0,3,0,3,3193,0,0,0,0,0.000939555,,0.006579158,20
ISR,Equestrian,0,0,0,13,0,13,835,0,0,0,0,0.015568862,,0.005988455,22
ISR,Fencing,0,0,0,22,0,22,11558,0,0,0,0,0.001903444,,0.02563633,12
ISR,Football,0,0,0,51,0,51,7906,0,0,0,0,0.006450797,,0.028551851,11
ISR,Golf,0,0,0,1,0,1,487,0,0,0,0,0.002053388,,0.00084067,30
ISR,Gymnastics,0,0,0,90,0,90,26707,0,0,0,0,0.003369903,,0.066510342,9
ISR,Judo,0,3,16,60,19,79,4876,0,0.037974684,0.202531646,0.240506329,0.016201805,,0.553015158,1
ISR,Marathon Swimming,0,0,0,2,0,2,89,0,0,0,0,0.02247191,,0.000484017,32
ISR,Rhythmic Gymnastics,1,5,0,32,6,38,848,0.026315789,0.131578947,0,0.157894737,0.044811321,,0.460053875,2
ISR,Sailing,2,1,2,63,5,68,7266,0.029411765,0.014705882,0.029411765,0.073529412,0.009358657,,0.365793151,4
ISR,Shooting,0,0,0,66,0,66,12580,0,0,0,0,0.005246423,,0.039599583,10
ISR,Surfing,0,0,0,2,0,2,88,0,0,0,0,0.022727273,,0.000484013,33
ISR,Swimming,0,0,0,201,0,201,26416,0,0,0,0,0.007609025,,0.101168116,7
ISR,Synchronized Swimming,0,0,0,8,0,8,909,0,0,0,0,0.00880088,,0.003793423,25
ISR,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,,0.005020585,23
ISR,Taekwondo,0,0,1,4,1,5,870,0,0,0.2,0.2,0.005747126,,0.262263094,5
ISR,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,,0.011492887,17
ISR,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,,0.002118728,26
ISR,Weightlifting,0,0,0,13,0,13,4256,0,0,0,0,0.003054511,,0.010439383,19
ISR,Wrestling,0,0,0,17,0,17,7734,0,0,0,0,0.002198086,,0.017608324,14
ISV,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,,0,6
ISV,Athletics,0,0,0,63,0,63,43294,0,0,0,0,0.001455167,,0,6
ISV,Boxing,0,0,0,10,0,10,6584,0,0,0,0,0.001518834,,0,6
ISV,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,,0,6
ISV,Equestrianism,0,0,0,4,0,4,6344,0,0,0,0,0.000630517,,0,6
ISV,Fencing,0,0,0,6,0,6,11558,0,0,0,0,0.000519121,,0,6
ISV,Sailing,0,1,0,47,1,48,7266,0,0.020833333,0,0.020833333,0.006606111,,0,6
ISV,Shooting,0,0,0,23,0,23,12580,0,0,0,0,0.001828299,,0,6
ISV,Swimming,0,0,0,86,0,86,26416,0,0,0,0,0.003255603,,0,6
ISV,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0,6
ISV,Wrestling,0,0,0,4,0,4,7734,0,0,0,0,0.000517197,,0,6
ITA,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,,0.000759345,51
ITA,Archery,4,7,6,94,17,111,2846,0.036036036,0.063063063,0.054054054,0.153153153,0.039002108,,0.091578472,25
ITA,Art Competitions,5,7,2,175,14,189,3578,0.026455026,0.037037037,0.010582011,0.074074074,0.052822806,,0.065522018,29
ITA,Artistic Gymnastics,1,6,1,102,8,110,2297,0.009090909,0.054545455,0.009090909,0.072727273,0.04788855,,0.059019447,30
ITA,Artistic Swimming,0,0,0,21,0,21,257,0,0,0,0,0.081712062,,0.003515144,42
ITA,Athletics,29,19,37,1125,85,1210,43294,0.023966942,0.015702479,0.030578512,0.070247934,0.027948446,,0.328238504,5
ITA,Badminton,0,0,0,4,0,4,1816,0,0,0,0,0.002202643,,0.010534731,37
ITA,Baseball,0,0,0,88,0,88,894,0,0,0,0,0.098434004,,0.014903695,35
ITA,Baseball/Softball,0,0,0,15,0,15,234,0,0,0,0,0.064102564,,0.002576448,44
ITA,Basketball,0,24,0,172,24,196,5111,0,0.12244898,0,0.12244898,0.03834866,,0.137291192,18
ITA,Beach Volleyball,0,2,0,34,2,36,756,0,0.055555556,0,0.055555556,0.047619048,,0.049482804,31
ITA,Boxing,15,15,18,139,48,187,6584,0.080213904,0.080213904,0.096256684,0.256684492,0.028402187,,0.173243279,14
ITA,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,,1.78E-05,55
ITA,Canoe Slalom,1,0,0,9,1,10,256,0.1,0,0,0.1,0.0390625,,0.08657905,26
ITA,Canoe Sprint,0,3,0,7,3,10,756,0,0.3,0,0.3,0.013227513,,0.221348035,9
ITA,Canoeing,8,9,6,157,23,180,6171,0.044444444,0.05,0.033333333,0.127777778,0.029168692,,0.09685789,23
ITA,Cycling,70,34,20,323,124,447,10859,0.156599553,0.07606264,0.044742729,0.277404922,0.041164011,,0.337574401,4
ITA,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,,0.000600418,53
ITA,Cycling Mountain Bike,0,0,0,8,0,8,144,0,0,0,0,0.055555556,,0.001324252,47
ITA,Cycling Road,0,0,1,18,1,19,493,0,0,0.052631579,0.052631579,0.038539554,,0.037965268,32
ITA,"Cycling Road, Cycling Track",0,0,0,10,0,10,30,0,0,0,0,0.333333333,,0.001463421,45
ITA,Cycling Track,8,1,5,29,14,43,878,0.186046512,0.023255814,0.11627907,0.325581395,0.048974943,,0.180526119,12
ITA,Diving,3,6,3,107,12,119,3193,0.025210084,0.050420168,0.025210084,0.100840336,0.037269026,,0.067982102,28
ITA,Equestrian,0,0,0,18,0,18,835,0,0,0,0,0.021556886,,0.005503348,40
ITA,Equestrianism,10,16,20,247,46,293,6344,0.034129693,0.054607509,0.068259386,0.156996587,0.046185372,,0.144145778,17
ITA,Fencing,155,151,81,433,387,820,11558,0.18902439,0.184146341,0.098780488,0.47195122,0.070946531,,0.775656521,1
ITA,Football,14,0,34,192,48,240,7906,0.058333333,0,0.141666667,0.2,0.030356691,,0.178836359,13
ITA,Golf,0,0,0,11,0,11,487,0,0,0,0,0.022587269,,0.003157992,43
ITA,Gymnastics,68,18,23,1254,109,1363,26707,0.049889949,0.013206163,0.016874541,0.079970653,0.051035309,,0.344919248,3
ITA,Hockey,0,0,0,33,0,33,6264,0,0,0,0,0.005268199,,0.036389055,33
ITA,Judo,5,4,9,100,18,118,4876,0.042372881,0.033898305,0.076271186,0.152542373,0.024200164,,0.094205092,24
ITA,Karate,1,0,1,3,2,5,81,0.2,0,0.2,0.4,0.061728395,,0.204842181,11
ITA,Marathon Swimming,0,0,1,4,1,5,89,0,0,0.2,0.2,0.056179775,,0.130815966,19
ITA,"Marathon Swimming, Swimming",0,0,0,5,0,5,52,0,0,0,0,0.096153846,,0.000663806,52
ITA,Modern Pentathlon,4,4,6,82,14,96,1821,0.041666667,0.041666667,0.0625,0.145833333,0.052718287,,0.082166156,27
ITA,Rhythmic Gymnastics,0,6,17,38,23,61,848,0,0.098360656,0.278688525,0.37704918,0.071933962,,0.207370205,10
ITA,Rowing,56,67,74,392,197,589,11625,0.095076401,0.113752122,0.125636672,0.334465195,0.050666667,,0.463402683,2
ITA,Sailing,14,4,13,252,31,283,7266,0.049469965,0.014134276,0.045936396,0.109540636,0.038948527,,0.11177873,20
ITA,Shooting,18,19,12,334,49,383,12580,0.046997389,0.049608355,0.031331593,0.127937337,0.030445151,,0.159456017,15
ITA,Skateboarding,0,0,0,5,0,5,168,0,0,0,0,0.029761905,,0.001045978,49
ITA,Softball,0,0,0,30,0,30,478,0,0,0,0,0.062761506,,0.005398893,41
ITA,Sport Climbing,0,0,0,7,0,7,108,0,0,0,0,0.064814815,,0.001080189,48
ITA,Surfing,0,0,0,2,0,2,88,0,0,0,0,0.022727273,,0.000380864,54
ITA,Swimming,7,11,30,816,48,864,26416,0.008101852,0.012731481,0.034722222,0.055555556,0.03270745,,0.222396554,8
ITA,Synchronized Swimming,0,0,0,52,0,52,909,0,0,0,0,0.057205721,,0.009741847,38
ITA,Table Tennis,0,0,0,22,0,22,2480,0,0,0,0,0.008870968,,0.014789347,36
ITA,Taekwondo,2,1,2,11,5,16,870,0.125,0.0625,0.125,0.3125,0.018390805,,0.152385779,16
ITA,Tennis,2,0,2,131,4,135,3446,0.014814815,0,0.014814815,0.02962963,0.039175856,,0.035879407,34
ITA,Trampolining,0,0,0,3,0,3,152,0,0,0,0,0.019736842,,0.000793857,50
ITA,Triathlon,0,0,0,32,0,32,822,0,0,0,0,0.03892944,,0.006866792,39
ITA,Tug-Of-War,0,0,0,8,0,8,170,0,0,0,0,0.047058824,,0.001409232,46
ITA,Volleyball,13,36,36,157,85,242,4003,0.053719008,0.148760331,0.148760331,0.351239669,0.060454659,,0.264797936,7
ITA,Water Polo,46,37,37,198,120,318,4418,0.144654088,0.116352201,0.116352201,0.377358491,0.071978271,,0.325715707,6
ITA,Weightlifting,5,6,8,83,19,102,4256,0.049019608,0.058823529,0.078431373,0.18627451,0.023966165,,0.106795291,21
ITA,Wrestling,7,4,11,147,22,169,7734,0.041420118,0.023668639,0.065088757,0.130177515,0.021851565,,0.099126751,22
IVB,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,,0,2
IVB,Sailing,0,0,0,11,0,11,7266,0,0,0,0,0.0015139,,0,2
IVB,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,,0,2
JAM,Artistic Gymnastics,0,0,0,1,0,1,2297,0,0,0,0,0.00043535,,0.001658363,13
JAM,Athletics,48,79,56,654,183,837,43294,0.05734767,0.094384707,0.066905615,0.218637993,0.019332933,,1,1
JAM,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,,0.001118145,14
JAM,Boxing,0,0,0,23,0,23,6584,0,0,0,0,0.003493317,,0.009452995,6
JAM,Cycling,0,0,1,34,1,35,10859,0,0,0.028571429,0.028571429,0.003223133,,0.110061157,2
JAM,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,,0.002827163,11
JAM,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,,0.006190054,8
JAM,Gymnastics,0,0,0,4,0,4,26707,0,0,0,0,0.000149773,,0.028371633,4
JAM,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,,0.004556642,9
JAM,Sailing,0,0,0,17,0,17,7266,0,0,0,0,0.002339664,,0.008788635,7
JAM,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,,0.013079405,5
JAM,Swimming,0,0,0,44,0,44,26416,0,0,0,0,0.001665657,,0.031029221,3
JAM,Table Tennis,0,0,0,6,0,6,2480,0,0,0,0,0.002419355,,0.00244384,12
JAM,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,,5.40E-05,15
JAM,Triathlon,0,0,0,1,0,1,822,0,0,0,0,0.001216545,,0,16
