NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Competitions
ITA,Franco Valtorta,0,0,0,0,1
ITA,Franco Venturini,0,0,0,0,1
ITA,Franco Vescovi,0,0,0,0,1
ITA,Franco Zucchi,0,0,0,0,3
ITA,Franco Zurlo,0,0,0,0,1
ITA,Frank Chamizo,0,0,0,0,2
ITA,Frank Marquez,1,0,0,1,1
ITA,Franois Musso,1,1,0,0,1
ITA,Fulvio Balatti,1,0,0,1,2
ITA,Fulvio Bernardini,1,0,0,1,1
ITA,Fulvio Valle,0,0,0,0,1
ITA,Furio Fusi,0,0,0,0,1
ITA,G. Bortolato,0,0,0,0,1
ITA,G. Braglia,5,3,2,0,5
ITA,G. Cingottu,1,0,0,1,1
ITA,G. Pizzo,1,0,0,1,1
ITA,G. Tarantino,1,1,0,0,1
ITA,G. Zannino,1,0,0,1,1
ITA,Gabriel Soares,1,0,1,0,1
ITA,Gabriele Bianchi,1,0,0,1,2
ITA,Gabriele Bruni,0,0,0,0,1
ITA,Gabriele Casadei,1,0,1,0,1
ITA,Gabriele Cimini,0,0,0,0,2
ITA,Gabriele D'annunzio,0,0,0,0,1
ITA,Gabriele Detti,2,0,0,2,6
ITA,Gabriele Laurenzano,0,0,0,0,1
ITA,Gabriele Magni,1,0,0,1,1
ITA,Gabriele Rossetti,2,2,0,0,4
ITA,Gabriele Sala,0,0,0,0,16
ITA,Gabriele Salviati,1,0,0,1,1
ITA,Gabriele Sella,0,0,0,0,1
ITA,Gabriele Vianello,0,0,0,0,3
ITA,Gabriella (-spigarolo),1,1,0,0,6
ITA,Gabriella Bascelli,0,0,0,0,2
ITA,Gabriella Marchi,0,0,0,0,6
ITA,Gabriella Pozzuolo-marchi,0,0,0,0,5
ITA,Gabriella Pregnolato,0,0,0,0,1
ITA,Gabriella Ramusino,0,0,0,0,1
ITA,Gabriella Santarelli,0,0,0,0,6
ITA,Gabrio Zandon,0,0,0,0,3
ITA,Gaetano Carboni,0,0,0,0,1
ITA,Gaetano Curcetti,0,0,0,0,1
ITA,Gaetano Iannuzzi,0,0,0,0,2
ITA,Gaetano Lanzi,0,0,0,0,1
ITA,Gaetano Pirastu,0,0,0,0,1
ITA,Gaetano Preti,0,0,0,0,1
ITA,Gaetano Scala,0,0,0,0,2
ITA,Gaetano Tosto,0,0,0,0,2
ITA,Gaetano Vescovi,0,0,0,0,2
ITA,Gaia Giovannini,1,1,0,0,1
ITA,Gaia Sabbatini,0,0,0,0,1
ITA,Galeazzo Dell'ordogio,0,0,0,0,1
ITA,Galliano Rossini,2,1,1,0,5
ITA,Garibaldi Spighi,1,0,1,0,3
ITA,Garibaldo Jr.,0,0,0,0,4
ITA,Gaspare Alessandri,0,0,0,0,1
ITA,Gaspare Pasta,0,0,0,0,1
ITA,Gaspare Torretta,0,0,0,0,3
ITA,Gastone Baldi,0,0,0,0,1
ITA,Gastone Calabresi,0,0,0,0,1
ITA,Gastone Cerato,0,0,0,0,1
ITA,Gastone Dar,2,0,2,0,6
ITA,Gastone Pierini,1,0,0,1,4
ITA,Gastone Puccioni,0,0,0,0,1
ITA,Gavino Matta,1,0,1,0,1
ITA,Gelindo Bordin,1,1,0,0,2
ITA,Geminio Ognio,2,1,0,1,2
ITA,Gemma Galli,0,0,0,0,1
ITA,Gennaro Cirillo,0,0,0,0,1
ITA,Gennaro Gattuso,0,0,0,0,1
ITA,Gennaro Luca,0,0,0,0,1
ITA,Gennaro Napoli,0,0,0,0,3
ITA,Gennaro Pirelli,0,0,0,0,2
ITA,Genny Pagliaro,0,0,0,0,1
ITA,Gerardo Conforti,0,0,0,0,4
ITA,Gerardo Dottori,0,0,0,0,4
ITA,Geremia Toia,0,0,0,0,2
ITA,Gerhard Kerschbaumer,0,0,0,0,2
ITA,German Scarone,0,0,0,0,1
ITA,Germana Malabarba,1,0,1,0,1
ITA,Germano Caraffini,0,0,0,0,1
ITA,Gerolamo Quaglia,1,0,0,1,2
ITA,Gertrud (-schpf),0,0,0,0,1
ITA,Giacinto Fidani,0,0,0,0,1
ITA,Giacobbe Fragomeni,0,0,0,0,1
ITA,Giacomo Bazzan,0,0,0,0,1
ITA,Giacomo Bozzano,1,0,0,1,1
ITA,Giacomo Brolo,0,0,0,0,1
ITA,Giacomo Bulgarelli,0,0,0,0,1
ITA,Giacomo Carini,0,0,0,0,3
ITA,Giacomo Carlini,0,0,0,0,3
ITA,Giacomo Chiesa,0,0,0,0,2
ITA,Giacomo Crosa,0,0,0,0,1
ITA,Giacomo Fantoni,0,0,0,0,1
ITA,Giacomo Ferrari,0,0,0,0,1
ITA,Giacomo Fornoni,1,1,0,0,1
ITA,Giacomo Gaioni,1,1,0,0,1
ITA,Giacomo Galanda,1,0,1,0,2
ITA,Giacomo Gentili,1,0,1,0,2
ITA,Giacomo Gesino,0,0,0,0,1
ITA,Giacomo Leone,0,0,0,0,1
ITA,Giacomo Mari,0,0,0,0,1
ITA,Giacomo Pastorino,1,0,1,0,1
ITA,Giacomo Puosi,0,0,0,0,2
ITA,Giacomo Rossi,0,0,0,0,2
ITA,Giacomo Segni,0,0,0,0,2
ITA,Giacomo Serra,0,0,0,0,2
ITA,Giacomo Stratta,0,0,0,0,2
ITA,Giacomo Vassanelli,0,0,0,0,1
ITA,Giada Ballan,0,0,0,0,2
ITA,Giampaolo Calanchini,2,0,1,1,2
ITA,Giampaolo Farci,0,0,0,0,1
ITA,Giampaolo Medda,0,0,0,0,2
ITA,Giampaolo Ricci,0,0,0,0,1
ITA,Giampaolo Tronchin,0,0,0,0,1
ITA,Giampiero Dotti,0,0,0,0,1
ITA,Giampiero Fossati,0,0,0,0,5
ITA,Giampiero Pinzi,1,0,0,1,1
ITA,Gian Cellerino,0,0,0,0,1
ITA,Gian Costigliolo,1,1,0,0,1
ITA,Gian Gross,0,0,0,0,2
ITA,Gian Ranzi,1,0,0,1,2
ITA,Gian Roveraro,0,0,0,0,1
ITA,Gian Schivo,0,0,0,0,1
ITA,Gian Tocchi,0,0,0,0,1
ITA,Gian Urlando,0,0,0,0,3
ITA,Gianantonio Saverio,0,0,0,0,1
ITA,Giancarla Trevisan,0,0,0,0,3
ITA,Giancarlo Bergamini,3,1,2,0,4
ITA,Giancarlo Boriani,0,0,0,0,4
ITA,Giancarlo Brusati,1,1,0,0,1
ITA,Giancarlo Cad,0,0,0,0,1
ITA,Giancarlo Casalini,0,0,0,0,2
ITA,Giancarlo Cecconi,0,0,0,0,1
ITA,Giancarlo Cella,0,0,0,0,1
ITA,Giancarlo Chiono,0,0,0,0,1
ITA,Giancarlo Crosta,1,0,1,0,1
ITA,Giancarlo Dametto,1,0,0,1,2
ITA,Giancarlo Ferrari,2,0,0,2,6
ITA,Giancarlo Guerrini,1,1,0,0,3
ITA,Giancarlo Gutierrez,0,0,0,0,2
ITA,Giancarlo Marinelli,0,0,0,0,2
ITA,Giancarlo Morresi,0,0,0,0,2
ITA,Giancarlo Peterbelli,5,3,1,1,5
ITA,Giancarlo Piretta,0,0,0,0,1
ITA,Giancarlo Primo,0,0,0,0,1
ITA,Giandomenico Marchis,0,0,0,0,2
ITA,Giandomenico Mesto,1,0,0,1,1
ITA,Gianfranco Baraldi,0,0,0,0,3
ITA,Gianfranco Barba,2,1,0,1,4
ITA,Gianfranco Bersani,0,0,0,0,1
ITA,Gianfranco Bertini,0,0,0,0,1
ITA,Gianfranco Contri,1,0,1,0,1
ITA,Gianfranco Grasselli,0,0,0,0,1
ITA,Gianfranco Lombardi,0,0,0,0,3
ITA,Gianfranco Mantelli,0,0,0,0,2
ITA,Gianfranco Marzolla,1,0,0,1,8
ITA,Gianfranco Oradini,0,0,0,0,1
ITA,Gianfranco Pandolfini,1,1,0,0,1
ITA,Gianfranco Paolucci,1,0,1,0,3
ITA,Gianfranco Pieri,0,0,0,0,2
ITA,Gianfranco Sardagna,0,0,0,0,2
ITA,Gianfranco Sibello,0,0,0,0,3
ITA,Gianguido Milanesi,0,0,0,0,1
ITA,Giani Stparich,1,1,0,0,1
ITA,Gianluca Basile,1,0,1,0,2
ITA,Gianluca Bortolami,0,0,0,0,1
ITA,Gianluca Capitano,0,0,0,0,2
ITA,Gianluca Farina,2,1,0,1,2
ITA,Gianluca Galassi,0,0,0,0,2
ITA,Gianluca Lamaro,0,0,0,0,2
ITA,Gianluca Maglia,0,0,0,0,1
ITA,Gianluca Pagliuca,0,0,0,0,1
ITA,Gianluca Pozzatti,0,0,0,0,3
ITA,Gianluca Pozzi,0,0,0,0,1
ITA,Gianluca Sordo,0,0,0,0,1
ITA,Gianluca Tiberti,2,0,1,1,4
ITA,Gianluca Zambrotta,0,0,0,0,1
ITA,Gianluigi Jessi,0,0,0,0,1
ITA,Gianluigi Placella,0,0,0,0,1
ITA,Gianluigi Saccaro,3,1,1,1,7
ITA,Gianmarco Nicosia,0,0,0,0,2
ITA,Gianmarco Pozzecco,1,0,1,0,1
ITA,Gianmarco Tamberi,1,1,0,0,3
ITA,Gianmatteo Centazzo,0,0,0,0,8
ITA,Gianna Guaita,0,0,0,0,1
ITA,Giannetto Termanini,0,0,0,0,1
ITA,Gianni Caldana,1,0,1,0,3
ITA,Gianni Comandini,0,0,0,0,1
ITA,Gianni Ghidini,1,0,1,0,2
ITA,Gianni Giacomini,0,0,0,0,2
ITA,Gianni Govoni,0,0,0,0,3
ITA,Gianni Lonzi,1,1,0,0,3
ITA,Gianni Magistris,1,0,1,0,5
ITA,Gianni Moscon,0,0,0,0,1
ITA,Gianni Patrignani,0,0,0,0,1
ITA,Gianni Ronconi,0,0,0,0,1
ITA,Giannina (-vitti),0,0,0,0,2
ITA,Giannino Bulzone,0,0,0,0,1
ITA,Gianpaolo Grisandi,0,0,0,0,1
ITA,Gianpiero Combi,1,0,0,1,1
ITA,Gianpiero Pastore,2,0,1,1,4
ITA,Gianpietro Gilardi,0,0,0,0,1
ITA,Gilberto Elsa,0,0,0,0,1
ITA,Gilberto Gramellini,0,0,0,0,1
ITA,Gilberto Noletti,0,0,0,0,1
ITA,Gilda Jannaccone,0,0,0,0,1
ITA,Giliante D'este,2,1,0,1,3
ITA,Gilio Bisagno,0,0,0,0,3
ITA,Ginevra Taddeucci,0,0,0,0,2
ITA,Gino Basso,0,0,0,0,1
ITA,Gino Belloni,0,0,0,0,1
ITA,Gino Ciabatti,0,0,0,0,1
ITA,Gino Corradini,0,0,0,0,1
ITA,Gino Finetti,0,0,0,0,2
ITA,Gino Guerra,0,0,0,0,1
ITA,Gino Iseppi,0,0,0,0,2
ITA,Gino Lori,0,0,0,0,1
ITA,Gino Mattiello,0,0,0,0,1
ITA,Gino Pancino,1,0,0,1,1
ITA,Gino Ravenna,0,0,0,0,1
ITA,Gino Rossetti,1,0,0,1,1
ITA,Gino Rossi,1,0,1,0,1
ITA,Gino Sopracordevole,1,0,1,0,1
ITA,Gioacchino Caracausi,0,0,0,0,1
ITA,Gioacchino Cascone,0,0,0,0,1
ITA,Gioacchino Guaragna,3,2,1,0,5
ITA,Gioacchino Palma,0,0,0,0,1
ITA,Gioacchino Vaccari,0,0,0,0,1
ITA,Gioia Marzocca,0,0,0,0,3
ITA,Giordana Rocchi,0,0,0,0,5
ITA,Giordana Sorrentino,0,0,0,0,2
ITA,Giordano Benedetti,0,0,0,0,1
ITA,Giordano Damiani,0,0,0,0,1
ITA,Giordano Giorgi,0,0,0,0,1
ITA,Giordano Turrini,1,0,1,0,1
ITA,Giorgia Bertuzzi,0,0,0,0,1
ITA,Giorgia Bordignon,1,0,1,0,2
ITA,Giorgia Bronzini,0,0,0,0,3
ITA,Giorgia Campana,0,0,0,0,2
ITA,Giorgia Pelacchi,0,0,0,0,1
ITA,Giorgia Piccolin,0,0,0,0,1
ITA,Giorgia Villa,1,0,1,0,6
ITA,Giorgio Anglesio,1,1,0,0,1
ITA,Giorgio Audizio,0,0,0,0,2
ITA,Giorgio Avola,1,1,0,0,4
ITA,Giorgio Ballati,0,0,0,0,1
ITA,Giorgio Bambini,1,0,0,1,1
ITA,Giorgio Bocchino,2,1,0,1,2
ITA,Giorgio Bongiovanni,0,0,0,0,1
ITA,Giorgio Calz,0,0,0,0,1
ITA,Giorgio Campanella,0,0,0,0,1
ITA,Giorgio Caproni,0,0,0,0,2
ITA,Giorgio Cesana,3,3,0,0,3
ITA,Giorgio Chiavacci,1,1,0,0,2
ITA,Giorgio Chiellini,1,0,0,1,1
ITA,Giorgio Croci,0,0,0,0,2
ITA,Giorgio Damilano,0,0,0,0,1
ITA,Giorgio Ercolani,0,0,0,0,1
ITA,Giorgio Ferrini,0,0,0,0,1
ITA,Giorgio Giomo,0,0,0,0,1
ITA,Giorgio Goldoni,0,0,0,0,1
ITA,Giorgio Gorla,2,0,0,2,3
ITA,Giorgio Grilz,0,0,0,0,1
ITA,Giorgio Jegher,0,0,0,0,1
ITA,Giorgio Lalle,0,0,0,0,3
ITA,Giorgio Lamberti,0,0,0,0,7
ITA,Giorgio Luca,0,0,0,0,1
ITA,Giorgio Malan,1,0,0,1,1
ITA,Giorgio Mazza,0,0,0,0,1
ITA,Giorgio Morbiato,1,0,0,1,2
ITA,Giorgio Nuti,0,0,0,0,5
ITA,Giorgio Oberweger,1,0,0,1,2
ITA,Giorgio Pellini,3,0,3,0,3
ITA,Giorgio Pennacchietti,0,0,0,0,1
ITA,Giorgio Perondini,0,0,0,0,1
ITA,Giorgio Pessina,2,1,1,0,3
ITA,Giorgio Piccinelli,0,0,0,0,1
ITA,Giorgio Poggi,0,0,0,0,2
ITA,Giorgio Puzzilli,0,0,0,0,1
ITA,Giorgio Ravalli,0,0,0,0,1
ITA,Giorgio Rossano,0,0,0,0,1
ITA,Giorgio Rossi,0,0,0,0,2
ITA,Giorgio Rubino,0,0,0,0,2
ITA,Giorgio Santelli,1,1,0,0,2
ITA,Giorgio Sbruzzi,0,0,0,0,1
ITA,Giorgio Sobrero,0,0,0,0,2
ITA,Giorgio Ursi,1,0,1,0,1
ITA,Giorgio Venturi,0,0,0,0,1
ITA,Giorgio Vismara,0,0,0,0,1
ITA,Giorgio Zampori,5,4,0,1,13
ITA,Giorgio Zuccoli,0,0,0,0,2
ITA,Giovanna (-sella),0,0,0,0,4
ITA,Giovanna Aldegani,0,0,0,0,2
ITA,Giovanna Burlando,0,0,0,0,4
ITA,Giovanna Epis,0,0,0,0,2
ITA,Giovanna Micol,0,0,0,0,2
ITA,Giovanna Palermi,0,0,0,0,1
ITA,Giovanna Pasello,0,0,0,0,1
ITA,Giovanna Tortora,0,0,0,0,2
ITA,Giovanna Trillini,8,4,1,3,9
ITA,Giovanni Abagnale,1,0,0,1,3
ITA,Giovanni Alfonsetti,0,0,0,0,1
ITA,Giovanni Anni,0,0,0,0,1
ITA,Giovanni Averaimo,0,0,0,0,1
ITA,Giovanni Azzini,0,0,0,0,1
ITA,Giovanni Benedictis,1,0,0,1,6
ITA,Giovanni Benfratello,0,0,0,0,2
ITA,Giovanni Benvenuti,1,1,0,0,1
ITA,Giovanni Bertolotti,0,0,0,0,1
ITA,Giovanni Bonati,0,0,0,0,1
ITA,Giovanni Bongiorni,0,0,0,0,1
ITA,Giovanni Bossi,0,0,0,0,2
ITA,Giovanni Bramucci,1,0,0,1,2
ITA,Giovanni Breda,1,0,1,0,3
ITA,Giovanni Buono,0,0,0,0,3
ITA,Giovanni Calabrese,1,0,0,1,3
ITA,Giovanni Camputaro,0,0,0,0,1
ITA,Giovanni Canova,2,1,0,1,3
ITA,Giovanni Cantagalli,0,0,0,0,1
ITA,Giovanni Capretti,0,0,0,0,2
ITA,Giovanni Cardinale,0,0,0,0,1
ITA,Giovanni Carminucci,2,0,1,1,24
ITA,Giovanni Casale,0,0,0,0,1
ITA,Giovanni Caserta,0,0,0,0,2
ITA,Giovanni Cazzulani,0,0,0,0,1
ITA,Giovanni Cocco,0,0,0,0,1
ITA,Giovanni Codato,0,0,0,0,1
ITA,Giovanni Coletti,1,0,1,0,2
ITA,Giovanni Cornacchia,0,0,0,0,3
ITA,Giovanni Corsaro,0,0,0,0,2
ITA,Giovanni D'aleo,0,0,0,0,1
ITA,Giovanni Delise,1,1,0,0,1
ITA,Giovanni Errichiello,1,0,0,1,1
ITA,Giovanni Evangelisti,1,0,0,1,3
ITA,Giovanni Faloci,0,0,0,0,1
ITA,Giovanni Fanello,0,0,0,0,1
ITA,Giovanni Forni,0,0,0,0,1
ITA,Giovanni Franceschi,0,0,0,0,3
ITA,Giovanni Frangipane,0,0,0,0,2
ITA,Giovanni Gambi,0,0,0,0,1
ITA,Giovanni Garaventa,0,0,0,0,2
ITA,Giovanni Gasperini,0,0,0,0,1
ITA,Giovanni Gavagnin,0,0,0,0,2
ITA,Giovanni Gennaro,0,0,0,0,1
ITA,Giovanni Ghiselli,0,0,0,0,2
ITA,Giovanni Giacone,0,0,0,0,1
ITA,Giovanni Girgenti,0,0,0,0,1
ITA,Giovanni Gozzi,2,1,0,1,3
ITA,Giovanni Grignolo,0,0,0,0,2
ITA,Giovanni Invernizzi,1,1,0,0,2
ITA,Giovanni Lanfranco,1,0,0,1,3
ITA,Giovanni Lattuada,1,0,0,1,2
ITA,Giovanni Lievore,0,0,0,0,1
ITA,Giovanni Liverzani,0,0,0,0,3
ITA,Giovanni Lombardi,1,1,0,0,3
ITA,Giovanni Mangiante,1,1,0,0,1
ITA,Giovanni Mazzalupi,0,0,0,0,1
ITA,Giovanni Menchi,0,0,0,0,2
ITA,Giovanni Mezzani,0,0,0,0,4
ITA,Giovanni Miccoli,0,0,0,0,1
ITA,Giovanni Minervini,0,0,0,0,6
ITA,Giovanni Nesti,0,0,0,0,1
ITA,Giovanni Orlando,0,0,0,0,2
ITA,Giovanni Paganelli,0,0,0,0,1
ITA,Giovanni Paliaga,0,0,0,0,1
ITA,Giovanni Pantaleoni,0,0,0,0,1
ITA,Giovanni Parisi,1,1,0,0,1
ITA,Giovanni Pellielo,4,0,3,1,8
ITA,Giovanni Perricelli,0,0,0,0,5
ITA,Giovanni Perugini,0,0,0,0,2
ITA,Giovanni Pettenella,2,1,1,0,2
ITA,Giovanni Plazzer,1,0,1,0,1
ITA,Giovanni Pr,1,0,0,1,2
ITA,Giovanni Puggioni,0,0,0,0,1
ITA,Giovanni Reggio,1,1,0,0,3
ITA,Giovanni Rivera,0,0,0,0,1
ITA,Giovanni Robecco,0,0,0,0,2
ITA,Giovanni Rocca,0,0,0,0,3
ITA,Giovanni Sanguinetti,0,0,0,0,1
ITA,Giovanni Sartori,0,0,0,0,1
ITA,Giovanni Scalzo,4,1,1,2,7
ITA,Giovanni Scarantino,0,0,0,0,3
ITA,Giovanni Scarella,0,0,0,0,1
ITA,Giovanni Scatturin,2,1,1,0,2
ITA,Giovanni Scher,1,0,1,0,1
ITA,Giovanni Schillaci,0,0,0,0,3
ITA,Giovanni Sergas,0,0,0,0,1
ITA,Giovanni Spinola,1,0,1,0,1
ITA,Giovanni Stampa,0,0,0,0,1
ITA,Giovanni Steff,1,0,1,0,1
ITA,Giovanni Stradone,1,0,1,0,3
ITA,Giovanni Suarez,0,0,0,0,3
ITA,Giovanni Tanio,1,1,0,0,1
ITA,Giovanni Tocci,0,0,0,0,4
ITA,Giovanni Tonoli,0,0,0,0,1
ITA,Giovanni Torboli,0,0,0,0,1
ITA,Giovanni Tosi,0,0,0,0,1
ITA,Giovanni Toti,0,0,0,0,1
ITA,Giovanni Trapattoni,0,0,0,0,1
ITA,Giovanni Trissino,2,1,1,0,3
ITA,Giovanni Tubino,1,1,0,0,1
ITA,Giovanni Turba,0,0,0,0,1
ITA,Giovanni Ugolotti,0,0,0,0,2
ITA,Giovanni Zucchi,1,0,0,1,3
ITA,Giovanni Zuddas,1,0,1,0,1
ITA,Giovanni-Battista Orlandi,0,0,0,0,3
ITA,Giovannimaria Sirovich,0,0,0,0,1
ITA,Girolamo Giovinazzo,2,0,1,1,2
ITA,Giuditta Galardi,0,0,0,0,1
ITA,Giulia Arcioni,0,0,0,0,1
ITA,Giulia Conti,0,0,0,0,4
ITA,Giulia D'innocenzo,0,0,0,0,2
ITA,Giulia Emmolo,1,0,1,0,2
ITA,Giulia Gabbrielleschi,0,0,0,0,1
ITA,Giulia Gorlero,1,0,1,0,2
ITA,Giulia Guidasci,0,0,0,0,1
ITA,Giulia Iannotti,0,0,0,0,1
ITA,Giulia Koutsoyanopulos,0,0,0,0,1
ITA,Giulia Lapi,0,0,0,0,2
ITA,Giulia Longhi,0,0,0,0,1
ITA,Giulia Lorenzoni,0,0,0,0,5
ITA,Giulia Molinaro,0,0,0,0,2
ITA,Giulia Perelli,0,0,0,0,3
ITA,Giulia Pignolo,0,0,0,0,1
ITA,Giulia Quintavalle,1,1,0,0,2
ITA,Giulia Ramatelli,0,0,0,0,2
ITA,Giulia Rizzi,1,1,0,0,2
ITA,Giulia Rondon,0,0,0,0,1
ITA,Giulia Rulli,0,0,0,0,1
ITA,Giulia Sergas,0,0,0,0,1
ITA,Giulia Staccioli,0,0,0,0,2
ITA,Giulia Vernice,0,0,0,0,1
ITA,Giulia Vetrano,0,0,0,0,1
ITA,Giulia Viacava,0,0,0,0,1
ITA,Giulia Volpi,0,0,0,0,10
ITA,Giuliana Spada,0,0,0,0,1
ITA,Giuliano Galiazzo,0,0,0,0,1
ITA,Giuliano Nostini,1,0,1,0,2
ITA,Giuliano Oberti,0,0,0,0,2
ITA,Giuliano Rossi,0,0,0,0,1
ITA,Giulio Arata,0,0,0,0,1
ITA,Giulio Basletta,2,1,0,1,2
ITA,Giulio Belletti,0,0,0,0,1
ITA,Giulio Cacciandra,2,0,1,1,3
ITA,Giulio Cagiati,0,0,0,0,1
ITA,Giulio Calabro,0,0,0,0,1
ITA,Giulio Cappelli,1,1,0,0,1
ITA,Giulio Chiesa,0,0,0,0,1
ITA,Giulio Ciccone,0,0,0,0,1
ITA,Giulio Cisari,0,0,0,0,1
ITA,Giulio Dressino,0,0,0,0,2
ITA,Giulio Gaudini,9,3,4,2,11
ITA,Giulio Giunta,0,0,0,0,2
ITA,Giulio Iellini,0,0,0,0,2
ITA,Giulio Lamberti,0,0,0,0,1
ITA,Giulio Monti,0,0,0,0,1
ITA,Giulio Palmonella,0,0,0,0,3
ITA,Giulio Rinaldi,0,0,0,0,1
ITA,Giulio Rusconi,0,0,0,0,1
ITA,Giulio Saraudi,1,0,0,1,1
ITA,Giulio Sarrocchi,2,1,1,0,3
ITA,Giulio Stefano,1,0,0,1,1
ITA,Giunio Fedreghini,0,0,0,0,3
ITA,Giuseppe Abbagnale,3,2,1,0,4
ITA,Giuseppe Aliberti,0,0,0,0,1
ITA,Giuseppe Angilella,0,0,0,0,1
ITA,Giuseppe Avellone,0,0,0,0,2
ITA,Giuseppe Baldo,1,1,0,0,1
ITA,Giuseppe Bava,0,0,0,0,1
ITA,Giuseppe Beghetto,1,1,0,0,1
ITA,Giuseppe Bellotto,0,0,0,0,1
ITA,Giuseppe Bernardoni,0,0,0,0,1
ITA,Giuseppe Beviacqua,0,0,0,0,1
ITA,Giuseppe Bognanni,1,0,0,1,2
ITA,Giuseppe Bommarito,0,0,0,0,2
ITA,Giuseppe Brumatti,0,0,0,0,2
ITA,Giuseppe Buttari,0,0,0,0,2
ITA,Giuseppe Canessa,0,0,0,0,1
ITA,Giuseppe Capua,3,2,1,0,4
ITA,Giuseppe Carando,0,0,0,0,2
ITA,Giuseppe Carattino,0,0,0,0,1
ITA,Giuseppe Carmeni,0,0,0,0,1
ITA,Giuseppe Casari,0,0,0,0,1
ITA,Giuseppe Cassioli,0,0,0,0,1
ITA,Giuseppe Castelli,1,0,0,1,3
ITA,Giuseppe Chiantia,0,0,0,0,2
ITA,Giuseppe Chirico,0,0,0,0,5
ITA,Giuseppe Cindolo,0,0,0,0,2
ITA,Giuseppe Colacicco,0,0,0,0,1
ITA,Giuseppe Colantuono,0,0,0,0,1
ITA,Giuseppe Comini,0,0,0,0,1
ITA,Giuseppe Conca,0,0,0,0,2
ITA,Giuseppe Corradi,0,0,0,0,1
ITA,Giuseppe Crivelli,1,0,0,1,1
ITA,Giuseppe D'altrui,1,1,0,0,3
ITA,Giuseppe D'angelo,0,0,0,0,1
ITA,Giuseppe D'urso,0,0,0,0,1
ITA,Giuseppe Delfino,6,4,2,0,7
ITA,Giuseppe Domenichelli,2,2,0,0,2
ITA,Giuseppe Dordoni,1,1,0,0,4
ITA,Giuseppe Fago,0,0,0,0,1
ITA,Giuseppe Farfanelli,0,0,0,0,1
ITA,Giuseppe Favalli,0,0,0,0,1
ITA,Giuseppe Ferrera,0,0,0,0,1
ITA,Giuseppe Ficco,0,0,0,0,1
ITA,Giuseppe Forlivesi,0,0,0,0,1
ITA,Giuseppe Gaetano,0,0,0,0,1
ITA,Giuseppe Galante,2,0,2,0,3
ITA,Giuseppe Gentile,1,0,0,1,2
ITA,Giuseppe Gerbi,0,0,0,0,1
ITA,Giuseppe Gibilisco,1,0,0,1,3
ITA,Giuseppe Giordano,0,0,0,0,3
ITA,Giuseppe Giunta,0,0,0,0,2
ITA,Giuseppe Giurato,0,0,0,0,2
ITA,Giuseppe Gobbato,0,0,0,0,1
ITA,Giuseppe Gorletti,0,0,0,0,2
ITA,Giuseppe Guarna,0,0,0,0,1
ITA,Giuseppe Iachini,0,0,0,0,1
ITA,Giuseppe Kressevich,0,0,0,0,1
ITA,Giuseppe Lagrotteria,0,0,0,0,1
ITA,Giuseppe Lavelli,0,0,0,0,1
ITA,Giuseppe Laveni,0,0,0,0,3
ITA,Giuseppe Leonardi,0,0,0,0,1
ITA,Giuseppe Lippi,0,0,0,0,2
ITA,Giuseppe Lupi,0,0,0,0,7
ITA,Giuseppe Maddaloni,1,1,0,0,2
ITA,Giuseppe Maffei,0,0,0,0,2
ITA,Giuseppe Mangiarotti,0,0,0,0,2
ITA,Giuseppe Martinelli,1,0,1,0,1
ITA,Giuseppe Masprone,0,0,0,0,1
ITA,Giuseppe Mazzanti,0,0,0,0,1
ITA,Giuseppe Merlin,0,0,0,0,1
ITA,Giuseppe Micheli,0,0,0,0,1
ITA,Giuseppe Milano,0,0,0,0,1
ITA,Giuseppe Milone,0,0,0,0,2
ITA,Giuseppe Moioli,1,1,0,0,3
ITA,Giuseppe Molinari,0,0,0,0,2
ITA,Giuseppe Mura,0,0,0,0,1
ITA,Giuseppe Noal,0,0,0,0,1
ITA,Giuseppe Ogna,1,0,0,1,1
ITA,Giuseppe Oldani,0,0,0,0,1
ITA,Giuseppe Olmo,1,1,0,0,2
ITA,Giuseppe Palmieri,0,0,0,0,1
ITA,Giuseppe Palo,0,0,0,0,1
ITA,Giuseppe Paris,2,2,0,0,17
ITA,Giuseppe Parodi,0,0,0,0,1
ITA,Giuseppe Pepe,0,0,0,0,1
ITA,Giuseppe Perentin,0,0,0,0,4
ITA,Giuseppe Petito,0,0,0,0,1
ITA,Giuseppe Pira,0,0,0,0,1
ITA,Giuseppe Poli,1,1,0,0,1
ITA,Giuseppe Porzio,1,1,0,0,1
ITA,Giuseppe Ramani,0,0,0,0,1
ITA,Giuseppe Ravano,1,1,0,0,4
ITA,Giuseppe Rivabella,0,0,0,0,1
ITA,Giuseppe Ros,1,0,0,1,1
ITA,Giuseppe Rossi,0,0,0,0,1
ITA,Giuseppe Russo,1,1,0,0,1
ITA,Giuseppe Saronni,0,0,0,0,1
ITA,Giuseppe Schiavon,0,0,0,0,1
ITA,Giuseppe Sculli,1,0,0,1,1
ITA,Giuseppe Spagnoli,0,0,0,0,1
ITA,Giuseppe Tanti,0,0,0,0,2
ITA,Giuseppe Tarella,0,0,0,0,1
ITA,Giuseppe Tommasi,0,0,0,0,1
ITA,Giuseppe Tonani,1,1,0,0,3
ITA,Giuseppe Tonucci,0,0,0,0,1
ITA,Giuseppe Tosi,1,0,1,0,2
