NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,Historical_Bronze,Historical_Gold,Historical_No_Medal,Historical_Silver
ESP,Canoe Sprint,6,0,19,0,6,0.432972032,0,0.123898704,,,6,0,29,5
ESP,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.133948346,,,1,0,4,0
ESP,Cycling Road,0,0,7,0,0,0.002250696,0,0.00872336,,,0,0,16,0
ESP,Cycling Track,0,0,4,0,0,0.002250696,0,0.002422892,,,0,0,8,0
ESP,Diving,0,0,4,0,0,0.0,0,0.007518039,,,0,0,43,0
ESP,Equestrian,0,0,14,0,0,0.003376044,0,0.007547081,,,0,0,22,0
ESP,Fencing,0,0,2,0,0,0.0,0,0.024368213,,,1,0,142,0
ESP,Football,0,22,22,0,22,1.895098304,0,0.364335902,,,0,39,134,57
ESP,Golf,0,0,4,0,0,0.0,0,0.006554892,,,0,0,12,0
ESP,Handball,15,0,18,0,15,1.19971617,0,0.442590909,,,91,0,179,0
ESP,Hockey,0,0,34,0,0,0.0,0,0.268560839,,,14,15,359,48
ESP,Judo,1,0,16,0,1,0.0,0,0.046560107,,,3,3,92,1
ESP,Marathon Swimming,0,0,2,0,0,0.0,0,0.011717077,,,0,0,4,0
ESP,"Marathon Swimming, Swimming",0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
ESP,Modern Pentathlon,0,0,1,0,0,0.0,0,0.006644542,,,0,0,32,0
ESP,Rhythmic Gymnastics,0,0,7,0,0,0.0,0,0.0,,,0,6,44,6
ESP,Rowing,0,0,9,0,0,0.0,0,0.026229158,,,0,0,148,2
ESP,Sailing,0,2,11,0,2,0.239943234,0,0.219902288,,,4,26,188,8
ESP,Shooting,0,0,4,0,0,0.161182374,0,0.042768285,,,1,2,221,2
ESP,Skateboarding,0,0,6,0,0,0.0,0,0.015595283,,,0,0,10,0
ESP,Sport Climbing,0,0,2,0,0,0.080581957,0,0.150520916,,,0,1,2,0
ESP,Surfing,0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
ESP,Swimming,0,0,38,0,0,0.012364001,0,0.08381794,,,4,2,488,2
ESP,Table Tennis,0,0,4,0,0,0.0,0,0.005884265,,,0,0,32,0
ESP,Taekwondo,0,0,4,0,0,0.086140832,0,0.084012346,,,1,1,18,5
ESP,Tennis,2,0,11,1,3,0.089012224,0,0.100156439,,,8,3,133,12
ESP,Trampoline Gymnastics,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
ESP,Triathlon,0,0,5,0,0,0.00562674,0,0.017370762,,,0,0,40,1
ESP,Water Polo,0,13,13,0,13,1.119830816,0,0.259727237,,,0,25,200,37
EST,Archery,0,0,1,0,0,0.0,0,0.008792712,,,0,0,6,0
EST,Athletics,0,0,5,0,0,0.006747144,0,0.28382208,,,3,2,131,1
EST,Badminton,0,0,1,0,0,0.003368633,0,0.017258169,,,0,0,8,0
EST,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.049499854,,,0,0,2,0
EST,Cycling Road,0,0,1,0,0,0.0,0,0.029111745,,,0,0,4,0
EST,Equestrian,0,0,1,0,0,0.0,0,0.007714357,,,0,0,2,0
EST,Fencing,0,0,1,0,0,0.362087171,0,0.407048456,,,1,4,34,0
EST,Judo,0,0,1,0,0,0.0,0,0.313892927,,,3,0,8,0
EST,Rowing,0,0,4,0,0,0.160094242,0,0.374485242,,,4,0,37,3
EST,Sailing,0,0,2,0,0,0.002248224,0,0.333289361,,,7,0,28,0
EST,Shooting,0,0,2,0,0,0.002248224,0,0.017862551,,,0,0,16,0
EST,Swimming,0,0,4,0,0,0.005619329,0,0.064282871,,,0,0,58,0
EST,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,3,1,14,3
EST,Wrestling,0,0,1,0,0,0.0,0,0.546148244,,,4,5,44,2
ETH,Athletics,0,1,30,3,4,0.331186337,0,1.0,,,24,24,297,13
ETH,Swimming,0,0,1,0,0,0.0,0,0.002904789,,,0,0,6,0
FIJ,Athletics,0,0,1,0,0,0.0,0,0.042381523,,,0,0,67,0
FIJ,Judo,0,0,1,0,0,0.0,0,0.015240029,,,0,0,19,0
FIJ,Rugby Sevens,0,0,13,14,14,2.087363535,0,1.0,,,13,26,26,14
FIJ,Sailing,0,0,2,0,0,0.0,0,0.017861108,,,0,0,25,0
FIJ,Swimming,0,0,2,0,0,0.0,0,0.040799613,,,0,0,64,0
FIJ,Table Tennis,0,0,1,0,0,0.001125348,0,0.003139845,,,0,0,3,0
FIJ,Taekwondo,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
FIN,Archery,0,0,1,0,0,0.0,0,0.14114633,,,2,1,41,3
FIN,Athletics,0,0,25,0,0,0.006744677,0,0.583873897,,,32,64,821,42
FIN,Badminton,0,0,1,0,0,0.0,0,0.008950392,,,0,0,16,0
FIN,Boxing,0,0,1,0,0,0.079981078,0,0.179107327,,,13,2,58,1
FIN,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
FIN,Cycling Road,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
FIN,Equestrian,0,0,9,0,0,0.0,0,0.011533543,,,0,0,10,0
FIN,Golf,0,0,4,0,0,0.0,0,0.02362307,,,0,0,12,0
FIN,Judo,0,0,2,0,0,0.0,0,0.0,,,0,0,29,0
FIN,Sailing,0,0,7,0,0,0.003373572,0,0.215217626,,,24,3,154,8
FIN,Shooting,0,0,4,0,0,0.0,0,0.215652745,,,26,4,313,11
FIN,Skateboarding,0,0,1,0,0,0.0,0,0.011280439,,,0,0,2,0
FIN,Swimming,0,0,2,0,0,0.08459442,0,0.062764826,,,4,0,242,1
FIN,Wrestling,0,0,2,0,0,0.0,0,0.452746221,,,29,27,193,29
FRA,3x3 Basketball,0,0,4,4,4,0.0,0,0.106098717,,,0,0,8,4
FRA,Archery,1,0,10,3,4,0.007862622,0,0.139392249,,,17,7,122,28
FRA,Artistic Gymnastics,0,0,34,0,0,0.029123343,0,0.010308338,,,0,0,67,0
FRA,Artistic Swimming,0,0,11,0,0,0.0,0,0.006927702,,,0,0,13,0
FRA,Athletics,0,0,104,1,1,0.308498952,0,0.311305386,,,62,14,1554,42
FRA,Badminton,0,0,10,0,0,0.002248224,0,0.005055035,,,0,0,34,0
FRA,Basketball,0,0,0,24,24,2.036551494,0,0.239965424,,,12,0,109,74
FRA,Beach Volleyball,0,0,8,0,0,0.0,0,0.0,,,0,0,18,0
FRA,Boxing,1,0,5,2,3,0.08614942,0,0.077934824,,,11,6,157,11
FRA,Breaking,0,0,3,1,1,0.0,0,0.0,,,0,0,3,1
FRA,Canoe Slalom,0,1,5,2,3,0.0,0,0.069662892,,,0,1,9,2
FRA,Canoe Sprint,0,0,10,0,0,0.007874964,0,0.004755331,,,0,0,25,0
FRA,Cycling BMX Freestyle,1,0,1,0,1,0.0,0,0.164699825,,,1,0,2,0
FRA,Cycling BMX Racing,1,1,3,1,3,0.0,0,0.077753828,,,1,1,8,1
FRA,Cycling Mountain Bike,0,1,2,1,2,0.0,0,0.073840186,,,0,1,6,1
FRA,Cycling Road,1,0,7,1,2,0.002250696,0,0.039763873,,,1,0,15,1
FRA,"Cycling Road, Cycling Track",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
FRA,Cycling Track,0,1,31,0,1,0.567850172,0,0.069439871,,,7,1,53,0
FRA,Diving,0,0,10,0,0,0.002248224,0,0.014952234,,,0,0,92,1
FRA,Equestrian,4,0,13,4,8,0.248972466,0,0.098472196,,,7,0,32,4
FRA,Fencing,8,1,26,7,16,1.211086364,0,0.571075444,,,98,135,714,107
FRA,Football,0,0,20,21,21,0.0,0,0.143875375,,,0,16,221,37
FRA,Golf,0,0,4,0,0,0.0,0,0.005075938,,,0,0,19,0
FRA,Handball,0,0,16,17,17,3.204914566,0,0.315763517,,,16,62,120,48
FRA,Hockey,0,0,35,0,0,0.0,0,0.0,,,0,0,170,0
FRA,Judo,6,15,5,2,23,1.462484493,0,0.249935203,,,34,41,97,15
FRA,Marathon Swimming,0,0,4,0,0,0.0,0,0.012538835,,,0,0,7,0
FRA,Modern Pentathlon,0,0,3,1,1,0.002250696,0,0.043736328,,,6,0,93,2
FRA,Rhythmic Gymnastics,0,0,6,0,0,0.0,0,0.0,,,0,0,26,0
FRA,Rowing,0,0,12,0,0,0.333487036,0,0.261800451,,,51,22,432,50
FRA,Rugby Sevens,0,13,12,0,13,1.11985658,0,0.137174121,,,0,13,37,13
FRA,Sailing,2,0,11,1,3,0.443656481,0,0.265323339,,,52,30,387,42
FRA,Shooting,0,0,25,1,1,0.130943451,0,0.173557837,,,30,13,562,28
FRA,Skateboarding,0,0,7,0,0,0.0,0,0.011139687,,,0,0,12,0
FRA,Sport Climbing,0,0,7,0,0,0.0,0,0.017347717,,,0,0,11,0
FRA,Surfing,1,1,2,0,2,0.0,0,0.09216247,,,1,1,6,0
FRA,Swimming,7,4,66,1,12,0.456710769,0,0.232547136,,,41,17,921,35
FRA,Table Tennis,4,0,8,0,4,0.011228783,0,0.054383163,,,6,0,61,1
FRA,Taekwondo,1,1,2,0,2,0.079981078,0,0.166516959,,,6,1,10,3
FRA,Tennis,0,0,18,0,0,0.025806496,0,0.101443699,,,15,12,174,11
FRA,Trampoline Gymnastics,0,0,2,0,0,0.0,0,0.009170495,,,0,0,4,0
FRA,Triathlon,1,1,4,0,2,0.400050733,0,0.081993747,,,6,1,35,0
FRA,Volleyball,0,13,13,0,13,0.967001944,0,0.160151684,,,0,25,59,0
FRA,Water Polo,0,0,26,0,0,0.0,0,0.0,,,23,7,121,0
FRA,Weightlifting,0,0,4,0,0,0.0,0,0.057450142,,,4,9,121,3
FRA,Wrestling,0,0,3,0,0,0.0,0,0.055973762,,,9,4,184,4
FSM,Athletics,0,0,1,0,0,0.0,0,0.599205693,,,0,0,12,0
FSM,Swimming,0,0,2,0,0,0.0,0,0.755723247,,,0,0,14,0
GAB,Athletics,0,0,1,0,0,0.0,0,0.022057615,,,0,0,24,0
GAB,Judo,0,0,1,0,0,0.0,0,0.032618927,,,0,0,12,0
GAB,Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,5,0
GAB,Taekwondo,0,0,1,0,0,0.0,0,0.978544178,,,0,0,4,1
GAM,Athletics,0,0,4,0,0,0.002248224,0,1.0,,,0,0,57,0
GAM,Judo,0,0,1,0,0,0.001125348,0,0.070040995,,,0,0,3,0
GAM,Swimming,0,0,2,0,0,0.0,0,0.052862449,,,0,0,4,0
GAM,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GBR,Archery,0,0,14,0,0,0.017926697,0,0.047680238,,,9,2,148,2
GBR,Artistic Gymnastics,2,0,74,0,2,0.42494855,0,0.03610704,,,6,1,124,0
GBR,Artistic Swimming,0,0,0,2,2,0.0,0,0.125666741,,,0,0,2,2
GBR,Athletics,30,1,53,9,40,1.430769585,0,0.655508036,,,164,79,2043,150
GBR,Badminton,0,0,3,0,0,0.083363466,0,0.029899023,,,4,0,88,2
GBR,Boxing,1,0,5,0,1,0.579557796,0,0.142242181,,,28,20,178,15
GBR,Canoe Slalom,2,0,4,2,4,0.086140832,0,0.097692261,,,2,0,7,3
GBR,Cycling BMX Freestyle,0,0,1,1,1,0.160563035,0,0.153613048,,,1,1,1,1
GBR,Cycling BMX Racing,0,0,4,0,0,0.166722789,0,0.078959255,,,0,1,4,1
GBR,Cycling Mountain Bike,0,0,3,0,0,0.080581957,0,0.074302535,,,0,1,4,0
GBR,Cycling Road,0,0,7,1,1,0.002250696,0,0.017765742,,,0,0,16,1
GBR,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
GBR,Cycling Track,9,4,16,11,24,0.804465888,0,0.139453399,,,10,8,32,23
GBR,Diving,7,0,7,2,9,0.568316661,0,0.075787538,,,16,4,227,6
GBR,Equestrian,6,8,8,0,14,0.843206696,0,0.155458497,,,11,13,20,1
GBR,Golf,0,0,3,1,1,0.0,0,0.044978037,,,1,1,15,2
GBR,Hockey,0,0,34,0,0,1.583792743,0,0.370334824,,,100,57,311,24
GBR,Judo,0,0,5,0,0,0.082231774,0,0.066480372,,,12,0,102,8
GBR,Marathon Swimming,0,0,3,0,0,0.0,0,0.011262523,,,0,0,5,0
GBR,Modern Pentathlon,0,0,4,0,0,0.162298492,0,0.04530471,,,5,6,101,2
GBR,Rowing,15,15,6,6,36,1.58366132,0,0.536180454,,,66,124,472,129
GBR,Rugby Sevens,0,0,14,0,0,0.088400116,0,0.062056379,,,0,0,52,12
GBR,Sailing,1,1,12,0,2,0.975971505,0,0.312070544,,,26,77,211,50
GBR,Shooting,0,1,8,1,2,0.084491286,0,0.208134721,,,35,30,387,37
GBR,Skateboarding,1,0,2,0,1,0.079981078,0,0.15150447,,,2,0,3,0
GBR,Sport Climbing,0,1,3,0,1,0.0,0,0.074569178,,,0,1,4,0
GBR,Swimming,0,6,61,4,10,1.782842364,0,0.352553651,,,56,41,1269,60
GBR,Table Tennis,0,0,2,0,0,0.007855211,0,0.006384324,,,0,0,39,0
GBR,Taekwondo,0,0,3,1,1,0.4829276,0,0.086927961,,,4,2,16,4
GBR,Tennis,0,0,11,0,0,0.005602063,0,0.148483753,,,19,25,141,23
GBR,Trampoline Gymnastics,0,1,2,0,1,0.079981078,0,0.111145037,,,1,1,3,0
GBR,Triathlon,1,1,3,0,2,0.571385302,0,0.085039879,,,3,8,30,3
GBR,Weightlifting,1,0,0,0,1,0.08726618,0,0.032470683,,,4,1,124,4
GBS,Athletics,0,0,1,0,0,0.0,0,0.613374744,,,0,0,14,0
GBS,Judo,0,0,1,0,0,0.0,0,0.25657554,,,0,0,3,0
GBS,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GBS,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GBS,Wrestling,0,0,2,0,0,0.003368633,0,0.88240414,,,0,0,12,0
GEO,Athletics,0,0,1,0,0,0.002250696,0,0.03134608,,,0,0,24,0
GEO,Boxing,1,0,1,0,1,0.0,0,0.200074768,,,2,0,14,0
GEO,Fencing,0,0,1,0,0,0.001125348,0,0.00430548,,,0,0,4,0
GEO,Judo,0,1,16,2,3,0.412415749,0,0.636359501,,,3,5,54,7
GEO,Shooting,0,0,2,0,0,0.001125348,0,0.085707936,,,1,0,22,0
GEO,Swimming,0,0,2,0,0,0.0,0,0.013887439,,,0,0,11,0
GEO,Trampoline Gymnastics,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GEO,Weightlifting,0,1,2,0,1,0.23730165,0,0.467094644,,,3,4,16,0
GEO,Wrestling,0,1,5,1,2,0.211398415,0,0.714630999,,,11,4,59,7
GEQ,Athletics,0,0,2,0,0,0.0,0,1.0,,,0,0,41,0
GEQ,Swimming,0,0,1,0,0,0.0,0,0.069560944,,,0,0,4,0
GER,3x3 Basketball,0,4,0,0,4,0.0,0,0.0,,,0,4,0,0
GER,Archery,0,0,7,2,2,0.28414991,0,0.098467864,,,6,0,68,6
GER,Artistic Gymnastics,0,0,58,0,0,0.132344252,0,0.029453846,,,0,0,113,1
GER,Athletics,5,1,92,2,8,0.381186036,0,0.417288401,,,148,92,1839,136
GER,Badminton,0,0,4,0,0,0.001125348,0,0.016011055,,,0,0,60,0
GER,Basketball,0,0,24,0,0,0.0,0,0.015627858,,,0,0,94,0
GER,Beach Volleyball,0,0,4,2,2,0.081776285,0,0.055084553,,,2,4,46,2
GER,Boxing,1,0,2,0,1,0.0,0,0.125625738,,,24,11,147,14
GER,Canoe Slalom,1,0,6,1,2,0.320525191,0,0.210281213,,,4,1,6,1
GER,Canoe Sprint,2,6,14,4,12,0.661338668,0,0.128137184,,,4,10,31,6
GER,Cycling BMX Freestyle,0,0,1,0,0,0.0,0,0.013841329,,,0,0,2,0
GER,Cycling BMX Racing,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
GER,Cycling Mountain Bike,0,0,3,0,0,0.0,0,0.014220207,,,0,0,7,0
GER,Cycling Road,0,0,7,0,0,0.002250696,0,0.011674664,,,0,0,19,0
GER,"Cycling Road, Cycling Track",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
GER,Cycling Track,4,0,35,1,5,0.505867607,0,0.073345812,,,4,6,63,4
GER,Diving,0,0,11,0,0,0.427337313,0,0.117667038,,,19,8,224,14
GER,Equestrian,0,7,14,1,8,0.531165404,0,0.120768504,,,0,13,30,2
GER,Fencing,0,0,2,0,0,0.21182752,0,0.203477899,,,39,42,480,41
GER,Football,20,0,0,0,20,0.0,0,0.365091604,,,124,35,141,34
GER,Golf,0,0,3,1,1,0.001125348,0,0.043252547,,,0,0,11,1
GER,Handball,0,0,17,16,16,0.481064712,0,0.201881122,,,29,36,210,60
GER,Hockey,0,0,18,18,18,0.600159374,0,0.446605081,,,79,83,265,104
GER,Judo,0,0,19,1,1,1.07515815,0,0.166554888,,,36,5,128,11
GER,Marathon Swimming,0,0,1,0,0,0.080581957,0,0.074358795,,,0,1,4,0
GER,"Marathon Swimming, Swimming",0,0,8,0,0,0.0,0,0.0,,,0,0,8,0
GER,Modern Pentathlon,0,0,4,0,0,0.003373572,0,0.025386778,,,1,2,92,0
GER,Rhythmic Gymnastics,0,1,6,0,1,0.0,0,0.0,,,1,1,40,0
GER,Rowing,4,1,18,0,5,1.842818102,0,0.509492434,,,111,273,469,103
GER,Sailing,0,0,14,0,0,0.565545331,0,0.145995955,,,34,18,241,23
GER,Shooting,0,0,26,0,0,0.209953044,0,0.102869066,,,19,18,383,21
GER,Skateboarding,0,0,2,0,0,0.0,0,0.006292249,,,0,0,4,0
GER,Sport Climbing,0,0,3,0,0,0.0,0,0.013452756,,,0,0,5,0
GER,Surfing,0,0,2,0,0,0.0,0,0.009553735,,,0,0,3,0
GER,Swimming,1,1,50,0,2,0.13495928,0,0.380498482,,,151,83,1140,137
GER,Table Tennis,0,0,12,0,0,0.910176206,0,0.105107648,,,9,0,88,11
GER,Taekwondo,0,0,1,0,0,0.0,0,0.066705479,,,1,0,11,1
GER,Tennis,0,0,18,0,0,0.090704505,0,0.06507248,,,5,7,107,7
GER,Trampoline Gymnastics,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GER,Triathlon,0,0,6,0,0,0.005624268,0,0.024366223,,,0,1,35,1
GER,Volleyball,0,0,13,0,0,0.0,0,0.0,,,0,0,143,24
GER,Wrestling,0,0,7,0,0,0.241669461,0,0.128236052,,,20,9,261,25
GHA,Athletics,0,0,9,0,0,0.003376044,0,0.143538544,,,0,0,208,0
GHA,Swimming,0,0,2,0,0,0.0,0,0.002356966,,,0,0,6,0
GRE,Artistic Gymnastics,1,0,1,0,1,0.079981078,0,0.41968526,,,2,0,1,0
GRE,Artistic Swimming,0,0,2,0,0,0.002250696,0,0.042551629,,,0,0,12,0
GRE,Athletics,1,1,12,0,2,0.090714375,0,0.346687469,,,16,10,663,14
GRE,Basketball,0,0,12,0,0,0.0,0,0.0,,,0,0,72,0
GRE,Cycling Road,0,0,1,0,0,0.0,0,0.002872661,,,0,0,2,0
GRE,Equestrian,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GRE,Fencing,0,0,1,0,0,0.0,0,0.127341961,,,3,3,139,6
GRE,Judo,1,0,1,0,1,0.0,0,0.101740667,,,2,1,25,0
GRE,Marathon Swimming,0,0,1,0,0,0.0,0,0.020322697,,,0,0,2,0
GRE,Rowing,4,0,3,0,4,0.080591187,0,0.47783637,,,15,18,145,27
GRE,Sailing,0,0,4,0,0,0.159979788,0,0.19270865,,,8,6,137,2
GRE,Shooting,0,0,8,0,0,0.121370714,0,0.23432364,,,8,6,374,11
GRE,Swimming,0,0,31,1,1,0.021332238,0,0.108927704,,,2,1,289,5
GRE,Table Tennis,0,0,1,0,0,0.006715091,0,0.010204845,,,0,0,23,0
GRE,Tennis,0,0,9,0,0,0.002250696,0,0.15637101,,,4,1,68,8
GRE,Water Polo,0,0,26,0,0,1.119915564,0,0.266505359,,,0,0,213,26
GRE,Wrestling,1,0,2,0,1,0.002248224,0,0.139363801,,,8,1,136,3
GRN,Athletics,2,0,2,0,2,0.160668888,0,0.997000222,,,3,1,41,1
GRN,Swimming,0,0,2,0,0,0.0,0,0.023887315,,,0,0,10,0
GUA,Athletics,0,0,5,0,0,0.0,0,0.41415706,,,0,0,89,1
GUA,Badminton,0,0,1,0,0,0.0,0,0.011463048,,,0,0,8,0
GUA,Judo,0,0,1,0,0,0.0,0,0.004383384,,,0,0,7,0
GUA,Modern Pentathlon,0,0,2,0,0,0.0,0,0.012911063,,,0,0,9,0
GUA,Sailing,0,0,1,0,0,0.0,0,0.006518096,,,0,0,12,0
GUA,Shooting,1,1,2,0,2,0.0,0,0.614894175,,,1,1,56,0
GUA,Swimming,0,0,2,0,0,0.0,0,0.041308486,,,0,0,89,0
GUI,Archery,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GUI,Athletics,0,0,1,0,0,0.0,0,0.522175303,,,0,0,31,0
GUI,Football,0,0,19,0,0,0.0,0,0.0,,,0,0,34,0
GUI,Judo,0,0,2,0,0,0.0,0,0.504898632,,,0,0,14,0
GUI,Swimming,0,0,2,0,0,0.0,0,0.230933114,,,0,0,12,0
GUM,Athletics,0,0,2,0,0,0.0,0,0.472848973,,,0,0,23,0
GUM,Canoe Sprint,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
GUM,Judo,0,0,1,0,0,0.0,0,0.222123332,,,0,0,9,0
GUM,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
GUM,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,0,0,5,0
GUM,Wrestling,0,0,2,0,0,0.0,0,0.193851901,,,0,0,9,0
GUY,Athletics,0,0,2,0,0,0.001125348,0,0.105845657,,,0,0,58,0
GUY,Swimming,0,0,2,0,0,0.0,0,0.01824185,,,0,0,10,0
GUY,Table Tennis,0,0,1,0,0,0.0,0,0.009028872,,,0,0,2,0
HAI,Artistic Gymnastics,0,0,6,0,0,0.0,0,0.0,,,0,0,6,0
HAI,Athletics,0,0,2,0,0,0.001125348,0,0.400987029,,,0,0,61,1
HAI,Boxing,0,0,1,0,0,0.0,0,0.014960375,,,0,0,8,0
HAI,Judo,0,0,1,0,0,0.0,0,0.03565654,,,0,0,16,0
HAI,Swimming,0,0,2,0,0,0.0,0,0.010496792,,,0,0,7,0
HKG,Artistic Gymnastics,0,0,2,0,0,0.0,0,0.001870579,,,0,0,3,0
HKG,Athletics,0,0,1,0,0,0.0,0,0.018055448,,,0,0,39,0
HKG,Badminton,0,0,6,0,0,0.0,0,0.041846371,,,0,0,46,0
HKG,Cycling Road,0,0,1,0,0,0.0,0,0.005722481,,,0,0,2,0
HKG,"Cycling Road, Cycling Track",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
HKG,Fencing,0,2,2,0,2,0.086217927,0,0.412209256,,,0,3,83,0
HKG,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,18,0
HKG,Rowing,0,0,1,0,0,0.0,0,0.010822648,,,0,0,23,0
HKG,Sailing,0,0,5,0,0,0.0,0,0.232023868,,,0,1,46,0
HKG,Swimming,2,0,16,0,2,0.168237591,0,0.328164151,,,2,0,233,2
HKG,Table Tennis,0,0,8,0,0,0.243356456,0,0.421319056,,,3,0,93,2
HKG,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
HKG,Triathlon,0,0,1,0,0,0.0,0,0.008908953,,,0,0,5,0
HON,Athletics,0,0,1,0,0,0.0,0,0.227831537,,,0,0,32,0
HON,Swimming,0,0,2,0,0,0.001125348,0,0.486941499,,,0,0,70,0
HON,Wrestling,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
HUN,Artistic Gymnastics,0,0,18,0,0,0.004486578,0,0.006563058,,,0,0,23,0
HUN,Athletics,0,0,19,1,1,0.0,0,0.188969014,,,26,11,752,16
HUN,Boxing,0,0,3,0,0,0.0,0,0.104209436,,,8,10,94,2
HUN,Canoe Sprint,7,0,15,6,13,0.701559467,0,0.198910444,,,9,6,37,8
HUN,Cycling Road,0,0,2,0,0,0.0,0,0.002924758,,,0,0,3,0
HUN,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
HUN,Equestrian,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
HUN,Fencing,1,4,15,4,9,0.463096606,0,0.526661356,,,78,108,423,65
HUN,Handball,0,0,34,0,0,0.001125348,0,0.169607409,,,30,0,211,15
HUN,Judo,0,0,14,0,0,0.082229302,0,0.061701598,,,6,1,87,3
HUN,Marathon Swimming,0,1,1,0,1,0.086140832,0,0.273287707,,,0,1,2,1
HUN,"Marathon Swimming, Swimming",0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
HUN,Modern Pentathlon,0,1,3,0,1,0.079981078,0,0.22460859,,,10,18,61,12
HUN,Rhythmic Gymnastics,0,0,1,0,0,0.0,0,0.005765016,,,0,0,9,0
HUN,Rowing,0,0,1,0,0,0.0,0,0.049825009,,,4,0,188,4
HUN,Sailing,0,0,2,0,0,0.087328881,0,0.026627033,,,2,0,80,1
HUN,Shooting,1,0,11,0,1,0.006747144,0,0.078275037,,,8,7,302,3
HUN,Swimming,0,2,38,1,3,0.173496606,0,0.274761221,,,26,39,717,34
HUN,Table Tennis,0,0,3,0,0,0.002250696,0,0.013346982,,,0,0,47,0
HUN,Taekwondo,0,1,2,0,1,0.0,0,0.14541936,,,0,1,4,0
HUN,Tennis,0,0,4,0,0,0.0,0,0.0,,,1,0,63,0
HUN,Triathlon,0,0,3,0,0,0.003376044,0,0.016249964,,,0,0,23,0
HUN,Water Polo,0,0,26,0,0,2.07960053,0,0.50309437,,,62,107,158,29
HUN,Wrestling,0,0,5,0,0,0.170091422,0,0.178941551,,,20,20,233,17
INA,Archery,0,0,9,0,0,0.005624268,0,0.172196013,,,0,0,53,3
INA,Artistic Gymnastics,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
INA,Athletics,0,0,1,0,0,0.0,0,0.030331896,,,0,0,47,0
INA,Badminton,1,0,8,0,1,0.325164977,0,0.775712024,,,10,13,86,9
INA,Cycling Track,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
INA,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,10,0
INA,Rowing,0,0,1,0,0,0.0,0,0.003419722,,,0,0,6,0
INA,Shooting,0,0,2,0,0,0.001125348,0,0.008229809,,,0,0,13,0
INA,Sport Climbing,0,1,3,0,1,0.0,0,0.0,,,0,1,3,0
INA,Surfing,0,0,1,0,0,0.0,0,0.045374513,,,0,0,2,0
INA,Swimming,0,0,2,0,0,0.001125348,0,0.030446273,,,0,0,47,0
INA,Weightlifting,0,1,2,0,1,0.246102988,0,0.494131128,,,7,1,43,6
IND,Archery,0,0,14,0,0,0.015700574,0,0.033595181,,,0,0,79,0
IND,Athletics,0,0,31,1,1,0.085080877,0,0.095075106,,,0,1,326,3
IND,Badminton,0,0,7,0,0,0.079981078,0,0.133449422,,,2,0,35,1
IND,Boxing,0,0,6,0,0,0.079981078,0,0.062379285,,,3,0,68,0
IND,Equestrian,0,0,1,0,0,0.0,0,0.002599404,,,0,0,2,0
IND,Golf,0,0,4,0,0,0.002250696,0,0.024809078,,,0,0,11,0
IND,Hockey,16,0,0,0,16,1.444218078,0,1.0,,,64,130,190,13
IND,Judo,0,0,1,0,0,0.0,0,0.004917435,,,0,0,17,0
IND,Rowing,0,0,1,0,0,0.0,0,0.002608271,,,0,0,13,0
IND,Sailing,0,0,2,0,0,0.0,0,0.004255866,,,0,0,18,0
