NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
CRO,Boxing,0,0,1,0,0,0,0,0.079089812,0,0,0,493,278,5536,277,0,0,0,0.000180636
CRO,Canoe Slalom,0,0,2,0,0,0,0,0.029996154,0,0,0,10,10,226,10,0,0,0,0.008849558
CRO,Canoe Sprint,0,0,1,0,0,0.001125348,0,0.013784639,0,0,0,44,42,628,42,0,0,0,0.001592357
CRO,Cycling BMX Freestyle,0,0,1,0,0,0,0,0,,,,4,4,30,4,0,0,0,0.033333333
CRO,Handball,0,0,14,0,0,0,0,0,,,,414,412,3172,421,0,0,0,0.004413619
CRO,Judo,0,1,2,0,1,0,0,0.087764773,0,0,0,374,190,4122,190,0.005263158,0,0,0.000485201
CRO,Rowing,0,2,3,0,2,0.351643146,0,0.361751951,2,2,1,1086,1074,8392,1073,0.001862197,0,0,0.000357483
CRO,Sailing,0,0,6,0,0,0.086140832,0,0.078338493,0,1,0,396,479,5947,444,0,0,0,0.001008912
CRO,Shooting,1,0,4,0,1,0.005621796,0,0.082667015,0,0,0,443,446,11244,447,0,0,0.002257336,0.000355745
CRO,Swimming,0,0,5,0,0,0.003373572,0,0.079147596,0,0,0,1096,1241,22946,1133,0,0,0,0.000217903
CRO,Table Tennis,0,0,6,0,0,0.002250696,0,0.056654167,0,0,0,80,74,2252,74,0,0,0,0.002664298
CRO,Taekwondo,1,0,2,0,1,0.160563035,0,0.252064185,1,0,1,96,56,662,56,0,0,0.010416667,0.003021148
CRO,Tennis,0,0,5,1,1,0.333516867,0,0.182088016,2,2,0,144,122,3058,122,0,0.008196721,0,0.001635056
CRO,Water Polo,0,0,0,13,13,0.08614942,0,0.574313455,0,1,0,412,402,3205,399,0,0.032581454,0,0
CUB,Archery,0,0,1,0,0,0,0,0,,,,118,155,2433,140,0,0,0,0.000411015
CUB,Athletics,0,0,21,0,0,0.249479032,0,0.339941006,0,1,3,1452,1500,38865,1477,0,0,0,0.000540332
CUB,Beach Volleyball,0,0,2,0,0,0,0,0.028442794,0,0,0,32,32,660,32,0,0,0,0.003030303
CUB,Boxing,1,1,3,0,2,0.402308906,0,0.518119538,4,0,1,493,278,5536,277,0.003597122,0,0.002028398,0.000541908
CUB,Canoe Sprint,1,0,4,0,1,0.16342384,0,0.146991175,2,0,0,44,42,628,42,0,0,0.022727273,0.006369427
CUB,Cycling Road,0,0,1,0,0,0,0,0.004447896,0,0,0,6,7,473,7,0,0,0,0.002114165
CUB,Diving,0,0,3,0,0,0,0,0,,,,167,166,2694,166,0,0,0,0.001113586
CUB,Judo,0,0,4,0,0,0.086140832,0,0.29969018,0,1,0,374,190,4122,190,0,0,0,0.000970403
CUB,Modern Pentathlon,0,0,1,0,0,0,0,0.003767028,0,0,0,66,66,1623,66,0,0,0,0.000616143
CUB,Rowing,0,0,2,0,0,0,0,0.037852649,0,0,0,1086,1074,8392,1073,0,0,0,0.000238322
CUB,Shooting,0,0,6,0,0,0.090639752,0,0.054634798,0,1,0,443,446,11244,447,0,0,0,0.000533618
CUB,Swimming,0,0,2,0,0,0.002250696,0,0.032065914,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
CUB,Table Tennis,0,0,3,0,0,0.001125348,0,0.012882559,0,0,0,80,74,2252,74,0,0,0,0.001332149
CUB,Taekwondo,1,0,1,0,1,0.079981078,0,0.267613279,0,0,1,96,56,662,56,0,0,0.010416667,0.001510574
CUB,Weightlifting,0,0,1,0,0,0,0,0.056930787,0,0,0,240,241,3538,237,0,0,0,0.000282646
CUB,Wrestling,3,1,5,1,5,0.241144992,0,0.203545233,2,0,1,540,449,6294,451,0.002227171,0.002217295,0.005555556,0.000794407
CYP,Artistic Gymnastics,0,0,8,0,0,0.006715091,0,0.051997886,0,0,0,44,42,2169,42,0,0,0,0.003688336
CYP,Athletics,0,0,4,0,0,0.006742205,0,0.090078388,0,0,0,1452,1500,38865,1477,0,0,0,0.00010292
CYP,Cycling Road,0,0,1,0,0,0,0,0,0,0,0,6,7,473,7,0,0,0,0.002114165
CYP,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
CYP,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
CYP,Rhythmic Gymnastics,0,0,1,0,0,0,0,0,,,,56,56,680,56,0,0,0,0.001470588
CYP,Sailing,0,0,3,1,1,0.086203533,0,0.945777942,0,1,0,396,479,5947,444,0,0.002252252,0,0.000504456
CYP,Shooting,0,0,1,0,0,0,0,0.038530566,0,0,0,443,446,11244,447,0,0,0,8.89E-05
CYP,Swimming,0,0,2,0,0,0.002250696,0,0.04713256,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
CZE,Archery,0,0,4,0,0,0,0,0.004692488,0,0,0,118,155,2433,140,0,0,0,0.001644061
CZE,Artistic Gymnastics,0,0,6,0,0,0.011201669,0,0.014293449,0,0,0,44,42,2169,42,0,0,0,0.002766252
CZE,Athletics,1,0,30,0,1,0.168402098,0,0.38279387,0,1,1,1452,1500,38865,1477,0,0,0.000688705,0.000771903
CZE,Badminton,0,0,4,0,0,0,0,0,,,,76,70,1600,70,0,0,0,0.0025
CZE,Beach Volleyball,0,0,4,0,0,0,0,0.044036703,0,0,0,32,32,660,32,0,0,0,0.006060606
CZE,Canoe Slalom,0,0,8,0,0,0.166722789,0,0.274258158,1,1,0,10,10,226,10,0,0,0,0.03539823
CZE,Canoe Sprint,0,2,5,0,2,0.162221668,0,0.372522968,0,0,2,44,42,628,42,0.047619048,0,0,0.007961783
CZE,Cycling BMX Freestyle,0,0,1,0,0,0,0,0,,,,4,4,30,4,0,0,0,0.033333333
CZE,Cycling Mountain Bike,0,0,2,0,0,0,0,0.033583002,0,0,0,4,3,133,4,0,0,0,0.015037594
CZE,Cycling Road,0,0,4,0,0,0.001125348,0,0.022719339,0,0,0,6,7,473,7,0,0,0,0.00845666
CZE,Cycling Track,0,0,4,0,0,0.001125348,0,0.008759583,0,0,0,56,56,710,56,0,0,0,0.005633803
CZE,Equestrian,0,0,2,0,0,0.004501392,0,0.018764934,0,0,0,29,30,747,29,0,0,0,0.002677376
CZE,Fencing,4,0,4,0,4,0.079989894,0,0.438275554,0,0,1,626,654,9635,643,0,0,0.006389776,0.000415153
CZE,Golf,0,0,2,0,0,0,0,0.012664468,0,0,0,20,19,429,19,0,0,0,0.004662005
CZE,Judo,0,0,3,0,0,0.080581957,0,0.221813877,1,0,0,374,190,4122,190,0,0,0,0.000727802
CZE,Marathon Swimming,0,0,1,0,0,0,0,0.027227895,0,0,0,2,4,81,2,0,0,0,0.012345679
CZE,Modern Pentathlon,0,0,4,0,0,0.001125348,0,0.169002551,0,0,0,66,66,1623,66,0,0,0,0.002464572
CZE,Rowing,0,0,6,0,0,0.002248224,0,0.321590303,0,0,0,1086,1074,8392,1073,0,0,0,0.000714967
CZE,Sailing,0,0,3,0,0,0,0,0.113349494,0,0,0,396,479,5947,444,0,0,0,0.000504456
CZE,Shooting,0,0,16,0,0,0.171221709,0,0.315071926,1,1,0,443,446,11244,447,0,0,0,0.001422981
CZE,Sport Climbing,0,0,1,0,0,0,0,0.022478443,0,0,0,6,6,90,6,0,0,0,0.011111111
CZE,Swimming,0,0,9,0,0,0.012354131,0,0.07575749,0,0,0,1096,1241,22946,1133,0,0,0,0.000392225
CZE,Table Tennis,0,0,1,0,0,0,0,0.020204247,0,0,0,80,74,2252,74,0,0,0,0.00044405
CZE,Taekwondo,0,0,2,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.003021148
CZE,Tennis,0,2,12,0,2,0.248447912,0,0.428221756,2,1,0,144,122,3058,122,0.016393443,0,0,0.003924133
CZE,Triathlon,0,0,1,0,0,0,0,0.083704786,0,0,0,19,19,765,19,0,0,0,0.00130719
CZE,Weightlifting,0,0,1,0,0,0,0,0.00559436,0,0,0,240,241,3538,237,0,0,0,0.000282646
DEN,Archery,0,0,1,0,0,0.005616857,0,0.009102934,0,0,0,118,155,2433,140,0,0,0,0.000411015
DEN,Athletics,0,0,4,0,0,0.002250696,0,0.074787274,0,0,0,1452,1500,38865,1477,0,0,0,0.00010292
DEN,Badminton,0,1,8,0,1,0.12020334,0,0.08943908,1,0,1,76,70,1600,70,0.014285714,0,0,0.005
DEN,Boxing,0,0,1,0,0,0,0,0,,,,493,278,5536,277,0,0,0,0.000180636
DEN,Canoe Sprint,1,0,7,0,1,0.155574915,0,0.128539235,0,0,2,44,42,628,42,0,0,0.022727273,0.011146497
DEN,Cycling BMX Racing,0,0,2,0,0,0,0,0,0,0,0,4,4,103,4,0,0,0,0.019417476
DEN,Cycling Mountain Bike,0,0,3,0,0,0,0,0.023675816,0,0,0,4,3,133,4,0,0,0,0.022556391
DEN,Cycling Road,0,0,10,0,0,0.002250696,0,0.021166619,0,0,0,6,7,473,7,0,0,0,0.021141649
DEN,"Cycling Road, Cycling Track",0,0,3,0,0,0,0,0,,,,0,0,30,0,0,0,0,0.1
DEN,Cycling Track,1,0,14,0,1,0.509085967,0,0.185398572,2,8,0,56,56,710,56,0,0,0.017857143,0.01971831
DEN,Equestrian,0,0,5,4,4,0.004501392,0,0.130770256,0,0,0,29,30,747,29,0,0.137931034,0,0.00669344
DEN,Golf,0,0,4,0,0,0,0,0.014202929,0,0,0,20,19,429,19,0,0,0,0.009324009
DEN,Handball,15,16,2,0,31,1.284369802,0,0.531174077,2,15,0,414,412,3172,421,0.038834951,0,0.036231884,0.000630517
DEN,Judo,0,0,1,0,0,0,0,0.000782746,0,0,0,374,190,4122,190,0,0,0,0.000242601
DEN,Rowing,0,0,16,0,0,0.159962156,0,0.337526544,0,0,2,1086,1074,8392,1073,0,0,0,0.001906578
DEN,Sailing,0,0,8,1,1,0.161196142,0,0.289883607,2,0,0,396,479,5947,444,0,0.002252252,0,0.001345216
DEN,Shooting,0,0,5,0,0,0.089546368,0,0.133415864,0,1,0,443,446,11244,447,0,0,0,0.000444682
DEN,Skateboarding,0,0,1,0,0,0,0,0.006527707,0,0,0,8,8,144,8,0,0,0,0.006944444
DEN,Swimming,0,0,16,0,0,0.192750695,0,0.127127502,1,0,2,1096,1241,22946,1133,0,0,0,0.000697289
DEN,Table Tennis,0,0,5,0,0,0.001125348,0,0.093742558,0,0,0,80,74,2252,74,0,0,0,0.002220249
DEN,Taekwondo,1,0,0,0,1,0,0,0,,,,96,56,662,56,0,0,0.010416667,0
DEN,Tennis,0,0,2,0,0,0,0,0,,,,144,122,3058,122,0,0,0,0.000654022
DEN,Triathlon,0,0,2,0,0,0,0,0,,,,19,19,765,19,0,0,0,0.002614379
DEN,Wrestling,1,0,0,0,1,0,0,0.094658803,0,0,0,540,449,6294,451,0,0,0.001851852,0
DJI,Athletics,0,0,4,0,0,0.001125348,0,0.994220094,0,0,0,1452,1500,38865,1477,0,0,0,0.00010292
DJI,Judo,0,0,1,0,0,0,0,0.02992927,0,0,0,374,190,4122,190,0,0,0,0.000242601
DJI,Swimming,0,0,2,0,0,0,0,0.020685696,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
DMA,Athletics,0,1,1,0,1,0.001125348,0,1,0,0,0,1452,1500,38865,1477,0.000666667,0,0,2.57E-05
DMA,Swimming,0,0,2,0,0,0,0,0,,,,1096,1241,22946,1133,0,0,0,8.72E-05
DOM,Artistic Gymnastics,0,0,3,0,0,0,0,0,,,,44,42,2169,42,0,0,0,0.001383126
DOM,Athletics,0,1,11,0,1,0.509394676,0,0.502131071,0,6,0,1452,1500,38865,1477,0.000666667,0,0,0.000283031
DOM,Boxing,2,0,1,0,2,0,0,0.215863967,0,0,0,493,278,5536,277,0,0,0.004056795,0.000180636
DOM,Diving,0,0,3,0,0,0,0,0.007662886,0,0,0,167,166,2694,166,0,0,0,0.001113586
DOM,Equestrian,0,0,1,0,0,0,0,0.006658906,0,0,0,29,30,747,29,0,0,0,0.001338688
DOM,Football,0,0,19,0,0,0,0,0,,,,626,601,6079,600,0,0,0,0.003125514
DOM,Judo,0,0,2,0,0,0,0,0.023342509,0,0,0,374,190,4122,190,0,0,0,0.000485201
DOM,Shooting,0,0,1,0,0,0,0,0.00660612,0,0,0,443,446,11244,447,0,0,0,8.89E-05
DOM,Swimming,0,0,2,0,0,0.002250696,0,0.007928991,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
DOM,Taekwondo,0,0,2,0,0,0,0,0.226395682,0,0,0,96,56,662,56,0,0,0,0.003021148
DOM,Volleyball,0,0,12,0,0,0.001125348,0,0.039201793,0,0,0,375,372,2884,372,0,0,0,0.004160888
DOM,Weightlifting,0,0,3,0,0,0.16612191,0,0.111028527,0,1,1,240,241,3538,237,0,0,0,0.000847937
DOM,Wrestling,0,0,1,0,0,0,0,0,,,,540,449,6294,451,0,0,0,0.000158881
ECU,Athletics,0,1,17,2,3,0.003373572,0,0.371731128,0,0,0,1452,1500,38865,1477,0.000666667,0.001354096,0,0.000437412
ECU,Boxing,0,0,3,0,0,0.001125348,0,0.028571992,0,0,0,493,278,5536,277,0,0,0,0.000541908
ECU,Cycling BMX Racing,0,0,1,0,0,0,0,0.063014972,0,0,0,4,4,103,4,0,0,0,0.009708738
ECU,Cycling Road,0,0,1,0,0,0.080581957,0,0.377639217,1,0,0,6,7,473,7,0,0,0,0.002114165
ECU,Equestrian,0,0,3,0,0,0,0,0.012273823,0,0,0,29,30,747,29,0,0,0,0.004016064
ECU,Judo,0,0,1,0,0,0,0,0.0205299,0,0,0,374,190,4122,190,0,0,0,0.000242601
ECU,Marathon Swimming,0,0,1,0,0,0,0,0.080010802,0,0,0,2,4,81,2,0,0,0,0.012345679
ECU,Modern Pentathlon,0,0,2,0,0,0,0,0.004383704,0,0,0,66,66,1623,66,0,0,0,0.001232286
ECU,Shooting,0,0,4,0,0,0.002250696,0,0.020676601,0,0,0,443,446,11244,447,0,0,0,0.000355745
ECU,Swimming,0,0,2,0,0,0.002250696,0,0.043962169,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
ECU,Table Tennis,0,0,1,0,0,0,0,0.003390863,0,0,0,80,74,2252,74,0,0,0,0.00044405
ECU,Triathlon,0,0,1,0,0,0,0,0.012460178,0,0,0,19,19,765,19,0,0,0,0.00130719
ECU,Weightlifting,2,0,1,0,2,0.166722789,0,0.617523008,1,1,0,240,241,3538,237,0,0,0.008333333,0.000282646
ECU,Wrestling,0,0,3,1,1,0,0,0.242230777,0,0,0,540,449,6294,451,0,0.002217295,0,0.000476644
EGY,Archery,0,0,4,0,0,0.002250696,0,0.006064966,0,0,0,118,155,2433,140,0,0,0,0.001644061
EGY,Artistic Gymnastics,0,0,14,0,0,0.015688247,0,0.011610087,0,0,0,44,42,2169,42,0,0,0,0.006454587
EGY,Artistic Swimming,0,0,18,0,0,0.002250696,0,0.073917067,0,0,0,21,21,194,21,0,0,0,0.092783505
EGY,Athletics,0,0,6,0,0,0.001125348,0,0.016588517,0,0,0,1452,1500,38865,1477,0,0,0,0.000154381
EGY,Beach Volleyball,0,0,2,0,0,0,0,0,,,,32,32,660,32,0,0,0,0.003030303
EGY,Boxing,0,0,3,0,0,0,0,0.167536467,0,0,0,493,278,5536,277,0,0,0,0.000541908
EGY,Canoe Sprint,0,0,1,0,0,0.001125348,0,0.00345971,0,0,0,44,42,628,42,0,0,0,0.001592357
EGY,Cycling Track,0,0,2,0,0,0,0,0.002076275,0,0,0,56,56,710,56,0,0,0,0.002816901
EGY,Diving,0,0,4,0,0,0.002250696,0,0.19773535,0,0,0,167,166,2694,166,0,0,0,0.001484781
EGY,Fencing,1,0,35,0,1,0.098680681,0,0.122921035,0,1,0,626,654,9635,643,0,0,0.001597444,0.00363259
EGY,Football,0,0,19,0,0,0,0,0.043754715,0,0,0,626,601,6079,600,0,0,0,0.003125514
EGY,Handball,0,0,15,0,0,0.003376044,0,0.032354036,0,0,0,414,412,3172,421,0,0,0,0.004728878
EGY,Judo,0,0,2,0,0,0.003373572,0,0.180731167,0,0,0,374,190,4122,190,0,0,0,0.000485201
EGY,Modern Pentathlon,0,1,3,0,1,0.086140832,0,0.222029521,0,1,0,66,66,1623,66,0.015151515,0,0,0.001848429
EGY,Rhythmic Gymnastics,0,0,6,0,0,0,0,0.011873016,0,0,0,56,56,680,56,0,0,0,0.008823529
EGY,Rowing,0,0,3,0,0,0,0,0.012584802,0,0,0,1086,1074,8392,1073,0,0,0,0.000357483
EGY,Sailing,0,0,2,0,0,0,0,0.001420025,0,0,0,396,479,5947,444,0,0,0,0.000336304
EGY,Shooting,0,0,17,0,0,0.012371412,0,0.027829426,0,0,0,443,446,11244,447,0,0,0,0.001511917
EGY,Swimming,0,0,3,0,0,0.010098511,0,0.025682899,0,0,0,1096,1241,22946,1133,0,0,0,0.000130742
EGY,Table Tennis,0,0,12,0,0,0.019059359,0,0.021280441,0,0,0,80,74,2252,74,0,0,0,0.005328597
EGY,Taekwondo,0,0,3,0,0,0.159962156,0,0.322085226,0,0,2,96,56,662,56,0,0,0,0.004531722
EGY,Tennis,0,0,1,0,0,0,0,0.000494988,0,0,0,144,122,3058,122,0,0,0,0.000327011
EGY,Trampoline Gymnastics,0,0,1,0,0,0,0,0.032805965,0,0,0,4,4,52,4,0,0,0,0.019230769
EGY,Volleyball,0,0,13,0,0,0,0,0,,,,375,372,2884,372,0,0,0,0.004507628
EGY,Weightlifting,0,0,4,1,1,0,0,0,0,0,0,240,241,3538,237,0,0.004219409,0,0.001130582
EGY,Wrestling,0,0,11,0,0,0.081106426,0,0.33599951,0,0,1,540,449,6294,451,0,0,0,0.001747696
EOR,Athletics,0,0,8,0,0,0,0,0.034248467,0,0,0,1452,1500,38865,1477,0,0,0,0.000205841
EOR,Badminton,0,0,1,0,0,0,0,0.004100437,0,0,0,76,70,1600,70,0,0,0,0.000625
EOR,Boxing,1,0,1,0,1,0,0,0.897504211,0,0,0,493,278,5536,277,0,0,0.002028398,0.000180636
EOR,Breaking,0,0,1,0,0,0,0,0,,,,2,2,27,2,0,0,0,0.037037037
EOR,Canoe Slalom,0,0,2,0,0,0,0,0,,,,10,10,226,10,0,0,0,0.008849558
EOR,Canoe Sprint,0,0,3,0,0,0,0,0.018814124,0,0,0,44,42,628,42,0,0,0,0.00477707
EOR,Cycling Road,0,0,2,0,0,0,0,0.027552365,0,0,0,6,7,473,7,0,0,0,0.00422833
EOR,Judo,0,0,12,0,0,0.006752088,0,0.057139188,0,0,0,374,190,4122,190,0,0,0,0.002911208
EOR,Shooting,0,0,2,0,0,0,0,0.005042411,0,0,0,443,446,11244,447,0,0,0,0.000177873
EOR,Swimming,0,0,2,0,0,0,0,0.007532422,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
EOR,Taekwondo,0,0,5,0,0,0,0,0.034516147,0,0,0,96,56,662,56,0,0,0,0.00755287
EOR,Weightlifting,0,0,2,0,0,0,0,0.005373384,0,0,0,240,241,3538,237,0,0,0,0.000565291
EOR,Wrestling,0,0,2,0,0,0,0,0.005097566,0,0,0,540,449,6294,451,0,0,0,0.000317763
ERI,Athletics,0,0,8,0,0,0.003376044,0,0.773571994,0,0,0,1452,1500,38865,1477,0,0,0,0.000205841
ERI,Cycling Road,0,0,2,0,0,0.001125348,0,0.247061657,0,0,0,6,7,473,7,0,0,0,0.00422833
ERI,Swimming,0,0,2,0,0,0,0,0.004452825,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
ESA,Archery,0,0,1,0,0,0,0,0,,,,118,155,2433,140,0,0,0,0.000411015
ESA,Badminton,0,0,1,0,0,0,0,0,,,,76,70,1600,70,0,0,0,0.000625
ESA,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
ESA,Sailing,0,0,1,0,0,0,0,0.054803567,0,0,0,396,479,5947,444,0,0,0,0.000168152
ESA,Shooting,0,0,2,0,0,0,0,0,,,,443,446,11244,447,0,0,0,0.000177873
ESA,Surfing,0,0,1,0,0,0,0,0,,,,4,4,76,4,0,0,0,0.013157895
ESA,Swimming,0,0,2,0,0,0.002250696,0,0.65203797,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
ESP,3x3 Basketball,0,0,0,4,4,0,0,0,,,,16,16,80,16,0,0.25,0,0
ESP,Archery,0,0,4,0,0,0.002250696,0,0.042486585,0,0,0,118,155,2433,140,0,0,0,0.001644061
ESP,Artistic Gymnastics,0,0,61,0,0,0.139860344,0,0.023883687,0,1,0,44,42,2169,42,0,0,0,0.028123559
ESP,Artistic Swimming,9,0,2,0,9,0.002250696,0,0.261466609,0,0,0,21,21,194,21,0,0,0.428571429,0.010309278
ESP,Athletics,1,3,61,1,5,0.087841228,0,0.138391268,0,0,1,1452,1500,38865,1477,0.002,0.000677048,0.000688705,0.001569536
ESP,Badminton,0,0,2,0,0,0,0,0.033493918,0,0,0,76,70,1600,70,0,0,0,0.00125
ESP,Basketball,0,0,24,0,0,0,0,0.228158884,0,0,0,403,413,3888,407,0,0,0,0.00617284
ESP,Beach Volleyball,0,0,6,0,0,0,0,0.028122403,0,0,0,32,32,660,32,0,0,0,0.009090909
ESP,Boxing,1,0,4,1,2,0,0,0.040749712,0,0,0,493,278,5536,277,0,0.003610108,0.002028398,0.000722543
ESP,Canoe Slalom,1,0,7,0,1,0.086140832,0,0.068806436,0,1,0,10,10,226,10,0,0,0.1,0.030973451
ESP,Canoe Sprint,6,0,19,0,6,0.432972032,0,0.123898704,0,5,0,44,42,628,42,0,0,0.136363636,0.030254777
ESP,Cycling Mountain Bike,0,0,2,0,0,0,0,0.133948346,0,0,1,4,3,133,4,0,0,0,0.015037594
ESP,Cycling Road,0,0,7,0,0,0.002250696,0,0.00872336,0,0,0,6,7,473,7,0,0,0,0.014799154
ESP,Cycling Track,0,0,4,0,0,0.002250696,0,0.002422892,0,0,0,56,56,710,56,0,0,0,0.005633803
ESP,Diving,0,0,4,0,0,0,0,0.007518039,0,0,0,167,166,2694,166,0,0,0,0.001484781
ESP,Equestrian,0,0,14,0,0,0.003376044,0,0.007547081,0,0,0,29,30,747,29,0,0,0,0.018741633
ESP,Fencing,0,0,2,0,0,0,0,0.024368213,0,0,0,626,654,9635,643,0,0,0,0.000207577
ESP,Football,0,22,22,0,22,1.895098304,0,0.364335902,0,22,0,626,601,6079,600,0.036605657,0,0,0.003619016
ESP,Golf,0,0,4,0,0,0,0,0.006554892,0,0,0,20,19,429,19,0,0,0,0.009324009
ESP,Handball,15,0,18,0,15,1.19971617,0,0.442590909,0,0,16,414,412,3172,421,0,0,0.036231884,0.005674653
ESP,Hockey,0,0,34,0,0,0,0,0.268560839,0,0,0,580,589,4526,569,0,0,0,0.007512152
ESP,Judo,1,0,16,0,1,0,0,0.046560107,0,0,0,374,190,4122,190,0,0,0.002673797,0.003881611
ESP,Marathon Swimming,0,0,2,0,0,0,0,0.011717077,0,0,0,2,4,81,2,0,0,0,0.024691358
ESP,"Marathon Swimming, Swimming",0,0,4,0,0,0,0,0,,,,0,0,52,0,0,0,0,0.076923077
ESP,Modern Pentathlon,0,0,1,0,0,0,0,0.006644542,0,0,0,66,66,1623,66,0,0,0,0.000616143
ESP,Rhythmic Gymnastics,0,0,7,0,0,0,0,0,,,,56,56,680,56,0,0,0,0.010294118
ESP,Rowing,0,0,9,0,0,0,0,0.026229158,0,0,0,1086,1074,8392,1073,0,0,0,0.00107245
ESP,Sailing,0,2,11,0,2,0.239943234,0,0.219902288,0,0,3,396,479,5947,444,0.004175365,0,0,0.001849672
ESP,Shooting,0,0,4,0,0,0.161182374,0,0.042768285,2,0,0,443,446,11244,447,0,0,0,0.000355745
ESP,Skateboarding,0,0,6,0,0,0,0,0.015595283,0,0,0,8,8,144,8,0,0,0,0.041666667
ESP,Sport Climbing,0,0,2,0,0,0.080581957,0,0.150520916,1,0,0,6,6,90,6,0,0,0,0.022222222
ESP,Surfing,0,0,3,0,0,0,0,0,,,,4,4,76,4,0,0,0,0.039473684
ESP,Swimming,0,0,38,0,0,0.012364001,0,0.08381794,0,0,0,1096,1241,22946,1133,0,0,0,0.001656062
ESP,Table Tennis,0,0,4,0,0,0,0,0.005884265,0,0,0,80,74,2252,74,0,0,0,0.001776199
ESP,Taekwondo,0,0,4,0,0,0.086140832,0,0.084012346,0,1,0,96,56,662,56,0,0,0,0.006042296
ESP,Tennis,2,0,11,1,3,0.089012224,0,0.100156439,0,0,1,144,122,3058,122,0,0.008196721,0.013888889,0.003597122
ESP,Trampoline Gymnastics,0,0,2,0,0,0,0,0,,,,4,4,52,4,0,0,0,0.038461538
ESP,Triathlon,0,0,5,0,0,0.00562674,0,0.017370762,0,0,0,19,19,765,19,0,0,0,0.006535948
ESP,Water Polo,0,13,13,0,13,1.119830816,0,0.259727237,0,13,0,412,402,3205,399,0.032338308,0,0,0.004056162
EST,Archery,0,0,1,0,0,0,0,0.008792712,0,0,0,118,155,2433,140,0,0,0,0.000411015
EST,Athletics,0,0,5,0,0,0.006747144,0,0.28382208,0,0,0,1452,1500,38865,1477,0,0,0,0.00012865
EST,Badminton,0,0,1,0,0,0.003368633,0,0.017258169,0,0,0,76,70,1600,70,0,0,0,0.000625
EST,Cycling Mountain Bike,0,0,1,0,0,0,0,0.049499854,0,0,0,4,3,133,4,0,0,0,0.007518797
EST,Cycling Road,0,0,1,0,0,0,0,0.029111745,0,0,0,6,7,473,7,0,0,0,0.002114165
EST,Equestrian,0,0,1,0,0,0,0,0.007714357,0,0,0,29,30,747,29,0,0,0,0.001338688
EST,Fencing,0,0,1,0,0,0.362087171,0,0.407048456,4,0,1,626,654,9635,643,0,0,0,0.000103788
EST,Judo,0,0,1,0,0,0,0,0.313892927,0,0,0,374,190,4122,190,0,0,0,0.000242601
EST,Rowing,0,0,4,0,0,0.160094242,0,0.374485242,0,0,2,1086,1074,8392,1073,0,0,0,0.000476644
EST,Sailing,0,0,2,0,0,0.002248224,0,0.333289361,0,0,0,396,479,5947,444,0,0,0,0.000336304
EST,Shooting,0,0,2,0,0,0.002248224,0,0.017862551,0,0,0,443,446,11244,447,0,0,0,0.000177873
EST,Swimming,0,0,4,0,0,0.005619329,0,0.064282871,0,0,0,1096,1241,22946,1133,0,0,0,0.000174322
EST,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
EST,Wrestling,0,0,1,0,0,0,0,0.546148244,0,0,0,540,449,6294,451,0,0,0,0.000158881
ETH,Athletics,0,1,30,3,4,0.331186337,0,1,1,1,2,1452,1500,38865,1477,0.000666667,0.002031144,0,0.000771903
ETH,Swimming,0,0,1,0,0,0,0,0.002904789,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
FIJ,Athletics,0,0,1,0,0,0,0,0.042381523,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
FIJ,Judo,0,0,1,0,0,0,0,0.015240029,0,0,0,374,190,4122,190,0,0,0,0.000242601
FIJ,Rugby Sevens,0,0,13,14,14,2.087363535,0,1,13,0,13,76,76,698,78,0,0.179487179,0,0.018624642
FIJ,Sailing,0,0,2,0,0,0,0,0.017861108,0,0,0,396,479,5947,444,0,0,0,0.000336304
FIJ,Swimming,0,0,2,0,0,0,0,0.040799613,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
FIJ,Table Tennis,0,0,1,0,0,0.001125348,0,0.003139845,0,0,0,80,74,2252,74,0,0,0,0.00044405
FIJ,Taekwondo,0,0,2,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.003021148
FIN,Archery,0,0,1,0,0,0,0,0.14114633,0,0,0,118,155,2433,140,0,0,0,0.000411015
