Name,NOC,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
Ladislav Tikal,TCH,1,0,1,0
Ladislav Toman,TCH,1,0,1,0
Ladislav Trpko,TCH,0,0,0,0
Ladislav Vcha,TCH,5,1,2,2
Ladislav Vehla,TCH,0,0,0,0
Ladislav Vidumansk,TCH,0,0,0,0
Ladislav Vzek,TCH,1,1,0,0
Ladislava (hniz-),USA,1,0,0,1
Ladji Doucour,FRA,0,0,0,0
Lado Fumic,GER,0,0,0,0
Lady Pinilla,COL,0,0,0,0
Lady Rodrguez,COL,0,0,0,0
Laelys Alavez,FRA,0,0,0,0
Laenarong Sangkasuwan,THA,0,0,0,0
Laenly Phoutthavong,LAO,0,0,0,0
Laerke Buhl-hansen,DEN,0,0,0,0
Laerke Olsen,DEN,0,0,0,0
Laerke Rasmussen,DEN,0,0,0,0
Laeticia Amihere,CAN,0,0,0,0
Laeticia Bapte,FRA,0,0,0,0
Laetisha Scanlan,AUS,0,0,0,0
Laetitia Aoun,LBN,0,0,0,0
Laetitia Beck,ISR,0,0,0,0
Laetitia Dugain,FRA,0,0,0,0
Laetitia Guapo,FRA,0,0,0,0
Laetitia Mancieri,FRA,0,0,0,0
Laetitia Moussard,FRA,0,0,0,0
Laetitia Tignola,FRA,0,0,0,0
Laevivathana Milinthachinda,THA,0,0,0,0
Lagarde,FRA,0,0,0,0
Lage Andersson,SWE,0,0,0,0
Lage Tedenby,SWE,0,0,0,0
Lahcen Abrami,MAR,0,0,0,0
Lahcen Ahidous,MAR,0,0,0,0
Lahcen Akka,MAR,0,0,0,0
Lahcen Babaci,ALG,0,0,0,0
Lahcen Maghfour,MAR,0,0,0,0
Lahcen Ouadani,MAR,0,0,0,0
Lahlou Youns,MAR,0,0,0,0
Lahoussine Ali,MAR,0,0,0,0
Lai Chu-en,TPE,0,0,0,0
Lai Chu-long,TPE,0,0,0,0
Lai Fang-mei,TPE,0,0,0,0
Lai Ho,HKG,0,0,0,0
Lai Hung,HKG,0,0,0,0
Lai Lam-kwong,TPE,0,0,0,0
Lai Lee-chiao,TPE,0,0,0,0
Lai Meng-ting,TPE,0,0,0,0
Lai Ng,HKG,0,0,0,0
Lai Runming,CHN,1,0,1,0
Lai Sheng-jung,TPE,0,0,0,0
Lai Yawen,CHN,1,0,1,0
Lai Zhongjian,CHN,0,0,0,0
Laia Aleixandri,ESP,0,0,0,0
Laia Alts,ESP,1,0,1,0
Laia Areas,ESP,1,0,0,1
Laia Arenas,ESP,0,0,0,0
Laia Codina,ESP,0,0,0,0
Laia Moreno,ESP,0,0,0,0
Laia Palau,ESP,0,0,0,0
Laila (-bielicz),SWE,0,0,0,0
Laila Ali,EGY,0,0,0,0
Laila Egman-andersson,SWE,0,0,0,0
Laila Ferrer,BRA,0,0,0,0
Laila Finska-bezerra,FIN,0,0,0,0
Laila Silva,BRA,0,0,0,0
Laila Vakil,GBR,0,0,0,0
Laila Youssifou,NED,1,0,1,0
Laildo Machado,BRA,0,0,0,0
Lailin Hassan,MAS,0,0,0,0
Laima Zilporyt,LTU,0,0,0,0
Laima Zilporyt,URS,1,0,0,1
Laimut Baikauskait,URS,1,0,1,0
Laina Perez,CUB,0,0,0,0
Laine (-kallas),URS,0,0,0,0
Laird Sloan,CAN,0,0,0,0
Lais Najjar,SYR,0,0,0,0
Lais Nunes,BRA,0,0,0,0
Laisa Tuifagalele,FIJ,0,0,0,0
Laisana Likuceva,FIJ,1,0,0,1
Laishram Devi,IND,0,0,0,0
Laith Shahib,IRQ,0,0,0,0
Lajos (-bonyhai),HUN,0,0,0,0
Lajos (biringer-),HUN,0,0,0,0
Lajos (drestyk-),HUN,1,1,0,0
Lajos (drotloff-),HUN,0,0,0,0
Lajos (grn-),HUN,2,0,1,1
Lajos (hlavacsek),HUN,0,0,0,0
Lajos (kmetyk),HUN,1,0,1,0
Lajos (pick),HUN,0,0,0,0
Lajos (sparing),HUN,0,0,0,0
Lajos Balogh,HUN,0,0,0,0
Lajos Bals,HUN,0,0,0,0
Lajos Balthazr,HUN,1,0,1,0
Lajos Baranyai,HUN,0,0,0,0
Lajos Brzsnyi,HUN,0,0,0,0
Lajos Csejthey,HUN,0,0,0,0
Lajos Csords,HUN,1,1,0,0
Lajos Dor,HUN,0,0,0,0
Lajos Ers,HUN,0,0,0,0
Lajos Farag,HUN,1,0,0,1
Lajos Gncz,HUN,0,0,0,0
Lajos Grf,HUN,0,0,0,0
Lajos Haraszthy,HUN,0,0,0,0
Lajos Horvth,HUN,0,0,0,0
Lajos Jr.,HUN,0,0,0,0
Lajos K,HUN,1,0,1,0
Lajos Kelemen,HUN,0,0,0,0
Lajos Keresztes,HUN,2,1,1,0
Lajos Kiss,HUN,1,0,0,1
Lajos Kocsis,HUN,2,1,1,0
Lajos Kovcs,HUN,0,0,0,0
Lajos Krthy,HUN,0,0,0,0
Lajos Kurunczy,HUN,0,0,0,0
Lajos Kutasi,HUN,0,0,0,0
Lajos Lt,HUN,0,0,0,0
Lajos Ludinszky,HUN,0,0,0,0
Lajos Malanotti,HUN,0,0,0,0
Lajos Maszlay,HUN,2,0,0,2
Lajos Mecser,HUN,0,0,0,0
Lajos Nagy,FRG,0,0,0,0
Lajos Nagy,GER,0,0,0,0
Lajos Nagy,HUN,0,0,0,0
Lajos Papp,HUN,1,0,0,1
Lajos Plinks,HUN,0,0,0,0
Lajos Rcz,HUN,1,0,1,0
Lajos Sim,HUN,0,0,0,0
Lajos Sntha,HUN,1,0,0,1
Lajos Somlay,HUN,0,0,0,0
Lajos Sr.,HUN,1,0,0,1
Lajos Szab,HUN,0,0,0,0
Lajos Szanto,USA,0,0,0,0
Lajos Szcs,HUN,3,1,2,0
Lajos Szentgli,HUN,0,0,0,0
Lajos Tth,HUN,1,0,0,1
Lajos Varga,HUN,0,0,0,0
Lajos Virg,HUN,0,0,0,0
Lajos Werkner,HUN,2,2,0,0
Lajos Wick,HUN,0,0,0,0
Lakdar Bouzid,TUN,0,0,0,0
Lakha Singh,IND,0,0,0,0
Lakhdar Belloumi,ALG,0,0,0,0
Lakhshmi Pandey,IND,0,0,0,0
Lakis Fylaktou,CYP,0,0,0,0
Lakshya Sen,IND,0,0,0,0
Lal Bakhsh,PAK,0,0,0,0
Lal Bokhari,IND,1,1,0,0
Lal Nil,IND,0,0,0,0
Lala (-larsson),SWE,1,0,0,1
Lala Rashid,PAK,1,1,0,0
Lala Wane,SEN,0,0,0,0
Lalaina Rabenarivo,MAD,0,0,0,0
Lalanirina Rakotozafy,MAD,0,0,0,0
Lalao Ravaoniriana,MAD,0,0,0,0
Lale (daskin-),TUR,0,0,0,0
Lalin Jirasinha,SRI,0,0,0,0
Lalita Babar,IND,0,0,0,0
Lalita Milshina-yauhleuskaya,AUS,0,0,0,0
Lalita Milshina-yauhleuskaya,BLR,1,0,0,1
Lalji Popat,IND,0,0,0,0
Lalka Berberova,BUL,1,0,1,0
Lalomilo Lalomilo,SAM,0,0,0,0
Lalonde Gordon,TTO,2,0,0,2
Lam Chung,HKG,0,0,0,0
Lam Dorji,BHU,0,0,0,0
Lam Fatt,MAS,0,0,0,0
Lam Hing,HKG,0,0,0,0
Lam Meng,MAS,0,0,0,0
Lam Sau,HKG,0,0,0,0
Lam Tam,HKG,0,0,0,0
Lam Yeung,HKG,0,0,0,0
Lamachi Elimu,KEN,0,0,0,0
Laman Alimuradova,AZE,0,0,0,0
Lamar Behairy,EGY,0,0,0,0
Lamar Odom,USA,1,0,0,1
Lamar Taylor,BAH,0,0,0,0
Lamara Distin,JAM,0,0,0,0
Lambert Adelot,BEL,0,0,0,0
Lambert Micha,BEL,0,0,0,0
Lamberta Ipenburg-drommel,NED,0,0,0,0
Lamberto Mari,ITA,0,0,0,0
Lambertus (steenhorst-),NED,1,1,0,0
Lambertus Benenga,NED,0,0,0,0
Lambertus Doedes,NED,1,0,1,0
Lambertus Gelder,NED,0,0,0,0
Lambertus Gunther,NED,0,0,0,0
Lambertus Hermans,NED,0,0,0,0
Lambertus Kniest,NED,0,0,0,0
Lambros Kefalas,GRE,0,0,0,0
Lambros Papakostas,GRE,0,0,0,0
Lambros Vasilopoulos,GRE,0,0,0,0
Lamecha Girma,ETH,1,0,1,0
Lameck Mbao,ZAM,0,0,0,0
Lameck Orero,KEN,0,0,0,0
Lamia Al-bahnasawy,EGY,0,0,0,0
Lamin Drammeh,GAM,0,0,0,0
Lamin Tucker,SLE,0,0,0,0
Lamine Marikong,GAM,0,0,0,0
Lamine Ouahab,ALG,0,0,0,0
Lamine Wade,SEN,0,0,0,0
Lamjed Maafi,TUN,0,0,0,0
Lamya Matoub,ALG,0,0,0,0
Lan Lau,HKG,0,0,0,0
Lan Quach,VIE,0,0,0,0
Lan Shizhang,CHN,0,0,0,0
Lan Wei,CHN,0,0,0,0
Lan Xing,CHN,0,0,0,0
Lana Jkabsone,LAT,0,0,0,0
Lana Pudar,BIH,0,0,0,0
Lanae-tava Thomas,JAM,0,0,0,0
Lance (gunderson-),USA,0,0,0,0
Lance Bade,USA,1,0,0,1
Lance Brooks,USA,0,0,0,0
Lance Carey,CAN,0,0,0,0
Lance Deal,USA,1,0,1,0
Lance Dement,USA,0,0,0,0
Lance Larson,USA,2,1,1,0
Lance Louw,RSA,0,0,0,0
Lance Pugh,CAN,0,0,0,0
Lance Ringnald,USA,0,0,0,0
Lancelot East,GBR,0,0,0,0
Lancelot Gittens,GUY,0,0,0,0
Lancelot Percival,GBR,0,0,0,0
Lancelot Royle,GBR,1,0,1,0
Lancelot Stafford,GBR,0,0,0,0
Lancine Fofana,CIV,0,0,0,0
Landin Jacobsen,DEN,2,2,0,0
Landon Donovan,USA,0,0,0,0
Landre Bouchard,CAN,0,0,0,0
Landre Grandmoulin,BEL,0,0,0,0
Landrich,FRA,0,0,0,0
Landry Mulemo,BEL,0,0,0,0
Landry Obiang,GAB,0,0,0,0
Lanece Clarke,BAH,0,0,0,0
Lanee Butler-beashel,USA,0,0,0,0
Lang Ping,CHN,1,1,0,0
Langa Mudongo,BOT,0,0,0,0
Langford Lloyd,GBR,0,0,0,0
Langis Ct,CAN,0,0,0,0
Langyu Yan,CHN,1,0,0,1
Lani Belcher,GBR,0,0,0,0
Lani Cabrera,BAR,0,0,0,0
Lani Pallister,AUS,1,1,0,0
Lani Wittevrongel,BEL,0,0,0,0
Lanihei Connolly,COK,0,0,0,0
Lanjing Wang,CHN,1,1,0,0
Lankantien Lamboni,TOG,0,0,0,0
Lanni Marchant,CAN,0,0,0,0
Lanny Bassham,USA,2,1,1,0
Lanphear Buck,USA,0,0,0,0
Lansana Coly,SEN,0,0,0,0
Lansford Spence,JAM,0,0,0,0
Lantoniaina Ramalalanirina,MAD,0,0,0,0
Lao Jianfeng,CHN,0,0,0,0
Lao Lishi,CHN,2,1,1,0
Lao Shaopei,CHN,0,0,0,0
Lap Lam,HKG,0,0,0,0
Lapo Bianciardi,ITA,0,0,0,0
Lapostolet,FRA,0,0,0,0
Lapule Tamean,PNG,0,0,0,0
Lara (-korhammer),AUS,0,0,0,0
Lara (-mist),AUS,0,0,0,0
Lara Andres,FRA,0,0,0,0
Lara Bianconi,ITA,0,0,0,0
Lara Butler,CAY,0,0,0,0
Lara Casas,ARG,1,0,0,1
Lara Cianciarulo,BRA,0,0,0,0
Lara Dallman-weiss,USA,0,0,0,0
Lara Dashti,KUW,0,0,0,0
Lara Davenport,AUS,1,1,0,0
Lara Gillespie,IRL,0,0,0,0
Lara Gonzalez,ESP,0,0,0,0
Lara Grangeon,FRA,0,0,0,0
Lara Heinz,LUX,0,0,0,0
Lara Hoffmann,GER,0,0,0,0
Lara Lessmann,GER,0,0,0,0
Lara Mechnig,LIE,0,0,0,0
Lara Mori,ITA,0,0,0,0
Lara Nalbantoglu,TUR,0,0,0,0
Lara Ortega,ESP,0,0,0,0
Lara Oteiza,ESP,0,0,0,0
Lara Preacco,SUI,0,0,0,0
Lara Sullivan,AUS,0,0,0,0
Lara Tiefenthaler,AUT,0,0,0,0
Lara Vadlau,AUT,1,1,0,0
Lara Villata,ITA,0,0,0,0
Laraba Seibou,BEN,0,0,0,0
Larbi Boudaoud,FRA,1,0,1,0
Larbi Bouriah,ALG,0,0,0,0
Larbi Bourrada,ALG,0,0,0,0
Larbi Ihardane,MAR,0,0,0,0
Larbi Lazhari,ALG,0,0,0,0
Larbi Oukada,MAR,0,0,0,0
Larbi Touati,TUN,0,0,0,0
Larbi Zroual,MAR,0,0,0,0
Lardon,FRA,0,0,0,0
Lari Pesonen,FIN,0,0,0,0
Larion Serghei,ROU,1,0,0,1
Larisa (-klimenko),URS,3,2,0,1
Larisa (-sashova),BUL,0,0,0,0
Larisa (agapova-),RUS,1,0,1,0
Larisa (goncharova-),URS,1,0,1,0
Larisa (ramazanova-),BLR,0,0,0,0
Larisa Aleksandrova-popova,URS,2,1,1,0
Larisa Ceri,BIH,0,0,0,0
Larisa Ceric,BIH,0,0,0,0
Larisa Gorchakova,URS,0,0,0,0
Larisa Iordache,ROU,1,0,0,1
Larisa Kiselyova,EUN,1,0,0,1
Larisa Korobeynikova,ROC,2,1,0,1
Larisa Korobeynikova,RUS,1,0,1,0
Larisa Korotkevich,EUN,0,0,0,0
Larisa Korotkevich,RUS,0,0,0,0
Larisa Kosorukova-peysakhovich,ISR,0,0,0,0
Larisa Kosorukova-peysakhovich,RUS,0,0,0,0
Larisa Kruglova,RUS,1,0,1,0
Larisa Lcus,ROU,0,0,0,0
Larisa Lukyanenko,BLR,0,0,0,0
Larisa Merk,RUS,1,0,0,1
Larisa Mikhaylova,KAZ,0,0,0,0
Larisa Olkhina,KAZ,0,0,0,0
Larisa Orzhak,RUS,0,0,0,0
Larisa Pankova,RUS,0,0,0,0
Larisa Savenko-neilande,LAT,0,0,0,0
Larisa Savenko-neilande,URS,0,0,0,0
Larisa Savkina,URS,1,1,0,0
Larisa Tsagarayeva,URS,1,0,1,0
Larisa Tsaryova,URS,0,0,0,0
Larisa Viktorova,URS,0,0,0,0
Larisa Zakharova,URS,0,0,0,0
Larisa Zavarzina,URS,0,0,0,0
Larissa (-libby),CAN,0,0,0,0
Larissa Araujo,BRA,0,0,0,0
Larissa Barata,BRA,0,0,0,0
Larissa Chouaib,LIB,0,0,0,0
Larissa Crummer,AUS,0,0,0,0
Larissa Franklin,CAN,1,0,0,1
Larissa Iapichino,ITA,0,0,0,0
Larissa Ilchenko,RUS,1,1,0,0
Larissa Inangorore,BDI,0,0,0,0
Larissa Maestrini,BRA,1,0,0,1
Larissa Nevierov,ITA,0,0,0,0
Larissa Nusser,NED,0,0,0,0
Larissa Oliveira,BRA,0,0,0,0
Larissa Pauluis,BEL,0,0,0,0
Larissa Pimenta,BRA,2,0,0,2
Larissa Schaerer,PAR,0,0,0,0
Laritza Gallardo,CUB,0,0,0,0
Larivire,FRA,0,0,0,0
Larmeck Mukonde,ZAM,0,0,0,0
Larrissa Miller,AUS,0,0,0,0
Larry Amar,USA,0,0,0,0
Larry Andreasen,USA,1,0,0,1
Larry Bird,USA,1,1,0,0
Larry Cullen,IRL,0,0,0,0
Larry Donald,USA,0,0,0,0
Larry Faria,BRA,0,0,0,0
Larry Jones,USA,1,0,1,0
Larry Junior,BRA,0,0,0,0
Larry Kelly,USA,1,0,1,0
Larry Lyden,USA,0,0,0,0
Larry Miller,ANT,0,0,0,0
Larry Semillano,PHI,0,0,0,0
Lars (-kraus-jensen),DEN,0,0,0,0
Lars (eriksson-),SWE,1,1,0,0
Lars (karlsson-),SWE,0,0,0,0
Lars (lundgren-),SWE,1,0,0,1
Lars (olsen-),NOR,0,0,0,0
Lars Aas,NOR,0,0,0,0
Lars Adolfsson,SWE,0,0,0,0
Lars Andersson,SWE,0,0,0,0
Lars Arnberg,SWE,0,0,0,0
Lars Bak,DEN,0,0,0,0
Lars Balk,NED,1,1,0,0
Lars Bender,GER,1,0,1,0
Lars Bengtsson,SWE,0,0,0,0
Lars Berg,SWE,0,0,0,0
Lars Berggren,SWE,0,0,0,0
Lars Bergstrm,SWE,0,0,0,0
Lars Betker,GER,0,0,0,0
Lars Bilet,NOR,0,0,0,0
Lars Bjnnes,NOR,2,0,2,0
Lars Bjorkstrom,BRA,1,1,0,0
Lars Bock,DEN,0,0,0,0
Lars Bodn,SWE,0,0,0,0
Lars Boom,NED,0,0,0,0
Lars Breisner,SWE,0,0,0,0
Lars Brgeling,GER,0,0,0,0
Lars Brgesen,DEN,0,0,0,0
Lars Brundin,SWE,0,0,0,0
Lars Christensen,DEN,0,0,0,0
Lars Christiansen,DEN,0,0,0,0
Lars Conrad,GER,1,0,1,0
Lars Danielson,SWE,0,0,0,0
Lars Ehrnrooth,FIN,0,0,0,0
Lars Ekberg,SWE,1,0,1,0
Lars Ekdahl,SWE,1,0,0,1
Lars Feil,SWE,0,0,0,0
Lars Flggen,GER,0,0,0,0
Lars Frlander,SWE,3,1,2,0
Lars Frndesj,SWE,2,0,2,0
Lars Frster,SUI,0,0,0,0
Lars Glassr,SWE,1,0,1,0
Lars Grael,BRA,2,0,0,2
Lars Gulldn,SWE,0,0,0,0
Lars Gunnarsson,SWE,0,0,0,0
Lars Gustafsson,SWE,0,0,0,0
Lars Gustavsson,SWE,0,0,0,0
Lars Haglund,SWE,0,0,0,0
Lars Hall,SWE,3,2,1,0
Lars Hansen,CAN,0,0,0,0
Lars Hartig,GER,0,0,0,0
Lars Hedner,SWE,0,0,0,0
Lars Hedwall,SWE,1,0,0,1
Lars Helgstrand,DEN,1,0,0,1
Lars Hendriksen,DEN,0,0,0,0
Lars Hielscher,GER,0,0,0,0
Lars Hinneburg,GDR,2,0,1,1
Lars Horn,SWE,0,0,0,0
Lars Humlekjr,NOR,0,0,0,0
Lars Ivarsson,SWE,0,0,0,0
Lars Jangvall,SWE,0,0,0,0
Lars Jensen,DEN,0,0,0,0
Lars Johansson,SWE,0,0,0,0
Lars Johnsen,NOR,0,0,0,0
Lars Jorgensen,USA,0,0,0,0
Lars Jrgensen,DEN,0,0,0,0
Lars Karlsson,SWE,0,0,0,0
Lars Kaupang,NOR,0,0,0,0
Lars Kirkebjerg,DEN,0,0,0,0
Lars Kleppich,AUS,1,0,0,1
Lars Kll,SWE,0,0,0,0
Lars Kober,GER,1,0,0,1
Lars Kulti,SWE,0,0,0,0
Lars Lagerborg,SWE,0,0,0,0
Lars Larsson,SWE,0,0,0,0
Lars Lassenius,FIN,0,0,0,0
Lars Lindgren,SWE,0,0,0,0
Lars Lindwall,SWE,0,0,0,0
Lars Lnberg,DEN,0,0,0,0
Lars Lundby,SWE,0,0,0,0
Lars Lvgren,SWE,2,0,2,0
Lars Madsen,DEN,5,2,2,1
Lars Malkar,SWE,0,0,0,0
Lars Malmkvist,SWE,0,0,0,0
Lars Matton,SWE,0,0,0,0
Lars Mellstrm,SWE,0,0,0,0
Lars Michaelsen,DEN,0,0,0,0
Lars Moen,NOR,0,0,0,0
Lars Musus,NOR,0,0,0,0
Lars Nieberg,GER,2,2,0,0
Lars Nielsen,DEN,1,0,0,1
Lars Nilsson,SWE,0,0,0,0
Lars Nordberg,SWE,0,0,0,0
Lars Nordhaug,NOR,0,0,0,0
Lars Nordwall,SWE,0,0,0,0
Lars Norling,SWE,3,3,0,0
Lars Normann,NOR,0,0,0,0
Lars Olander,SWE,0,0,0,0
Lars Olsen,DEN,0,0,0,0
Lars Paaske,DEN,0,0,0,0
Lars Persson,SWE,0,0,0,0
Lars Petersen,DEN,0,0,0,0
Lars Riedel,GER,2,1,1,0
Lars Rnningen,NOR,0,0,0,0
Lars Rudiger,GER,1,0,0,1
Lars Sandberg,SWE,0,0,0,0
Lars Sivertsson,SWE,2,0,2,0
Lars Skl,SWE,0,0,0,0
Lars Srensen,DEN,0,0,0,0
Lars Stenberg,SWE,0,0,0,0
Lars Stlund,SWE,0,0,0,0
Lars Stockenstrm,SWE,0,0,0,0
Lars Strm,NOR,0,0,0,0
Lars Sundelin,SWE,0,0,0,0
Lars Svantesson,SWE,0,0,0,0
Lars Ternstrm,SWE,0,0,0,0
Lars Thrn,SWE,2,1,1,0
Lars Tirn,SWE,0,0,0,0
Lars Tomanek,GER,0,0,0,0
Lars Wahlqvist,SWE,0,0,0,0
Lars Warming,DEN,0,0,0,0
Lars Wichert,GER,0,0,0,0
Lars Winter,FIN,0,0,0,0
Lars Ylander,SWE,0,0,0,0
Lars-Eric Gustavsson,SWE,0,0,0,0
Lars-Erik Gustafsson,SWE,0,0,0,0
Lars-Erik Larsson,SWE,0,0,0,0
Lars-Erik Moberg,SWE,3,0,3,0
Lars-Erik Persson,SWE,0,0,0,0
Lars-Erik Sderberg,SWE,0,0,0,0
Lars-Erik Skild,SWE,1,0,0,1
Lars-Erik Wolfbrandt,SWE,1,0,0,1
Lars-Gran (-jaxus),SWE,0,0,0,0
Lars-Gunnar Winqvist,FIN,0,0,0,0
Lars-Johan Flodin,SWE,0,0,0,0
Lars-Olof Hk,SWE,0,0,0,0
Lars-Olof Norling,SWE,0,0,0,0
Lars-ke Lindqvist,SWE,0,0,0,0
Larsen Jensen,USA,2,0,1,1
Lary Schulhof,USA,1,1,0,0
Larysa (diriy-),URS,18,9,5,4
Larysa (teteriuk-),UKR,0,0,0,0
Larysa Berezhna,EUN,0,0,0,0
Larysa Hryha,UKR,0,0,0,0
Larysa Karlova,URS,3,2,0,1
Larysa Moskalenko,EUN,0,0,0,0
Larysa Moskalenko,URS,1,0,0,1
Larysa Mykhalchenko,URS,0,0,0,0
Larysa Polyvoda,URS,0,0,0,0
Larysa Zaspa,UKR,1,0,0,1
Larysmer Martinez,DOM,0,0,0,0
Laryssa Biesenthal,CAN,2,0,0,2
Las Oliveira,BRA,0,0,0,0
Las Souza,BRA,0,0,0,0
Lasa Lerus,FRA,0,0,0,0
Lasconi Mulamba,COD,0,0,0,0
Lasha Bekauri,GEO,2,2,0,0
Lasha Gobadze,GEO,0,0,0,0
Lasha Gogit'idze,GEO,0,0,0,0
Lasha Gujejiani,GEO,0,0,0,0
Lasha Gulelauri,GEO,0,0,0,0
Lasha Guruli,GEO,1,0,0,1
Lasha Shavdatuashvili,GEO,3,1,1,1
Lasha Talakhadze,GEO,3,3,0,0
Lasha Torgvaidze,GEO,0,0,0,0
Lashinda Demus,USA,1,0,1,0
Laslo Babits,CAN,0,0,0,0
Lasma Liepa,TUR,0,0,0,0
Lasnet Nkouka,CGO,0,0,0,0
Lasse Andersson,DEN,2,1,1,0
Lasse Boesen,DEN,0,0,0,0
Lasse Dahlman,FIN,0,0,0,0
Lasse Friman,FIN,0,0,0,0
Lasse Hansen,DEN,4,2,0,2
Lasse Hjortns,DEN,0,0,0,0
Lasse Luehrs,GER,0,0,0,0
Lasse Nielsen,DEN,0,0,0,0
Lasse Orimus,FIN,0,0,0,0
Lasse Svan,DEN,1,0,1,0
Lasse Vibe,DEN,0,0,0,0
Lasse Virn,FIN,4,4,0,0
Lassi Etelatalo,FIN,0,0,0,0
Lassine Diarra,MLI,0,0,0,0
Lassine Soumaoro,MLI,0,0,0,0
Laszlo Antal,GBR,0,0,0,0
Laszlo Balogh,HUN,0,0,0,0
Laszlo Bartucz,HUN,0,0,0,0
Laszlo Cseh,HUN,0,0,0,0
Laszlo Hajas,SWE,2,0,2,0
Laszlo Kovacs,AUS,0,0,0,0
Laszlo Tornallyay,AUS,0,0,0,0
Laszlo Ubori,YUG,0,0,0,0
Lataisi Mwea,KIR,0,0,0,0
Latario Collie-minns,BAH,0,0,0,0
Latauro Chvez,ARG,0,0,0,0
Latianara Soejima,JPN,0,0,0,0
Laticia-leigh Transom,NZL,0,0,0,0
Latif-ur Rehman,IND,1,1,0,0
Latif-ur Rehman,PAK,1,0,1,0
Latifa Essarokh,FRA,0,0,0,0
Latifah Al-maktoum,UAE,0,0,0,0
Latino Galasso,ITA,1,0,0,1
Latisha Chan,TPE,0,0,0,0
Latitia Bassoko,CMR,0,0,0,0
Latitia Choux,FRA,0,0,0,0
Latitia Corguill,FRA,1,0,1,0
Latitia Kamba,FRA,0,0,0,0
Latitia Meignan,FRA,1,0,0,1
Latitia Payet,FRA,0,0,0,0
Latt Zaw,MYA,0,0,0,0
Lau Cheng,MAS,0,0,0,0
Lau Fei,HKG,0,0,0,0
Lau Kin,HKG,0,0,0,0
Lau Kin-chung,TPE,0,0,0,0
Lau Tim,TPE,0,0,0,0
Laudelino Barros,BRA,0,0,0,0
Laudiel Negrn,PUR,0,0,0,0
Lauma Grva,LAT,0,0,0,0
Launay,FRA,0,0,0,0
Launceston Elliot,GBR,2,1,1,0
Launi (-geddes),USA,1,1,0,0
Laura (-alleyne),GBR,0,0,0,0
Laura (-corbelli),USA,1,0,1,0
Laura (-ekstrand),USA,0,0,0,0
Laura (-gales),NED,2,1,0,1
Laura (-hobbs),PUR,0,0,0,0
Laura (-hulseman),USA,1,1,0,0
Laura (-james),TTO,0,0,0,0
Laura (-jansson),FIN,0,0,0,0
Laura (-kenny),GBR,4,4,0,0
Laura (-moricz),ROU,0,0,0,0
Laura (-rossetti),ITA,0,0,0,0
Laura (-ryan),USA,0,0,0,0
Laura (-tomlinson),GBR,2,1,0,1
Laura (johnson-),GBR,1,0,1,0
Laura (kenney-),GBR,0,0,0,0
Laura (kent-),USA,1,1,0,0
Laura (reback-),USA,0,0,0,0
Laura -giardino),USA,0,0,0,0
Laura Aarts,NED,1,0,0,1
Laura Acua,ARG,0,0,0,0
Laura Alleway,AUS,0,0,0,0
Laura Asadauskait-zadneprovskien,LTU,1,1,0,0
Laura Asadauskaite,LTU,1,0,1,0
Laura Aug,FRA,0,0,0,0
Laura Baldwin,GBR,0,0,0,0
Laura Barrios,ESP,0,0,0,0
Laura Bartlett,GBR,1,0,0,1
Laura Bechdeju,ESP,0,0,0,0
Laura Belotti,ITA,0,0,0,0
Laura Berg,USA,4,3,1,0
Laura Bernat,POL,0,0,0,0
Laura Blakeman,GBR,0,0,0,0
Laura Bortolaso,ITA,0,0,0,0
Laura Bortolotti,ITA,0,0,0,0
Laura Branchaud,CAN,0,0,0,0
Laura Brock,AUS,0,0,0,0
Laura Brown,CAN,1,0,0,1
Laura Bruschini,ITA,0,0,0,0
Laura Bueno,ESP,0,0,0,0
Laura Cabanes,ESP,0,0,0,0
Laura Caizares,ESP,1,0,1,0
Laura Casabuena,ESP,0,0,0,0
Laura Centellas,ESP,0,0,0,0
Laura Chiesa,ITA,1,0,1,0
Laura Chiper,ROU,0,0,0,0
Laura Coles,AUS,0,0,0,0
Laura Collado,ESP,1,0,1,0
Laura Collett,GBR,3,2,0,1
Laura Conter,ITA,0,0,0,0
Laura Crlescu-badea,ROU,3,1,1,1
Laura Cutina,ROU,1,1,0,0
Laura Dall'ora,ITA,0,0,0,0
Laura Desnoo,USA,0,0,0,0
Laura Dijkema,NED,0,0,0,0
Laura Ester,ESP,2,1,1,0
Laura Fazliu,KOS,1,0,0,1
Laura Flessel-colovic,FRA,5,2,1,2
Laura Flippes,FRA,2,1,1,0
Laura Foralosso,ITA,0,0,0,0
Laura Fraser,USA,0,0,0,0
Laura Freigang,GER,1,0,0,1
Laura Fritz,AUT,0,0,0,0
Laura Fry,GBR,0,0,0,0
Laura Fuertes,ESP,0,0,0,0
Laura Gallagher,GBR,0,0,0,0
Laura Galvan,MEX,0,0,0,0
Laura Garcia-caro,ESP,0,0,0,0
Laura Garrone,ITA,0,0,0,0
Laura Garza,MEX,0,0,0,0
Laura Georges,FRA,0,0,0,0
Laura Gil,ESP,0,0,0,0
Laura Giombini,ITA,0,0,0,0
Laura Glauser,FRA,2,0,2,0
Laura Golarsa,ITA,0,0,0,0
Laura Gonzalez,FRA,0,0,0,0
Laura Gonzlez,COL,0,0,0,0
Laura Gonzlez,ESP,1,0,1,0
Laura Gorgerino,ITA,0,0,0,0
