NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,TOPSIS_Product
EGY,Volleyball,0,0,13,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
EGY,Weightlifting,0,0,4,1,1,1e-10,0,1e-10,,,1.0000000000000001e-20
EGY,Wrestling,0,0,11,0,0,0.081106426,0,0.33599951,,,0.027251719393851258
EOR,Athletics,0,0,8,0,0,1e-10,0,0.034248467,,,3.4248467e-12
EOR,Badminton,0,0,1,0,0,1e-10,0,0.004100437,,,4.1004370000000005e-13
EOR,Boxing,1,0,1,0,1,1e-10,0,0.897504211,,,8.97504211e-11
EOR,Breaking,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
EOR,Canoe Slalom,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
EOR,Canoe Sprint,0,0,3,0,0,1e-10,0,0.018814124,,,1.8814124000000003e-12
EOR,Cycling Road,0,0,2,0,0,1e-10,0,0.027552365,,,2.7552365e-12
EOR,Judo,0,0,12,0,0,0.006752088,0,0.057139188,,,0.000385808825624544
EOR,Shooting,0,0,2,0,0,1e-10,0,0.005042411,,,5.042411e-13
EOR,Swimming,0,0,2,0,0,1e-10,0,0.007532422,,,7.532422000000001e-13
EOR,Taekwondo,0,0,5,0,0,1e-10,0,0.034516147,,,3.4516147e-12
EOR,Weightlifting,0,0,2,0,0,1e-10,0,0.005373384,,,5.373384e-13
EOR,Wrestling,0,0,2,0,0,1e-10,0,0.005097566,,,5.097566000000001e-13
ERI,Athletics,0,0,8,0,0,0.003376044,0,0.773571994,,,0.002611613088911736
ERI,Cycling Road,0,0,2,0,0,0.001125348,0,0.247061657,,,0.000278030341581636
ERI,Swimming,0,0,2,0,0,1e-10,0,0.004452825,,,4.452825e-13
ESA,Archery,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESA,Badminton,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESA,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESA,Sailing,0,0,1,0,0,1e-10,0,0.054803567,,,5.4803567e-12
ESA,Shooting,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESA,Surfing,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESA,Swimming,0,0,2,0,0,0.002250696,0,0.65203797,,,0.00146753925092712
ESP,3x3 Basketball,0,0,0,4,4,1e-10,0,1e-10,,,1.0000000000000001e-20
ESP,Archery,0,0,4,0,0,0.002250696,0,0.042486585,,,9.562438691316e-05
ESP,Artistic Gymnastics,0,0,61,0,0,0.139860344,0,0.023883687,,,0.003340380679808328
ESP,Artistic Swimming,9,0,2,0,9,0.002250696,0,0.261466609,,,0.000588481851009864
ESP,Athletics,1,3,61,1,5,0.087841228,0,0.138391268,,,0.012156458925597104
ESP,Badminton,0,0,2,0,0,1e-10,0,0.033493918,,,3.3493918e-12
ESP,Basketball,0,0,24,0,0,1e-10,0,0.228158884,,,2.28158884e-11
ESP,Beach Volleyball,0,0,6,0,0,1e-10,0,0.028122403,,,2.8122403000000003e-12
ESP,Boxing,1,0,4,1,2,1e-10,0,0.040749712,,,4.0749712e-12
ESP,Canoe Slalom,1,0,7,0,1,0.086140832,0,0.068806436,,,0.0059270436439947515
ESP,Canoe Sprint,6,0,19,0,6,0.432972032,0,0.123898704,,,0.05364467363304653
ESP,Cycling Mountain Bike,0,0,2,0,0,1e-10,0,0.133948346,,,1.3394834600000001e-11
ESP,Cycling Road,0,0,7,0,0,0.002250696,0,0.00872336,,,1.9633631458559998e-05
ESP,Cycling Track,0,0,4,0,0,0.002250696,0,0.002422892,,,5.4531933328319995e-06
ESP,Diving,0,0,4,0,0,1e-10,0,0.007518039,,,7.518039e-13
ESP,Equestrian,0,0,14,0,0,0.003376044,0,0.007547081,,,2.5479277527563997e-05
ESP,Fencing,0,0,2,0,0,1e-10,0,0.024368213,,,2.4368213e-12
ESP,Football,0,22,22,0,22,1.895098304,0,0.364335902,,,0.6904523499665102
ESP,Golf,0,0,4,0,0,1e-10,0,0.006554892,,,6.554892e-13
ESP,Handball,15,0,18,0,15,1.19971617,0,0.442590909,,,0.5309834702222985
ESP,Hockey,0,0,34,0,0,1e-10,0,0.268560839,,,2.68560839e-11
ESP,Judo,1,0,16,0,1,1e-10,0,0.046560107,,,4.656010700000001e-12
ESP,Marathon Swimming,0,0,2,0,0,1e-10,0,0.011717077,,,1.1717077e-12
ESP,"Marathon Swimming, Swimming",0,0,4,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESP,Modern Pentathlon,0,0,1,0,0,1e-10,0,0.006644542,,,6.644542e-13
ESP,Rhythmic Gymnastics,0,0,7,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESP,Rowing,0,0,9,0,0,1e-10,0,0.026229158,,,2.6229158e-12
ESP,Sailing,0,2,11,0,2,0.239943234,0,0.219902288,,,0.05276406614671939
ESP,Shooting,0,0,4,0,0,0.161182374,0,0.042768285,,,0.00689349370820859
ESP,Skateboarding,0,0,6,0,0,1e-10,0,0.015595283,,,1.5595283e-12
ESP,Sport Climbing,0,0,2,0,0,0.080581957,0,0.150520916,,,0.012129269980712612
ESP,Surfing,0,0,3,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESP,Swimming,0,0,38,0,0,0.012364001,0,0.08381794,,,0.0010363250939779398
ESP,Table Tennis,0,0,4,0,0,1e-10,0,0.005884265,,,5.884264999999999e-13
ESP,Taekwondo,0,0,4,0,0,0.086140832,0,0.084012346,,,0.007236893382711872
ESP,Tennis,2,0,11,1,3,0.089012224,0,0.100156439,,,0.008915147383310337
ESP,Trampoline Gymnastics,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
ESP,Triathlon,0,0,5,0,0,0.00562674,0,0.017370762,,,9.774076137588001e-05
ESP,Water Polo,0,13,13,0,13,1.119830816,0,0.259727237,,,0.29085056374713536
EST,Archery,0,0,1,0,0,1e-10,0,0.008792712,,,8.792711999999999e-13
EST,Athletics,0,0,5,0,0,0.006747144,0,0.28382208,,,0.00191498844413952
EST,Badminton,0,0,1,0,0,0.003368633,0,0.017258169,,,5.8136437612977e-05
EST,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,0.049499854,,,4.9499854e-12
EST,Cycling Road,0,0,1,0,0,1e-10,0,0.029111745,,,2.9111745e-12
EST,Equestrian,0,0,1,0,0,1e-10,0,0.007714357,,,7.714357e-13
EST,Fencing,0,0,1,0,0,0.362087171,0,0.407048456,,,0.14738702389295796
EST,Judo,0,0,1,0,0,1e-10,0,0.313892927,,,3.13892927e-11
EST,Rowing,0,0,4,0,0,0.160094242,0,0.374485242,,,0.05995293095817656
EST,Sailing,0,0,2,0,0,0.002248224,0,0.333289361,,,0.0007493091403448641
EST,Shooting,0,0,2,0,0,0.002248224,0,0.017862551,,,4.0159015859424e-05
EST,Swimming,0,0,4,0,0,0.005619329,0,0.064282871,,,0.00036122660121355905
EST,Weightlifting,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
EST,Wrestling,0,0,1,0,0,1e-10,0,0.546148244,,,5.46148244e-11
ETH,Athletics,0,1,30,3,4,0.331186337,0,1.0,,,0.331186337
ETH,Swimming,0,0,1,0,0,1e-10,0,0.002904789,,,2.904789e-13
FIJ,Athletics,0,0,1,0,0,1e-10,0,0.042381523,,,4.2381523e-12
FIJ,Judo,0,0,1,0,0,1e-10,0,0.015240029,,,1.5240029e-12
FIJ,Rugby Sevens,0,0,13,14,14,2.087363535,0,1.0,,,2.087363535
FIJ,Sailing,0,0,2,0,0,1e-10,0,0.017861108,,,1.7861108000000002e-12
FIJ,Swimming,0,0,2,0,0,1e-10,0,0.040799613,,,4.0799613e-12
FIJ,Table Tennis,0,0,1,0,0,0.001125348,0,0.003139845,,,3.53341829106e-06
FIJ,Taekwondo,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FIN,Archery,0,0,1,0,0,1e-10,0,0.14114633,,,1.4114633e-11
FIN,Athletics,0,0,25,0,0,0.006744677,0,0.583873897,,,0.003938040843996269
FIN,Badminton,0,0,1,0,0,1e-10,0,0.008950392,,,8.950392e-13
FIN,Boxing,0,0,1,0,0,0.079981078,0,0.179107327,,,0.014325197091158506
FIN,Cycling Mountain Bike,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FIN,Cycling Road,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FIN,Equestrian,0,0,9,0,0,1e-10,0,0.011533543,,,1.1533543e-12
FIN,Golf,0,0,4,0,0,1e-10,0,0.02362307,,,2.362307e-12
FIN,Judo,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FIN,Sailing,0,0,7,0,0,0.003373572,0,0.215217626,,,0.000726052156980072
FIN,Shooting,0,0,4,0,0,1e-10,0,0.215652745,,,2.1565274500000002e-11
FIN,Skateboarding,0,0,1,0,0,1e-10,0,0.011280439,,,1.1280439e-12
FIN,Swimming,0,0,2,0,0,0.08459442,0,0.062764826,,,0.00530955405187092
FIN,Wrestling,0,0,2,0,0,1e-10,0,0.452746221,,,4.5274622100000005e-11
FRA,3x3 Basketball,0,0,4,4,4,1e-10,0,0.106098717,,,1.06098717e-11
FRA,Archery,1,0,10,3,4,0.007862622,0,0.139392249,,,0.001095988563616878
FRA,Artistic Gymnastics,0,0,34,0,0,0.029123343,0,0.010308338,,,0.000300213263333934
FRA,Artistic Swimming,0,0,11,0,0,1e-10,0,0.006927702,,,6.927702e-13
FRA,Athletics,0,0,104,1,1,0.308498952,0,0.311305386,,,0.09603738533295547
FRA,Badminton,0,0,10,0,0,0.002248224,0,0.005055035,,,1.1364851007840001e-05
FRA,Basketball,0,0,0,24,24,2.036551494,0,0.239965424,,,0.4887019427555434
FRA,Beach Volleyball,0,0,8,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Boxing,1,0,5,2,3,0.08614942,0,0.077934824,,,0.00671403988540208
FRA,Breaking,0,0,3,1,1,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Canoe Slalom,0,1,5,2,3,1e-10,0,0.069662892,,,6.9662892000000005e-12
FRA,Canoe Sprint,0,0,10,0,0,0.007874964,0,0.004755331,,,3.7448060433084e-05
FRA,Cycling BMX Freestyle,1,0,1,0,1,1e-10,0,0.164699825,,,1.64699825e-11
FRA,Cycling BMX Racing,1,1,3,1,3,1e-10,0,0.077753828,,,7.7753828e-12
FRA,Cycling Mountain Bike,0,1,2,1,2,1e-10,0,0.073840186,,,7.384018600000001e-12
FRA,Cycling Road,1,0,7,1,2,0.002250696,0,0.039763873,,,8.949638990560799e-05
FRA,"Cycling Road, Cycling Track",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Cycling Track,0,1,31,0,1,0.567850172,0,0.069439871,,,0.03943144269100781
FRA,Diving,0,0,10,0,0,0.002248224,0,0.014952234,,,3.3615971332416e-05
FRA,Equestrian,4,0,13,4,8,0.248972466,0,0.098472196,,,0.024516865470555337
FRA,Fencing,8,1,26,7,16,1.211086364,0,0.571075444,,,0.6916216830436456
FRA,Football,0,0,20,21,21,1e-10,0,0.143875375,,,1.43875375e-11
FRA,Golf,0,0,4,0,0,1e-10,0,0.005075938,,,5.075938e-13
FRA,Handball,0,0,16,17,17,3.204914566,0,0.315763517,,,1.0119950950446885
FRA,Hockey,0,0,35,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Judo,6,15,5,2,23,1.462484493,0,0.249935203,,,0.3655263586423071
FRA,Marathon Swimming,0,0,4,0,0,1e-10,0,0.012538835,,,1.2538835000000001e-12
FRA,Modern Pentathlon,0,0,3,1,1,0.002250696,0,0.043736328,,,9.8437178484288e-05
FRA,Rhythmic Gymnastics,0,0,6,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Rowing,0,0,12,0,0,0.333487036,0,0.261800451,,,0.08730705642745323
FRA,Rugby Sevens,0,13,12,0,13,1.11985658,0,0.137174121,,,0.15361534200756619
FRA,Sailing,2,0,11,1,3,0.443656481,0,0.265323339,,,0.11771241890791005
FRA,Shooting,0,0,25,1,1,0.130943451,0,0.173557837,,,0.022726262124875485
FRA,Skateboarding,0,0,7,0,0,1e-10,0,0.011139687,,,1.1139687e-12
FRA,Sport Climbing,0,0,7,0,0,1e-10,0,0.017347717,,,1.7347716999999999e-12
FRA,Surfing,1,1,2,0,2,1e-10,0,0.09216247,,,9.216247e-12
FRA,Swimming,7,4,66,1,12,0.456710769,0,0.232547136,,,0.10620678131130758
FRA,Table Tennis,4,0,8,0,4,0.011228783,0,0.054383163,,,0.000610656736180629
FRA,Taekwondo,1,1,2,0,2,0.079981078,0,0.166516959,,,0.013318205886101801
FRA,Tennis,0,0,18,0,0,0.025806496,0,0.101443699,,,0.0026179064124687043
FRA,Trampoline Gymnastics,0,0,2,0,0,1e-10,0,0.009170495,,,9.170495000000001e-13
FRA,Triathlon,1,1,4,0,2,0.400050733,0,0.081993747,,,0.032801658588766554
FRA,Volleyball,0,13,13,0,13,0.967001944,0,0.160151684,,,0.15486698976287366
FRA,Water Polo,0,0,26,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
FRA,Weightlifting,0,0,4,0,0,1e-10,0,0.057450142,,,5.7450142e-12
FRA,Wrestling,0,0,3,0,0,1e-10,0,0.055973762,,,5.5973762e-12
FSM,Athletics,0,0,1,0,0,1e-10,0,0.599205693,,,5.99205693e-11
FSM,Swimming,0,0,2,0,0,1e-10,0,0.755723247,,,7.55723247e-11
GAB,Athletics,0,0,1,0,0,1e-10,0,0.022057615,,,2.2057615e-12
GAB,Judo,0,0,1,0,0,1e-10,0,0.032618927,,,3.2618927e-12
GAB,Swimming,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GAB,Taekwondo,0,0,1,0,0,1e-10,0,0.978544178,,,9.785441780000001e-11
GAM,Athletics,0,0,4,0,0,0.002248224,0,1.0,,,0.002248224
GAM,Judo,0,0,1,0,0,0.001125348,0,0.070040995,,,7.882049364126e-05
GAM,Swimming,0,0,2,0,0,1e-10,0,0.052862449,,,5.2862449e-12
GAM,Taekwondo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GBR,Archery,0,0,14,0,0,0.017926697,0,0.047680238,,,0.0008547491795138859
GBR,Artistic Gymnastics,2,0,74,0,2,0.42494855,0,0.03610704,,,0.015343634292791999
GBR,Artistic Swimming,0,0,0,2,2,1e-10,0,0.125666741,,,1.2566674100000001e-11
GBR,Athletics,30,1,53,9,40,1.430769585,0,0.655508036,,,0.937880960631885
GBR,Badminton,0,0,3,0,0,0.083363466,0,0.029899023,,,0.0024924861872937178
GBR,Boxing,1,0,5,0,1,0.579557796,0,0.142242181,,,0.08243756491859308
GBR,Canoe Slalom,2,0,4,2,4,0.086140832,0,0.097692261,,,0.008415292642501153
GBR,Cycling BMX Freestyle,0,0,1,1,1,0.160563035,0,0.153613048,,,0.024664577202480678
GBR,Cycling BMX Racing,0,0,4,0,0,0.166722789,0,0.078959255,,,0.013164307210962197
GBR,Cycling Mountain Bike,0,0,3,0,0,0.080581957,0,0.074302535,,,0.005987443680360995
GBR,Cycling Road,0,0,7,1,1,0.002250696,0,0.017765742,,,3.9985284456432e-05
GBR,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GBR,Cycling Track,9,4,16,11,24,0.804465888,0,0.139453399,,,0.11218550246115332
GBR,Diving,7,0,7,2,9,0.568316661,0,0.075787538,,,0.04307132054157062
GBR,Equestrian,6,8,8,0,14,0.843206696,0,0.155458497,,,0.1310836456204959
GBR,Golf,0,0,3,1,1,1e-10,0,0.044978037,,,4.4978037e-12
GBR,Hockey,0,0,34,0,0,1.583792743,0,0.370334824,,,0.5865336067313822
GBR,Judo,0,0,5,0,0,0.082231774,0,0.066480372,,,0.005466798925739928
GBR,Marathon Swimming,0,0,3,0,0,1e-10,0,0.011262523,,,1.1262523e-12
GBR,Modern Pentathlon,0,0,4,0,0,0.162298492,0,0.04530471,,,0.0073528861134973195
GBR,Rowing,15,15,6,6,36,1.58366132,0,0.536180454,,,0.8491282455398393
GBR,Rugby Sevens,0,0,14,0,0,0.088400116,0,0.062056379,,,0.005485791102139964
GBR,Sailing,1,1,12,0,2,0.975971505,0,0.312070544,,,0.3045719584938487
GBR,Shooting,0,1,8,1,2,0.084491286,0,0.208134721,,,0.017585570238541206
GBR,Skateboarding,1,0,2,0,1,0.079981078,0,0.15150447,,,0.01211749083241866
GBR,Sport Climbing,0,1,3,0,1,1e-10,0,0.074569178,,,7.4569178e-12
GBR,Swimming,0,6,61,4,10,1.782842364,0,0.352553651,,,0.628547584585671
GBR,Table Tennis,0,0,2,0,0,0.007855211,0,0.006384324,,,5.015021211236401e-05
GBR,Taekwondo,0,0,3,1,1,0.4829276,0,0.086927961,,,0.0419799115786236
GBR,Tennis,0,0,11,0,0,0.005602063,0,0.148483753,,,0.000831815338782439
GBR,Trampoline Gymnastics,0,1,2,0,1,0.079981078,0,0.111145037,,,0.008889499873609886
GBR,Triathlon,1,1,3,0,2,0.571385302,0,0.085039879,,,0.04859053694445846
GBR,Weightlifting,1,0,0,0,1,0.08726618,0,0.032470683,,,0.00283359246740094
GBS,Athletics,0,0,1,0,0,1e-10,0,0.613374744,,,6.133747440000001e-11
GBS,Judo,0,0,1,0,0,1e-10,0,0.25657554,,,2.5657554e-11
GBS,Swimming,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GBS,Taekwondo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GBS,Wrestling,0,0,2,0,0,0.003368633,0,0.88240414,,,0.00297249570534062
GEO,Athletics,0,0,1,0,0,0.002250696,0,0.03134608,,,7.055049687168e-05
GEO,Boxing,1,0,1,0,1,1e-10,0,0.200074768,,,2.0007476799999998e-11
GEO,Fencing,0,0,1,0,0,0.001125348,0,0.00430548,,,4.84516330704e-06
GEO,Judo,0,1,16,2,3,0.412415749,0,0.636359501,,,0.2624446802381813
GEO,Shooting,0,0,2,0,0,0.001125348,0,0.085707936,,,9.6451254361728e-05
GEO,Swimming,0,0,2,0,0,1e-10,0,0.013887439,,,1.3887439e-12
GEO,Trampoline Gymnastics,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GEO,Weightlifting,0,1,2,0,1,0.23730165,0,0.467094644,,,0.1108423297273626
GEO,Wrestling,0,1,5,1,2,0.211398415,0,0.714630999,,,0.1510718604984666
GEQ,Athletics,0,0,2,0,0,1e-10,0,1.0,,,1e-10
GEQ,Swimming,0,0,1,0,0,1e-10,0,0.069560944,,,6.9560944e-12
GER,3x3 Basketball,0,4,0,0,4,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Archery,0,0,7,2,2,0.28414991,0,0.098467864,,,0.027979634693492243
GER,Artistic Gymnastics,0,0,58,0,0,0.132344252,0,0.029453846,,,0.0038980472173931915
GER,Athletics,5,1,92,2,8,0.381186036,0,0.417288401,,,0.15906451144596842
GER,Badminton,0,0,4,0,0,0.001125348,0,0.016011055,,,1.801800872214e-05
GER,Basketball,0,0,24,0,0,1e-10,0,0.015627858,,,1.5627858000000002e-12
GER,Beach Volleyball,0,0,4,2,2,0.081776285,0,0.055084553,,,0.004504610105225605
GER,Boxing,1,0,2,0,1,1e-10,0,0.125625738,,,1.25625738e-11
GER,Canoe Slalom,1,0,6,1,2,0.320525191,0,0.210281213,,,0.06740042596053668
GER,Canoe Sprint,2,6,14,4,12,0.661338668,0,0.128137184,,,0.0847420745878309
GER,Cycling BMX Freestyle,0,0,1,0,0,1e-10,0,0.013841329,,,1.3841329e-12
GER,Cycling BMX Racing,0,0,4,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Cycling Mountain Bike,0,0,3,0,0,1e-10,0,0.014220207,,,1.4220207e-12
GER,Cycling Road,0,0,7,0,0,0.002250696,0,0.011674664,,,2.6276119566143997e-05
GER,"Cycling Road, Cycling Track",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Cycling Track,4,0,35,1,5,0.505867607,0,0.073345812,,,0.03710327039991188
GER,Diving,0,0,11,0,0,0.427337313,0,0.117667038,,,0.050283515847588896
GER,Equestrian,0,7,14,1,8,0.531165404,0,0.120768504,,,0.06414805121763562
GER,Fencing,0,0,2,0,0,0.21182752,0,0.203477899,,,0.043102218719980476
GER,Football,20,0,0,0,20,1e-10,0,0.365091604,,,3.6509160400000005e-11
GER,Golf,0,0,3,1,1,0.001125348,0,0.043252547,,,4.8674167261356e-05
GER,Handball,0,0,17,16,16,0.481064712,0,0.201881122,,,0.09711788381316687
GER,Hockey,0,0,18,18,18,0.600159374,0,0.446605081,,,0.26803422583817926
GER,Judo,0,0,19,1,1,1.07515815,0,0.166554888,,,0.1790728452555372
GER,Marathon Swimming,0,0,1,0,0,0.080581957,0,0.074358795,,,0.005991977221261815
GER,"Marathon Swimming, Swimming",0,0,8,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Modern Pentathlon,0,0,4,0,0,0.003373572,0,0.025386778,,,8.5644123431016e-05
GER,Rhythmic Gymnastics,0,1,6,0,1,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Rowing,4,1,18,0,5,1.842818102,0,0.509492434,,,0.9389018802072403
GER,Sailing,0,0,14,0,0,0.565545331,0,0.145995955,,,0.08256733069513612
GER,Shooting,0,0,26,0,0,0.209953044,0,0.102869066,,,0.021597673540136905
GER,Skateboarding,0,0,2,0,0,1e-10,0,0.006292249,,,6.292249e-13
GER,Sport Climbing,0,0,3,0,0,1e-10,0,0.013452756,,,1.3452756e-12
GER,Surfing,0,0,2,0,0,1e-10,0,0.009553735,,,9.553735000000002e-13
GER,Swimming,1,1,50,0,2,0.13495928,0,0.380498482,,,0.051351801171812955
GER,Table Tennis,0,0,12,0,0,0.910176206,0,0.105107648,,,0.09566648027822348
GER,Taekwondo,0,0,1,0,0,1e-10,0,0.066705479,,,6.6705479e-12
GER,Tennis,0,0,18,0,0,0.090704505,0,0.06507248,,,0.0059023670875224
GER,Trampoline Gymnastics,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Triathlon,0,0,6,0,0,0.005624268,0,0.024366223,,,0.000137042168299764
GER,Volleyball,0,0,13,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GER,Wrestling,0,0,7,0,0,0.241669461,0,0.128236052,,,0.03099073756760797
GHA,Athletics,0,0,9,0,0,0.003376044,0,0.143538544,,,0.000484592440239936
GHA,Swimming,0,0,2,0,0,1e-10,0,0.002356966,,,2.356966e-13
GRE,Artistic Gymnastics,1,0,1,0,1,0.079981078,0,0.41968526,,,0.03356687951551028
GRE,Artistic Swimming,0,0,2,0,0,0.002250696,0,0.042551629,,,9.5770781183784e-05
GRE,Athletics,1,1,12,0,2,0.090714375,0,0.346687469,,,0.031449537070666875
GRE,Basketball,0,0,12,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GRE,Cycling Road,0,0,1,0,0,1e-10,0,0.002872661,,,2.872661e-13
GRE,Equestrian,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GRE,Fencing,0,0,1,0,0,1e-10,0,0.127341961,,,1.2734196100000001e-11
GRE,Judo,1,0,1,0,1,1e-10,0,0.101740667,,,1.01740667e-11
GRE,Marathon Swimming,0,0,1,0,0,1e-10,0,0.020322697,,,2.0322697e-12
GRE,Rowing,4,0,3,0,4,0.080591187,0,0.47783637,,,0.038509400250071185
GRE,Sailing,0,0,4,0,0,0.159979788,0,0.19270865,,,0.030829488972766203
GRE,Shooting,0,0,8,0,0,0.121370714,0,0.23432364,,,0.02844002749387896
GRE,Swimming,0,0,31,1,1,0.021332238,0,0.108927704,,,0.002323671706521552
GRE,Table Tennis,0,0,1,0,0,0.006715091,0,0.010204845,,,6.852646281589501e-05
GRE,Tennis,0,0,9,0,0,0.002250696,0,0.15637101,,,0.00035194360672296003
GRE,Water Polo,0,0,26,0,0,1.119915564,0,0.266505359,,,0.2984634994335075
GRE,Wrestling,1,0,2,0,1,0.002248224,0,0.139363801,,,0.00031332104213942403
GRN,Athletics,2,0,2,0,2,0.160668888,0,0.997000222,,,0.16018691700449314
GRN,Swimming,0,0,2,0,0,1e-10,0,0.023887315,,,2.3887315e-12
GUA,Athletics,0,0,5,0,0,1e-10,0,0.41415706,,,4.141570600000001e-11
GUA,Badminton,0,0,1,0,0,1e-10,0,0.011463048,,,1.1463048e-12
GUA,Judo,0,0,1,0,0,1e-10,0,0.004383384,,,4.3833839999999996e-13
GUA,Modern Pentathlon,0,0,2,0,0,1e-10,0,0.012911063,,,1.2911063e-12
GUA,Sailing,0,0,1,0,0,1e-10,0,0.006518096,,,6.518096e-13
GUA,Shooting,1,1,2,0,2,1e-10,0,0.614894175,,,6.14894175e-11
GUA,Swimming,0,0,2,0,0,1e-10,0,0.041308486,,,4.1308486e-12
GUI,Archery,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GUI,Athletics,0,0,1,0,0,1e-10,0,0.522175303,,,5.221753030000001e-11
GUI,Football,0,0,19,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GUI,Judo,0,0,2,0,0,1e-10,0,0.504898632,,,5.04898632e-11
GUI,Swimming,0,0,2,0,0,1e-10,0,0.230933114,,,2.30933114e-11
GUM,Athletics,0,0,2,0,0,1e-10,0,0.472848973,,,4.7284897300000003e-11
GUM,Canoe Sprint,0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GUM,Judo,0,0,1,0,0,1e-10,0,0.222123332,,,2.2212333200000003e-11
GUM,Triathlon,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GUM,Weightlifting,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
GUM,Wrestling,0,0,2,0,0,1e-10,0,0.193851901,,,1.93851901e-11
GUY,Athletics,0,0,2,0,0,0.001125348,0,0.105845657,,,0.000119113198413636
GUY,Swimming,0,0,2,0,0,1e-10,0,0.01824185,,,1.824185e-12
GUY,Table Tennis,0,0,1,0,0,1e-10,0,0.009028872,,,9.028872000000001e-13
HAI,Artistic Gymnastics,0,0,6,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HAI,Athletics,0,0,2,0,0,0.001125348,0,0.400987029,,,0.000451249951111092
HAI,Boxing,0,0,1,0,0,1e-10,0,0.014960375,,,1.4960375000000001e-12
HAI,Judo,0,0,1,0,0,1e-10,0,0.03565654,,,3.565654e-12
HAI,Swimming,0,0,2,0,0,1e-10,0,0.010496792,,,1.0496792e-12
HKG,Artistic Gymnastics,0,0,2,0,0,1e-10,0,0.001870579,,,1.870579e-13
HKG,Athletics,0,0,1,0,0,1e-10,0,0.018055448,,,1.8055448000000001e-12
HKG,Badminton,0,0,6,0,0,1e-10,0,0.041846371,,,4.1846371e-12
HKG,Cycling Road,0,0,1,0,0,1e-10,0,0.005722481,,,5.722481e-13
HKG,"Cycling Road, Cycling Track",0,0,2,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HKG,Fencing,0,2,2,0,2,0.086217927,0,0.412209256,,,0.035539827542532314
HKG,Judo,0,0,1,0,0,1e-10,0,1e-10,,,1.0000000000000001e-20
HKG,Rowing,0,0,1,0,0,1e-10,0,0.010822648,,,1.0822648e-12
HKG,Sailing,0,0,5,0,0,1e-10,0,0.232023868,,,2.32023868e-11
