NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count
EUN,Athletics,3,12,85,14,29,114
EUN,Badminton,0,0,2,0,0,2
EUN,Basketball,0,12,12,0,12,24
EUN,Boxing,1,0,10,1,2,12
EUN,Canoeing,0,2,20,1,3,23
EUN,Cycling,0,0,21,0,0,21
EUN,Diving,1,0,5,2,3,8
EUN,Equestrianism,0,0,15,0,0,15
EUN,Fencing,6,5,19,2,13,32
EUN,Gymnastics,4,19,56,5,28,84
EUN,Handball,13,12,0,0,25,25
EUN,Hockey,0,0,15,0,0,15
EUN,Judo,2,2,9,0,4,13
EUN,Modern Pentathlon,1,0,2,3,4,6
EUN,Rhythmic Gymnastics,1,1,0,0,2,2
EUN,Rowing,4,0,43,0,4,47
EUN,Sailing,0,0,14,0,0,14
EUN,Shooting,1,5,20,2,8,28
EUN,Swimming,5,11,37,14,30,67
EUN,Synchronized Swimming,0,0,5,0,0,5
EUN,Table Tennis,0,0,11,0,0,11
EUN,Tennis,3,0,4,0,3,7
EUN,Volleyball,0,0,12,8,8,20
EUN,Water Polo,13,0,0,0,13,13
EUN,Weightlifting,0,5,1,4,9,10
EUN,Wrestling,5,6,4,5,16,20
FIJ,Archery,0,0,3,0,0,3
FIJ,Athletics,0,0,67,0,0,67
FIJ,Boxing,0,0,5,0,0,5
FIJ,Cycling,0,0,1,0,0,1
FIJ,Football,0,0,16,0,0,16
FIJ,Judo,0,0,19,0,0,19
FIJ,Rugby Sevens,13,26,26,14,53,79
FIJ,Sailing,0,0,25,0,0,25
FIJ,Shooting,0,0,4,0,0,4
FIJ,Swimming,0,0,64,0,0,64
FIJ,Table Tennis,0,0,3,0,0,3
FIJ,Taekwondo,0,0,2,0,0,2
FIJ,Weightlifting,0,0,8,0,0,8
FIN,Archery,2,1,41,3,6,47
FIN,Art Competitions,1,3,4,1,5,9
FIN,Athletics,32,64,821,42,138,959
FIN,Badminton,0,0,16,0,0,16
FIN,Basketball,0,0,23,0,0,23
FIN,Boxing,13,2,58,1,16,74
FIN,Canoeing,5,7,86,2,14,100
FIN,Cycling,0,0,123,0,0,123
FIN,Cycling Mountain Bike,0,0,1,0,0,1
FIN,Cycling Road,0,0,2,0,0,2
FIN,Diving,0,0,49,0,0,49
FIN,Equestrian,0,0,10,0,0,10
FIN,Equestrianism,0,0,57,0,0,57
FIN,Fencing,0,0,61,0,0,61
FIN,Figure Skating,0,2,1,0,2,3
FIN,Football,0,0,51,0,0,51
FIN,Golf,0,0,12,0,0,12
FIN,Gymnastics,60,15,615,24,99,714
FIN,Hockey,0,0,11,0,0,11
FIN,Judo,0,0,29,0,0,29
FIN,Modern Pentathlon,10,0,57,1,11,68
FIN,Rhythmic Gymnastics,0,0,4,0,0,4
FIN,Rowing,11,3,77,2,16,93
FIN,Sailing,24,3,154,8,35,189
FIN,Shooting,26,4,313,11,41,354
FIN,Skateboarding,0,0,2,0,0,2
FIN,Swimming,4,0,242,1,5,247
FIN,Synchronized Swimming,0,0,1,0,0,1
FIN,Table Tennis,0,0,1,0,0,1
FIN,Taekwondo,0,0,5,0,0,5
FIN,Tennis,0,0,11,0,0,11
FIN,Weightlifting,2,1,62,0,3,65
FIN,Wrestling,29,27,193,29,85,278
FRA,3x3 Basketball,0,0,8,4,4,12
FRA,Archery,17,7,122,28,52,174
FRA,Art Competitions,5,6,351,4,15,366
FRA,Artistic Gymnastics,0,0,67,0,0,67
FRA,Artistic Swimming,0,0,13,0,0,13
FRA,Athletics,62,14,1554,42,118,1672
FRA,Badminton,0,0,34,0,0,34
FRA,Basketball,12,0,109,74,86,195
FRA,Beach Volleyball,0,0,18,0,0,18
FRA,Boxing,11,6,157,11,28,185
FRA,Breaking,0,0,3,1,1,4
FRA,Canoe Slalom,0,1,9,2,3,12
FRA,Canoe Sprint,0,0,25,0,0,25
FRA,Canoeing,31,10,227,12,53,280
FRA,Cricket,0,0,0,3,3,3
FRA,Croquet,2,4,11,2,8,19
FRA,Cycling,43,69,528,39,151,679
FRA,Cycling BMX Freestyle,1,0,2,0,1,3
FRA,Cycling BMX Racing,1,1,8,1,3,11
FRA,Cycling Mountain Bike,0,1,6,1,2,8
FRA,Cycling Road,1,0,15,1,2,17
FRA,"Cycling Road, Cycling Track",0,0,2,0,0,2
FRA,Cycling Track,7,1,53,0,8,61
FRA,Diving,0,0,92,1,1,93
FRA,Equestrian,7,0,32,4,11,43
FRA,Equestrianism,21,32,384,26,79,463
FRA,Fencing,98,135,714,107,340,1054
FRA,Figure Skating,0,0,2,0,0,2
FRA,Football,0,16,221,37,53,274
FRA,Golf,0,0,19,0,0,19
FRA,Gymnastics,36,5,1518,17,58,1576
FRA,Handball,16,62,120,48,126,246
FRA,Hockey,0,0,170,0,0,170
FRA,Ice Hockey,0,0,7,0,0,7
FRA,Judo,34,41,97,15,90,187
FRA,Karate,0,1,2,0,1,3
FRA,Marathon Swimming,0,0,7,0,0,7
FRA,Modern Pentathlon,6,0,93,2,8,101
FRA,Motorboating,0,1,0,0,1,1
FRA,Polo,3,0,9,1,4,13
FRA,Rhythmic Gymnastics,0,0,26,0,0,26
FRA,Rowing,51,22,432,50,123,555
FRA,Rugby,0,15,0,34,49,49
FRA,Rugby Sevens,0,13,37,13,26,63
FRA,Sailing,52,30,387,42,124,511
FRA,Shooting,30,13,562,28,71,633
FRA,Skateboarding,0,0,12,0,0,12
FRA,Sport Climbing,0,0,11,0,0,11
FRA,Surfing,1,1,6,0,2,8
FRA,Swimming,41,17,921,35,93,1014
FRA,Synchronized Swimming,2,0,39,0,2,41
FRA,Table Tennis,6,0,61,1,7,68
FRA,Taekwondo,6,1,10,3,10,20
FRA,Tennis,15,12,174,11,38,212
FRA,Trampoline Gymnastics,0,0,4,0,0,4
FRA,Trampolining,0,0,6,0,0,6
FRA,Triathlon,6,1,35,0,7,42
FRA,Tug-Of-War,0,0,0,5,5,5
FRA,Volleyball,0,25,59,0,25,84
FRA,Water Polo,23,7,121,0,30,151
FRA,Weightlifting,4,9,121,3,16,137
FRA,Wrestling,9,4,184,4,17,201
FSM,Athletics,0,0,12,0,0,12
FSM,Boxing,0,0,1,0,0,1
FSM,Swimming,0,0,14,0,0,14
FSM,Weightlifting,0,0,4,0,0,4
FSM,Wrestling,0,0,1,0,0,1
GAB,Athletics,0,0,24,0,0,24
GAB,Boxing,0,0,12,0,0,12
GAB,Football,0,0,15,0,0,15
GAB,Judo,0,0,12,0,0,12
GAB,Swimming,0,0,5,0,0,5
GAB,Taekwondo,0,0,4,1,1,5
GAM,Athletics,0,0,57,0,0,57
GAM,Boxing,0,0,1,0,0,1
GAM,Judo,0,0,3,0,0,3
GAM,Swimming,0,0,4,0,0,4
GAM,Taekwondo,0,0,1,0,0,1
GAM,Wrestling,0,0,3,0,0,3
GBR,Archery,9,2,148,2,13,161
GBR,Art Competitions,1,3,330,5,9,339
GBR,Artistic Gymnastics,6,1,124,0,7,131
GBR,Artistic Swimming,0,0,2,2,2,4
GBR,Athletics,164,79,2043,150,393,2436
GBR,Badminton,4,0,88,2,6,94
GBR,Basketball,0,0,37,0,0,37
GBR,Beach Volleyball,0,0,6,0,0,6
GBR,Boxing,28,20,178,15,63,241
GBR,Canoe Slalom,2,0,7,3,5,12
GBR,Canoe Sprint,1,0,5,0,1,6
GBR,Canoeing,6,6,240,10,22,262
GBR,Cricket,0,12,0,9,21,21
GBR,Cycling,55,59,452,68,182,634
GBR,Cycling BMX Freestyle,1,1,1,1,3,4
GBR,Cycling BMX Racing,0,1,4,1,2,6
GBR,Cycling Mountain Bike,0,1,4,0,1,5
GBR,Cycling Road,0,0,16,1,1,17
GBR,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,2
GBR,Cycling Track,10,8,32,23,41,73
GBR,Diving,16,4,227,6,26,253
GBR,Equestrian,11,13,20,1,25,45
GBR,Equestrianism,23,26,295,34,83,378
GBR,Fencing,0,1,563,27,28,591
GBR,Figure Skating,6,1,11,3,10,21
GBR,Football,1,36,138,8,45,183
GBR,Golf,1,1,15,2,4,19
GBR,Gymnastics,46,2,1076,3,51,1127
GBR,Handball,0,0,28,0,0,28
GBR,Hockey,100,57,311,24,181,492
GBR,Jeu De Paume,1,0,7,1,2,9
GBR,Judo,12,0,102,8,20,122
GBR,Lacrosse,0,0,0,12,12,12
GBR,Marathon Swimming,0,0,5,0,0,5
GBR,Modern Pentathlon,5,6,101,2,13,114
GBR,Motorboating,0,6,10,0,6,16
GBR,Polo,5,11,0,14,30,30
GBR,Racquets,4,3,2,3,10,12
GBR,Rhythmic Gymnastics,0,0,13,0,0,13
GBR,Rowing,66,124,472,129,319,791
GBR,Rugby,0,0,0,30,30,30
GBR,Rugby Sevens,0,0,52,12,12,64
GBR,Sailing,26,77,211,50,153,364
GBR,Shooting,35,30,387,37,102,489
GBR,Skateboarding,2,0,3,0,2,5
GBR,Sport Climbing,0,1,4,0,1,5
GBR,Swimming,56,41,1269,60,157,1426
GBR,Synchronized Swimming,0,0,30,0,0,30
GBR,Table Tennis,0,0,39,0,0,39
GBR,Taekwondo,4,2,16,4,10,26
GBR,Tennis,19,25,141,23,67,208
GBR,Trampoline Gymnastics,1,1,3,0,2,5
GBR,Trampolining,0,0,8,1,1,9
GBR,Triathlon,3,8,30,3,14,44
GBR,Tug-Of-War,8,16,0,16,40,40
GBR,Volleyball,0,0,24,0,0,24
GBR,Water Polo,1,27,79,0,28,107
GBR,Weightlifting,4,1,124,4,9,133
GBR,Wrestling,10,3,181,4,17,198
GBS,Athletics,0,0,14,0,0,14
GBS,Judo,0,0,3,0,0,3
GBS,Swimming,0,0,1,0,0,1
GBS,Taekwondo,0,0,1,0,0,1
GBS,Wrestling,0,0,12,0,0,12
GEO,Archery,0,0,18,0,0,18
GEO,Athletics,0,0,24,0,0,24
GEO,Beach Volleyball,0,0,4,0,0,4
GEO,Boxing,2,0,14,0,2,16
GEO,Canoeing,0,0,1,0,0,1
GEO,Cycling,0,0,1,0,0,1
GEO,Diving,0,0,3,0,0,3
GEO,Fencing,0,0,4,0,0,4
GEO,Gymnastics,0,0,24,0,0,24
GEO,Judo,3,5,54,7,15,69
GEO,Karate,0,0,1,0,0,1
GEO,Modern Pentathlon,0,0,1,0,0,1
GEO,Rhythmic Gymnastics,0,0,4,0,0,4
GEO,Sailing,0,0,2,0,0,2
GEO,Shooting,1,0,22,0,1,23
GEO,Swimming,0,0,11,0,0,11
GEO,Tennis,0,0,5,0,0,5
GEO,Trampoline Gymnastics,0,0,1,0,0,1
GEO,Trampolining,0,0,5,0,0,5
GEO,Weightlifting,3,4,16,0,7,23
GEO,Wrestling,11,4,59,7,22,81
GEQ,Athletics,0,0,41,0,0,41
GEQ,Judo,0,0,1,0,0,1
GEQ,Swimming,0,0,4,0,0,4
GER,3x3 Basketball,0,4,0,0,4,4
GER,Alpinism,0,2,0,0,2,2
GER,Archery,6,0,68,6,12,80
GER,Art Competitions,9,9,330,8,26,356
GER,Artistic Gymnastics,0,0,113,1,1,114
GER,Athletics,148,92,1839,136,376,2215
GER,Badminton,0,0,60,0,0,60
GER,Basketball,0,0,94,0,0,94
GER,Beach Volleyball,2,4,46,2,8,54
GER,Boxing,24,11,147,14,49,196
GER,Canoe Slalom,4,1,6,1,6,12
GER,Canoe Sprint,4,10,31,6,20,51
GER,Canoeing,54,104,255,71,229,484
GER,Cycling,42,53,428,60,155,583
GER,Cycling BMX Freestyle,0,0,2,0,0,2
GER,Cycling BMX Racing,0,0,4,0,0,4
GER,Cycling Mountain Bike,0,0,7,0,0,7
GER,Cycling Road,0,0,19,0,0,19
GER,"Cycling Road, Cycling Track",0,0,2,0,0,2
GER,Cycling Track,4,6,63,4,14,77
GER,Diving,19,8,224,14,41,265
GER,Equestrian,0,13,30,2,15,45
GER,Equestrianism,54,106,231,45,205,436
GER,Fencing,39,42,480,41,122,602
GER,Figure Skating,0,2,0,1,3,3
GER,Football,124,35,141,34,193,334
GER,Golf,0,0,11,1,1,12
GER,Gymnastics,72,52,1644,40,164,1808
GER,Handball,29,36,210,60,125,335
GER,Hockey,79,83,265,104,266,531
GER,Judo,36,5,128,11,52,180
GER,Karate,0,0,4,0,0,4
GER,Marathon Swimming,0,1,4,0,1,5
GER,"Marathon Swimming, Swimming",0,0,8,0,0,8
GER,Modern Pentathlon,1,2,92,0,3,95
GER,Polo,0,0,4,0,0,4
GER,Rhythmic Gymnastics,1,1,40,0,2,42
GER,Rowing,111,273,469,103,487,956
GER,Rugby,0,0,0,15,15,15
GER,Sailing,34,18,241,23,75,316
GER,Shooting,19,18,383,21,58,441
GER,Skateboarding,0,0,4,0,0,4
GER,Sport Climbing,0,0,5,0,0,5
GER,Surfing,0,0,3,0,0,3
GER,Swimming,151,83,1140,137,371,1511
GER,Synchronized Swimming,0,0,14,0,0,14
GER,Table Tennis,9,0,88,11,20,108
GER,Taekwondo,1,0,11,1,2,13
GER,Tennis,5,7,107,7,19,126
GER,Trampoline Gymnastics,0,0,1,0,0,1
GER,Trampolining,1,1,7,0,2,9
GER,Triathlon,0,1,35,1,2,37
GER,Tug-Of-War,1,8,0,0,9,9
GER,Volleyball,0,0,143,24,24,167
GER,Water Polo,12,8,153,19,39,192
GER,Weightlifting,21,9,118,13,43,161
GER,Wrestling,20,9,261,25,54,315
GHA,Athletics,0,0,208,0,0,208
GHA,Boxing,3,0,55,1,4,59
GHA,Football,20,0,78,0,20,98
GHA,Judo,0,0,3,0,0,3
GHA,Swimming,0,0,6,0,0,6
GHA,Table Tennis,0,0,8,0,0,8
GHA,Weightlifting,0,0,3,0,0,3
GRE,Archery,0,0,18,0,0,18
GRE,Art Competitions,0,1,8,0,1,9
GRE,Artistic Gymnastics,2,0,1,0,2,3
GRE,Artistic Swimming,0,0,12,0,0,12
GRE,Athletics,16,10,663,14,40,703
GRE,Badminton,0,0,2,0,0,2
GRE,Baseball,0,0,23,0,0,23
GRE,Basketball,0,0,72,0,0,72
GRE,Beach Volleyball,0,0,14,0,0,14
GRE,Boxing,0,0,33,0,0,33
GRE,Canoeing,0,0,15,0,0,15
GRE,Cycling,0,1,78,3,4,82
GRE,Cycling Mountain Bike,0,0,1,0,0,1
GRE,Cycling Road,0,0,2,0,0,2
GRE,Cycling Track,0,0,1,0,0,1
GRE,Diving,0,2,24,0,2,26
GRE,Equestrian,0,0,1,0,0,1
GRE,Equestrianism,0,0,12,0,0,12
GRE,Fencing,3,3,139,6,12,151
GRE,Football,11,0,67,0,11,78
GRE,Golf,0,0,1,0,0,1
GRE,Gymnastics,4,6,127,2,12,139
GRE,Handball,0,0,30,0,0,30
GRE,Judo,2,1,25,0,3,28
GRE,Marathon Swimming,0,0,2,0,0,2
GRE,Modern Pentathlon,0,0,5,0,0,5
GRE,Rhythmic Gymnastics,6,0,34,0,6,40
GRE,Rowing,15,18,145,27,60,205
GRE,Sailing,8,6,137,2,16,153
GRE,Shooting,8,6,374,11,25,399
GRE,Softball,0,0,14,0,0,14
GRE,Swimming,2,1,289,5,8,297
GRE,Synchronized Swimming,0,0,20,0,0,20
GRE,Table Tennis,0,0,23,0,0,23
GRE,Taekwondo,0,1,8,3,4,12
GRE,Tennis,4,1,68,8,13,81
GRE,Trampolining,0,0,1,0,0,1
GRE,Triathlon,0,0,3,0,0,3
GRE,Tug-Of-War,0,0,5,8,8,13
GRE,Volleyball,0,0,24,0,0,24
GRE,Water Polo,0,0,213,26,26,239
GRE,Weightlifting,4,7,68,5,16,84
GRE,Wrestling,8,1,136,3,12,148
GRN,Athletics,3,1,41,1,5,46
GRN,Boxing,0,0,9,0,0,9
GRN,Swimming,0,0,10,0,0,10
GRN,Taekwondo,0,0,1,0,0,1
GUA,Art Competitions,0,0,1,0,0,1
GUA,Athletics,0,0,89,1,1,90
GUA,Badminton,0,0,8,0,0,8
GUA,Boxing,0,0,7,0,0,7
GUA,Canoeing,0,0,1,0,0,1
GUA,Cycling,0,0,35,0,0,35
GUA,Cycling Road,0,0,1,0,0,1
GUA,Equestrianism,0,0,6,0,0,6
GUA,Fencing,0,0,7,0,0,7
GUA,Football,0,0,53,0,0,53
GUA,Gymnastics,0,0,18,0,0,18
GUA,Judo,0,0,7,0,0,7
GUA,Modern Pentathlon,0,0,9,0,0,9
GUA,Rowing,0,0,5,0,0,5
GUA,Sailing,0,0,12,0,0,12
GUA,Shooting,1,1,56,0,2,58
GUA,Swimming,0,0,89,0,0,89
GUA,Taekwondo,0,0,5,0,0,5
GUA,Weightlifting,0,0,14,0,0,14
GUA,Wrestling,0,0,24,0,0,24
GUI,Archery,0,0,1,0,0,1
GUI,Athletics,0,0,31,0,0,31
GUI,Boxing,0,0,7,0,0,7
GUI,Football,0,0,34,0,0,34
GUI,Judo,0,0,14,0,0,14
GUI,Swimming,0,0,12,0,0,12
GUI,Taekwondo,0,0,1,0,0,1
GUI,Wrestling,0,0,3,0,0,3
GUM,Archery,0,0,1,0,0,1
GUM,Athletics,0,0,23,0,0,23
GUM,Boxing,0,0,1,0,0,1
GUM,Canoe Sprint,0,0,2,0,0,2
GUM,Canoeing,0,0,2,0,0,2
GUM,Cycling,0,0,18,0,0,18
GUM,Judo,0,0,9,0,0,9
GUM,Sailing,0,0,8,0,0,8
GUM,Swimming,0,0,46,0,0,46
GUM,Triathlon,0,0,1,0,0,1
GUM,Weightlifting,0,0,5,0,0,5
GUM,Wrestling,0,0,9,0,0,9
GUY,Athletics,0,0,58,0,0,58
GUY,Boxing,1,0,18,0,1,19
GUY,Cycling,0,0,16,0,0,16
GUY,Judo,0,0,1,0,0,1
GUY,Swimming,0,0,10,0,0,10
GUY,Table Tennis,0,0,2,0,0,2
GUY,Weightlifting,0,0,8,0,0,8
HAI,Art Competitions,0,0,1,0,0,1
HAI,Artistic Gymnastics,0,0,6,0,0,6
HAI,Athletics,0,0,61,1,1,62
HAI,Boxing,0,0,8,0,0,8
HAI,Fencing,0,0,5,0,0,5
HAI,Judo,0,0,16,0,0,16
HAI,Rugby,0,1,0,0,1,1
HAI,Shooting,5,0,4,0,5,9
HAI,Swimming,0,0,7,0,0,7
HAI,Taekwondo,0,0,3,0,0,3
HAI,Tennis,0,0,3,0,0,3
HAI,Weightlifting,0,0,2,0,0,2
HAI,Wrestling,0,0,1,0,0,1
HKG,Archery,0,0,11,0,0,11
HKG,Artistic Gymnastics,0,0,3,0,0,3
HKG,Athletics,0,0,39,0,0,39
HKG,Badminton,0,0,46,0,0,46
HKG,Boxing,0,0,2,0,0,2
HKG,Canoeing,0,0,27,0,0,27
HKG,Cycling,1,0,53,0,1,54
HKG,Cycling Road,0,0,2,0,0,2
HKG,"Cycling Road, Cycling Track",0,0,2,0,0,2
HKG,Cycling Track,1,0,7,0,1,8
HKG,Diving,0,0,7,0,0,7
HKG,Equestrian,0,0,1,0,0,1
HKG,Equestrianism,0,0,6,0,0,6
HKG,Fencing,0,3,83,0,3,86
HKG,Golf,0,0,2,0,0,2
HKG,Gymnastics,0,0,9,0,0,9
HKG,Hockey,0,0,17,0,0,17
HKG,Judo,0,0,18,0,0,18
HKG,Karate,1,0,0,0,1,1
HKG,Marathon Swimming,0,0,1,0,0,1
HKG,Rowing,0,0,23,0,0,23
HKG,Sailing,0,1,46,0,1,47
HKG,Shooting,0,0,35,0,0,35
HKG,Swimming,2,0,233,2,4,237
HKG,Table Tennis,3,0,93,2,5,98
HKG,Taekwondo,0,0,1,0,0,1
HKG,Triathlon,0,0,5,0,0,5
HKG,Weightlifting,0,0,1,0,0,1
HON,Athletics,0,0,32,0,0,32
HON,Boxing,0,0,6,0,0,6
HON,Fencing,0,0,1,0,0,1
HON,Football,0,0,90,0,0,90
HON,Judo,0,0,8,0,0,8
HON,Rowing,0,0,1,0,0,1
HON,Shooting,0,0,1,0,0,1
HON,Swimming,0,0,70,0,0,70
HON,Table Tennis,0,0,1,0,0,1
HON,Taekwondo,0,0,3,0,0,3
HON,Weightlifting,0,0,3,0,0,3
HON,Wrestling,0,0,2,0,0,2
HUN,Archery,0,0,15,0,0,15
HUN,Art Competitions,1,1,82,3,5,87
HUN,Artistic Gymnastics,0,0,23,0,0,23
HUN,Athletics,26,11,752,16,53,805
HUN,Badminton,0,0,9,0,0,9
HUN,Basketball,0,0,61,0,0,61
HUN,Boxing,8,10,94,2,20,114
HUN,Canoe Sprint,9,6,37,8,23,60
HUN,Canoeing,44,52,148,62,158,306
HUN,Cycling,0,0,121,0,0,121
HUN,Cycling Mountain Bike,0,0,2,0,0,2
HUN,Cycling Road,0,0,3,0,0,3
HUN,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,2
HUN,Diving,0,0,39,0,0,39
HUN,Equestrian,0,0,1,0,0,1
HUN,Equestrianism,1,0,83,0,1,84
HUN,Fencing,78,108,423,65,251,674
HUN,Football,16,46,53,17,79,132
HUN,Gymnastics,45,20,1131,46,111,1242
HUN,Handball,30,0,211,15,45,256
HUN,Hockey,0,0,15,0,0,15
HUN,Judo,6,1,87,3,10,97
HUN,Karate,1,0,0,0,1,1
HUN,Marathon Swimming,0,1,2,1,2,4
HUN,"Marathon Swimming, Swimming",0,0,2,0,0,2
HUN,Modern Pentathlon,10,18,61,12,40,101
HUN,Polo,0,0,5,0,0,5
HUN,Rhythmic Gymnastics,0,0,9,0,0,9
HUN,Rowing,4,0,188,4,8,196
HUN,Sailing,2,0,80,1,3,83
HUN,Shooting,8,7,302,3,18,320
HUN,Swimming,26,39,717,34,99,816
HUN,Synchronized Swimming,0,0,4,0,0,4
HUN,Table Tennis,0,0,47,0,0,47
HUN,Taekwondo,0,1,4,0,1,5
HUN,Tennis,1,0,63,0,1,64
HUN,Triathlon,0,0,23,0,0,23
HUN,Volleyball,0,0,47,0,0,47
HUN,Water Polo,62,107,158,29,198,356
HUN,Weightlifting,9,2,80,9,20,100
HUN,Wrestling,20,20,233,17,57,290
INA,Archery,0,0,53,3,3,56
INA,Artistic Gymnastics,0,0,2,0,0,2
INA,Athletics,0,0,47,0,0,47
INA,Badminton,10,13,86,9,32,118
INA,Beach Volleyball,0,0,4,0,0,4
INA,Boxing,0,0,21,0,0,21
INA,Canoeing,0,0,7,0,0,7
INA,Cycling,0,0,12,0,0,12
INA,Cycling Track,0,0,1,0,0,1
INA,Diving,0,0,4,0,0,4
INA,Fencing,0,0,11,0,0,11
INA,Football,0,0,13,0,0,13
INA,Judo,0,0,10,0,0,10
INA,Rowing,0,0,6,0,0,6
INA,Sailing,0,0,14,0,0,14
INA,Shooting,0,0,13,0,0,13
INA,Sport Climbing,0,1,3,0,1,4
INA,Surfing,0,0,2,0,0,2
INA,Swimming,0,0,47,0,0,47
INA,Table Tennis,0,0,11,0,0,11
INA,Taekwondo,0,0,3,0,0,3
INA,Tennis,0,0,18,0,0,18
INA,Weightlifting,7,1,43,6,14,57
INA,Wrestling,0,0,2,0,0,2
IND,Archery,0,0,79,0,0,79
IND,Art Competitions,0,0,2,0,0,2
IND,Artistic Gymnastics,0,0,5,0,0,5
IND,Athletics,0,1,326,3,4,330
IND,Badminton,2,0,35,1,3,38
IND,Basketball,0,0,12,0,0,12
IND,Boxing,3,0,68,0,3,71
IND,Cycling,0,0,40,0,0,40
IND,Diving,0,0,2,0,0,2
IND,Equestrian,0,0,2,0,0,2
IND,Equestrianism,0,0,10,0,0,10
IND,Fencing,0,0,1,0,0,1
IND,Football,0,0,51,0,0,51
IND,Golf,0,0,11,0,0,11
IND,Gymnastics,0,0,88,0,0,88
IND,Hockey,64,130,190,13,207,397
IND,Judo,0,0,17,0,0,17
IND,Rowing,0,0,13,0,0,13
IND,Sailing,0,0,18,0,0,18
IND,Shooting,5,1,153,2,8,161
IND,Swimming,0,0,43,0,0,43
IND,Table Tennis,0,0,42,0,0,42
IND,Tennis,1,0,55,0,1,56
IND,Water Polo,0,0,19,0,0,19
IND,Weightlifting,1,0,40,1,2,42
IND,Wrestling,6,0,109,2,8,117
IOA,Athletics,0,0,13,0,0,13
IOA,Boxing,0,0,1,0,0,1
IOA,Canoeing,0,0,7,0,0,7
IOA,Cycling,0,0,8,0,0,8
IOA,Fencing,0,0,2,0,0,2
IOA,Judo,0,0,5,0,0,5
IOA,Rhythmic Gymnastics,0,0,2,0,0,2
IOA,Rowing,0,0,2,0,0,2
IOA,Sailing,0,0,1,0,0,1
IOA,Shooting,3,1,14,1,5,19
IOA,Swimming,0,0,10,0,0,10
IOA,Synchronized Swimming,0,0,5,0,0,5
IOA,Table Tennis,0,0,7,0,0,7
IOA,Tennis,0,0,1,0,0,1
IOA,Weightlifting,0,0,1,0,0,1
IOA,Wrestling,0,0,9,0,0,9
IRI,Archery,0,0,7,0,0,7
IRI,Artistic Gymnastics,0,0,2,0,0,2
IRI,Athletics,0,0,65,1,1,66
IRI,Badminton,0,0,2,0,0,2
IRI,Basketball,0,0,37,0,0,37
IRI,Boxing,0,0,57,0,0,57
IRI,Canoe Sprint,0,0,3,0,0,3
IRI,Canoeing,0,0,6,0,0,6
IRI,Cycling,0,0,70,0,0,70
IRI,Cycling Road,0,0,3,0,0,3
IRI,Diving,0,0,1,0,0,1
IRI,Equestrianism,0,0,1,0,0,1
IRI,Fencing,0,0,70,0,0,70
IRI,Football,0,0,48,0,0,48
IRI,Gymnastics,0,0,12,0,0,12
IRI,Judo,0,0,18,0,0,18
IRI,Karate,0,1,2,0,1,3
IRI,Rowing,0,0,9,0,0,9
IRI,Shooting,0,1,50,0,1,51
IRI,Sport Climbing,0,0,1,0,0,1
IRI,Swimming,0,0,8,0,0,8
IRI,Table Tennis,0,0,13,0,0,13
IRI,Taekwondo,4,3,11,3,10,21
IRI,Volleyball,0,0,24,0,0,24
IRI,Water Polo,0,0,11,0,0,11
IRI,Weightlifting,6,7,59,6,19,78
IRI,Wrestling,24,12,157,19,55,212
IRL,Archery,0,0,11,0,0,11
IRL,Art Competitions,2,0,39,1,3,42
IRL,Artistic Gymnastics,0,1,7,0,1,8
IRL,Athletics,0,4,354,2,6,360
IRL,Badminton,0,0,10,0,0,10
IRL,Basketball,0,0,13,0,0,13
IRL,Boxing,10,4,122,5,19,141
IRL,Canoe Slalom,0,0,8,0,0,8
IRL,Canoeing,0,0,48,0,0,48
IRL,Cycling,0,0,73,0,0,73
IRL,Cycling Road,0,0,8,0,0,8
IRL,Cycling Track,0,0,21,0,0,21
IRL,Diving,0,0,6,0,0,6
IRL,Equestrian,0,0,32,0,0,32
IRL,Equestrianism,1,0,182,0,1,183
IRL,Fencing,0,0,53,0,0,53
IRL,Football,0,0,23,0,0,23
IRL,Golf,0,0,12,0,0,12
IRL,Gymnastics,0,0,18,0,0,18
IRL,Hockey,0,0,51,0,0,51
IRL,Judo,0,0,18,0,0,18
IRL,"Marathon Swimming, Swimming",0,0,3,0,0,3
IRL,Modern Pentathlon,0,0,11,0,0,11
IRL,Rowing,6,4,83,2,12,95
IRL,Rugby Sevens,0,0,41,0,0,41
IRL,Sailing,0,0,90,3,3,93
IRL,Shooting,0,0,26,0,0,26
IRL,Swimming,2,3,150,0,5,155
IRL,Taekwondo,0,0,2,0,0,2
IRL,Tennis,0,0,19,0,0,19
IRL,Triathlon,0,0,7,0,0,7
IRL,Water Polo,0,0,14,0,0,14
IRL,Weightlifting,0,0,3,0,0,3
IRL,Wrestling,0,0,9,0,0,9
IRQ,Archery,0,0,1,0,0,1
IRQ,Athletics,0,0,52,0,0,52
IRQ,Basketball,0,0,10,0,0,10
IRQ,Boxing,0,0,22,0,0,22
IRQ,Cycling,0,0,3,0,0,3
IRQ,Football,0,0,99,0,0,99
IRQ,Judo,0,0,3,0,0,3
IRQ,Rowing,0,0,4,0,0,4
IRQ,Shooting,0,0,4,0,0,4
IRQ,Swimming,0,0,5,0,0,5
IRQ,Table Tennis,0,0,1,0,0,1
IRQ,Taekwondo,0,0,1,0,0,1
