Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Marta Menegatti,ITA,Beach Volleyball,0,0,3,0,0
Marta Menegatti,ITA,Beach Volleyball,0,0,4,0,0
Paolo Nicolai,ITA,Beach Volleyball,0,0,2,1,1
Paolo Nicolai,ITA,Beach Volleyball,0,0,3,1,1
Samuele Cottafava,ITA,Beach Volleyball,0,0,1,0,0
Valentina Gottardi,ITA,Beach Volleyball,0,0,1,0,0
Viktoria Orsi,ITA,Beach Volleyball,0,0,1,0,0
Viktoria Orsi,ITA,Beach Volleyball,0,0,1,0,0
Abbes Mouhiidine,ITA,Boxing,0,0,1,0,0
Alessia Mesiano,ITA,Boxing,0,0,1,0,0
Angela Carini,ITA,Boxing,0,0,1,0,0
Angela Carini,ITA,Boxing,0,0,2,0,0
Diego Lenzi,ITA,Boxing,0,0,1,0,0
Giordana Sorrentino,ITA,Boxing,0,0,1,0,0
Giordana Sorrentino,ITA,Boxing,0,0,2,0,0
Irma Testa,ITA,Boxing,1,0,1,0,1
Irma Testa,ITA,Boxing,1,0,2,0,1
Rebecca Nicoli,ITA,Boxing,0,0,1,0,0
Rebecca Nicoli,ITA,Boxing,0,0,1,0,0
Salvatore Cavallaro,ITA,Boxing,0,0,1,0,0
Sirine Charaabi,ITA,Boxing,0,0,1,0,0
Marta Bertoncelli,ITA,Canoe Slalom,0,0,1,0,0
Marta Bertoncelli,ITA,Canoe Slalom,0,0,3,0,0
Raffaello Ivaldi,ITA,Canoe Slalom,0,0,1,0,0
Stefanie Horn,ITA,Canoe Slalom,0,0,1,0,0
Stefanie Horn,ITA,Canoe Slalom,0,0,3,0,0
de Giovanni,ITA,Canoe Slalom,0,0,1,0,0
de Giovanni,ITA,Canoe Slalom,0,1,2,0,1
Carlo Tacchini,ITA,Canoe Sprint,0,0,1,1,1
Francesca Genzo,ITA,Canoe Sprint,0,0,2,0,0
Francesca Genzo,ITA,Canoe Sprint,0,0,2,0,0
Gabriele Casadei,ITA,Canoe Sprint,0,0,0,1,1
Luca Beccaro,ITA,Canoe Sprint,0,0,1,0,0
Luca Beccaro,ITA,Canoe Sprint,0,0,1,0,0
Manfredi Rizza,ITA,Canoe Sprint,0,0,0,1,1
Manfredi Rizza,ITA,Canoe Sprint,0,0,0,1,1
Nicolae Craciun,ITA,Canoe Sprint,0,0,1,0,0
Samuele Burgo,ITA,Canoe Sprint,0,0,2,0,0
Samuele Burgo,ITA,Canoe Sprint,0,0,2,0,0
Carlo Tacchini,ITA,Canoeing,0,0,2,0,0
Carlo Tacchini,ITA,Canoeing,0,0,2,0,0
Manfredi Rizza,ITA,Canoeing,0,0,1,0,0
Manfredi Rizza,ITA,Canoeing,0,0,1,0,0
Stefanie Horn,ITA,Canoeing,0,0,1,0,0
Stefanie Horn,ITA,Canoeing,0,0,1,0,0
Damiano Caruso,ITA,Cycling,0,0,2,0,0
Damiano Caruso,ITA,Cycling,0,0,2,0,0
Elena Cecchini,ITA,Cycling,0,0,1,0,0
Elena Cecchini,ITA,Cycling,0,0,1,0,0
Elia Viviani,ITA,Cycling,0,1,2,0,1
Elia Viviani,ITA,Cycling,0,1,2,0,1
Eva Lechner,ITA,Cycling,0,0,3,0,0
Eva Lechner,ITA,Cycling,0,0,3,0,0
Filippo Ganna,ITA,Cycling,0,0,1,0,0
Filippo Ganna,ITA,Cycling,0,0,1,0,0
Francesco Lamon,ITA,Cycling,0,0,1,0,0
Francesco Lamon,ITA,Cycling,0,0,1,0,0
Gerhard Kerschbaumer,ITA,Cycling,0,0,1,0,0
Gerhard Kerschbaumer,ITA,Cycling,0,0,1,0,0
Liam Bertazzo,ITA,Cycling,0,0,1,0,0
Liam Bertazzo,ITA,Cycling,0,0,1,0,0
Luca Braidot,ITA,Cycling,0,0,1,0,0
Luca Braidot,ITA,Cycling,0,0,1,0,0
Simone Consonni,ITA,Cycling,0,0,1,0,0
Simone Consonni,ITA,Cycling,0,0,1,0,0
Vincenzo Nibali,ITA,Cycling,0,0,4,0,0
Vincenzo Nibali,ITA,Cycling,0,0,4,0,0
Giacomo Fantoni,ITA,Cycling BMX Racing,0,0,1,0,0
Giacomo Fantoni,ITA,Cycling BMX Racing,0,0,1,0,0
Pietro Bertagnoli,ITA,Cycling BMX Racing,0,0,1,0,0
Chiara Teocchi,ITA,Cycling Mountain Bike,0,0,1,0,0
Eva Lechner,ITA,Cycling Mountain Bike,0,0,1,0,0
Eva Lechner,ITA,Cycling Mountain Bike,0,0,1,0,0
Gerhard Kerschbaumer,ITA,Cycling Mountain Bike,0,0,1,0,0
Gerhard Kerschbaumer,ITA,Cycling Mountain Bike,0,0,1,0,0
Luca Braidot,ITA,Cycling Mountain Bike,0,0,1,0,0
Luca Braidot,ITA,Cycling Mountain Bike,0,0,2,0,0
Martina Berta,ITA,Cycling Mountain Bike,0,0,1,0,0
Nadir Colledani,ITA,Cycling Mountain Bike,0,0,1,0,0
Nadir Colledani,ITA,Cycling Mountain Bike,0,0,1,0,0
Simone Avondetto,ITA,Cycling Mountain Bike,0,0,1,0,0
Alberto Bettiol,ITA,Cycling Road,0,0,2,0,0
Alberto Bettiol,ITA,Cycling Road,0,0,4,0,0
Damiano Caruso,ITA,Cycling Road,0,0,1,0,0
Damiano Caruso,ITA,Cycling Road,0,0,1,0,0
Elena Cecchini,ITA,Cycling Road,0,0,1,0,0
Elisa Longo,ITA,Cycling Road,1,0,1,0,1
Elisa Longo,ITA,Cycling Road,1,0,3,0,1
Filippo Ganna,ITA,Cycling Road,0,0,1,0,0
Filippo Ganna,ITA,Cycling Road,0,0,1,0,0
Gianni Moscon,ITA,Cycling Road,0,0,1,0,0
Gianni Moscon,ITA,Cycling Road,0,0,1,0,0
Giulio Ciccone,ITA,Cycling Road,0,0,1,0,0
Giulio Ciccone,ITA,Cycling Road,0,0,1,0,0
Luca Mozzato,ITA,Cycling Road,0,0,1,0,0
Marta Bastianelli,ITA,Cycling Road,0,0,1,0,0
Marta Bastianelli,ITA,Cycling Road,0,0,1,0,0
Marta Cavalli,ITA,Cycling Road,0,0,1,0,0
Marta Cavalli,ITA,Cycling Road,0,0,1,0,0
Silvia Persico,ITA,Cycling Road,0,0,1,0,0
Soraya Paladin,ITA,Cycling Road,0,0,1,0,0
Soraya Paladin,ITA,Cycling Road,0,0,1,0,0
Vincenzo Nibali,ITA,Cycling Road,0,0,1,0,0
Vincenzo Nibali,ITA,Cycling Road,0,0,1,0,0
Elia Viviani,ITA,"Cycling Road, Cycling Track",0,0,3,0,0
Elisa Balsamo,ITA,"Cycling Road, Cycling Track",0,0,4,0,0
Filippo Ganna,ITA,"Cycling Road, Cycling Track",0,0,3,0,0
Chiara Consonni,ITA,Cycling Track,0,1,1,0,1
Elia Viviani,ITA,Cycling Track,1,1,1,0,2
Elia Viviani,ITA,Cycling Track,1,1,1,0,2
Elisa Balsamo,ITA,Cycling Track,0,0,3,0,0
Elisa Balsamo,ITA,Cycling Track,0,0,3,0,0
Filippo Ganna,ITA,Cycling Track,0,1,0,0,1
Filippo Ganna,ITA,Cycling Track,0,1,0,0,1
Francesco Lamon,ITA,Cycling Track,0,1,1,0,1
Francesco Lamon,ITA,Cycling Track,1,1,1,0,2
Jonathan Milan,ITA,Cycling Track,0,1,0,0,1
Jonathan Milan,ITA,Cycling Track,1,1,0,0,2
Letizia Paternoster,ITA,Cycling Track,0,0,2,0,0
Letizia Paternoster,ITA,Cycling Track,0,0,4,0,0
Liam Bertazzo,ITA,Cycling Track,0,1,1,0,1
Liam Bertazzo,ITA,Cycling Track,0,1,1,0,1
Manlio Moro,ITA,Cycling Track,1,0,0,0,1
Martina Alzini,ITA,Cycling Track,0,0,1,0,0
Martina Alzini,ITA,Cycling Track,0,0,2,0,0
Martina Fidanza,ITA,Cycling Track,0,0,2,0,0
Martina Fidanza,ITA,Cycling Track,0,0,5,0,0
Miriam Vece,ITA,Cycling Track,0,0,2,0,0
Rachele Barbieri,ITA,Cycling Track,0,0,1,0,0
Rachele Barbieri,ITA,Cycling Track,0,0,1,0,0
Sara Fiorin,ITA,Cycling Track,0,0,2,0,0
Simone Consonni,ITA,Cycling Track,0,1,2,0,1
Simone Consonni,ITA,Cycling Track,1,1,3,1,3
Vittoria Guazzini,ITA,Cycling Track,0,0,2,0,0
Vittoria Guazzini,ITA,Cycling Track,0,1,3,0,1
Chiara Pellacani,ITA,Diving,0,0,1,0,0
Chiara Pellacani,ITA,Diving,0,0,3,0,0
Elena Bertocchi,ITA,Diving,0,0,1,0,0
Elena Bertocchi,ITA,Diving,0,0,3,0,0
Giovanni Tocci,ITA,Diving,0,0,2,0,0
Giovanni Tocci,ITA,Diving,0,0,4,0,0
Lorenzo Marsaglia,ITA,Diving,0,0,2,0,0
Lorenzo Marsaglia,ITA,Diving,0,0,4,0,0
Maia Biginelli,ITA,Diving,0,0,1,0,0
Noemi Batki,ITA,Diving,0,0,4,0,0
Noemi Batki,ITA,Diving,0,0,4,0,0
Riccardo Giovannini,ITA,Diving,0,0,1,0,0
Sarah Jodoin,ITA,Diving,0,0,1,0,0
Sarah Jodoin,ITA,Diving,0,0,2,0,0
Sargent Larsen,ITA,Diving,0,0,1,0,0
Arianna Schivo,ITA,Equestrian,0,0,2,0,0
Arianna Schivo,ITA,Equestrian,0,0,2,0,0
Emanuele Camilli,ITA,Equestrian,0,0,1,0,0
Emanuele Gaudiano,ITA,Equestrian,0,0,1,0,0
Emanuele Gaudiano,ITA,Equestrian,0,0,1,0,0
Emiliano Portale,ITA,Equestrian,0,0,2,0,0
Evelina Bertoli,ITA,Equestrian,0,0,2,0,0
Francesco Zaza,ITA,Equestrian,0,0,1,0,0
Francesco Zaza,ITA,Equestrian,0,0,1,0,0
Giovanni Ugolotti,ITA,Equestrian,0,0,2,0,0
Pietro Sandei,ITA,Equestrian,0,0,2,0,0
Stefano Brecciaroli,ITA,Equestrian,0,0,1,0,0
Stefano Brecciaroli,ITA,Equestrian,0,0,1,0,0
Susanna Bordone,ITA,Equestrian,0,0,2,0,0
Susanna Bordone,ITA,Equestrian,0,0,2,0,0
Vittoria Panizzon,ITA,Equestrian,0,0,2,0,0
Vittoria Panizzon,ITA,Equestrian,0,0,2,0,0
Arianna Schivo,ITA,Equestrianism,0,0,2,0,0
Arianna Schivo,ITA,Equestrianism,0,0,2,0,0
Emanuele Gaudiano,ITA,Equestrianism,0,0,1,0,0
Emanuele Gaudiano,ITA,Equestrianism,0,0,1,0,0
Stefano Brecciaroli,ITA,Equestrianism,0,0,7,0,0
Stefano Brecciaroli,ITA,Equestrianism,0,0,7,0,0
Susanna Bordone,ITA,Equestrianism,0,0,4,0,0
Susanna Bordone,ITA,Equestrianism,0,0,4,0,0
Vittoria Panizzon,ITA,Equestrianism,0,0,3,0,0
Vittoria Panizzon,ITA,Equestrianism,0,0,3,0,0
Alberta Santuccio,ITA,Fencing,1,0,0,0,1
Alberta Santuccio,ITA,Fencing,1,1,1,0,2
Aldo Montano,ITA,Fencing,2,1,3,4,7
Aldo Montano,ITA,Fencing,2,1,3,4,7
Alessio Foconi,ITA,Fencing,0,0,2,0,0
Alessio Foconi,ITA,Fencing,0,0,2,1,1
Alice Volpi,ITA,Fencing,1,0,1,0,1
Alice Volpi,ITA,Fencing,1,0,2,1,2
Andrea Cassara,ITA,Fencing,0,0,2,0,0
Andrea Cassara,ITA,Fencing,0,0,2,0,0
Andrea Santarelli,ITA,Fencing,0,0,2,1,1
Andrea Santarelli,ITA,Fencing,0,0,4,1,1
Arianna Errigo,ITA,Fencing,1,1,2,1,3
Arianna Errigo,ITA,Fencing,1,1,3,2,4
Chiara Mormile,ITA,Fencing,0,0,2,0,0
Daniele Garozzo,ITA,Fencing,0,1,2,1,2
Daniele Garozzo,ITA,Fencing,0,1,2,1,2
Enrico Berre',ITA,Fencing,0,0,1,1,1
Enrico Berre',ITA,Fencing,0,0,1,1,1
Enrico Garozzo,ITA,Fencing,0,0,3,1,1
Enrico Garozzo,ITA,Fencing,0,0,3,1,1
Erica Cipressa,ITA,Fencing,1,0,0,0,1
Erica Cipressa,ITA,Fencing,1,0,0,0,1
Federica Isola,ITA,Fencing,1,0,1,0,1
Federica Isola,ITA,Fencing,1,0,1,0,1
Federico Vismara,ITA,Fencing,0,0,2,0,0
Filippo Macchi,ITA,Fencing,0,0,0,2,2
Francesca Palumbo,ITA,Fencing,0,0,0,1,1
Gabriele Cimini,ITA,Fencing,0,0,1,0,0
Gabriele Cimini,ITA,Fencing,0,0,2,0,0
Giorgio Avola,ITA,Fencing,0,1,3,0,1
Giorgio Avola,ITA,Fencing,0,1,3,0,1
Giulia Rizzi,ITA,Fencing,0,1,1,0,1
Guillaume Bianchi,ITA,Fencing,0,0,1,1,1
Irene Vecchi,ITA,Fencing,0,0,5,0,0
Irene Vecchi,ITA,Fencing,0,0,6,0,0
Luca Curatoli,ITA,Fencing,0,0,1,1,1
Luca Curatoli,ITA,Fencing,0,0,3,1,1
Luigi Samele,ITA,Fencing,1,0,0,2,3
Luigi Samele,ITA,Fencing,2,0,1,2,4
Mara Navarria,ITA,Fencing,1,0,3,0,1
Mara Navarria,ITA,Fencing,1,1,3,0,2
Marco Fichera,ITA,Fencing,0,0,3,1,1
Marco Fichera,ITA,Fencing,0,0,3,1,1
Martina Batini,ITA,Fencing,1,0,1,0,1
Martina Batini,ITA,Fencing,1,0,1,0,1
Martina Criscio,ITA,Fencing,0,0,2,0,0
Martina Criscio,ITA,Fencing,0,0,4,0,0
Martina Favaretto,ITA,Fencing,0,0,1,1,1
Michela Battiston,ITA,Fencing,0,0,1,0,0
Michela Battiston,ITA,Fencing,0,0,3,0,0
Michele Gallo,ITA,Fencing,0,0,2,0,0
Nathalie Moellhausen,ITA,Fencing,0,0,1,0,0
Nathalie Moellhausen,ITA,Fencing,0,0,1,0,0
Pietro Torre,ITA,Fencing,0,0,1,0,0
Rossella Fiamingo,ITA,Fencing,1,0,3,1,2
Rossella Fiamingo,ITA,Fencing,1,1,4,1,3
Rossella Gregorio,ITA,Fencing,0,0,4,0,0
Rossella Gregorio,ITA,Fencing,0,0,4,0,0
Tommaso Marini,ITA,Fencing,0,0,1,1,1
di Davide,ITA,Fencing,0,0,2,0,0
Alessandra Fanali,ITA,Golf,0,0,1,0,0
Giulia Molinaro,ITA,Golf,0,0,2,0,0
Giulia Molinaro,ITA,Golf,0,0,2,0,0
Guido Migliozzi,ITA,Golf,0,0,1,0,0
Guido Migliozzi,ITA,Golf,0,0,2,0,0
Lucrezia Colombotto,ITA,Golf,0,0,1,0,0
Lucrezia Colombotto,ITA,Golf,0,0,1,0,0
Matteo Manassero,ITA,Golf,0,0,1,0,0
Matteo Manassero,ITA,Golf,0,0,2,0,0
Renato Paratore,ITA,Golf,0,0,1,0,0
Renato Paratore,ITA,Golf,0,0,1,0,0
Ludovico Edalli,ITA,Gymnastics,0,0,6,0,0
Ludovico Edalli,ITA,Gymnastics,0,0,6,0,0
Vanessa Ferrari,ITA,Gymnastics,0,0,15,0,0
Vanessa Ferrari,ITA,Gymnastics,0,0,15,0,0
Alice Bellandi,ITA,Judo,0,0,2,0,0
Alice Bellandi,ITA,Judo,0,1,3,0,1
Andrea Carlino,ITA,Judo,0,0,2,0,0
Antonio Esposito,ITA,Judo,0,0,2,0,0
Assunta Scutto,ITA,Judo,0,0,2,0,0
Asya Tavano,ITA,Judo,0,0,2,0,0
Christian Parlati,ITA,Judo,0,0,2,0,0
Christian Parlati,ITA,Judo,0,0,4,0,0
Fabio Basile,ITA,Judo,0,1,2,0,1
Fabio Basile,ITA,Judo,0,1,2,0,1
Francesca Milani,ITA,Judo,0,0,2,0,0
Francesca Milani,ITA,Judo,0,0,2,0,0
Gennaro Pirelli,ITA,Judo,0,0,2,0,0
Kim Polling,ITA,Judo,0,0,2,0,0
Manuel Lombardo,ITA,Judo,0,0,2,0,0
Manuel Lombardo,ITA,Judo,0,0,4,0,0
Maria Centracchio,ITA,Judo,1,0,1,0,1
Maria Centracchio,ITA,Judo,1,0,1,0,1
Matteo Piras,ITA,Judo,0,0,2,0,0
Nicholas Mungai,ITA,Judo,0,0,2,0,0
Nicholas Mungai,ITA,Judo,0,0,2,0,0
Odette Giuffrida,ITA,Judo,1,0,1,1,2
Odette Giuffrida,ITA,Judo,1,0,3,1,2
Savita Russo,ITA,Judo,0,0,2,0,0
Veronica Toniolo,ITA,Judo,0,0,2,0,0
Angelo Crescenzo,ITA,Karate,0,0,1,0,0
Angelo Crescenzo,ITA,Karate,0,0,1,0,0
Luigi Busa,ITA,Karate,0,1,0,0,1
Luigi Busa,ITA,Karate,0,1,0,0,1
Mattia Busato,ITA,Karate,0,0,1,0,0
Mattia Busato,ITA,Karate,0,0,1,0,0
Silvia Semeraro,ITA,Karate,0,0,1,0,0
Silvia Semeraro,ITA,Karate,0,0,1,0,0
Viviana Bottaro,ITA,Karate,1,0,0,0,1
Viviana Bottaro,ITA,Karate,1,0,0,0,1
Domenico Acerenza,ITA,Marathon Swimming,0,0,1,0,0
Giulia Gabbrielleschi,ITA,Marathon Swimming,0,0,1,0,0
Gregorio Paltrinieri,ITA,Marathon Swimming,1,0,0,0,1
Gregorio Paltrinieri,ITA,Marathon Swimming,1,0,0,0,1
Mario Sanzullo,ITA,Marathon Swimming,0,0,1,0,0
Mario Sanzullo,ITA,Marathon Swimming,0,0,1,0,0
Rachele Bruni,ITA,Marathon Swimming,0,0,1,0,0
Rachele Bruni,ITA,Marathon Swimming,0,0,1,0,0
Ginevra Taddeucci,ITA,"Marathon Swimming, Swimming",0,0,2,0,0
Gregorio Paltrinieri,ITA,"Marathon Swimming, Swimming",0,0,3,0,0
Alice Sotero,ITA,Modern Pentathlon,0,0,2,0,0
Alice Sotero,ITA,Modern Pentathlon,0,0,3,0,0
Elena Micheli,ITA,Modern Pentathlon,0,0,1,0,0
Elena Micheli,ITA,Modern Pentathlon,0,0,2,0,0
Giorgio Malan,ITA,Modern Pentathlon,1,0,0,0,1
Matteo Cicinelli,ITA,Modern Pentathlon,0,0,1,0,0
Agnese Duranti,ITA,Rhythmic Gymnastics,1,0,0,0,1
Agnese Duranti,ITA,Rhythmic Gymnastics,2,0,0,0,2
Alessia Maurelli,ITA,Rhythmic Gymnastics,1,0,1,0,1
Alessia Maurelli,ITA,Rhythmic Gymnastics,2,0,1,0,2
Alexandra Agiurgiuculese,ITA,Rhythmic Gymnastics,0,0,1,0,0
Alexandra Agiurgiuculese,ITA,Rhythmic Gymnastics,0,0,1,0,0
Daniela Mogurean,ITA,Rhythmic Gymnastics,1,0,0,0,1
Daniela Mogurean,ITA,Rhythmic Gymnastics,2,0,0,0,2
Laura Paris,ITA,Rhythmic Gymnastics,1,0,0,0,1
Martina Centofanti,ITA,Rhythmic Gymnastics,1,0,1,0,1
Martina Centofanti,ITA,Rhythmic Gymnastics,2,0,1,0,2
Martina Santandrea,ITA,Rhythmic Gymnastics,1,0,0,0,1
Martina Santandrea,ITA,Rhythmic Gymnastics,1,0,0,0,1
Milena Baldassarri,ITA,Rhythmic Gymnastics,0,0,1,0,0
Milena Baldassarri,ITA,Rhythmic Gymnastics,0,0,2,0,0
Sofia Raffaeli,ITA,Rhythmic Gymnastics,1,0,0,0,1
Aisha Rocek,ITA,Rowing,0,0,1,0,0
Aisha Rocek,ITA,Rowing,0,0,2,0,0
Alessandra Montesano,ITA,Rowing,0,0,1,0,0
Alessandra Montesano,ITA,Rowing,0,0,1,0,0
Alessandra Patelli,ITA,Rowing,0,0,2,0,0
Alessandra Patelli,ITA,Rowing,0,0,2,0,0
Alice Codato,ITA,Rowing,0,0,1,0,0
Alice Gnatta,ITA,Rowing,0,0,1,0,0
Andrea Panizza,ITA,Rowing,0,0,1,0,0
Andrea Panizza,ITA,Rowing,0,0,1,1,1
Chiara Ondoli,ITA,Rowing,0,0,1,0,0
Chiara Ondoli,ITA,Rowing,0,0,1,0,0
Clara Guerra,ITA,Rowing,0,0,1,0,0
Davide Comini,ITA,Rowing,0,0,1,0,0
Davide Verita',ITA,Rowing,0,0,1,0,0
Elisa Mondelli,ITA,Rowing,0,0,1,0,0
Emanuele Capponi,ITA,Rowing,0,0,1,0,0
Emanuele Gaetani,ITA,Rowing,0,0,1,0,0
Federica Cesarini,ITA,Rowing,0,1,0,0,1
Federica Cesarini,ITA,Rowing,0,1,0,0,1
Gabriel Soares,ITA,Rowing,0,0,0,1,1
Giacomo Gentili,ITA,Rowing,0,0,1,0,0
Giacomo Gentili,ITA,Rowing,0,0,1,1,1
Giorgia Pelacchi,ITA,Rowing,0,0,1,0,0
Giovanni Abagnale,ITA,Rowing,1,0,1,0,1
Giovanni Abagnale,ITA,Rowing,1,0,2,0,1
Giovanni Codato,ITA,Rowing,0,0,1,0,0
Giuseppe Vicino,ITA,Rowing,2,0,0,0,2
Giuseppe Vicino,ITA,Rowing,2,0,1,0,2
Kiri Tontodonati,ITA,Rowing,0,0,1,0,0
Kiri Tontodonati,ITA,Rowing,0,0,1,0,0
Leonardo Pietra,ITA,Rowing,0,0,1,0,0
Luca Chiumento,ITA,Rowing,0,0,0,1,1
Luca Rambaldi,ITA,Rowing,0,0,1,0,0
Luca Rambaldi,ITA,Rowing,0,0,1,1,1
Matteo Castaldo,ITA,Rowing,2,0,0,0,2
Matteo Castaldo,ITA,Rowing,2,0,0,0,2
Matteo Della,ITA,Rowing,0,0,1,0,0
Matteo Lodo,ITA,Rowing,2,0,0,0,2
Matteo Lodo,ITA,Rowing,2,0,1,0,2
Matteo Sartori,ITA,Rowing,0,0,1,0,0
Nicholas Kohl,ITA,Rowing,0,0,1,0,0
Nicolo' Carucci,ITA,Rowing,0,0,1,0,0
Pietro Ruta,ITA,Rowing,1,0,2,0,1
Pietro Ruta,ITA,Rowing,1,0,2,0,1
Silvia Terrazzi,ITA,Rowing,0,0,1,0,0
Simone Venier,ITA,Rowing,0,0,4,1,1
Simone Venier,ITA,Rowing,0,0,4,1,1
Stefania Gobbi,ITA,Rowing,0,0,1,0,0
Stefania Gobbi,ITA,Rowing,0,0,2,0,0
Stefano Oppo,ITA,Rowing,1,0,1,0,1
Stefano Oppo,ITA,Rowing,1,0,1,1,2
Valentina Iseppi,ITA,Rowing,0,0,1,0,0
Valentina Iseppi,ITA,Rowing,0,0,1,0,0
Valentina Rodini,ITA,Rowing,0,1,1,0,1
Valentina Rodini,ITA,Rowing,0,1,1,0,1
Veronica Bumbaca,ITA,Rowing,0,0,1,0,0
Veronica Lisi,ITA,Rowing,0,0,1,0,0
Veronica Lisi,ITA,Rowing,0,0,1,0,0
Vincenzo Abbagnale,ITA,Rowing,0,0,1,0,0
Vincenzo Abbagnale,ITA,Rowing,0,0,2,0,0
di Marco,ITA,Rowing,1,0,0,0,1
di Marco,ITA,Rowing,1,0,0,0,1
Bianca Caruso,ITA,Sailing,0,0,1,0,0
Bianca Caruso,ITA,Sailing,0,0,1,0,0
Brando Chiavarini,ITA,Sailing,0,0,1,0,0
Bruno Festo,ITA,Sailing,0,0,1,0,0
Caterina Banti,ITA,Sailing,0,1,0,0,1
Caterina Banti,ITA,Sailing,0,1,0,0,1
Eillen Pescetto,ITA,Sailing,0,0,1,0,0
Elena Berta,ITA,Sailing,0,0,2,0,0
Elena Berta,ITA,Sailing,0,0,3,0,0
Giacomo Ferrari,ITA,Sailing,0,0,1,0,0
Giacomo Ferrari,ITA,Sailing,0,0,1,0,0
Giorgia Bertuzzi,ITA,Sailing,0,0,1,0,0
Giulio Calabro,ITA,Sailing,0,0,1,0,0
Giulio Calabro,ITA,Sailing,0,0,1,0,0
Jana Germani,ITA,Sailing,0,0,1,0,0
Marianna Banti,ITA,Sailing,0,1,0,0,1
Marta Maggetti,ITA,Sailing,0,0,1,0,0
Marta Maggetti,ITA,Sailing,0,1,1,0,1
Mattia Camboni,ITA,Sailing,0,0,2,0,0
Mattia Camboni,ITA,Sailing,0,0,2,0,0
Nicolo Renna,ITA,Sailing,0,0,1,0,0
Riccardo Pianosi,ITA,Sailing,0,0,1,0,0
Ruggero Tita,ITA,Sailing,0,1,1,0,1
Ruggero Tita,ITA,Sailing,0,2,1,0,2
Silvia Zennaro,ITA,Sailing,0,0,2,0,0
Silvia Zennaro,ITA,Sailing,0,0,2,0,0
Barbara Gambaro,ITA,Shooting,0,0,3,0,0
Chiara Cainero,ITA,Shooting,0,1,3,1,2
Chiara Cainero,ITA,Shooting,0,1,3,1,2
Dennis Sollazzo,ITA,Shooting,0,0,3,0,0
Diana Bacosi,ITA,Shooting,0,1,0,1,2
Diana Bacosi,ITA,Shooting,0,2,1,1,3
Gabriele Rossetti,ITA,Shooting,0,1,1,0,1
Gabriele Rossetti,ITA,Shooting,0,2,2,0,2
Giovanni Pellielo,ITA,Shooting,1,0,3,3,4
Giovanni Pellielo,ITA,Shooting,1,0,4,3,4
Jessica Rossi,ITA,Shooting,0,1,3,0,1
Jessica Rossi,ITA,Shooting,0,1,4,0,1
Lorenzo Bacci,ITA,Shooting,0,0,2,0,0
Lorenzo Bacci,ITA,Shooting,0,0,2,0,0
Marco Suppini,ITA,Shooting,0,0,2,0,0
Marco Suppini,ITA,Shooting,0,0,2,0,0
Maria Stanco,ITA,Shooting,0,0,0,1,1
Martina Bartolomei,ITA,Shooting,0,0,2,0,0
Massimo Spinella,ITA,Shooting,0,0,1,0,0
Nilo Maldini,ITA,Shooting,0,0,0,1,1
Paolo Monna,ITA,Shooting,0,0,1,0,0
Paolo Monna,ITA,Shooting,1,0,1,0,1
Riccardo Mazzetti,ITA,Shooting,0,0,2,0,0
Riccardo Mazzetti,ITA,Shooting,0,0,3,0,0
Silvana Stanco,ITA,Shooting,0,0,1,0,0
Silvana Stanco,ITA,Shooting,0,0,1,0,0
Sofia Ceccarello,ITA,Shooting,0,0,3,0,0
Sofia Ceccarello,ITA,Shooting,0,0,3,0,0
Tammaro Cassandro,ITA,Shooting,0,0,1,0,0
Tammaro Cassandro,ITA,Shooting,0,0,3,0,0
Tommaso Chelli,ITA,Shooting,0,0,1,0,0
Tommaso Chelli,ITA,Shooting,0,0,1,0,0
de Marco,ITA,Shooting,0,0,1,0,0
de Marco,ITA,Shooting,0,0,1,0,0
de Mauro,ITA,Shooting,0,0,2,0,0
de Mauro,ITA,Shooting,0,0,3,0,0
Alessandro Mazzara,ITA,Skateboarding,0,0,1,0,0
Alessandro Mazzara,ITA,Skateboarding,0,0,2,0,0
Asia Lanzi,ITA,Skateboarding,0,0,1,0,0
Asia Lanzi,ITA,Skateboarding,0,0,1,0,0
Ivan Federico,ITA,Skateboarding,0,0,1,0,0
Ivan Federico,ITA,Skateboarding,0,0,1,0,0
Beatrice Colli,ITA,Sport Climbing,0,0,1,0,0
Camilla Moroni,ITA,Sport Climbing,0,0,1,0,0
Laura Rogora,ITA,Sport Climbing,0,0,1,0,0
Laura Rogora,ITA,Sport Climbing,0,0,2,0,0
Ludovico Fossali,ITA,Sport Climbing,0,0,1,0,0
Ludovico Fossali,ITA,Sport Climbing,0,0,1,0,0
Matteo Zurloni,ITA,Sport Climbing,0,0,1,0,0
Michael Piccolruaz,ITA,Sport Climbing,0,0,1,0,0
Michael Piccolruaz,ITA,Sport Climbing,0,0,1,0,0
Leonardo Fioravanti,ITA,Surfing,0,0,1,0,0
Leonardo Fioravanti,ITA,Surfing,0,0,2,0,0
Alberto Razzetti,ITA,Swimming,0,0,2,0,0
Alberto Razzetti,ITA,Swimming,0,0,5,0,0
Alessandro Miressi,ITA,Swimming,1,0,1,1,2
Alessandro Miressi,ITA,Swimming,2,0,3,1,3
Alessandro Ragaini,ITA,Swimming,0,0,2,0,0
Andrea Matteazzi,ITA,Swimming,0,0,1,0,0
Andrea Matteazzi,ITA,Swimming,0,0,1,0,0
