Name,NOC,Sport,Bronze_Medals,Gold_Medals,No Medals,Silve_Medals,Tota_Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank,Birth_Year,Age_in_2028
Ariel Nassee,ISR,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2003,25
Eden Blecher,ISR,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1997,31
Maor Tiyouri,ISR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Selamawit Teferi,ISR,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Akwasi Afrifah,ISR,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Adva Cohen,ISR,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Chemtai Salpeter,ISR,Athletics,0,0,1,0,0,1,2020,0,22629,1988,40
Diana Vaisman,ISR,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Haimro Alame,ISR,Athletics,0,0,1,0,0,1,2020,0,22629,1990,38
Misha Zilberman,ISR,Badminton,0,0,3,0,0,3,2020,0.002327667,8721,1989,39
Tomer Zaltsman,ISR,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629,1999,29
Omer Shapira,ISR,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Itamar Einhorn,ISR,Cycling Road,0,0,1,0,0,1,2024,0,22629,1997,31
Daniel Bluman,ISR,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1990,38
Isabella Russekoff,ISR,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Robin Muhr,ISR,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1995,33
Shalom Freilich,ISR,Fencing,0,0,1,0,0,1,2024,0,22629,1995,33
Adi Yona,ISR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Ayanaw Ferede,ISR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Dor Turgeman,ISR,Football,0,0,1,0,0,1,2024,0,22629,2003,25
Elad Madmon,ISR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Ethane Azoulay,ISR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Ido Shahar,ISR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Ilay Feingold,ISR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Liel Abada,ISR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Niv Eliasi,ISR,Football,0,0,1,0,0,1,2024,0,22629,2002,26
Noam Ben,ISR,Football,0,0,1,0,0,1,2024,0,22629,2005,23
Omer Nir,ISR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Omri Gandelman,ISR,Football,0,0,1,0,0,1,2024,0,22629,2000,28
Or Israelov,ISR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Oscar Gloukh,ISR,Football,0,0,1,0,0,1,2024,0,22629,2004,24
Osher Davida,ISR,Football,0,0,1,0,0,1,2024,0,22629,2001,27
Roy Revivo,ISR,Football,0,0,1,0,0,1,2024,0,22629,2003,25
Sean Goldberg,ISR,Football,0,0,1,0,0,1,2024,0,22629,1995,33
Stav Lemkin,ISR,Football,0,0,1,0,0,1,2024,0,22629,2003,25
Or Sasson,ISR,Judo,2,0,1,0,2,3,2020,0.151967978,675,1990,38
Sagi Muki,ISR,Judo,1,0,2,0,1,3,2020,0.079894383,4975,1992,36
Shira Rishony,ISR,Judo,1,0,2,0,1,3,2020,0.079894383,4975,1991,37
Li Kochman,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1995,33
Baruch Shmailov,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1994,34
Inbar Lanir,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,2000,28
Gili Sharir,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1999,29
Raz Hershko,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1998,30
Timna Nelson,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1994,34
Tohar Butbul,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1994,34
Peter Paltchik,ISR,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1992,36
Maya Goshen,ISR,Judo,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Matan Roditi,ISR,Marathon Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Adar Friedmann,ISR,Rhythmic Gymnastics,0,0,0,1,1,1,2024,0.086108042,2712,2006,22
Diana Svertsov,ISR,Rhythmic Gymnastics,0,0,0,1,1,1,2024,0.086108042,2712,2004,24
Shani Bakanov,ISR,Rhythmic Gymnastics,0,0,0,1,1,1,2024,0.086108042,2712,2006,22
Romi Paritzki,ISR,Rhythmic Gymnastics,0,0,0,1,1,1,2024,0.086108042,2712,2004,24
Ofir Shaham,ISR,Rhythmic Gymnastics,0,0,0,1,1,1,2024,0.086108042,2712,2004,24
Linoy Ashram,ISR,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,1999,29
Sharon Kantor,ISR,Sailing,0,0,0,1,1,1,2024,0.086108042,2712,2003,25
Tom Reuveny,ISR,Sailing,0,1,0,0,1,1,2024,0.080611276,4224,2000,28
Gal Zukerman,ISR,Sailing,0,0,1,0,0,1,2024,0,22629,2003,25
Nitai Hasson,ISR,Sailing,0,0,1,0,0,1,2024,0,22629,1998,30
Katy Spychakov,ISR,Sailing,0,0,1,0,0,1,2020,0,22629,1999,29
Noa Lasry,ISR,Sailing,0,0,1,0,0,1,2024,0,22629,1999,29
Noya Bar,ISR,Sailing,0,0,1,0,0,1,2020,0,22629,1996,32
Shahar Tibi,ISR,Sailing,0,0,1,0,0,1,2020,0,22629,1997,31
Sergey Richter,ISR,Shooting,0,0,5,0,0,5,2020,0.004644761,7393,1989,39
Anat Lelior,ISR,Surfing,0,0,1,0,0,1,2020,0,22629,2000,28
Andrea Murez,ISR,Swimming,0,0,7,0,0,7,2020,0.006951319,7022,1992,36
Anastasia Gorbenko,ISR,Swimming,0,0,6,0,0,6,2020,0.005799355,7170,2003,25
Ron Polonsky,ISR,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,2001,27
Lea Polonsky,ISR,Swimming,0,0,3,0,0,3,2024,0.002327667,8721,2002,26
Yakov Toumarkin,ISR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Amir Cheruti,ISR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Daria Golovaty,ISR,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2005,23
Tomer Frankel,ISR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Ayla Spitz,ISR,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2001,27
Bar Soloveychik,ISR,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Denis Loktev,ISR,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Adam Maraana,ISR,Swimming,0,0,1,0,0,1,2024,0,22629,2003,25
Aviv Barzelay,ISR,Swimming,0,0,1,0,0,1,2020,0,22629,2002,26
Daniel Namir,ISR,Swimming,0,0,1,0,0,1,2020,0,22629,1997,31
David Gerchik,ISR,Swimming,0,0,1,0,0,1,2024,0,22629,2001,27
Itay Goldfaden,ISR,Swimming,0,0,1,0,0,1,2020,0,22629,1996,32
Martin Kartavi,ISR,Swimming,0,0,1,0,0,1,2024,0,22629,2004,24
Abishag Semberg,ISR,Taekwondo,1,0,0,0,1,1,2020,0.079861291,6185,2001,27
Ran Sagiv,ISR,Triathlon,0,0,1,0,0,1,2020,0,22629,1997,31
Nicholas D'amour,ISV,Archery,0,0,1,0,0,1,2020,0,22629,2001,27
Eddie Lovett,ISV,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Adriel Sanes,ISV,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Jean Kuipers,ISV,Swimming,0,0,1,0,0,1,2020,0,22629,2002,26
Lucilla Boari,ITA,Archery,1,0,3,0,1,4,2020,0.07993218,4857,1997,31
Chiara Rebagliati,ITA,Archery,0,0,3,0,0,3,2020,0.002327667,8721,1997,31
Federico Musolesi,ITA,Archery,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Tatiana Andreoli,ITA,Archery,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Manila Esposito,ITA,Artistic Gymnastics,1,0,5,1,2,7,2024,0.122989963,1022,2006,22
Elisa Iorio,ITA,Artistic Gymnastics,0,0,6,1,1,7,2024,0.086361054,1415,2003,25
Giorgia Villa,ITA,Artistic Gymnastics,0,0,5,1,1,6,2024,0.086286002,1431,2003,25
Angela Andreoli,ITA,Artistic Gymnastics,0,0,5,1,1,6,2024,0.086286002,1431,2006,22
Vanessa Ferrari,ITA,Artistic Gymnastics,0,0,5,1,1,6,2020,0.086286002,1431,1990,38
Minh Casali,ITA,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,2002,26
Mario Macchiati,ITA,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,1999,29
Yumin Abbadini,ITA,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,2001,27
Carlo Macchini,ITA,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,1996,32
Nicola Bartolini,ITA,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,1996,32
Costanza Ferro,ITA,Artistic Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Linda Cerruti,ITA,Artistic Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Lucrezia Ruggiero,ITA,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Enrica Piccoli,ITA,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1999,29
Domiziana Cavanna,ITA,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1995,33
Beatrice Callegari,ITA,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1991,37
Francesca Zunino,ITA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2000,28
Francesca Deidda,ITA,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1992,36
Giulia Vernice,ITA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2005,23
Marcell Jacobs,ITA,Athletics,0,2,0,0,2,2,2020,0.15737653,556,1994,34
Davide Manenti,ITA,Athletics,0,1,2,0,1,3,2020,0.080645817,3389,1989,39
Antonella Palmisano,ITA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1991,37
Filippo Tortu,ITA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1998,30
Gianmarco Tamberi,ITA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1992,36
Fostine Desalu,ITA,Athletics,0,1,1,0,1,2,2020,0.08062117,3590,1994,34
Lorenzo Patta,ITA,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,2000,28
Massimo Stano,ITA,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1992,36
Wanderson Polanco,ITA,Athletics,0,1,0,0,1,1,2020,0.080611276,4224,1997,31
Mattia Furlani,ITA,Athletics,1,0,0,0,1,1,2024,0.079861291,6185,2005,23
Luca Sito,ITA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721,2003,25
Ayomide Folorunso,ITA,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1996,32
Edoardo Scotti,ITA,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,2000,28
Matteo Galvan,ITA,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Dariya Derkach,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Anna Bongiorni,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Anna Polinari,ITA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1999,29
Alice Mangione,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Chituru Ali,ITA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1999,29
Davide Re,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Rebecca Borga,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Yemaneberhan Crippa,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Vladimir Aceti,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Vittoria Fontana,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Alessia Trost,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Alessandro Sibilio,ITA,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Boaheng Lukudo,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Catalin Tecuceanu,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Aldo Pettorossi,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1997,31
Ahmed Abdelwahed,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Ala Zoghlami,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Andrea Dallavalle,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Andrea Agrusti,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Alice Muraro,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Alessandra Bonora,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Emmanuel Ihemeje,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Emanuel Ihemeje,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Elvira Accame,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2001,27
Eloisa Coiro,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Elisa Molinarolo,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Eleonora Marchiando,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Elena Vallortigara,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Elena Bello,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Daisy Osakue,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Chiara Melon,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Dalia Kaddari,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,2001,27
Alessia Pavese,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Antonio Infantino,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Benedicta Chigbolu,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Francesco Fortunato,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Gaia Sabbatini,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Johanelis Herrera,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Irene Siragusa,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Hassane Fofana,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Giuseppe Leonardi,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Giovanna Epis,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1988,40
Giancarla Trevisan,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Larissa Iapichino,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Leonardo Fabbri,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Luminosa Bogliolo,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Ludovica Cavalli,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Linda Olivieri,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Eyob Faniel,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1992,36
Federico Tontodonati,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Federico Riva,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Filippo Randazzo,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Eyob Ghebrehiwet,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Ndele Simonelli,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Nadia Battocletti,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,2000,28
Michel Stecchi,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Matteo Melluzzo,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Lorenzo Benati,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,2002,26
Nick Ponzio,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Ossama Meslek,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1997,31
Osama Zoghlami,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Riccardo Meli,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2001,27
Riccardo Orsoni,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Roberta Bruni,ITA,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Roberto Rigali,ITA,Athletics,0,0,1,0,0,1,2024,0,22629,1995,33
Daniele Lupo,ITA,Beach Volleyball,0,0,2,1,1,3,2020,0.086139666,1640,1991,37
Paolo Nicolai,ITA,Beach Volleyball,0,0,2,1,1,3,2020,0.086139666,1640,1988,40
Marta Menegatti,ITA,Beach Volleyball,0,0,3,0,0,3,2020,0.002327667,8721,1990,38
Ignacio Carambula,ITA,Beach Volleyball,0,0,1,0,0,1,2020,0,22629,1988,40
Samuele Cottafava,ITA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,1998,30
Valentina Gottardi,ITA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,2002,26
Irma Testa,ITA,Boxing,1,0,1,0,1,2,2020,0.079870749,5334,1997,31
Abbes Mouhiidine,ITA,Boxing,0,0,1,0,0,1,2024,0,22629,1998,30
Alessia Mesiano,ITA,Boxing,0,0,1,0,0,1,2024,0,22629,1991,37
Diego Lenzi,ITA,Boxing,0,0,1,0,0,1,2024,0,22629,2001,27
Angela Carini,ITA,Boxing,0,0,1,0,0,1,2020,0,22629,1998,30
Giordana Sorrentino,ITA,Boxing,0,0,1,0,0,1,2020,0,22629,2000,28
Rebecca Nicoli,ITA,Boxing,0,0,1,0,0,1,2020,0,22629,1999,29
Salvatore Cavallaro,ITA,Boxing,0,0,1,0,0,1,2024,0,22629,1995,33
Marta Bertoncelli,ITA,Canoe Slalom,0,0,1,0,0,1,2020,0,22629,2001,27
Raffaello Ivaldi,ITA,Canoe Slalom,0,0,1,0,0,1,2024,0,22629,1997,31
Stefanie Horn,ITA,Canoe Slalom,0,0,1,0,0,1,2020,0,22629,1991,37
Gabriele Casadei,ITA,Canoe Sprint,0,0,0,1,1,1,2024,0.086108042,2712,2002,26
Manfredi Rizza,ITA,Canoe Sprint,0,0,0,1,1,1,2020,0.086108042,2712,1991,37
Francesca Genzo,ITA,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Giacomo Fantoni,ITA,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629,1991,37
Pietro Bertagnoli,ITA,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629,1999,29
Chiara Teocchi,ITA,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629,1996,32
Martina Berta,ITA,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629,1998,30
Nadir Colledani,ITA,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629,1995,33
Simone Avondetto,ITA,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629,2000,28
Elisa Longo,ITA,Cycling Road,1,0,1,0,1,2,2020,0.079870749,5334,1991,37
Alberto Bettiol,ITA,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Gianni Moscon,ITA,Cycling Road,0,0,1,0,0,1,2020,0,22629,1994,34
Giulio Ciccone,ITA,Cycling Road,0,0,1,0,0,1,2020,0,22629,1994,34
Luca Mozzato,ITA,Cycling Road,0,0,1,0,0,1,2024,0,22629,1998,30
Chiara Consonni,ITA,Cycling Track,0,1,1,0,1,2,2024,0.08062117,3590,1999,29
Jonathan Milan,ITA,Cycling Track,0,1,0,0,1,1,2020,0.080611276,4224,2000,28
Manlio Moro,ITA,Cycling Track,1,0,0,0,1,1,2024,0.079861291,6185,2002,26
Elisa Balsamo,ITA,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721,1998,30
Letizia Paternoster,ITA,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Martina Fidanza,ITA,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Miriam Vece,ITA,Cycling Track,0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Vittoria Guazzini,ITA,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Sara Fiorin,ITA,Cycling Track,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Martina Alzini,ITA,Cycling Track,0,0,1,0,0,1,2020,0,22629,1997,31
Rachele Barbieri,ITA,Cycling Track,0,0,1,0,0,1,2020,0,22629,1997,31
Lorenzo Marsaglia,ITA,Diving,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Giovanni Tocci,ITA,Diving,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Elena Bertocchi,ITA,Diving,0,0,1,0,0,1,2020,0,22629,1994,34
Chiara Pellacani,ITA,Diving,0,0,1,0,0,1,2020,0,22629,2002,26
Maia Biginelli,ITA,Diving,0,0,1,0,0,1,2024,0,22629,2003,25
Riccardo Giovannini,ITA,Diving,0,0,1,0,0,1,2024,0,22629,2003,25
Sarah Jodoin,ITA,Diving,0,0,1,0,0,1,2020,0,22629,2000,28
Sargent Larsen,ITA,Diving,0,0,1,0,0,1,2024,0,22629,1999,29
Pietro Sandei,ITA,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1991,37
Filippo Macchi,ITA,Fencing,0,0,0,2,2,2,2024,0.164759793,397,2001,27
Arianna Errigo,ITA,Fencing,1,1,2,1,3,5,2020,0.15932909,421,1988,40
Daniele Garozzo,ITA,Fencing,0,1,2,1,2,4,2020,0.125278117,788,1992,36
Rossella Fiamingo,ITA,Fencing,1,0,3,1,2,5,2020,0.122894564,1042,1991,37
Marco Fichera,ITA,Fencing,0,0,3,1,1,4,2020,0.086175276,1513,1993,35
Enrico Garozzo,ITA,Fencing,0,0,3,1,1,4,2020,0.086175276,1513,1989,39
Andrea Santarelli,ITA,Fencing,0,0,2,1,1,3,2020,0.086139666,1640,1993,35
Luca Curatoli,ITA,Fencing,0,0,1,1,1,2,2020,0.08611725,1957,1994,34
Guillaume Bianchi,ITA,Fencing,0,0,1,1,1,2,2024,0.08611725,1957,1997,31
Martina Favaretto,ITA,Fencing,0,0,1,1,1,2,2024,0.08611725,1957,1995,33
Tommaso Marini,ITA,Fencing,0,0,1,1,1,2,2024,0.08611725,1957,2000,28
Enrico Berre',ITA,Fencing,0,0,1,1,1,2,2020,0.08611725,1957,1992,36
Francesca Palumbo,ITA,Fencing,0,0,0,1,1,1,2024,0.086108042,2712,1992,36
Giorgio Avola,ITA,Fencing,0,1,3,0,1,4,2020,0.080685202,3315,1989,39
Giulia Rizzi,ITA,Fencing,0,1,1,0,1,2,2024,0.08062117,3590,1989,39
Martina Batini,ITA,Fencing,1,0,1,0,1,2,2020,0.079870749,5334,1989,39
Federica Isola,ITA,Fencing,1,0,1,0,1,2,2020,0.079870749,5334,1999,29
Alice Volpi,ITA,Fencing,1,0,1,0,1,2,2020,0.079870749,5334,1992,36
Alberta Santuccio,ITA,Fencing,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Erica Cipressa,ITA,Fencing,1,0,0,0,1,1,2020,0.079861291,6185,1996,32
Irene Vecchi,ITA,Fencing,0,0,5,0,0,5,2020,0.004644761,7393,1989,39
Rossella Gregorio,ITA,Fencing,0,0,4,0,0,4,2020,0.003487533,7794,1990,38
Federico Vismara,ITA,Fencing,0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Chiara Mormile,ITA,Fencing,0,0,2,0,0,2,2024,0.001165157,11953,1995,33
Giulia Molinaro,ITA,Golf,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Alessandra Fanali,ITA,Golf,0,0,1,0,0,1,2024,0,22629,1999,29
Guido Migliozzi,ITA,Golf,0,0,1,0,0,1,2020,0,22629,1997,31
Odette Giuffrida,ITA,Judo,1,0,1,1,2,3,2020,0.122834194,1105,1994,34
Fabio Basile,ITA,Judo,0,1,2,0,1,3,2020,0.080645817,3389,1994,34
Maria Centracchio,ITA,Judo,1,0,1,0,1,2,2020,0.079870749,5334,1994,34
Assunta Scutto,ITA,Judo,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Asya Tavano,ITA,Judo,0,0,2,0,0,2,2024,0.001165157,11953,2002,26
Antonio Esposito,ITA,Judo,0,0,2,0,0,2,2024,0.001165157,11953,1994,34
Alice Bellandi,ITA,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Francesca Milani,ITA,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Christian Parlati,ITA,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Manuel Lombardo,ITA,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Gennaro Pirelli,ITA,Judo,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Matteo Piras,ITA,Judo,0,0,2,0,0,2,2024,0.001165157,11953,1993,35
Nicholas Mungai,ITA,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Gregorio Paltrinieri,ITA,Marathon Swimming,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Giulia Gabbrielleschi,ITA,Marathon Swimming,0,0,1,0,0,1,2024,0,22629,1996,32
Ginevra Taddeucci,ITA,"Marathon Swimming, Swimming",0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Giorgio Malan,ITA,Modern Pentathlon,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Alice Sotero,ITA,Modern Pentathlon,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Elena Micheli,ITA,Modern Pentathlon,0,0,1,0,0,1,2020,0,22629,1999,29
Matteo Cicinelli,ITA,Modern Pentathlon,0,0,1,0,0,1,2024,0,22629,1998,30
Alessia Maurelli,ITA,Rhythmic Gymnastics,1,0,1,0,1,2,2020,0.079870749,5334,1996,32
Martina Centofanti,ITA,Rhythmic Gymnastics,1,0,1,0,1,2,2020,0.079870749,5334,1998,30
Agnese Duranti,ITA,Rhythmic Gymnastics,1,0,0,0,1,1,2020,0.079861291,6185,2000,28
Laura Paris,ITA,Rhythmic Gymnastics,1,0,0,0,1,1,2024,0.079861291,6185,2002,26
Daniela Mogurean,ITA,Rhythmic Gymnastics,1,0,0,0,1,1,2020,0.079861291,6185,2001,27
Sofia Raffaeli,ITA,Rhythmic Gymnastics,1,0,0,0,1,1,2024,0.079861291,6185,2004,24
Martina Santandrea,ITA,Rhythmic Gymnastics,1,0,0,0,1,1,2020,0.079861291,6185,1999,29
Matteo Lodo,ITA,Rowing,2,0,0,0,2,2,2020,0.15195446,723,1994,34
Giuseppe Vicino,ITA,Rowing,2,0,0,0,2,2,2020,0.15195446,723,1993,35
Gabriel Soares,ITA,Rowing,0,0,0,1,1,1,2024,0.086108042,2712,1997,31
Luca Chiumento,ITA,Rowing,0,0,0,1,1,1,2024,0.086108042,2712,1997,31
