NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Birth_Year,Total_Competitions
GBR,Honey Osrin,0,0,0,0,2003,1
GBR,Ian Ward,0,0,0,0,1972,1
GBR,Imani Lansiquot,2,0,1,1,1997,3
GBR,Imogen Grant,1,1,0,0,1996,2
GBR,Isabelle Petter,1,0,0,1,2000,1
GBR,Isabelle Songhurst,0,0,0,0,1999,1
GBR,Isabelle Thorpe,1,0,1,0,2001,2
GBR,Isla Norman-bell,0,0,0,0,2000,1
GBR,Izzy Petter,0,0,0,0,2000,1
GBR,Jack Beaumont,1,0,1,0,1993,1
GBR,Jack Carlin,4,0,2,2,1997,6
GBR,Jack Draper,0,0,0,0,2001,1
GBR,Jack Laugher,2,0,0,2,1995,4
GBR,Jack Waller,0,0,0,0,1989,2
GBR,Jacob Dawson,2,1,0,1,1993,2
GBR,Jacob Draper,0,0,0,0,1998,1
GBR,Jacob Fincham-dukes,0,0,0,0,1997,1
GBR,Jacob Whittle,0,0,0,0,2004,2
GBR,Jade Campbell,1,0,1,0,1994,1
GBR,Jade Jones,0,0,0,0,1993,2
GBR,Jade O'dowda,0,0,0,0,1999,1
GBR,Jade Shekells,0,0,0,0,1996,1
GBR,Jaden Smith,0,0,0,0,1998,1
GBR,Jake Heyward,0,0,0,0,1999,1
GBR,Jake Jarman,1,0,0,1,2001,9
GBR,Jake Wightman,0,0,0,0,1994,1
GBR,James Albery,0,0,0,0,1838,1
GBR,James Brown,0,0,0,0,1933,1
GBR,James Cooke,0,0,0,0,1991,1
GBR,James Guy,4,3,1,0,1995,7
GBR,James Hall,0,0,0,0,1811,8
GBR,James Heatly,0,0,0,0,1997,1
GBR,James Peters,0,0,0,0,1879,1
GBR,James Rudkin,2,1,0,1,1994,2
GBR,James Wilby,1,0,1,0,1958,5
GBR,James Woodgate,0,0,0,0,2002,2
GBR,Jamie Murray,0,0,0,0,1986,1
GBR,Jasmine Joyce,0,0,0,0,1995,2
GBR,Jason Kenny,2,1,1,0,1988,3
GBR,Jazmin Sawyers,0,0,0,0,1994,1
GBR,Jemma Reekie,0,0,0,0,1998,2
GBR,Jennifer Gadirova,1,0,0,1,2004,6
GBR,Jeremiah Azu,1,0,0,1,2001,2
GBR,Jess Piasecki,0,0,0,0,1990,1
GBR,Jessica Gadirova,1,0,0,1,2004,6
GBR,Jessica Judd,0,0,0,0,1995,2
GBR,Jessica Learmonth,1,1,0,0,1988,2
GBR,Jessica Roberts,1,0,0,1,1999,2
GBR,Jessica Turner,0,0,0,0,1995,1
GBR,Jessie Knight,0,0,0,0,1994,2
GBR,Jill Scott,0,0,0,0,1972,1
GBR,Jo Rutter,1,0,1,0,1997,1
GBR,Joanna Muir,0,0,0,0,1994,1
GBR,Jodi Ewart,0,0,0,0,1988,1
GBR,Jodie Williams,2,0,0,2,1993,4
GBR,Joe Fraser,0,0,0,0,1998,17
GBR,Joe Litchfield,0,0,0,0,1998,2
GBR,Joe Salisbury,0,0,0,0,1992,3
GBR,John Collins,0,0,0,0,1968,1
GBR,John Coward,1,0,0,1,1907,2
GBR,John Coward-holley,0,0,0,0,1994,1
GBR,John Creed,0,0,0,0,1842,1
GBR,John Gimson,1,0,1,0,1983,2
GBR,Jona Efoloko,1,0,1,0,1999,2
GBR,Jonathan Brownlee,1,1,0,0,1990,2
GBR,Jordan Reid,0,0,0,0,1999,1
GBR,Joseph Brier,0,0,0,0,1999,2
GBR,Joseph Choong,1,1,0,0,1995,2
GBR,Joseph Clarke,1,0,1,0,1992,2
GBR,Joseph Stockdale,1,1,0,0,1999,1
GBR,Joseph Truman,1,0,1,0,1997,1
GBR,Josh Bugajski,1,0,0,1,1990,1
GBR,Josh Kerr,2,0,1,1,1997,2
GBR,Josh Tarling,0,0,0,0,2004,2
GBR,Josie Knight,2,0,1,1,1997,2
GBR,Julia Wilkinson,1,0,0,1,1987,1
GBR,Karen Bennett,0,0,0,0,1989,1
GBR,Karriss Artingstall,1,0,0,1,1994,1
GBR,Katarina Johnson-thompson,1,0,1,0,1993,2
GBR,Kate French,1,1,0,0,1984,2
GBR,Kate Shortman,1,0,1,0,2001,2
GBR,Kate Waugh,0,0,0,0,1999,1
GBR,Katherine Douglas,0,0,0,0,1989,1
GBR,Katherine Torrance,0,0,0,0,1998,1
GBR,Kathleen Dawson,1,1,0,0,1997,5
GBR,Katie Archibald,2,1,1,0,1994,3
GBR,Katie Boulter,0,0,0,0,1996,2
GBR,Katie Reid,0,0,0,0,1995,1
GBR,Katie Shanahan,0,0,0,0,2004,2
GBR,Katie Snowden,0,0,0,0,1994,1
GBR,Katie-jemima Yeats-brown,0,0,0,0,1995,1
GBR,Katy Marchant,1,1,0,0,1993,5
GBR,Kayleigh Powell,0,0,0,0,1999,1
GBR,Keely Hodgkinson,2,1,1,0,2002,2
GBR,Keira Walsh,0,0,0,0,1997,1
GBR,Kerenza Bryson,0,0,0,0,1998,1
GBR,Kieran Bird,1,1,0,0,1999,4
GBR,Kim Little,0,0,0,0,1990,1
GBR,Kimberley Woods,2,0,0,2,1995,3
GBR,Kirsty Gilmour,0,0,0,0,1993,2
GBR,Kirsty Hegarty,0,0,0,0,1988,2
GBR,Kye Whyte,1,0,1,0,1999,2
GBR,Kyle Kothari,0,0,0,0,1998,1
GBR,Laura Collett,3,2,0,1,1989,4
GBR,Laura Gallagher,0,0,0,0,1989,1
GBR,Laura Kenny,2,1,1,0,1992,3
GBR,Laura Muir,1,0,1,0,1993,2
GBR,Laura Roper,0,0,0,0,1988,1
GBR,Laura Stephens,0,0,0,0,1999,2
GBR,Laura Unsworth,1,0,0,1,1988,1
GBR,Lauren Hemp,0,0,0,0,2000,1
GBR,Lauren Henry,1,1,0,0,2001,1
GBR,Lauren Irwin,1,0,0,1,1998,1
GBR,Lauren Price,1,1,0,0,1994,1
GBR,Lauren Smith,0,0,0,0,1991,2
GBR,Lauren Torley,0,0,0,0,1999,1
GBR,Lauren Williams,1,0,1,0,1999,1
GBR,Laviai Nielsen,2,0,0,2,1996,4
GBR,Lawrence Okoye,0,0,0,0,1991,2
GBR,Leah Williamson,0,0,0,0,1997,1
GBR,Lee Morton,0,0,0,0,1995,1
GBR,Lee Thompson,0,0,0,0,1957,2
GBR,Lele Nairne,0,0,0,0,1997,1
GBR,Lewis Davey,2,0,0,2,2000,2
GBR,Lewis Richardson,1,0,0,1,2003,1
GBR,Liam Broady,0,0,0,0,1994,1
GBR,Liam Heath,1,0,0,1,1984,1
GBR,Liam Pitchford,0,0,0,0,1993,2
GBR,Liam Sanford,0,0,0,0,1996,2
GBR,Lily Owsley,1,0,0,1,1994,2
GBR,Lina Nielsen,1,0,0,1,1996,2
GBR,Lisa Thomson,0,0,0,0,1997,2
GBR,Lois Toulson,1,0,0,1,1999,4
GBR,Lola Anderson,1,1,0,0,1998,1
GBR,Lorraine Ugen,0,0,0,0,1991,1
GBR,Lotte Wubben-moy,0,0,0,0,1999,1
GBR,Louie Hinchliffe,1,0,0,1,2002,2
GBR,Louise Jones,1,0,0,1,1963,1
GBR,Lowri Thomas,1,1,0,0,1999,1
GBR,Lucy Bronze,0,0,0,0,1991,1
GBR,Lucy Glover,0,0,0,0,1998,1
GBR,Lucy Hope,0,0,0,0,1997,4
GBR,Lucy Renshall,0,0,0,0,1995,2
GBR,Luke Greenbank,2,0,1,1,1997,4
GBR,Luke Patience,0,0,0,0,1986,1
GBR,Luke Whitehouse,0,0,0,0,2002,9
GBR,Mahama Cho,0,0,0,0,1989,1
GBR,Mahamed Mahamed,0,0,0,0,1964,1
GBR,Mallory Franklin,1,0,1,0,1994,3
GBR,Marc Scott,0,0,0,0,1993,2
GBR,Marcus Ellis,0,0,0,0,1989,1
GBR,Marcus Mepstead,0,0,0,0,1990,1
GBR,Margaret Thomas,0,0,0,0,1916,1
GBR,Mark Stewart,0,0,0,0,1995,1
GBR,Martin Sloan,0,0,0,0,1993,1
GBR,Mary John,1,0,0,1,1876,1
GBR,Mathilda Hodgkins,1,0,0,1,1994,2
GBR,Matilda Horn,0,0,0,0,1992,1
GBR,Matt Aldridge,1,0,0,1,1996,1
GBR,Matt Fitzpatrick,0,0,0,0,1994,1
GBR,Matthew Haywood,0,0,0,0,1998,1
GBR,Matthew Hudson-smith,2,0,1,1,1994,4
GBR,Matthew Richards,3,2,1,0,2002,8
GBR,Matthew Rossiter,0,0,0,0,1989,1
GBR,Matthew Walls,2,1,1,0,1998,3
GBR,Matty Lee,1,1,0,0,1998,1
GBR,Max Burgin,0,0,0,0,2002,1
GBR,Max Litchfield,0,0,0,0,1995,2
GBR,Max Whitlock,1,1,0,0,1993,15
GBR,McARTHUR Hamish,0,0,0,0,2001,1
GBR,McCALLIN Shona,1,0,0,1,1992,1
GBR,McCANN Ross,0,0,0,0,1997,1
GBR,McCOLGAN Eilish,0,0,0,0,1990,3
GBR,McCORMACK Luke,0,0,0,0,1995,1
GBR,McCORMACK Pat,1,0,1,0,1995,1
GBR,McEWEN Tom,3,2,1,0,1991,4
GBR,McFARLAND Max,0,0,0,0,1993,1
GBR,McGOWAN Rebecca,0,0,0,0,2000,1
GBR,McGRAIL Peter,0,0,0,0,1996,1
GBR,McINTOSH Seonaid,0,0,0,0,1996,5
GBR,McINTYRE Eilidh,1,1,0,0,1994,1
GBR,McKELLAR Rowan,1,0,0,1,1994,2
GBR,McKENZIE Ashley,0,0,0,0,1989,1
GBR,McKINNA Sophie,0,0,0,0,1994,1
GBR,McMILLAN Jack,1,1,0,0,2000,2
GBR,McMURTRY Caragh,0,0,0,0,1991,1
GBR,McNEICE Erin,0,0,0,0,2004,1
GBR,Meg Jones,0,0,0,0,1934,1
GBR,Megan Barker,1,0,0,1,1997,1
GBR,Megan Havers,0,0,0,0,2007,2
GBR,Megan Jones,0,0,0,0,1976,1
GBR,Megan Keith,0,0,0,0,2002,1
GBR,Meghan Beesley,0,0,0,0,1989,1
GBR,Mel Reid,0,0,0,0,1987,1
GBR,Michael Beckett,0,0,0,0,1995,1
GBR,Michael Ohioze,0,0,0,0,1995,1
GBR,Millie Bright,0,0,0,0,1993,1
GBR,Miriam Pritchard,0,0,0,0,1998,1
GBR,Mohamed Sbihi,1,0,0,1,1988,1
GBR,Molly Caudery,0,0,0,0,2000,1
GBR,Molly Renshaw,0,0,0,0,1996,1
GBR,Molly Thompson-smith,0,0,0,0,1997,1
GBR,Morgan Bolding,1,1,0,0,1995,1
GBR,Morgan Lake,0,0,0,0,1997,2
GBR,Naomi Folkard,0,0,0,0,1983,2
GBR,Natalie Powell,0,0,0,0,1990,1
GBR,Natasha Hunt,0,0,0,0,1990,1
GBR,Nathan Hales,1,1,0,0,1996,1
GBR,Neah Evans,3,0,2,1,1990,4
GBR,Neal Skupski,0,0,0,0,1989,2
GBR,Neil Gourley,0,0,0,0,1995,1
GBR,Nethaneel Mitchell-blake,2,0,1,1,1994,3
GBR,Niamh Charles,0,0,0,0,1999,1
GBR,Nicholas Park,0,0,0,0,1999,1
GBR,Nicholas Percy,0,0,0,0,1994,1
GBR,Nick Miller,0,0,0,0,1993,1
GBR,Nicklas Baker,0,0,0,0,1994,2
GBR,Nicole Yeargin,2,0,0,2,1997,5
GBR,Nikita Parris,0,0,0,0,1994,1
GBR,Noah Williams,2,0,1,1,2000,3
GBR,Oliver Cook,0,0,0,0,1990,1
GBR,Oliver Dustin,0,0,0,0,2000,1
GBR,Oliver Morgan,0,0,0,0,2003,3
GBR,Oliver Payne,0,0,0,0,1977,1
GBR,Oliver Townend,1,1,0,0,1982,2
GBR,Oliver Wilkes,1,0,0,1,1995,1
GBR,Oliver Wood,2,0,2,0,1995,5
GBR,Oliver Wynne-griffith,2,0,1,1,1994,2
GBR,Ollie Lindsay-hague,0,0,0,0,1990,1
GBR,Ollie Payne,0,0,0,0,1999,1
GBR,Patrick Dever,0,0,0,0,1996,1
GBR,Patrick Huston,0,0,0,0,1996,3
GBR,Patrick Robinson,0,0,0,0,1940,1
GBR,Paul Ansell,0,0,0,0,1993,1
GBR,Paul Casey,0,0,0,0,1977,1
GBR,Paul Drinkhall,0,0,0,0,1990,1
GBR,Paul Williams,0,0,0,0,1940,2
GBR,Penny Healey,0,0,0,0,2005,2
GBR,Pfeiffer Georgi,0,0,0,0,2000,1
GBR,Phil Norman,0,0,0,0,1989,1
GBR,Philip Hindes,1,0,1,0,1992,1
GBR,Philip Yates,0,0,0,0,1913,1
GBR,Phillip Roper,0,0,0,0,1849,1
GBR,Phoebe Crisp,0,0,0,0,2001,1
GBR,Phoebe Gill,0,0,0,0,2007,1
GBR,Polly Swann,0,0,0,0,1988,1
GBR,Rachel Daly,0,0,0,0,1991,1
GBR,Rebecca Downie,0,0,0,0,1992,6
GBR,Rebecca Edwards,0,0,0,0,1993,2
GBR,Rebecca Shorten,1,0,1,0,1993,2
GBR,Rebecca Wilde,1,0,0,1,1997,1
GBR,Reece Prescod,1,0,1,0,1996,2
GBR,Revee Walcott-nolan,0,0,0,0,1995,2
GBR,Richard Kilty,2,0,1,1,1989,2
GBR,Richard Litchfield,0,0,0,0,1998,3
GBR,Rio Mitcham,0,0,0,0,1999,1
GBR,Robbie Fergusson,0,0,0,0,1993,1
GBR,Rory Gibbs,1,1,0,0,1994,2
GBR,Rosalind Canter,2,2,0,0,1986,3
GBR,Rose Harvey,0,0,0,0,1992,1
GBR,Rosie Eccles,0,0,0,0,1996,1
GBR,Ross Murdoch,0,0,0,0,1994,1
GBR,Ruby Evans,0,0,0,0,2007,7
GBR,Rupert Shipperley,0,0,0,0,1992,1
GBR,Ryan Owens,1,0,1,0,1995,3
GBR,Sam Atkin,0,0,0,0,1993,2
GBR,Sam Redgrave,1,0,1,0,1994,1
GBR,Sam Sills,0,0,0,0,1993,1
GBR,Samuel Reardon,2,0,0,2,2003,2
GBR,Sandy Maciver,0,0,0,0,1998,1
GBR,Sara Parfett,0,0,0,0,1991,1
GBR,Sarah Adlington,0,0,0,0,1986,1
GBR,Sarah Bettles,0,0,0,0,1992,3
GBR,Sarah Davies,0,0,0,0,1992,1
GBR,Sarah Evans,1,0,0,1,1991,1
GBR,Sarah Jones,0,0,0,0,1983,1
GBR,Sarah Robertson,1,0,0,1,1891,2
GBR,Sarah Vasey,0,0,0,0,1996,2
GBR,Saskia Tidey,0,0,0,0,1993,2
GBR,Scarlett Mew,1,0,0,1,2001,2
GBR,Scott Brash,1,1,0,0,1985,4
GBR,Scott Lincoln,0,0,0,0,1993,2
GBR,Scott Shipperley,0,0,0,0,1992,1
GBR,Sean Vendy,0,0,0,0,1996,2
GBR,Shauna Coxsey,0,0,0,0,1993,1
GBR,Sholto Carnegie,1,1,0,0,1995,2
GBR,Sian Rayer,1,0,0,1,1996,1
GBR,Sky Brown,2,0,0,2,2008,2
GBR,Sophie Capewell,1,1,0,0,1998,3
GBR,Sophie Hamilton,0,0,0,0,2001,1
GBR,Sophie Ingle,0,0,0,0,1991,1
GBR,Steph Houghton,0,0,0,0,1988,1
GBR,Stephanie Davis,0,0,0,0,1993,1
GBR,Stephanie Twell,0,0,0,0,1989,1
GBR,Stephen Williams,0,0,0,0,1996,1
GBR,Stuart Bithell,1,1,0,0,1986,1
GBR,Susannah Townsend,1,0,0,1,1989,1
GBR,Tade Ojora,0,0,0,0,1999,1
GBR,Tao Geoghegan,0,0,0,0,1995,2
GBR,Taylor Campbell,0,0,0,0,1996,1
GBR,Taylor Peters,0,0,0,0,2000,1
GBR,Tess Howard,0,0,0,0,1999,1
GBR,Thomas Barras,0,0,0,0,1994,1
GBR,Thomas Daley,3,1,1,1,1994,3
GBR,Thomas Pidcock,1,1,0,0,1999,3
GBR,Thomas Sorsby,0,0,0,0,1996,1
GBR,Tiffany Porter,0,0,0,0,1987,1
GBR,Tim Nurse,0,0,0,0,1960,1
GBR,Tin-tin Ho,0,0,0,0,1998,1
GBR,Toby Harries,1,0,0,1,1998,1
GBR,Toby Penty,0,0,0,0,1992,1
GBR,Toby Roberts,1,1,0,0,2005,1
GBR,Tom Barras,1,0,1,0,1994,1
GBR,Tom Bosworth,0,0,0,0,1990,1
GBR,Tom Bowen,0,0,0,0,1961,1
GBR,Tom Dean,3,3,0,0,2000,5
GBR,Tom Digby,1,1,0,0,1998,1
GBR,Tom Ford,2,1,0,1,1961,2
GBR,Tom Gale,0,0,0,0,1998,1
GBR,Tom George,2,0,1,1,1956,2
GBR,Tom Hall,0,0,0,0,1964,4
GBR,Tom Mitchell,0,0,0,0,1989,1
GBR,Tom Sorsby,0,0,0,0,1996,1
GBR,Tom Squires,0,0,0,0,1993,1
GBR,Tommy Fleetwood,1,0,1,0,1991,2
GBR,Vicky Holland,1,1,0,0,1986,2
GBR,Victoria Godley,0,0,0,0,1989,1
GBR,Victoria Ohuruogu,1,0,0,1,1993,2
GBR,Victoria Thornley,0,0,0,0,1987,1
GBR,Vita Heathcote,0,0,0,0,2001,1
GBR,William Calnan,0,0,0,0,1996,1
GBR,Yasmin Harper,1,0,0,1,2000,2
GBR,Yasmin Ingham,1,1,0,0,1997,2
GBR,Zach Wallace,0,0,0,0,1999,1
GBR,Zachary Wallace,0,0,0,0,1999,1
GBR,Zak Perzamanos,0,0,0,0,2003,1
GBR,Zak Seddon,0,0,0,0,1994,1
GBR,Zharnel Hughes,2,0,1,1,1995,5
GBR,Zoe Smith,0,0,0,0,1917,1
GBR,Zoey Clark,0,0,0,0,1994,2
GBS,Augusto Midana,0,0,0,0,1984,1
GBS,Diamantino Iuna,0,0,0,0,2001,2
GBS,Pedro Rogery,0,0,0,0,1998,1
GBS,Seco Camara,0,0,0,0,1995,2
GBS,Taciana Cesar,0,0,0,0,1983,1
GEO,Anton Pliesnoi,1,0,0,1,1996,1
GEO,Avtandil Kentchadze,0,0,0,0,1995,1
GEO,Bachana Khorava,0,0,0,0,1993,1
GEO,Benik Abramyan,0,0,0,0,1985,1
GEO,Elizbar Odikadze,0,0,0,0,1989,1
GEO,Eskerkhan Madiev,0,0,0,0,1998,1
GEO,Eter Askilashvili,0,0,0,0,2003,2
GEO,Eteri Liparteliani,0,0,0,0,1999,3
GEO,Geno Petriashvili,2,1,1,0,1994,2
GEO,Georgii Kushitashvili,0,0,0,0,1995,1
GEO,Giorgi Kharabadze,0,0,0,0,1997,1
GEO,Giorgi Melia,0,0,0,0,1996,1
GEO,Giorgi Mujaridze,0,0,0,0,1998,1
GEO,Giorgi Sardalashvili,0,0,0,0,2003,2
GEO,Givi Matcharashvili,1,0,1,0,1997,1
GEO,Goga Chkheidze,0,0,0,0,1996,1
GEO,Gogita Arkania,0,0,0,0,1984,1
GEO,Guram Tushishvili,1,0,1,0,1995,2
GEO,Iakobi Kajaia,1,0,1,0,1993,1
GEO,Ilia Sulamanidze,1,0,1,0,2001,2
GEO,Irakli Chkheidze,0,0,0,0,1999,1
GEO,Irakli Revishvili,0,0,0,0,1989,1
GEO,Lasha Bekauri,2,2,0,0,2000,3
GEO,Lasha Gobadze,0,0,0,0,1994,2
GEO,Lasha Gulelauri,0,0,0,0,1993,1
GEO,Lasha Guruli,1,0,0,1,1996,1
GEO,Lasha Shavdatuashvili,1,0,1,0,1992,3
GEO,Lasha Talakhadze,2,2,0,0,1993,2
GEO,Lika Kharchilava,0,0,0,0,2000,1
GEO,Luba Golovina,0,0,0,0,1990,1
GEO,Lukhumi Chkhvimiani,0,0,0,0,1993,1
GEO,Mariam Imnadze,0,0,0,0,2001,1
GEO,Nikoloz Basilashvili,0,0,0,0,1992,1
GEO,Nino Salukvadze,0,0,0,0,1969,4
GEO,Ramaz Zoidze,0,0,0,0,1996,2
GEO,Roberti Kobliashvili,0,0,0,0,1993,1
GEO,Sakhil Alakhverdovi,0,0,0,0,1999,1
GEO,Salome Pazhava,0,0,0,0,1997,1
GEO,Sandro Bazadze,0,0,0,0,1993,2
GEO,Shota Mishvelidze,0,0,0,0,1994,2
GEO,Sophio Somkhishvili,0,0,0,0,2000,2
GEO,Sopo Shatirishvili,0,0,0,0,1995,1
GEO,Tato Grigalashvili,1,0,1,0,1999,3
GEO,Tetiana Levytska-shukvani,0,0,0,0,1990,1
GEO,Varlam Liparteliani,0,0,0,0,1989,1
GEO,Vazha Margvelashvili,1,0,1,0,1993,3
GEO,Vladimeri Gamkrelidze,0,0,0,0,2001,1
GEQ,Alba Mbo,0,0,0,0,2003,1
GEQ,Benjamin Enzema,0,0,0,0,1989,1
GEQ,Diosdado Miko,0,0,0,0,1990,1
GEQ,Higinio Ndong,0,0,0,0,1998,1
GEQ,Remigio Santander,0,0,0,0,2002,1
GEQ,Sefora Ada,0,0,0,0,2003,1
GER,Aleksandar Askovic,0,0,0,0,1997,1
GER,Alessa Proepster,1,0,0,1,,1
GER,Alexander Bachmann,0,0,0,0,1994,1
GER,Alexander Herzbruch,0,0,0,0,1997,1
GER,Alexander Megos,0,0,0,0,1993,2
GER,Alexander Stadler,0,0,0,0,1999,1
GER,Alexander Zverev,1,1,0,0,1997,4
GER,Alexandra Burghardt,1,0,0,1,1994,3
GER,Alexandra Foester,0,0,0,0,2002,1
GER,Alexandra Forsterling,0,0,0,0,1999,1
GER,Alexandra Popp,1,0,0,1,1991,1
GER,Alexandra Wilke,0,0,0,0,1996,1
GER,Alexis Peterson,0,0,0,0,1995,1
GER,Alica Schmidt,0,0,0,0,1998,3
GER,Alica Stuhlemmer,1,0,0,1,1999,2
GER,Alina Beck,0,0,0,0,1999,1
GER,Alina Grijseels,0,0,0,0,1996,1
GER,Alina Hartmann,0,0,0,0,1995,1
GER,Alina Kenzel,0,0,0,0,1997,1
GER,Alina Oganesyan,0,0,0,0,2004,1
GER,Aline Rotter,1,1,0,0,1991,1
GER,Amanal Petros,0,0,0,0,1995,2
GER,Amelie Berger,0,0,0,0,1999,1
GER,Amelie Wortmann,0,0,0,0,1996,2
GER,Amos Bartelsmeyer,0,0,0,0,1994,1
GER,Amos Pieper,0,0,0,0,1998,1
GER,Anabel Knoll,0,0,0,0,1996,2
GER,Anastasia Blayvas,0,0,0,0,2001,1
GER,Anastasiya Winkel,0,0,0,0,1993,1
GER,Andre Sanita,0,0,0,0,1992,2
GER,Andre Thieme,0,0,0,0,1975,2
GER,Andrea Herzog,1,0,0,1,1999,1
GER,Andreas Dibowski,0,0,0,0,1966,1
GER,Andreas Loew,0,0,0,0,1982,1
GER,Andreas Obst,0,0,0,0,1996,2
GER,Andreas Spranger,0,0,0,0,1858,1
GER,Andreas Toba,0,0,0,0,1990,16
GER,Andreas Wolff,1,0,1,0,1991,2
GER,Angelina Koehler,0,0,0,0,2000,3
GER,Angelique Kerber,0,0,0,0,1988,2
GER,Anjuli Knaesche,0,0,0,0,1993,1
GER,Ann-katrin Berger,1,0,0,1,1990,1
GER,Anna Elendt,0,0,0,0,2001,2
GER,Anna Janssen,0,0,0,0,2001,3
GER,Anna Markfort,0,0,0,0,1993,1
GER,Anna-lena Friedsam,0,0,0,0,1994,2
GER,Anna-maria Wagner,2,0,0,2,1996,4
GER,Anne Sauer,0,0,0,0,1991,1
GER,Anne Schroeder,0,0,0,0,1972,1
GER,Annekatrin Thiele,0,0,0,0,1984,1
GER,Annett Kaufmann,0,0,0,0,2006,1
GER,Annika Bruhn,0,0,0,0,1992,5
GER,Annika Lott,0,0,0,0,1999,1
GER,Annika Schleu,0,0,0,0,1990,1
GER,Annika Wendle,0,0,0,0,1997,1
GER,Annika Zillekens,0,0,0,0,1990,1
GER,Annkathrin Hoven,0,0,0,0,2001,1
GER,Antje Doell,0,0,0,0,1988,1
GER,Anton Brehme,0,0,0,0,1999,1
GER,Anton Finger,0,0,0,0,1998,1
GER,Anton Stach,0,0,0,0,1998,1
GER,Anton Winkelmann,0,0,0,0,2003,1
GER,Antonia Niedermaier,0,0,0,0,2003,2
GER,Arne Maier,0,0,0,0,1999,1
GER,Artem Selin,0,0,0,0,2002,1
GER,Beate Kusterer,0,0,0,0,1991,1
GER,Benedetta Wenzel,0,0,0,0,1997,1
GER,Benedict Eggeling,0,0,0,0,1999,1
GER,Benedikt Furk,0,0,0,0,1988,1
GER,Benedikt Wagner,0,0,0,0,1990,2
GER,Benjamin Henrichs,0,0,0,0,1997,1
GER,Benjamin Kleibrink,0,0,0,0,1985,2
GER,Bennet Muhlleitner,0,0,0,0,1997,2
GER,Bernhard Seifert,0,0,0,0,1955,1
GER,Bibiane Schulze,1,0,0,1,1998,1
GER,Camilla Kemp,0,0,0,0,1996,1
GER,Carina Granitzki,0,0,0,0,1997,1
GER,Carina Wimmer,0,0,0,0,1995,2
GER,Carl Dohmann,0,0,0,0,1990,1
GER,Carlotta Nwajide,0,0,0,0,1995,1
GER,Carmen Schell,0,0,0,0,1993,1
GER,Carolin Schaefer,0,0,0,0,1991,1
GER,Carolin Schafer,0,0,0,0,1991,1
GER,Carolina Krafzik,0,0,0,0,1995,3
GER,Caroline Arft,0,0,0,0,1996,1
GER,Caroline Masson,0,0,0,0,1989,1
GER,Caterina Granz,0,0,0,0,1994,1
GER,Cecile Pieper,0,0,0,0,1994,2
GER,Cedric Teuchert,0,0,0,0,1997,1
GER,Celine Rieder,0,0,0,0,2001,1
GER,Charline Schwarz,1,0,0,1,2001,4
GER,Charlotte Becker,1,1,0,0,1983,1
GER,Charlotte Stapenhorst,0,0,0,0,1995,2
GER,Christian Diener,0,0,0,0,1993,1
GER,Christian Fromm,0,0,0,0,1990,1
GER,Christian Kukuk,1,1,0,0,1990,4
GER,Christian Reitz,0,0,0,0,1987,6
GER,Christin Hussong,0,0,0,0,1994,2
GER,Christina Hering,0,0,0,0,1994,1
GER,Christina Honsel,0,0,0,0,1997,1
GER,Christina Schwanitz,0,0,0,0,1985,1
GER,Christina Wassen,0,0,0,0,1999,3
GER,Christoph Fildebrandt,0,0,0,0,1989,1
GER,Christoph Steinert,1,0,1,0,1990,1
GER,Christoph Wahler,0,0,0,0,1994,2
GER,Christopher Linke,0,0,0,0,1988,3
GER,Christopher Ruehr,1,0,1,0,1993,1
GER,Christopher Ruhr,0,0,0,0,1993,1
GER,Cinja Tillmann,0,0,0,0,1991,1
GER,Claudine Vita,0,0,0,0,1996,2
GER,Clemens Pruefer,0,0,0,0,1997,1
GER,Clemens Prufer,0,0,0,0,1997,1
GER,Clemens Wickler,1,0,1,0,1995,2
GER,Conrad Scheibner,0,0,0,0,1996,1
GER,Constantin Hauke,0,0,0,0,1987,1
GER,Constantin Preis,0,0,0,0,1998,2
GER,Constantin Staib,0,0,0,0,1995,1
GER,Corinna Schwab,0,0,0,0,1999,3
GER,Damian Wierling,0,0,0,0,1996,3
GER,Dang Qiu,0,0,0,0,1996,3
GER,Daniel Deusser,0,0,0,0,1981,2
GER,Daniel Jasinski,0,0,0,0,1989,1
GER,Daniel Theis,0,0,0,0,1992,1
GER,Daniela Schultze,0,0,0,0,1990,1
GER,Daniella Kromm,0,0,0,0,2004,1
GER,Danilo Barthel,0,0,0,0,1991,1
GER,Darcel Elendt,0,0,0,0,2001,2
GER,Darja Varfolomeev,1,1,0,0,2006,1
GER,David Raum,0,0,0,0,1998,1
GER,David Spaeth,1,0,1,0,1975,1
GER,David Thomasberger,0,0,0,0,1996,1
GER,David Wrobel,0,0,0,0,1991,1
GER,Deborah Schoneborn,0,0,0,0,1994,1
GER,Deniz Almas,0,0,0,0,1997,2
GER,Dennis Schroder,0,0,0,0,1993,1
GER,Detlef Zwicker,0,0,0,0,1950,1
GER,Dimitrij Ovtcharov,2,0,1,1,1988,4
GER,Dinah Eckerle,0,0,0,0,1995,1
GER,Domenic Weinstein,0,0,0,0,1994,1
GER,Domenika Mayer,0,0,0,0,1990,1
GER,Dominic Ressel,1,0,0,1,1993,2
GER,Dominik Koepfer,0,0,0,0,1994,3
GER,Doreen Vennekamp,0,0,0,0,1995,4
GER,Dorothee Schneider,1,1,0,0,1969,2
