Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Kaoru Mitoma,JPN,Football,1,0,0,0,0
Kaouther Mohamed,ALG,Fencing,1,0,0,0,0
Kara Kohler,USA,Rowing,2,0,0,1,1
Kara Winger,USA,Athletics,1,0,0,0,0
Karamat Huseynov,AZE,Judo,1,0,0,0,0
Karapet Chalyan,ARM,Wrestling,1,0,0,0,0
Karayme Bartley,JAM,Athletics,2,0,0,0,0
Kareena Lee,AUS,Marathon Swimming,1,0,0,1,1
Karel Lavicky,CZE,Sailing,1,0,0,0,0
Karel Tilga,EST,Athletics,1,0,0,0,0
Karem Ben,TUN,Weightlifting,1,0,0,0,0
Karen Araya,CHI,Football,1,0,0,0,0
Karen Aslanyan,ARM,Wrestling,1,0,0,0,0
Karen Bennett,GBR,Rowing,2,0,1,0,1
Karen Gallardo,CHI,Athletics,1,0,0,0,0
Karen Khachanov,ROC,Tennis,2,0,1,0,1
Karen Leon,VEN,Judo,1,0,0,0,0
Karen Paquin,CAN,Rugby Sevens,2,0,0,1,1
Karen Roco,CHI,Canoe Sprint,1,0,0,0,0
Karen Torrez,BOL,Swimming,1,0,0,0,0
Kari Brattset,NOR,Handball,1,0,0,1,1
Karim Eraky,EGY,Football,1,0,0,0,0
Karim Fouad,EGY,Football,1,0,0,0,0
Karim Hendawy,EGY,Handball,2,0,0,0,0
Karimah Noor,MAS,Sailing,1,0,0,0,0
Karin Vexman,ISR,Rhythmic Gymnastics,1,0,0,0,0
Karissa Schweizer,USA,Athletics,2,0,0,0,0
Karl Bebendorf,GER,Athletics,1,0,0,0,0
Karl Schulze,GER,Rowing,3,2,0,0,2
Karl Tufte,NOR,Rowing,1,0,0,0,0
Karl-martin Rammo,EST,Sailing,1,0,0,0,0
Karl-richard Frey,GER,Judo,2,0,0,1,1
Karla Borger,GER,Beach Volleyball,2,0,0,0,0
Karla Jaramillo,ECU,Athletics,1,0,0,0,0
Karla Prodan,CRO,Judo,1,0,0,0,0
Karlis Lasmanis,LAT,3x3 Basketball,1,1,0,0,1
Karol Ostrowski,POL,Swimming,1,0,0,0,0
Karol Zalewski,POL,Athletics,4,1,0,0,1
Karol-ann Canuel,CAN,Cycling Road,2,0,0,0,0
Karolien Florijn,NED,Rowing,1,0,1,0,1
Karolina Koszewska,POL,Boxing,1,0,0,0,0
Karolina Nadolska,POL,Athletics,1,0,0,0,0
Karolina Naja,POL,Canoe Sprint,2,0,1,1,2
Karolina Naja,POL,Canoeing,4,0,0,2,2
Karolina Pahlitzsch,GER,Athletics,1,0,0,0,0
Karolina Pliskova,CZE,Tennis,2,0,0,0,0
Karolis Girulis,LTU,Shooting,2,0,0,0,0
Karri Somerville,AUS,Hockey,1,0,0,0,0
Karriss Artingstall,GBR,Boxing,1,0,0,1,1
Karsten Warholm,NOR,Athletics,2,1,0,0,1
Karyna Demidik,BLR,Athletics,1,0,0,0,0
Karyna Dziominskaya,BLR,Archery,2,0,0,0,0
Karyna Kazlouskaya,BLR,Archery,2,0,0,0,0
Karyna Yarmolenka,BLR,Rhythmic Gymnastics,1,0,0,0,0
Kasait Rengeruk,KEN,Athletics,1,0,0,0,0
Kasia Gruchalla-wesierski,CAN,Rowing,1,1,0,0,1
Kaspar Taimsoo,EST,Rowing,4,0,0,1,1
Kasper Asgreen,DEN,Cycling Road,2,0,0,0,0
Kasumi Ishikawa,JPN,Table Tennis,6,0,2,1,3
Kata Kondricz,HUN,Fencing,2,0,0,0,0
Katalin Burian,HUN,Swimming,2,0,0,0,0
Katarina Johansson,SWE,Wrestling,1,0,0,0,0
Katarina Johnson-thompson,GBR,Athletics,3,0,0,0,0
Katarina Schroder,GER,Hockey,1,0,0,0,0
Katarzyna Niewiadoma,POL,Cycling,2,0,0,0,0
Katarzyna Niewiadoma,POL,Cycling Road,1,0,0,0,0
Katarzyna Wasick,POL,Swimming,1,0,0,0,0
Katarzyna Zdzieblo,POL,Athletics,1,0,0,0,0
Katarzyna Zillmann,POL,Rowing,1,0,1,0,1
Kate Courtney,USA,Cycling Mountain Bike,1,0,0,0,0
Kate Douglass,USA,Swimming,1,0,0,1,1
Kate French,GBR,Modern Pentathlon,1,1,0,0,1
Kate Sanderson,CAN,Marathon Swimming,1,0,0,0,0
Kate Shortman,GBR,Artistic Swimming,1,0,0,0,0
Katelin Guregian,USA,Rowing,1,0,0,0,0
Katerina Minarik,CZE,Canoe Slalom,1,0,0,0,0
Katerina Siniakova,CZE,Tennis,1,1,0,0,1
Katerina Stefanidi,GRE,Athletics,1,0,0,0,0
Katerine Savard,CAN,Swimming,8,0,0,1,1
Kateryna Klymyuk,UKR,Athletics,2,0,0,0,0
Kateryna Reznik,UKR,Artistic Swimming,1,0,0,1,1
Katharina Haecker,AUS,Judo,2,0,0,0,0
Katharina Maisch,GER,Athletics,1,0,0,0,0
Katharina Menz,GER,Judo,2,0,0,1,1
Katharina Steinruck,GER,Athletics,1,0,0,0,0
Katharina Trost,GER,Athletics,1,0,0,0,0
Katharine Holmes,USA,Fencing,4,0,0,0,0
Katherin Nuevo,CUB,Canoe Sprint,2,0,0,0,0
Katherine Douglas,GBR,Rowing,1,0,0,0,0
Katherine Rodriguez,DOM,Taekwondo,1,0,0,0,0
Katherine Torrance,GBR,Diving,1,0,0,0,0
Kathleen Dawson,GBR,Swimming,2,1,0,0,1
Kathleen Ledecky,USA,Swimming,11,7,3,0,10
Kathleen Noble,UGA,Rowing,1,0,0,0,0
Kathryn Mitchell,AUS,Athletics,3,0,0,0,0
Kathryn Mullan,IRL,Hockey,1,0,0,0,0
Katie Archibald,GBR,Cycling,1,1,0,0,1
Katie Archibald,GBR,Cycling Track,3,1,1,0,2
Katie Bowen,NZL,Football,1,0,0,0,0
Katie Doar,NZL,Hockey,1,0,0,0,0
Katie Ebzery,AUS,Basketball,2,0,0,0,0
Katie Grimes,USA,Swimming,1,0,0,0,0
Katie Hayward,AUS,Athletics,1,0,0,0,0
Katie Laurie,AUS,Equestrian,2,0,0,0,0
Katie Nageotte,USA,Athletics,1,1,0,0,1
Katie Reid,GBR,Canoe Sprint,1,0,0,0,0
Katie Snowden,GBR,Athletics,1,0,0,0,0
Katie Vincent,CAN,Canoe Sprint,2,0,0,1,1
Katie Zaferes,USA,Triathlon,2,0,1,1,2
Katina Proestakis,CHI,Fencing,1,0,0,0,0
Katinka Battai,HUN,Fencing,1,0,0,0,0
Katinka Hosszu,HUN,Swimming,4,0,0,0,0
Katja Fain,SLO,Swimming,3,0,0,0,0
Katja Stam,NED,Beach Volleyball,1,0,0,0,0
Katlego Mohamme,RSA,Football,1,0,0,0,0
Katrin Khoddam-hazrati,AUT,Equestrian,1,0,0,0,0
Katrin Taseva,BUL,Rhythmic Gymnastics,1,0,0,0,0
Katrina Bellio,CAN,Swimming,1,0,0,0,0
Katrina Lehis,EST,Fencing,2,1,0,1,2
Katrina Werry,AUS,Rowing,1,0,0,0,0
Katrina Young,USA,Diving,2,0,0,0,0
Katrine Aalerud,NOR,Cycling Road,2,0,0,0,0
Katrine Lunde,NOR,Handball,1,0,0,1,1
Katsuhiro Matsumoto,JPN,Swimming,3,0,0,0,0
Katsuhiro Shiratori,JPN,Beach Volleyball,3,0,0,0,0
Katsumi Nakamura,JPN,Swimming,7,0,0,0,0
Katsuyuki Tanamura,JPN,Water Polo,2,0,0,0,0
Katy Marchant,GBR,Cycling,1,0,0,1,1
Katy Marchant,GBR,Cycling Track,2,0,0,0,0
Katy Spychakov,ISR,Sailing,1,0,0,0,0
Kaur Baatth,IND,Boxing,1,0,0,0,0
Kawan Figueredo,BRA,Diving,1,0,0,0,0
Kawika Shoji,USA,Volleyball,2,0,0,1,1
Kayhan Ozer,TUR,Athletics,1,0,0,0,0
Kayla Alexander,CAN,Basketball,1,0,0,0,0
Kayla Canett,USA,Rugby Sevens,1,0,0,0,0
Kayla Moleschi,CAN,Rugby Sevens,2,0,0,1,1
Kayla Sanchez,CAN,Swimming,5,0,1,1,2
Kayle Browning,USA,Shooting,2,0,1,0,1
Kaylene Corbett,RSA,Swimming,1,0,0,0,0
Kaylin Whitney,USA,Athletics,2,1,0,1,2
Kayra Sayit,TUR,Judo,1,0,0,0,0
Kazuhiro Goya,JPN,Rugby Sevens,2,0,0,0,0
Kazuki Kurokawa,JPN,Athletics,1,0,0,0,0
Kazuki Murakami,JPN,Diving,1,0,0,0,0
Kazuki Sado,JPN,Equestrian,2,0,0,0,0
Kazuma Kaya,JPN,Artistic Gymnastics,8,0,1,1,2
Kazuma Murata,JPN,Hockey,1,0,0,0,0
Kazuma Tomoto,JPN,Equestrian,2,0,0,0,0
Kazumasa Segawa,JPN,Sailing,1,0,0,0,0
Kazushi Hano,JPN,Rugby Sevens,2,0,0,0,0
Kazuya Adachi,JPN,Canoe Slalom,1,0,0,0,0
Kazuyasu Minobe,JPN,Fencing,3,1,0,0,1
Kc Lightfoot,USA,Athletics,1,0,0,0,0
Keanan Dols,JAM,Swimming,2,0,0,0,0
Keanu Baccus,AUS,Football,1,0,0,0,0
Keegan Palmer,AUS,Skateboarding,1,1,0,0,1
Keely Hodgkinson,GBR,Athletics,1,0,1,0,1
Keeno Burrell,JAM,Athletics,1,0,0,0,0
Keesja Gofers,AUS,Water Polo,2,0,0,0,0
Keet Oldenbeuving,NED,Skateboarding,1,0,0,0,0
Keevin Allicock,GUY,Boxing,1,0,0,0,0
Kei Nishikori,JPN,Tennis,6,0,0,1,1
Keigo Okawa,JPN,Water Polo,2,0,0,0,0
Keigo Sonoda,JPN,Badminton,1,0,0,0,0
Keiji Mizumoto,JPN,Canoe Sprint,1,0,0,0,0
Keiju Okada,JPN,Sailing,1,0,0,0,0
Keira Walsh,GBR,Football,1,0,0,0,0
Keisei Tominaga,JPN,3x3 Basketball,1,0,0,0,0
Keisuke Osako,JPN,Football,1,0,0,0,0
Keisuke Otoguro,JPN,Wrestling,1,0,0,0,0
Keita Sunama,JPN,Swimming,1,0,0,0,0
Keldon Johnson,USA,Basketball,1,1,0,0,1
Kelland O'brien,AUS,Cycling Track,3,0,0,1,1
Kelleigh Ryan,CAN,Fencing,2,0,0,0,0
Kelley Hurley,USA,Fencing,6,0,0,1,1
Kelley O'hara,USA,Football,3,1,0,1,2
Kelly Brazier,NZL,Rugby Sevens,2,1,1,0,2
Kelly Claes,USA,Beach Volleyball,1,0,0,0,0
Kelly Dulfer,NED,Handball,2,0,0,0,0
Kelly Layne,AUS,Equestrian,2,0,0,0,0
Kelly Tan,MAS,Golf,2,0,0,0,0
Kelly-ann Baptiste,TTO,Athletics,2,0,0,0,0
Kelsey Bevan,NZL,Rowing,2,0,1,0,1
Kelsey Card,USA,Athletics,2,0,0,0,0
Kelsey Harshman,CAN,Baseball/Softball,1,0,0,1,1
Kelsey Mitchell,CAN,Cycling Track,2,1,0,0,1
Kelsey Plum,USA,3x3 Basketball,1,1,0,0,1
Kelsey Robinson,USA,Volleyball,2,1,0,1,2
Kelsey Smith,NZL,Hockey,2,0,0,0,0
Kelsey Stewart,USA,Baseball/Softball,1,0,1,0,1
Kelsey-lee Barber,AUS,Athletics,1,0,0,1,1
Kelvin Hoefler,BRA,Skateboarding,1,0,1,0,1
Kem Doo,HKG,Table Tennis,3,0,0,1,1
Kemar Hyman,CAY,Athletics,3,0,0,0,0
Kemar Mowatt,JAM,Athletics,1,0,0,0,0
Kemboi Arikan,TUR,Athletics,1,0,0,0,0
Ken Nagayoshi,JPN,Hockey,1,0,0,0,0
Ken Nishimura,JPN,Karate,1,0,0,0,0
Ken Terauchi,JPN,Diving,8,0,0,0,0
Kendall Chase,USA,Rowing,1,0,0,0,0
Kendall Ellis,USA,Athletics,2,1,0,1,2
Kendall Ryan,USA,Cycling Track,1,0,0,0,0
Kendell Williams,USA,Athletics,2,0,0,0,0
Kendra Harrison,USA,Athletics,1,0,1,0,1
Kendra Hubbard,AUS,Athletics,1,0,0,0,0
Kenia Lechuga,MEX,Rowing,1,0,0,0,0
Kenichiro Fumita,JPN,Wrestling,1,0,1,0,1
Kenji Kitazato,JPN,Hockey,1,0,0,0,0
Kenji Nanri,JPN,Sailing,1,0,0,0,0
Kenji Nener,JPN,Triathlon,2,0,0,0,0
Kenneth Bednarek,USA,Athletics,1,0,1,0,1
Kenneth Selmon,USA,Athletics,1,0,0,0,0
Kenneth Tencio,CRC,Cycling BMX Freestyle,1,0,0,0,0
Kenny Elissonde,FRA,Cycling Road,1,0,0,0,0
Keno Machado,BRA,Boxing,1,0,0,0,0
Kensuke Kondoh,JPN,Baseball/Softball,1,1,0,0,1
Kent Farrington,USA,Equestrian,2,0,1,0,1
Kent Farrington,USA,Equestrianism,2,0,1,0,1
Kenta Araki,JPN,Water Polo,1,0,0,0,0
Kenta Takanashi,JPN,Volleyball,1,0,0,0,0
Kenta Tanaka,JPN,Hockey,1,0,0,0,0
Kenta Tokunan,JPN,Fencing,2,0,0,0,0
Kentaro Fukuda,JPN,Hockey,1,0,0,0,0
Kentaro Sato,JPN,Athletics,1,0,0,0,0
Kentin Mahe,FRA,Handball,1,1,0,0,1
Kento Momota,JPN,Badminton,1,0,0,0,0
Kento Yoshida,JPN,Fencing,2,0,0,0,0
Kenya Kasahara,JPN,Handball,1,0,0,0,0
Kepp Jensen,DEN,Swimming,2,0,0,0,0
Kerem Kamal,TUR,Wrestling,1,0,0,0,0
Kerri Gowler,NZL,Rowing,3,1,1,0,2
Keshorn Walcott,TTO,Athletics,3,1,0,1,2
Ketiley Batista,BRA,Athletics,1,0,0,0,0
Ketleyn Quadros,BRA,Judo,3,0,0,1,1
Keturah Orji,USA,Athletics,2,0,0,0,0
Keven Schlotterbeck,GER,Football,1,0,0,0,0
Kevin Berlin,MEX,Diving,1,0,0,0,0
Kevin Borlee,BEL,Athletics,3,0,0,0,0
Kevin Campion,FRA,Athletics,1,0,0,0,0
Kevin Cordon,GUA,Badminton,1,0,0,0,0
Kevin Durant,USA,Basketball,3,3,0,0,3
Kevin Geniets,LUX,Cycling Road,1,0,0,0,0
Kevin Gulliksen,NOR,Handball,1,0,0,0,0
Kevin Krawietz,GER,Tennis,2,0,0,0,0
Kevin Loforte,MOZ,Judo,1,0,0,0,0
Kevin Mayer,FRA,Athletics,1,0,1,0,1
Kevin Moeller,DEN,Handball,1,0,1,0,1
Kevin Peponnet,FRA,Sailing,1,0,0,0,0
Kevin Seaward,IRL,Athletics,2,0,0,0,0
Kevin Tillie,FRA,Volleyball,1,1,0,0,1
Kevon Williams,USA,Rugby Sevens,1,0,0,0,0
Keyara Wardley,CAN,Rugby Sevens,1,0,0,0,0
Keyi Chen,CHN,Rugby Sevens,1,0,0,0,0
Keyshawn Davis,USA,Boxing,1,0,1,0,1
Khaddi Sagnia,SWE,Athletics,1,0,0,0,0
Khadija Krimi,TUN,Rowing,1,0,0,0,0
Khairulnizam Mohd,MAS,Sailing,1,0,0,0,0
Khaled Ben,TUN,Volleyball,1,0,0,0,0
Khalid Alghannam,KSA,Football,1,0,0,0,0
Khalid Assar,EGY,Table Tennis,2,0,0,0,0
Khalid Choukoud,NED,Athletics,1,0,0,0,0
Khalifa St.,TTO,Athletics,1,0,0,0,0
Khalifah Aldawsari,KSA,Football,1,0,0,0,0
Khalil Akhtar,PAK,Shooting,1,0,0,0,0
Khalil Jendoubi,TUN,Taekwondo,1,0,1,0,1
Khalil Thompson,USA,Fencing,1,0,0,0,0
Khamica Bingham,CAN,Athletics,3,0,0,0,0
Khanum Velieva,ROC,Wrestling,1,0,0,0,0
Khaoula Sassi,TUN,Canoe Sprint,2,0,0,0,0
Khayesi Kundu,KEN,Volleyball,1,0,0,0,0
Khikmatillokh Turaev,UZB,Judo,2,0,0,0,0
Khoarahlane Seutloali,LES,Athletics,1,0,0,0,0
Khongorzul Boldsaikhan,MGL,Wrestling,1,0,0,0,0
Khouloud Hlimi,TUN,Boxing,1,0,0,0,0
Khouloud Mansy,EGY,Sailing,1,0,0,0,0
Khris Middleton,USA,Basketball,1,1,0,0,1
Khrystyna Pohranychna,UKR,Rhythmic Gymnastics,1,0,0,0,0
Khulan Onolbaatar,MGL,3x3 Basketball,1,0,0,0,0
Khurshidjon Tursunov,UZB,Swimming,1,0,0,0,0
Kia Nurse,CAN,Basketball,2,0,0,0,0
Kiah Melverton,AUS,Swimming,2,0,0,0,0
Kibrom Ruesom,ERI,Athletics,1,0,0,0,0
Kie Furuyama,JPN,Cycling Track,1,0,0,0,0
Kiera Gazzard,AUS,Artistic Swimming,1,0,0,0,0
Kieran Bird,GBR,Swimming,2,0,0,0,0
Kieran Smith,USA,Swimming,3,0,0,1,1
Kieran Tuntivate,THA,Athletics,1,0,0,0,0
Kieran Woolley,AUS,Skateboarding,1,0,0,0,0
Kierra Smith,CAN,Swimming,3,0,0,0,0
Kiki Bertens,NED,Tennis,4,0,0,0,0
Kim Amb,SWE,Athletics,3,0,0,0,0
Kim Astrup,DEN,Badminton,1,0,0,0,0
Kim Bui,GER,Artistic Gymnastics,6,0,0,0,0
Kim Bui,GER,Gymnastics,7,0,0,0,0
Kim Busch,NED,Swimming,1,0,0,0,0
Kim Gaucher,CAN,Basketball,1,0,0,0,0
Kim Little,GBR,Football,2,0,0,0,0
Kim Mestdagh,BEL,Basketball,1,0,0,0,0
Kim Metraux,SUI,Golf,1,0,0,0,0
Kimberley Woods,GBR,Canoe Slalom,1,0,0,0,0
Kimberly Garcia,PER,Athletics,1,0,0,0,0
Kimberly Hill,USA,Volleyball,2,1,0,1,2
Kimberly Ince,GRN,Swimming,1,0,0,0,0
Kimberly Williams,JAM,Athletics,3,0,0,0,0
Kimia Alizadeh,EOR,Taekwondo,1,0,0,0,0
Kimia Yousofi,AFG,Athletics,1,0,0,0,0
Kimika Hoshi,JPN,Hockey,1,0,0,0,0
Kinaua Biribo,KIR,Judo,1,0,0,0,0
Kincso Takacs,HUN,Canoe Sprint,2,0,0,0,0
Kindred Paul,CAN,Water Polo,1,0,0,0,0
Kinga Gacka,POL,Athletics,1,0,0,0,0
Kinga Janurik,HUN,Handball,1,0,0,0,0
Kinga Loboda,POL,Sailing,1,0,0,0,0
Kini Lifu,SOL,Weightlifting,1,0,0,0,0
Kion Benjamin,TTO,Athletics,1,0,0,0,0
Kipkemoi Bett,KEN,Athletics,1,0,0,0,0
Kipkorir Kimeli,KEN,Athletics,1,0,0,0,0
Kipkurui Korir,KEN,Athletics,2,1,0,0,1
Kippei Ishida,JPN,Rugby Sevens,1,0,0,0,0
Kira Horn,GER,Hockey,1,0,0,0,0
Kira Stepanova,ROC,Canoe Sprint,3,0,0,0,0
Kira Stepanova,RUS,Canoeing,1,0,0,0,0
Kira Toussaint,NED,Swimming,5,0,0,0,0
Kirabo Namutebi,UGA,Swimming,1,0,0,0,0
Kiran Badloe,NED,Sailing,1,1,0,0,1
Kirani James,GRN,Athletics,3,1,1,1,3
Kiri Tontodonati,ITA,Rowing,1,0,0,0,0
Kiriaki Filitisakou,GRE,Athletics,1,0,0,0,0
Kirill Abrosimov,ROC,Marathon Swimming,1,0,0,0,0
Kirill Borodachev,ROC,Fencing,2,0,1,0,1
Kirill Gerassimenko,KAZ,Table Tennis,1,0,0,0,0
Kirill Martynychev,ROC,Swimming,1,0,0,0,0
Kirill Pisklov,ROC,3x3 Basketball,1,0,1,0,1
Kirill Prigoda,ROC,Swimming,4,0,0,0,0
Kirill Prigoda,RUS,Swimming,1,0,0,0,0
Kirill Skachkov,ROC,Table Tennis,1,0,0,0,0
Kirill Skachkov,RUS,Table Tennis,1,0,0,0,0
Kirsten Kinash,AUS,Artistic Swimming,1,0,0,0,0
Kirsten Wild,NED,Cycling,3,0,0,0,0
Kirsten Wild,NED,Cycling Track,2,0,0,1,1
Kirsti Blicavs,AUS,Basketball,1,0,0,0,0
Kirstie James,NZL,Cycling Track,2,0,0,0,0
Kirsty Gilmour,GBR,Badminton,2,0,0,0,0
Kirsty Hegarty,GBR,Shooting,2,0,0,0,0
Kiryl Maskevich,BLR,Wrestling,1,0,0,0,0
Kisato Nakamura,JPN,Cycling Track,2,0,0,0,0
Kit Ho,HKG,Table Tennis,1,0,0,0,0
Kiyoko Miracle,USA,Wrestling,1,0,0,0,0
Kiyomi Watanabe,PHI,Judo,1,0,0,0,0
Kiyou Shimizu,JPN,Karate,1,0,1,0,1
Kjetil Borch,NOR,Rowing,3,0,1,1,2
Klara Lukan,SLO,Athletics,1,0,0,0,0
Klara Spilkova,CZE,Golf,1,0,0,0,0
Klaudia Adamek,POL,Athletics,1,0,0,0,0
Klaudia Bres,POL,Shooting,2,0,0,0,0
Klaudia Kardasz,POL,Athletics,1,0,0,0,0
Klaudia Siciarz,POL,Athletics,1,0,0,0,0
Klaudia Zwolinska,POL,Canoe Slalom,1,0,0,0,0
Kledi Kadiu,ALB,Swimming,1,0,0,0,0
Klemen Prepelic,SLO,Basketball,1,0,0,0,0
Kliment Kolesnikov,ROC,Swimming,5,0,1,1,2
Klippenberg Grindheim,NOR,Swimming,1,0,0,0,0
Kobamelo Kodisang,RSA,Football,1,0,0,0,0
Koen Metsemakers,NED,Rowing,1,1,0,0,1
Koen Naert,BEL,Athletics,2,0,0,0,0
Koffi Kouao,CIV,Football,1,0,0,0,0
Kofi Kuworge,NED,Weightlifting,1,0,0,0,0
Kohei Kameyama,JPN,Artistic Gymnastics,1,0,0,0,0
Kohei Narita,JPN,Handball,1,0,0,0,0
Kohei Uchimura,JPN,Artistic Gymnastics,2,0,0,0,0
Kohei Uchimura,JPN,Gymnastics,21,3,4,0,7
Kohei Yamamoto,JPN,Cycling,3,0,0,0,0
Kohei Yamamoto,JPN,Cycling Mountain Bike,1,0,0,0,0
Kohl Tamarua-horton,COK,Canoe Sprint,2,0,0,0,0
Koji Miyoshi,JPN,Football,1,0,0,0,0
Koji Yamasaki,JPN,Hockey,1,0,0,0,0
Kojiro Horimizu,JPN,Shooting,2,0,0,0,0
Kojo Musah,DEN,Athletics,2,0,0,0,0
Koki Ikeda,JPN,Athletics,1,0,1,0,1
Koki Kano,JPN,Fencing,2,1,0,0,1
Koki Machida,JPN,Football,1,0,0,0,0
Koki Niwa,JPN,Table Tennis,5,0,1,1,2
Koki Saito,JPN,Equestrian,2,0,0,0,0
Koki Schafer,JPN,Basketball,1,0,0,0,0
Kokona Hiraki,JPN,Skateboarding,1,0,1,0,1
Kolohe Andino,USA,Surfing,1,0,0,0,0
Kolos Csizmadia,HUN,Canoe Sprint,2,0,0,0,0
Kom Hmangte,IND,Boxing,1,0,0,0,0
Komail Mahfoodh,BRN,Handball,1,0,0,0,0
Komronshokh Ustopiriyon,TJK,Judo,2,0,0,0,0
Konosuke Yanagimoto,JPN,Swimming,1,0,0,0,0
Konrad Bukowiecki,POL,Athletics,2,0,0,0,0
Konrad Czerniak,POL,Swimming,7,0,0,0,0
Konrad Trajkovic,SLO,Taekwondo,1,0,0,0,0
Konstadinos Meretsolias,GRE,Swimming,2,0,0,0,0
Konstantin Lokhanov,ROC,Fencing,2,0,0,0,0
Konstantin Semenov,ROC,Beach Volleyball,1,0,0,0,0
Konstantinos Douvalidis,GRE,Athletics,1,0,0,0,0
Konstantinos Englezakis,GRE,Swimming,2,0,0,0,0
Konstantinos Filippidis,GRE,Athletics,3,0,0,0,0
Konstantinos Galanidis,GRE,Water Polo,1,0,1,0,1
Konstantinos Genidounias,GRE,Water Polo,2,0,1,0,1
Konstantinos Gkiouvetsis,GRE,Water Polo,1,0,1,0,1
Konstantinos Mourikis,GRE,Water Polo,3,0,1,0,1
Konstanze Klosterhalfen,GER,Athletics,2,0,0,0,0
Kornel Beke,HUN,Canoe Sprint,2,0,0,0,0
Kornelia Fiedkiewicz,POL,Swimming,1,0,0,0,0
Kornelia Lesiewicz,POL,Athletics,1,1,0,0,1
Korntawat Samran,THA,Equestrian,2,0,0,0,0
Koryun Soghomonyan,ARM,Boxing,1,0,0,0,0
Kosei Tani,JPN,Football,1,0,0,0,0
Kosei Yamaguchi,JPN,Athletics,1,0,0,0,0
Kosovare Asllani,SWE,Football,3,0,2,0,2
Kosuke Hagino,JPN,Swimming,8,1,1,2,4
Kosuke Ikeda,JPN,Athletics,1,0,0,0,0
Kosuke Kanamaru,JPN,Basketball,1,0,0,0,0
Kota Watanabe,JPN,Hockey,1,0,0,0,0
Kotaro Mizumachi,JPN,Handball,1,0,0,0,0
Kotaro Takahashi,JPN,Swimming,1,0,0,0,0
Kotona Hayashi,JPN,Volleyball,1,0,0,0,0
Kotryna Teterevkova,LTU,Swimming,2,0,0,0,0
Kou Itakura,JPN,Football,1,0,0,0,0
Kouadio-yves Dabila,CIV,Football,1,0,0,0,0
Koudai Senga,JPN,Baseball/Softball,1,1,0,0,1
Koumba Larroque,FRA,Wrestling,1,0,0,0,0
Koung Kim,KOR,Volleyball,1,0,0,0,0
Koyo Aoyagi,JPN,Baseball/Softball,1,1,0,0,1
Kregor Zirk,EST,Swimming,4,0,0,0,0
Kris Thomas,USA,Rugby Sevens,1,0,0,0,0
Krista Tervo,FIN,Athletics,1,0,0,0,0
Kristaps Neretnieks,LAT,Equestrian,1,0,0,0,0
Kristel Kobrich,CHI,Swimming,2,0,0,0,0
Kristel Ngarlem,CAN,Weightlifting,1,0,0,0,0
Kristen Kit,CAN,Rowing,1,1,0,0,1
Kristen Paton,RSA,Hockey,1,0,0,0,0
Kristen Tsai,CAN,Badminton,1,0,0,0,0
Kristi Kirshe,USA,Rugby Sevens,1,0,0,0,0
Kristian Bjoernsen,NOR,Handball,1,0,0,0,0
Kristian Blummenfelt,NOR,Triathlon,1,1,0,0,1
Kristian Gkolomeev,GRE,Swimming,2,0,0,0,0
Kristian Karlsson,SWE,Table Tennis,3,0,0,0,0
Kristian Pulli,FIN,Athletics,1,0,0,0,0
Kristian Saeveraas,NOR,Handball,1,0,0,0,0
Kristie Mewis,USA,Football,1,0,0,1,1
Kristiina Makela,FIN,Athletics,1,0,0,0,0
Kristiina Maki,CZE,Athletics,1,0,0,0,0
Kristin Gierisch,GER,Athletics,2,0,0,0,0
Kristin Kuuba,EST,Badminton,1,0,0,0,0
Kristin Pudenz,GER,Athletics,1,0,1,0,1
Kristin Thorleifsdottir,SWE,Handball,1,0,0,0,0
Kristina Mladenovic,FRA,Tennis,7,0,0,0,0
Kristina Ovchinnikova,KAZ,Athletics,1,0,0,0,0
Kristina Seredina,ROC,Rugby Sevens,1,0,0,0,0
Kristina Shermetova,TKM,Weightlifting,1,0,0,0,0
Kristina Tomic,CRO,Taekwondo,1,0,0,0,0
Kristina Wagner,USA,Rowing,1,0,0,0,0
Kristina Walker,CAN,Rowing,1,0,0,0,0
Kristine Breistoel,NOR,Handball,1,0,0,1,1
Kristine Jimenez,PAN,Judo,1,0,0,0,0
Kristine O'brien,USA,Rowing,1,0,0,0,0
Kristine Pedersen,DEN,Golf,1,0,0,0,0
Kristjan Ceh,SLO,Athletics,1,0,0,0,0
Kristof Milak,HUN,Swimming,3,1,1,0,2
Kristof Rasovszky,HUN,Marathon Swimming,1,0,1,0,1
Kristoffer Brun,NOR,Rowing,3,0,0,1,1
Krists Neilands,LAT,Cycling Road,1,0,0,0,0
Kristyna Fleissnerova,CZE,Rowing,1,0,0,0,0
Kristyna Horska,CZE,Swimming,3,0,0,0,0
Krisztian Manhercz,HUN,Water Polo,1,0,0,1,1
Krisztian Toth,HUN,Judo,1,0,0,1,1
Krisztina Garda,HUN,Water Polo,1,0,0,1,1
Krogh Johannessen,NOR,Golf,1,0,0,0,0
Krysta Palmer,USA,Diving,2,0,0,1,1
Krystal Lara,DOM,Swimming,2,0,0,0,0
Krystalenia Gialama,GRE,Artistic Swimming,1,0,0,0,0
Krystsina Tsimanouskaya,BLR,Athletics,1,0,0,0,0
