Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year
Arnaud Gauthier-rat,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Clemence Vieira,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Julien Lyneel,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Lezana Placette,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Remi Bassereau,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Youssef Krou,FRA,Beach Volleyball,0,0,1,0,0,1,2024
Amina Zidani,FRA,Boxing,0,0,1,0,0,1,2024
Billal Bennama,FRA,Boxing,0,0,1,1,1,2,2024
Davina Michel,FRA,Boxing,0,0,1,0,0,1,2024
Djamili-dini Aboudou,FRA,Boxing,1,0,0,0,1,1,2024
Estelle Mossely,FRA,Boxing,0,1,1,0,1,2,2024
Maiva Hamadouche,FRA,Boxing,0,0,1,0,0,1,2024
Makan Traore,FRA,Boxing,0,0,1,0,0,1,2024
Mourad Aliev,FRA,Boxing,0,0,1,0,0,1,2024
Samuel Kistohurry,FRA,Boxing,0,0,1,0,0,1,2024
Sofiane Oumiha,FRA,Boxing,0,0,1,2,2,3,2024
Wassila Lkhadiri,FRA,Boxing,0,0,1,0,0,1,2024
CARLOTA,FRA,Breaking,0,0,1,0,0,1,2024
Dann Dany,FRA,Breaking,0,0,0,1,1,1,2024
LAGAET,FRA,Breaking,0,0,1,0,0,1,2024
SYSSY,FRA,Breaking,0,0,1,0,0,1,2024
Angele Hug,FRA,Canoe Slalom,0,0,0,1,1,1,2024
Boris Neveu,FRA,Canoe Slalom,0,0,2,0,0,2,2024
Camille Prigent,FRA,Canoe Slalom,0,0,2,0,0,2,2024
Marie-zelia Lafont,FRA,Canoe Slalom,0,0,1,0,0,1,2024
Marjorie Delassus,FRA,Canoe Slalom,0,0,2,0,0,2,2024
Martin Thomas,FRA,Canoe Slalom,0,0,1,0,0,1,2024
Nicolas Gestin,FRA,Canoe Slalom,0,1,0,0,1,1,2024
Titouan Castryck,FRA,Canoe Slalom,0,0,1,1,1,2,2024
Adrien Bart,FRA,Canoe Sprint,0,0,3,0,0,3,2024
Axelle Renard,FRA,Canoe Sprint,0,0,1,0,0,1,2024
Etienne Hubert,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Eugenie Dorange,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Guillaume Burger,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Lea Jamelot,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Loic Leonard,FRA,Canoe Sprint,0,0,1,0,0,1,2024
Manon Hostens,FRA,Canoe Sprint,0,0,5,0,0,5,2024
Maxime Beaumont,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Sarah Guyot,FRA,Canoe Sprint,0,0,2,0,0,2,2024
Vanina Paoletti,FRA,Canoe Sprint,0,0,3,0,0,3,2024
Adrien Bart,FRA,Canoeing,0,0,1,0,0,1,2024
Manon Hostens,FRA,Canoeing,0,0,1,0,0,1,2024
Maxime Beaumont,FRA,Canoeing,0,0,2,1,1,3,2024
Sarah Guyot,FRA,Canoeing,0,0,2,0,0,2,2024
Joris Daudet,FRA,Cycling,0,0,2,0,0,2,2024
Julian Alaphilippe,FRA,Cycling,0,0,2,0,0,2,2024
Manon Valentino,FRA,Cycling,0,0,1,0,0,1,2024
Thomas Boudat,FRA,Cycling,0,0,1,0,0,1,2024
Victor Koretzky,FRA,Cycling,0,0,1,0,0,1,2024
Anthony Jeanjean,FRA,Cycling BMX Freestyle,1,0,1,0,1,2,2024
Laury Perez,FRA,Cycling BMX Freestyle,0,0,1,0,0,1,2024
Arthur Pilard,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024
Axelle Etienne,FRA,Cycling BMX Racing,0,0,2,0,0,2,2024
Joris Daudet,FRA,Cycling BMX Racing,0,1,1,0,1,2,2024
Manon Valentino,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024
Romain Mahieu,FRA,Cycling BMX Racing,1,0,1,0,1,2,2024
Sylvain Andre,FRA,Cycling BMX Racing,0,0,1,1,1,2,2024
Tessa Martinez,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024
Jordan Sarrou,FRA,Cycling Mountain Bike,0,0,2,0,0,2,2024
Loana Lecomte,FRA,Cycling Mountain Bike,0,0,2,0,0,2,2024
Pauline Ferrand,FRA,Cycling Mountain Bike,0,1,1,0,1,2,2024
Victor Koretzky,FRA,Cycling Mountain Bike,0,0,1,1,1,2,2024
Audrey Cordon,FRA,Cycling Road,0,0,2,0,0,2,2024
Benoit Cosnefroy,FRA,Cycling Road,0,0,1,0,0,1,2024
Christophe Laporte,FRA,Cycling Road,1,0,0,0,1,1,2024
David Gaudu,FRA,Cycling Road,0,0,1,0,0,1,2024
Guillaume Martin,FRA,Cycling Road,0,0,1,0,0,1,2024
Julian Alaphilippe,FRA,Cycling Road,0,0,1,0,0,1,2024
Juliette Labous,FRA,Cycling Road,0,0,4,0,0,4,2024
Kenny Elissonde,FRA,Cycling Road,0,0,1,0,0,1,2024
Kevin Vauquelin,FRA,Cycling Road,0,0,2,0,0,2,2024
Remi Cavagna,FRA,Cycling Road,0,0,2,0,0,2,2024
Valentin Madouas,FRA,Cycling Road,0,0,0,1,1,1,2024
Victoire Berteau,FRA,"Cycling Road, Cycling Track",0,0,2,0,0,2,2024
Benjamin Thomas,FRA,Cycling Track,1,1,3,0,2,5,2024
Clara Copponi,FRA,Cycling Track,0,0,5,0,0,5,2024
Coralie Demay,FRA,Cycling Track,0,0,3,0,0,3,2024
Divine Kouame,FRA,Cycling Track,0,0,2,0,0,2,2024
Donavan Grondin,FRA,Cycling Track,1,0,1,0,1,2,2024
Florian Grengbo,FRA,Cycling Track,1,0,3,0,1,4,2024
Marion Borras,FRA,Cycling Track,0,0,3,0,0,3,2024
Mathilde Gros,FRA,Cycling Track,0,0,4,0,0,4,2024
Melvin Landerneau,FRA,Cycling Track,1,0,1,0,1,2,2024
Morgan Kneisky,FRA,Cycling Track,1,0,0,0,1,1,2024
Oscar Nilsson,FRA,Cycling Track,0,0,2,0,0,2,2024
Rayan Helal,FRA,Cycling Track,1,0,5,0,1,6,2024
Sebastien Vigier,FRA,Cycling Track,1,0,5,0,1,6,2024
Thomas Boudat,FRA,Cycling Track,0,0,3,0,0,3,2024
Thomas Denis,FRA,Cycling Track,0,0,1,0,0,1,2024
Valentin Tabellion,FRA,Cycling Track,0,0,2,0,0,2,2024
Valentine Fortin,FRA,Cycling Track,0,0,4,0,0,4,2024
Victoire Berteau,FRA,Cycling Track,0,0,3,0,0,3,2024
le Marie,FRA,Cycling Track,0,0,3,0,0,3,2024
Alais Kalonji,FRA,Diving,0,0,1,0,0,1,2024
Alexis Jandard,FRA,Diving,0,0,2,0,0,2,2024
Emily Hallifax,FRA,Diving,0,0,1,0,0,1,2024
Gary Hunt,FRA,Diving,0,0,1,0,0,1,2024
Gwendal Bisch,FRA,Diving,0,0,1,0,0,1,2024
Jade Gillet,FRA,Diving,0,0,1,0,0,1,2024
Jules Bouyer,FRA,Diving,0,0,2,0,0,2,2024
Juliette Landi,FRA,Diving,0,0,1,0,0,1,2024
Lois Szymczak,FRA,Diving,0,0,1,0,0,1,2024
Matthieu Rosset,FRA,Diving,0,0,3,0,0,3,2024
Nais Gillet,FRA,Diving,0,0,1,0,0,1,2024
Alexandre Ayache,FRA,Equestrian,0,0,4,0,0,4,2024
Christopher Six,FRA,Equestrian,1,0,1,0,1,2,2024
Corentin Pottier,FRA,Equestrian,0,0,2,0,0,2,2024
Florent Laghouag,FRA,Equestrian,0,0,3,1,1,4,2024
Julien Epaillard,FRA,Equestrian,1,0,1,0,1,2,2024
Kevin Staut,FRA,Equestrian,1,0,0,0,1,1,2024
Mathieu Billot,FRA,Equestrian,0,0,2,0,0,2,2024
Maxime Collard,FRA,Equestrian,0,0,2,0,0,2,2024
Morgan Barbancon,FRA,Equestrian,0,0,2,0,0,2,2024
Nicolas Delmotte,FRA,Equestrian,0,0,2,0,0,2,2024
Nicolas Touzaint,FRA,Equestrian,1,0,2,1,2,4,2024
Olivier Perreau,FRA,Equestrian,1,0,0,0,1,1,2024
Pauline Basquin,FRA,Equestrian,0,0,2,0,0,2,2024
Penelope Leprevost,FRA,Equestrian,0,0,2,0,0,2,2024
Simon Delestre,FRA,Equestrian,1,0,3,0,1,4,2024
Sophie Serre,FRA,Equestrian,0,0,1,0,0,1,2024
Stephane Landois,FRA,Equestrian,0,0,1,1,1,2,2024
Thomas Carlile,FRA,Equestrian,1,0,1,0,1,2,2024
le Gireg,FRA,Equestrian,0,0,1,1,1,2,2024
Kevin Staut,FRA,Equestrianism,0,1,3,0,1,4,2024
Nicolas Touzaint,FRA,Equestrianism,0,1,4,0,1,5,2024
Simon Delestre,FRA,Equestrianism,0,0,2,0,0,2,2024
Alexandra Louis-marie,FRA,Fencing,0,0,0,1,1,1,2024
Alexandre Bardenet,FRA,Fencing,0,0,2,0,0,2,2024
Anita Blaze,FRA,Fencing,0,0,3,1,1,4,2024
Astrid Guyart,FRA,Fencing,0,0,3,1,1,4,2024
Auriane Mallo-breton,FRA,Fencing,0,0,0,2,2,2,2024
Bolade Apithy,FRA,Fencing,1,0,2,0,1,3,2024
Cecilia Berder,FRA,Fencing,0,0,3,1,1,4,2024
Charlotte Lembach,FRA,Fencing,0,0,3,1,1,4,2024
Coraline Vitalis,FRA,Fencing,0,0,2,1,1,3,2024
Enzo Lefort,FRA,Fencing,1,1,2,0,2,4,2024
Eva Lacheray,FRA,Fencing,0,0,2,0,0,2,2024
Jean-philippe Patrice,FRA,Fencing,1,0,0,0,1,1,2024
Julien Mertine,FRA,Fencing,1,1,2,0,2,4,2024
Luidgi Midelton,FRA,Fencing,0,0,2,0,0,2,2024
Manon Apithy-brunet,FRA,Fencing,0,1,1,0,1,2,2024
Manon Brunet,FRA,Fencing,1,0,2,1,2,4,2024
Marie-florence Candassamy,FRA,Fencing,0,0,1,1,1,2,2024
Maxime Pauty,FRA,Fencing,1,1,2,0,2,4,2024
Maxime Pianfetti,FRA,Fencing,1,0,1,0,1,2,2024
Maximilien Chastanet,FRA,Fencing,1,0,0,0,1,1,2024
Paul Allegre,FRA,Fencing,0,0,1,0,0,1,2024
Pauline Ranvier,FRA,Fencing,0,0,3,1,1,4,2024
Romain Cannone,FRA,Fencing,0,1,3,0,1,4,2024
Ronan Gustin,FRA,Fencing,0,0,1,0,0,1,2024
Saoussen Boudiaf,FRA,Fencing,0,0,1,0,0,1,2024
Sara Balzer,FRA,Fencing,0,0,1,2,2,3,2024
Sarah Noutcha,FRA,Fencing,0,0,1,0,0,1,2024
Sebastien Patrice,FRA,Fencing,1,0,1,0,1,2,2024
Yannick Borel,FRA,Fencing,0,1,5,1,2,7,2024
Ysaora Thibus,FRA,Fencing,0,0,6,1,1,7,2024
le Erwann,FRA,Fencing,0,1,0,0,1,1,2024
Adrien Truffert,FRA,Football,0,0,0,1,1,1,2024
Alexandre Lacazette,FRA,Football,0,0,0,1,1,1,2024
Alexis Beka,FRA,Football,0,0,1,0,0,1,2024
Amandine Henry,FRA,Football,0,0,2,0,0,2,2024
Andre-pierre Gignac,FRA,Football,0,0,1,0,0,1,2024
Andy Diouf,FRA,Football,0,0,0,1,1,1,2024
Anthony Caci,FRA,Football,0,0,1,0,0,1,2024
Arnaud Kalimuendo,FRA,Football,0,0,0,1,1,1,2024
Arnaud Nordin,FRA,Football,0,0,1,0,0,1,2024
Bradley Locko,FRA,Football,0,0,0,1,1,1,2024
Castello Lukeba,FRA,Football,0,0,0,1,1,1,2024
Chrislain Matsima,FRA,Football,0,0,0,1,1,1,2024
Clement Michelin,FRA,Football,0,0,1,0,0,1,2024
Constance Picaud,FRA,Football,0,0,1,0,0,1,2024
Delphine Cascarino,FRA,Football,0,0,1,0,0,1,2024
Desire Doue,FRA,Football,0,0,0,1,1,1,2024
Dimitry Bertaud,FRA,Football,0,0,1,0,0,1,2024
Enzo Millot,FRA,Football,0,0,0,1,1,1,2024
Estelle Cascarino,FRA,Football,0,0,1,0,0,1,2024
Eve Perisset,FRA,Football,0,0,1,0,0,1,2024
Florian Thauvin,FRA,Football,0,0,1,0,0,1,2024
Grace Geyoro,FRA,Football,0,0,1,0,0,1,2024
Griedge Mbock,FRA,Football,0,0,1,0,0,1,2024
Guillaume Restes,FRA,Football,0,0,0,1,1,1,2024
Isaac Lihadji,FRA,Football,0,0,1,0,0,1,2024
Ismael Doukoure,FRA,Football,0,0,1,0,0,1,2024
Jean-philippe Mateta,FRA,Football,0,0,0,1,1,1,2024
Johann Lepenant,FRA,Football,0,0,0,1,1,1,2024
Joris Chotard,FRA,Football,0,0,0,1,1,1,2024
Kadidiatou Diani,FRA,Football,0,0,2,0,0,2,2024
Kenza Dali,FRA,Football,0,0,1,0,0,1,2024
Kiliann Sildillia,FRA,Football,0,0,0,1,1,1,2024
Loic Bade,FRA,Football,0,0,0,1,1,1,2024
Lucas Tousart,FRA,Football,0,0,1,0,0,1,2024
Maelle Lakrar,FRA,Football,0,0,1,0,0,1,2024
Maghnes Akliouche,FRA,Football,0,0,0,1,1,1,2024
Manu Kone,FRA,Football,0,0,0,1,1,1,2024
Marie-antoinette Katoto,FRA,Football,0,0,1,0,0,1,2024
Melvin Bard,FRA,Football,0,0,1,0,0,1,2024
Michael Olise,FRA,Football,0,0,0,1,1,1,2024
Modibo Sagnan,FRA,Football,0,0,1,0,0,1,2024
Nathanael Mbuku,FRA,Football,0,0,1,0,0,1,2024
Niels Nkounkou,FRA,Football,0,0,1,0,0,1,2024
Obed Nkambadio,FRA,Football,0,0,0,1,1,1,2024
Paul Bernardoni,FRA,Football,0,0,1,0,0,1,2024
Pauline Peyraud-magnin,FRA,Football,0,0,1,0,0,1,2024
Pierre Kalulu,FRA,Football,0,0,1,0,0,1,2024
Randal Kolo,FRA,Football,0,0,1,0,0,1,2024
Rayan Cherki,FRA,Football,0,0,0,1,1,1,2024
Sakina Karchaoui,FRA,Football,0,0,2,0,0,2,2024
Sandie Toletti,FRA,Football,0,0,1,0,0,1,2024
Sandy Baltimore,FRA,Football,0,0,1,0,0,1,2024
Selma Bacha,FRA,Football,0,0,1,0,0,1,2024
Soungoutou Magassa,FRA,Football,0,0,0,1,1,1,2024
Stefan Bajic,FRA,Football,0,0,1,0,0,1,2024
Teji Savanier,FRA,Football,0,0,1,0,0,1,2024
Timothee Pembele,FRA,Football,0,0,1,0,0,1,2024
Vicki Becho,FRA,Football,0,0,1,0,0,1,2024
Wendie Renard,FRA,Football,0,0,3,0,0,3,2024
de Elisa,FRA,Football,0,0,1,0,0,1,2024
le Enzo,FRA,Football,0,0,1,0,0,1,2024
le Eugenie,FRA,Football,0,0,1,0,0,1,2024
Antoine Rozner,FRA,Golf,0,0,1,0,0,1,2024
Celine Boutier,FRA,Golf,0,0,2,0,0,2,2024
Matthieu Pavon,FRA,Golf,0,0,1,0,0,1,2024
Perrine Delacour,FRA,Golf,0,0,2,0,0,2,2024
Romain Langasque,FRA,Golf,0,0,1,0,0,1,2024
Victor Perez,FRA,Golf,0,0,1,0,0,1,2024
Cyril Tommasone,FRA,Gymnastics,0,0,11,0,0,11,2024
Marine Boyer,FRA,Gymnastics,0,0,3,0,0,3,2024
Alexandra Lacrabere,FRA,Handball,0,1,0,0,1,1,2024
Alicia Toublanc,FRA,Handball,0,0,0,1,1,1,2024
Allison Pineau,FRA,Handball,0,1,1,1,2,3,2024
Amandine Leynaud,FRA,Handball,0,1,2,1,2,4,2024
Aymeric Minne,FRA,Handball,0,0,1,0,0,1,2024
Beatrice Edwige,FRA,Handball,0,1,0,0,1,1,2024
Blandine Dancette,FRA,Handball,0,1,1,1,2,3,2024
Chloe Valentini,FRA,Handball,0,1,0,1,2,2,2024
Cleopatre Darleux,FRA,Handball,0,1,0,1,2,2,2024
Coralie Lassource,FRA,Handball,0,1,0,1,2,2,2024
Dika Mem,FRA,Handball,0,1,1,0,1,2,2024
Dylan Nahi,FRA,Handball,0,0,1,0,0,1,2024
Elohim Prandi,FRA,Handball,0,0,1,0,0,1,2024
Estelle Nze,FRA,Handball,0,1,0,1,2,2,2024
Grace Zaadi,FRA,Handball,0,1,0,1,2,2,2024
Hatadou Sako,FRA,Handball,0,0,0,1,1,1,2024
Hugo Descat,FRA,Handball,0,1,1,0,1,2,2024
Kalidiatou Niakate,FRA,Handball,0,1,0,0,1,1,2024
Karl Konan,FRA,Handball,0,0,1,0,0,1,2024
Kentin Mahe,FRA,Handball,0,1,0,0,1,1,2024
Laura Flippes,FRA,Handball,0,1,0,1,2,2,2024
Laura Glauser,FRA,Handball,0,0,0,2,2,2,2024
Lena Grandveau,FRA,Handball,0,0,0,1,1,1,2024
Luc Abalo,FRA,Handball,0,3,0,1,4,4,2024
Lucie Granier,FRA,Handball,0,0,0,1,1,1,2024
Ludovic Fabregas,FRA,Handball,0,1,1,1,2,3,2024
Luka Karabatic,FRA,Handball,0,1,1,1,2,3,2024
Meline Nocandy,FRA,Handball,0,1,0,1,2,2,2024
Melvyn Richardson,FRA,Handball,0,1,1,0,1,2,2024
Michael Guigou,FRA,Handball,0,1,0,0,1,1,2024
Nedim Remili,FRA,Handball,0,1,1,0,1,2,2024
Nicolas Tournat,FRA,Handball,0,1,1,0,1,2,2024
Nikola Karabatic,FRA,Handball,0,3,2,1,4,6,2024
Oceane Sercien,FRA,Handball,0,1,0,0,1,1,2024
Onacia Ondono,FRA,Handball,0,0,0,1,1,1,2024
Orlane Kanor,FRA,Handball,0,0,0,1,1,1,2024
Pauletta Foppa,FRA,Handball,0,1,0,1,2,2,2024
Pauline Coatanea,FRA,Handball,0,1,0,0,1,1,2024
Remi Desbonnet,FRA,Handball,0,0,1,0,0,1,2024
Romain Lagarde,FRA,Handball,0,1,0,0,1,1,2024
Sarah Bouktit,FRA,Handball,0,0,0,1,1,1,2024
Tamara Horacek,FRA,Handball,0,0,0,2,2,2,2024
Timothey Nguessan,FRA,Handball,0,1,0,0,1,1,2024
Valentin Porte,FRA,Handball,0,1,1,1,2,3,2024
Vincent Gerard,FRA,Handball,0,1,1,0,1,2,2024
Yanis Lenne,FRA,Handball,0,0,1,0,0,1,2024
Yann Genty,FRA,Handball,0,1,0,0,1,1,2024
Albane Garot,FRA,Hockey,0,0,1,0,0,1,2024
Amaury Bellenger,FRA,Hockey,0,0,1,0,0,1,2024
Arthur Thieffry,FRA,Hockey,0,0,1,0,0,1,2024
Blaise Rogeau,FRA,Hockey,0,0,1,0,0,1,2024
Brieuc Delemazure,FRA,Hockey,0,0,1,0,0,1,2024
Catherine Clot,FRA,Hockey,0,0,1,0,0,1,2024
Charles Masson,FRA,Hockey,0,0,1,0,0,1,2024
Cristoforo Peters-deutz,FRA,Hockey,0,0,1,0,0,1,2024
Delfina Gaspari,FRA,Hockey,0,0,1,0,0,1,2024
Eliot Curty,FRA,Hockey,0,0,1,0,0,1,2024
Emma Ponthieu,FRA,Hockey,0,0,1,0,0,1,2024
Etienne Tynevez,FRA,Hockey,0,0,1,0,0,1,2024
Eve Verzura,FRA,Hockey,0,0,1,0,0,1,2024
Francois Goyet,FRA,Hockey,0,0,1,0,0,1,2024
Gabrielle Verrier,FRA,Hockey,0,0,1,0,0,1,2024
Gaspard Baumgarten,FRA,Hockey,0,0,1,0,0,1,2024
Gaspard Xavier,FRA,Hockey,0,0,1,0,0,1,2024
Ines Lardeur,FRA,Hockey,0,0,1,0,0,1,2024
Lucas Montecot,FRA,Hockey,0,0,1,0,0,1,2024
Lucie Ehrmann,FRA,Hockey,0,0,1,0,0,1,2024
Mathilde Duffrene,FRA,Hockey,0,0,1,0,0,1,2024
Mathilde Petriaux,FRA,Hockey,0,0,1,0,0,1,2024
Matteo Desgouillons,FRA,Hockey,0,0,1,0,0,1,2024
Mickaela Lahlah,FRA,Hockey,0,0,1,0,0,1,2024
Noe Jouin,FRA,Hockey,0,0,1,0,0,1,2024
Philippine Delemazure,FRA,Hockey,0,0,1,0,0,1,2024
Simon Martin-brisac,FRA,Hockey,0,0,1,0,0,1,2024
Tessa-margot Schubert,FRA,Hockey,0,0,1,0,0,1,2024
Timothee Clement,FRA,Hockey,0,0,1,0,0,1,2024
Victoire Arnaud,FRA,Hockey,0,0,1,0,0,1,2024
Victor Charlet,FRA,Hockey,0,0,1,0,0,1,2024
Viktor Lockwood,FRA,Hockey,0,0,1,0,0,1,2024
Yohanna Lhopital,FRA,Hockey,0,0,1,0,0,1,2024
le Paola,FRA,Hockey,0,0,1,0,0,1,2024
van Guusje,FRA,Hockey,0,0,1,0,0,1,2024
Alexandre Iddir,FRA,Judo,0,1,2,0,1,3,2024
Amandine Buchard,FRA,Judo,1,2,0,1,4,4,2024
Aurelien Diesse,FRA,Judo,0,1,1,0,1,2,2024
Axel Clerget,FRA,Judo,0,1,1,0,1,2,2024
Clarisse Agbegnenou,FRA,Judo,1,3,0,1,5,5,2024
Eve Gahie,FRA,Judo,0,1,1,0,1,2,2024
Guillaume Chaine,FRA,Judo,0,1,1,0,1,2,2024
Joan-benjamin Gaba,FRA,Judo,0,1,0,1,2,2,2024
Leonie Cysique,FRA,Judo,1,2,0,1,4,4,2024
Luka Mkheidze,FRA,Judo,1,1,0,1,3,3,2024
Madeleine Malonga,FRA,Judo,0,2,1,1,3,4,2024
Margaux Pinot,FRA,Judo,0,1,1,0,1,2,2024
Maxime-gael Ngayap,FRA,Judo,1,1,0,0,2,2,2024
Oumar Djalo,FRA,Judo,0,1,1,0,1,2,2024
Romane Dicko,FRA,Judo,2,2,0,0,4,4,2024
Shirine Boukli,FRA,Judo,1,1,1,0,2,3,2024
Teddy Riner,FRA,Judo,2,5,0,0,7,7,2024
Walide Khyar,FRA,Judo,0,1,2,0,1,3,2024
le Kilian,FRA,Judo,0,1,1,0,1,2,2024
Alexandra Feracci,FRA,Karate,0,0,1,0,0,1,2024
Leila Heurtault,FRA,Karate,0,0,1,0,0,1,2024
da Steven,FRA,Karate,0,1,0,0,1,1,2024
Caroline Jouisse,FRA,Marathon Swimming,0,0,1,0,0,1,2024
David Aubry,FRA,Marathon Swimming,0,0,1,0,0,1,2024
Lara Grangeon,FRA,Marathon Swimming,0,0,1,0,0,1,2024
Logan Fontaine,FRA,Marathon Swimming,0,0,1,0,0,1,2024
Marc-antoine Olivier,FRA,Marathon Swimming,0,0,2,0,0,2,2024
Oceane Cassignol,FRA,Marathon Swimming,0,0,1,0,0,1,2024
Elodie Clouvel,FRA,Modern Pentathlon,0,0,1,1,1,2,2024
Jean-baptiste Mourcia,FRA,Modern Pentathlon,0,0,1,0,0,1,2024
Marie Oteiza,FRA,Modern Pentathlon,0,0,2,0,0,2,2024
Valentin Belaud,FRA,Modern Pentathlon,0,0,2,0,0,2,2024
Valentin Prades,FRA,Modern Pentathlon,0,0,3,0,0,3,2024
Ainhoa Dot,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Celia Joseph-noel,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Helene Karbanov,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Justine Lavit,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Lozea Vilarino,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Manelle Inaho,FRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024
Benoit Brunet,FRA,Rowing,0,0,1,0,0,1,2024
Claire Bove,FRA,Rowing,0,0,1,1,1,2,2024
Elodie Ravera,FRA,Rowing,0,0,1,0,0,1,2024
Elodie Ravera-scaramozzino,FRA,Rowing,0,0,1,0,0,1,2024
Emma Lunatti,FRA,Rowing,0,0,2,0,0,2,2024
Ferdinand Ludwig,FRA,Rowing,0,0,1,0,0,1,2024
Guillaume Turlan,FRA,Rowing,0,0,2,0,0,2,2024
Helene Lefebvre,FRA,Rowing,0,0,1,0,0,1,2024
Hugo Beurey,FRA,Rowing,0,0,1,0,0,1,2024
Hugo Boucheron,FRA,Rowing,0,1,2,0,1,3,2024
Laura Tarantola,FRA,Rowing,0,0,1,1,1,2,2024
Margaux Bailleul,FRA,Rowing,0,0,1,0,0,1,2024
Marie Jacquet,FRA,Rowing,0,0,1,0,0,1,2024
Matthieu Androdias,FRA,Rowing,0,1,3,0,1,4,2024
Teo Rayet,FRA,Rowing,0,0,1,0,0,1,2024
Thibaud Turlan,FRA,Rowing,0,0,2,0,0,2,2024
Violaine Aernoudts,FRA,Rowing,0,0,1,0,0,1,2024
Aaron Grandidier,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Andy Timo,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Anne-cecile Ciofani,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Antoine Dupont,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Antoine Zeghdar,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Camille Grassineau,FRA,Rugby Sevens,0,0,2,1,1,3,2024
Carla Neisen,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Caroline Drouin,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Chloe Jacquet,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Chloe Pelle,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Coralie Bertrand,FRA,Rugby Sevens,0,0,0,1,1,1,2024
Fanny Horta,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Ian Jason,FRA,Rugby Sevens,0,0,1,0,0,1,2024
Jade Ulutule,FRA,Rugby Sevens,0,0,0,1,1,1,2024
Jefferson-lee Joseph,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Joanna Grisez,FRA,Rugby Sevens,0,0,1,0,0,1,2024
Jordan Sepho,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Lili Dezou,FRA,Rugby Sevens,0,0,1,0,0,1,2024
Lina Guerin,FRA,Rugby Sevens,0,0,0,1,1,1,2024
Lou Noel,FRA,Rugby Sevens,0,0,1,0,0,1,2024
Nassira Konde,FRA,Rugby Sevens,0,0,0,1,1,1,2024
Nelson Epee,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Pascal Barraque,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Paulin Riva,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Rayan Rebbadj,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Seraphine Okemba,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Shannon Izar,FRA,Rugby Sevens,0,0,1,1,1,2,2024
Stephen Parez,FRA,Rugby Sevens,0,1,1,0,1,2,2024
Theo Forner,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Varian Pasquet,FRA,Rugby Sevens,0,1,0,0,1,1,2024
Yolaine Yengo,FRA,Rugby Sevens,0,0,1,0,0,1,2024
Albane Dubois,FRA,Sailing,0,0,1,0,0,1,2024
Aloise Retornaz,FRA,Sailing,1,0,0,0,1,1,2024
Axel Mazella,FRA,Sailing,0,0,1,0,0,1,2024
Baptiste Bernaz,FRA,Sailing,0,0,1,0,0,1,2024
Camille Lecointre,FRA,Sailing,2,0,2,0,2,4,2024
Charline Picon,FRA,Sailing,1,1,1,1,3,4,2024
Clement Pequin,FRA,Sailing,0,0,1,0,0,1,2024
Emile Amoros,FRA,Sailing,0,0,1,0,0,1,2024
Erwan Fischer,FRA,Sailing,0,0,1,0,0,1,2024
Helene Noesmoen,FRA,Sailing,0,0,1,0,0,1,2024
Jean-baptiste Bernaz,FRA,Sailing,0,0,1,0,0,1,2024
Jeremie Mion,FRA,Sailing,0,0,2,0,0,2,2024
Kevin Peponnet,FRA,Sailing,0,0,1,0,0,1,2024
Lauriane Nolot,FRA,Sailing,0,0,0,1,1,1,2024
