NOC,Name,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
GER,Sara Doorsoun,1,0,0,1
GER,Sara Gambetta,0,0,0,0
GER,Sarah Bruessler,1,0,1,0
GER,Sarah Kohler,1,0,0,1
GER,Sarah Voss,0,0,0,0
GER,Sarah Wachter,0,0,0,0
GER,Sarai Linder,1,0,0,1
GER,Saskia Feige,0,0,0,0
GER,Saskia Oettinghaus,0,0,0,0
GER,Satou Sabally,0,0,0,0
GER,Sebastian Brendel,1,0,0,1
GER,Sebastian Heymann,1,0,1,0
GER,Sebastian Koerdel,0,0,0,0
GER,Sebastian Seidl,1,0,0,1
GER,Selin Oruz,0,0,0,0
GER,Shiloh Eikermann,0,0,0,0
GER,Sideris Tasiadis,1,0,0,1
GER,Simon Batz,0,0,0,0
GER,Simon Diesch,0,0,0,0
GER,Simon Geschke,0,0,0,0
GER,Sjoeke Nuesken,1,0,0,1
GER,Skadi Schier,0,0,0,0
GER,Soenke Kruse,0,0,0,0
GER,Soenke Rothenberger,1,1,0,0
GER,Soeren Klose,0,0,0,0
GER,Sonja Greinacher,1,1,0,0
GER,Sonja Zimmermann,0,0,0,0
GER,Sophia Junk,1,0,0,1
GER,Sophia Popov,0,0,0,0
GER,Sophia Spelmeyer-preuss,0,0,0,0
GER,Sophie Friedrich,1,0,1,0
GER,Sophie Grabosch,1,0,1,0
GER,Sophie Koch,0,0,0,0
GER,Sophie Weissenberg,0,0,0,0
GER,Stefan Boetticher,0,0,0,0
GER,Stefan Hengst,0,0,0,0
GER,Steffen Weinhold,0,0,0,0
GER,Stephan Jaeger,0,0,0,0
GER,Stephan Krueger,0,0,0,0
GER,Steven Muller,0,0,0,0
GER,Stine Kurz,0,0,0,0
GER,Sultanovic Schachidov,0,0,0,0
GER,Susann Beucke,1,0,1,0
GER,Sven Korte,0,0,0,0
GER,Sven Schwarz,0,0,0,0
GER,Sven Thiele,0,0,0,0
GER,Svend Brodersen,0,0,0,0
GER,Svenja Brunckhorst,1,1,0,0
GER,Svenja Mueller,0,0,0,0
GER,Svenja Weger,0,0,0,0
GER,Sydney Lohmann,1,0,0,1
GER,Tabea Schendekehl,1,0,0,1
GER,Tamara Korpatsch,0,0,0,0
GER,Tatjana Maria,0,0,0,0
GER,Tatjana Pinto,0,0,0,0
GER,Teo Hinrichs,1,0,1,0
GER,Theo Reinhardt,0,0,0,0
GER,Theresa Stoll,1,0,0,1
GER,Thies Prinz,1,0,1,0
GER,Thomas Ploessel,1,0,0,1
GER,Till Steinforth,0,0,0,0
GER,Tim Elter,0,0,0,0
GER,Tim Hecker,1,0,0,1
GER,Tim Hellwig,0,0,0,0
GER,Tim Hornke,1,0,1,0
GER,Tim Puetz,0,0,0,0
GER,Tim-ole Naske,0,0,0,0
GER,Timo Barthel,0,0,0,0
GER,Timo Bichler,0,0,0,0
GER,Timo Boll,1,0,1,0
GER,Timo Cavelius,0,0,0,0
GER,Timo Eder,0,0,0,0
GER,Timo Kastening,0,0,0,0
GER,Timo Sorgius,0,0,0,0
GER,Timur Oruz,0,0,0,0
GER,Tina Dietze,0,0,0,0
GER,Tina Lutz,1,0,1,0
GER,Tina Punzel,1,0,0,1
GER,Tobias Brand,0,0,0,0
GER,Tobias Buck-gramcko,0,0,0,0
GER,Tobias Krick,0,0,0,0
GER,Tobias Lange,0,0,0,0
GER,Tobias Potye,0,0,0,0
GER,Tom Grambusch,1,0,1,0
GER,Tom Liebscher,1,1,0,0
GER,Tom Liebscher-lucz,1,1,0,0
GER,Torben Blech,0,0,0,0
GER,Torben Johannesen,1,0,1,0
GER,Torben Junker,0,0,0,0
GER,Torn Teutenberg,0,0,0,0
GER,Tristan Schwandke,0,0,0,0
GER,Trixi Worrack,0,0,0,0
GER,Tyler Edtmayer,0,0,0,0
GER,Tyrel Prenz,0,0,0,0
GER,Uwe Gensheimer,0,0,0,0
GER,Vanessa Grimm,0,0,0,0
GER,Velten Schneider,0,0,0,0
GER,Viktoria Huse,0,0,0,0
GER,Viola Leuchter,0,0,0,0
GER,Vivien Endemann,1,0,0,1
GER,Wolf-niclas Schroeder,0,0,0,0
GER,Xenia Smits,0,0,0,0
GER,Xiaona Shan,0,0,0,0
GER,Yannick Flohe,0,0,0,0
GER,Yannick Wolf,0,0,0,0
GER,Yemisi Ogunleye,1,1,0,0
GER,Ying Han,0,0,0,0
GER,Yisak Kejeta,0,0,0,0
GER,Yuan Wan,0,0,0,0
GER,Yvonne Li,0,0,0,0
GER,da Oscar,0,0,0,0
GER,von Jessica,4,4,0,0
GHA,Abdul-rasheed Saminu,0,0,0,0
GHA,Abeku Jackson,0,0,0,0
GHA,Amoanimaa Yeboah,0,0,0,0
GHA,Benjamin Azamati,0,0,0,0
GHA,Benjamin Azamati-kwaku,0,0,0,0
GHA,Christian Amoah,0,0,0,0
GHA,Emmanuel Yeboah,0,0,0,0
GHA,Harry Stacey,0,0,0,0
GHA,Ibrahim Fuseini,0,0,0,0
GHA,Isaac Botsio,0,0,0,0
GHA,Joselle Mensah,0,0,0,0
GHA,Joseph Oduro,0,0,0,0
GHA,Kwabla Gadayi,0,0,0,0
GHA,Kwadjo Anani,0,0,0,0
GHA,Nadia Eke,0,0,0,0
GHA,Paul Amoah,0,0,0,0
GHA,Samuel Takyi,1,0,0,1
GHA,Sarfo Ansah,0,0,0,0
GHA,Sean Safo-antwi,0,0,0,0
GHA,Shakul Samed,0,0,0,0
GHA,Tetteh Sulemanu,0,0,0,0
GHA,Unilez Takyi,0,0,0,0
GRE,Aikaterini Divari,0,0,0,0
GRE,Aikaterini Stefanidi,0,0,0,0
GRE,Alexandra Asimaki,0,0,0,0
GRE,Alexandros Maramenidis,0,0,0,0
GRE,Alexandros Papamichail,0,0,0,0
GRE,Alexandros Papanastasiou,1,0,1,0
GRE,Alexios Ntanatsidis,0,0,0,0
GRE,Andreas Vazaios,0,0,0,0
GRE,Andriana Misikevych,0,0,0,0
GRE,Angelos Vlachopoulos,1,0,1,0
GRE,Anna Korakaki,0,0,0,0
GRE,Anna Ntountounaki,0,0,0,0
GRE,Anneta Kyridou,0,0,0,0
GRE,Antigoni Ntrismpioti,0,0,0,0
GRE,Antonios Papakonstantinou,1,0,0,1
GRE,Apostolos Christou,1,0,1,0
GRE,Apostolos Papastamos,0,0,0,0
GRE,Apostolos Siskos,0,0,0,0
GRE,Ariadni Adamopoulou,0,0,0,0
GRE,Athanasios Kynigakis,0,0,0,0
GRE,Byron Kokkalanis,0,0,0,0
GRE,Charalambos Chalkiadakis,0,0,0,0
GRE,Charalampos Kynigakis,0,0,0,0
GRE,Christina Bourmpou,0,0,0,0
GRE,Christina Moschi,0,0,0,0
GRE,Christodoulos Kolomvos,1,0,1,0
GRE,Christos Frantzeskakis,0,0,0,0
GRE,Christos Volikakis,0,0,0,0
GRE,Chrysoula Anagnostopoulou,0,0,0,0
GRE,Chrysoula Diamantopoulou,0,0,0,0
GRE,Dauren Kurugliev,1,0,0,1
GRE,Despoina Papamichail,0,0,0,0
GRE,Dimitra Giannopoulou,0,0,0,0
GRE,Dimitra Kontou,1,0,0,1
GRE,Dimitrios Markos,0,0,0,0
GRE,Dimitrios Nikolaidis,0,0,0,0
GRE,Dimitrios Skoumpakis,1,0,1,0
GRE,Dimitrios Tsiamis,0,0,0,0
GRE,Dimitris Moraitis,0,0,0,0
GRE,Dinos Mitoglou,0,0,0,0
GRE,Efraim Ntoumas,0,0,0,0
GRE,Efstathios Kalogeropoulos,0,0,0,0
GRE,Efthimios Mitas,0,0,0,0
GRE,Eirini Ninou,0,0,0,0
GRE,Eleftheria Plevritou,0,0,0,0
GRE,Eleftherios Petrounias,2,0,0,2
GRE,Eleni Fragkaki,0,0,0,0
GRE,Eleni Xenaki,0,0,0,0
GRE,Eleni-klaoudia Polak,0,0,0,0
GRE,Elina Tzengko,0,0,0,0
GRE,Elisavet Pesiridou,0,0,0,0
GRE,Elisavet Teltsidou,0,0,0,0
GRE,Emilia Tsoulfa,0,0,0,0
GRE,Emmanouela Katzouraki,0,0,0,0
GRE,Emmanouil Karalis,1,0,0,1
GRE,Emmanouil Spanakis,0,0,0,0
GRE,Emmanouil Stamou,0,0,0,0
GRE,Emmanouil Zerdevas,1,0,1,0
GRE,Evangelia Anastasiadou,0,0,0,0
GRE,Evangelia Malkogeorgou,0,0,0,0
GRE,Evangelia Papazoglou,0,0,0,0
GRE,Evangelia Platanioti,0,0,0,0
GRE,Evangelia Psarra,0,0,0,0
GRE,Evangelos Makrygiannis,0,0,0,0
GRE,Eyaggelos Makrygiannis,0,0,0,0
GRE,Fani Tzeli,0,0,0,0
GRE,Georgia Damasioti,0,0,0,0
GRE,Georgia Vasilopoulou,0,0,0,0
GRE,Georgios Bouglas,0,0,0,0
GRE,Georgios Dervisis,1,0,1,0
GRE,Georgios Kougioumtsidis,0,0,0,0
GRE,Georgios Papagiannis,0,0,0,0
GRE,Georgios Pilidis,0,0,0,0
GRE,Giannis Antetokounmpo,0,0,0,0
GRE,Giannoulis Larentzakis,0,0,0,0
GRE,Ioanna Bourmpou,0,0,0,0
GRE,Ioanna Chydirioti,0,0,0,0
GRE,Ioanna Stamatopoulou,0,0,0,0
GRE,Ioannis Fountoulis,1,0,1,0
GRE,Ioannis Mitakis,0,0,0,0
GRE,Ioli Mytilineou,0,0,0,0
GRE,Irini Vasiliou,0,0,0,0
GRE,Katerina Stefanidi,0,0,0,0
GRE,Kiriaki Filitisakou,0,0,0,0
GRE,Konstadinos Meretsolias,0,0,0,0
GRE,Konstantinos Douvalidis,0,0,0,0
GRE,Konstantinos Englezakis,0,0,0,0
GRE,Konstantinos Filippidis,0,0,0,0
GRE,Konstantinos Galanidis,1,0,1,0
GRE,Konstantinos Genidounias,1,0,1,0
GRE,Konstantinos Gkiouvetsis,1,0,1,0
GRE,Konstantinos Kakaris,0,0,0,0
GRE,Konstantinos Mourikis,1,0,1,0
GRE,Kostas Papanikolaou,0,0,0,0
GRE,Kristian Gkolomeev,0,0,0,0
GRE,Krystalenia Gialama,0,0,0,0
GRE,Lela Alzigkouzi,0,0,0,0
GRE,Margarita Plevritou,0,0,0,0
GRE,Maria Kyridou,0,0,0,0
GRE,Maria Myriokefalitaki,0,0,0,0
GRE,Maria Patra,0,0,0,0
GRE,Maria Prevolaraki,0,0,0,0
GRE,Maria Sakkari,0,0,0,0
GRE,Marios Bilas,0,0,0,0
GRE,Marios Kapotsis,1,0,1,0
GRE,Michail Anastasakis,0,0,0,0
GRE,Miltiadis Tentoglou,2,2,0,0
GRE,Nick Calathes,0,0,0,0
GRE,Nikolaos Gkillas,0,0,0,0
GRE,Nikolaos Mavrommatis,0,0,0,0
GRE,Nikoleta Eleftheriadou,0,0,0,0
GRE,Nikoleta Kyriakopoulou,0,0,0,0
GRE,Nikos Chougkaz,0,0,0,0
GRE,Odyssefs Meladinis,0,0,0,0
GRE,Panagiota Dosi,0,0,0,0
GRE,Panagiota Tsinopoulou,0,0,0,0
GRE,Panagiotis Bolanos,0,0,0,0
GRE,Panagiotis Gionis,0,0,0,0
GRE,Panagiotis Kalaitzakis,0,0,0,0
GRE,Panagiotis Mantis,0,0,0,0
GRE,Panagiotis Tzortzatos,0,0,0,0
GRE,Paraskevi Papachristou,0,0,0,0
GRE,Paraskevi Spanaki,0,0,0,0
GRE,Pavlos Kagialis,0,0,0,0
GRE,Periklis Ilias,0,0,0,0
GRE,Petros Gkaidatzis,1,0,0,1
GRE,Petros Tsitsipas,0,0,0,0
GRE,Pinelopi Karamesiou,0,0,0,0
GRE,Polychronis Tzortzakis,0,0,0,0
GRE,Polyniki Emmanouilidou,0,0,0,0
GRE,Rafalia Spanoudaki,0,0,0,0
GRE,Spyridon Papanikolaou,0,0,0,0
GRE,Stamatia Scarvelis,0,0,0,0
GRE,Stefanos Ntouskos,1,1,0,0
GRE,Stefanos Tsitsipas,0,0,0,0
GRE,Stylianos Argyropoulos,1,0,1,0
GRE,Tatiana Gusin,0,0,0,0
GRE,Theodora Drakou,0,0,0,0
GRE,Theodora Gkountoura,0,0,0,0
GRE,Theodoros Iakovidis,0,0,0,0
GRE,Theodoros Tselidis,1,0,0,1
GRE,Thomas Walkup,0,0,0,0
GRE,Vasileia Karachaliou,0,0,0,0
GRE,Vasiliki Plevritou,0,0,0,0
GRE,Vasilis Charalampopoulos,0,0,0,0
GRE,Vasilis Toliopoulos,0,0,0,0
GRE,Vyron Kokkalanis,0,0,0,0
GRE,Zoi Fitsiou,1,0,0,1
GRN,Anderson Peters,1,0,0,1
GRN,Delron Felix,0,0,0,0
GRN,Halle Hazzard,0,0,0,0
GRN,Kimberly Ince,0,0,0,0
GRN,Kirani James,1,0,0,1
GRN,Lindon Victor,1,0,0,1
GRN,Meleni Rodney,0,0,0,0
GRN,Tilly Collymore,0,0,0,0
GRN,Zackary Gresham,0,0,0,0
GUA,Adriana Ruano,1,1,0,0
GUA,Alberto Gonzalez,0,0,0,0
GUA,Alejandra Sotomayor,0,0,0,0
GUA,Alejandro Barrondo,0,0,0,0
GUA,Andres Fernandez,0,0,0,0
GUA,Angel Sanchez,0,0,0,0
GUA,Bernabe Barrondo,0,0,0,0
GUA,Carlos Martinez,0,0,0,0
GUA,Charles Fernandez,0,0,0,0
GUA,Erick Gordillo,0,0,0,0
GUA,Gabriela Santis,0,0,0,0
GUA,I Maegli,0,0,0,0
GUA,Isabella Maegli,0,0,0,0
GUA,Jacqueline Solis,0,0,0,0
GUA,Jennieffer Zuniga,0,0,0,0
GUA,Jose Ortiz,0,0,0,0
GUA,Jose Ramos,0,0,0,0
GUA,Juan Maegli,0,0,0,0
GUA,Kevin Cordon,0,0,0,0
GUA,Lucero Mejia,0,0,0,0
GUA,Luis Grijalva,0,0,0,0
GUA,Mariandree Chacon,0,0,0,0
GUA,Mayra Perez,0,0,0,0
GUA,Mirna Ortiz,0,0,0,0
GUA,Oseas Rodas,0,0,0,0
GUA,Oswaldo Calel,0,0,0,0
GUA,Pierre Brol,1,0,0,1
GUA,Ramon Schaeffer,0,0,0,0
GUA,Scarleth Ucelo,0,0,0,0
GUA,Sebastian Bermudez,0,0,0,0
GUA,Sophia Hernandez,0,0,0,0
GUA,Uriel Barrondo,0,0,0,0
GUA,Waleska Soto,0,0,0,0
GUA,Yulisa Lopez,0,0,0,0
GUI,Abdoulaye Toure,0,0,0,0
GUI,Algassime Bah,0,0,0,0
GUI,Aliou Balde,0,0,0,0
GUI,Amadou Diallo,0,0,0,0
GUI,Amadou Diawara,0,0,0,0
GUI,Bangaly Cisse,0,0,0,0
GUI,Cherif Camara,0,0,0,0
GUI,Deen Conte,0,0,0,0
GUI,Fatoumata Sylla,0,0,0,0
GUI,Henry Camara,0,0,0,0
GUI,Issiaga Camara,0,0,0,0
GUI,Jolie Bah,0,0,0,0
GUI,Madiou Keita,0,0,0,0
GUI,Mamadou Bah,0,0,0,0
GUI,Mariama Toure,0,0,0,0
GUI,Mariana Esteves,0,0,0,0
GUI,Marie Branser,0,0,0,0
GUI,Mohamed Soumah,0,0,0,0
GUI,Moriba Ilaix,0,0,0,0
GUI,Mory Keita,0,0,0,0
GUI,N'gnane Diallo,0,0,0,0
GUI,Naby Keita,0,0,0,0
GUI,Naby Oulare,0,0,0,0
GUI,Ousmane Camara,0,0,0,0
GUI,Rayane Doucoure,0,0,0,0
GUI,Safiatou Acquaviva,0,0,0,0
GUI,Samba Bah,0,0,0,0
GUI,Soumaila Sylla,0,0,0,0
GUI,Tidiany Bangoura,0,0,0,0
GUI,Yarie Camara,0,0,0,0
GUM,Jagger Stephens,0,0,0,0
GUM,Joseph Green,0,0,0,0
GUM,Joshter Andrew,0,0,0,0
GUM,Kurotori Gomez,0,0,0,0
GUM,Manami Iijima,0,0,0,0
GUM,Maria Escano,0,0,0,0
GUM,Raina Taitingfong,0,0,0,0
GUM,Ramos Aquino,0,0,0,0
GUM,Regine Tugade-watson,0,0,0,0
GUM,Velasco Lagatao,0,0,0,0
GUY,Aleka Persaud,0,0,0,0
GUY,Aliyah Abrams,0,0,0,0
GUY,Andrew Fowler,0,0,0,0
GUY,Chelsea Edghill,0,0,0,0
GUY,Emanuel Archibald,0,0,0,0
GUY,Jasmine Abrams,0,0,0,0
GUY,Jibril Noel,0,0,0,0
GUY,Keevin Allicock,0,0,0,0
GUY,Kylela Persaud,0,0,0,0
HAI,Abel Metellus,0,0,0,0
HAI,Alexandre Grand'pierre,0,0,0,0
HAI,Cedrick Belony-duliepre,0,0,0,0
HAI,Christopher Borzor,0,0,0,0
HAI,Darrelle Valsaint,0,0,0,0
HAI,Davidson Vincent,0,0,0,0
HAI,Emelia Chatfield,0,0,0,0
HAI,Faith Grand,0,0,0,0
HAI,Lauren Lee,0,0,0,0
HAI,Lynnzee Brown,0,0,0,0
HAI,Mayah Chouloute,0,0,0,0
HAI,Mulern Jean,0,0,0,0
HAI,Sabiana Anestor,0,0,0,0
HKG,Angus Ng,0,0,0,0
HKG,Bernadette Haughey,4,0,2,2
HKG,Chengzhu Zhu,0,0,0,0
HKG,Ching Lee,1,0,0,1
HKG,Ching Ma,0,0,0,0
HKG,Chun Chiu,0,0,0,0
HKG,Cindy Cheung,0,0,0,0
HKG,Coco Lin,0,0,0,0
HKG,Daphne Chan,0,0,0,0
HKG,Fung Choy,0,0,0,0
HKG,Fung Lo,0,0,0,0
HKG,Grace Lau,1,0,0,1
HKG,Hang Ho,0,0,0,0
HKG,Hang Lam,0,0,0,0
HKG,Happy Lo,0,0,0,0
HKG,Heffernan Ho,0,0,0,0
HKG,Hei Diu,0,0,0,0
HKG,Hung Shek,0,0,0,0
HKG,Jessica Lee,0,0,0,0
HKG,Kem Doo,1,0,0,1
HKG,Kit Ho,0,0,0,0
HKG,Lam Tam,0,0,0,0
HKG,Lam Yeung,0,0,0,0
HKG,Lawrence Ng,0,0,0,0
HKG,Lee Wong,0,0,0,0
HKG,Long Cheung,2,2,0,0
HKG,Long Ng,0,0,0,0
HKG,Luke Sakai,0,0,0,0
HKG,Lun Cheung,0,0,0,0
HKG,Man Tang,0,0,0,0
HKG,Mei Cheng,0,0,0,0
HKG,Mei Yeung,0,0,0,0
HKG,Michael Cheng,0,0,0,0
HKG,Minnie Soo,1,0,0,1
HKG,Mong Chu,0,0,0,0
HKG,Natalie Kan,0,0,0,0
HKG,Nga Ching,0,0,0,0
HKG,Nicholas Halliday,0,0,0,0
HKG,Oscar Coggins,0,0,0,0
HKG,Qianyu Yang,0,0,0,0
HKG,Ryan Choi,0,0,0,0
HKG,Stephanie Au,0,0,0,0
HKG,Stephanie Norton,0,0,0,0
HKG,Suet Tse,0,0,0,0
HKG,Sze Lee,1,0,0,1
HKG,Tiffany Chan,0,0,0,0
HKG,Ting Wong,0,0,0,0
HKG,Ting Yeung,0,0,0,0
HKG,Tinky Ho,0,0,0,0
HKG,To Wong,0,0,0,0
HKG,V Chan,0,0,0,0
HKG,Vincent Lau,0,0,0,0
HKG,Vivian Kong,1,1,0,0
HKG,Wang Chan,0,0,0,0
HKG,Williams Aylsworth,0,0,0,0
HKG,Wing Lee,0,0,0,0
HKG,Winne Hung,0,0,0,0
HKG,Yan Hsieh,0,0,0,0
HKG,Yan Thorley,0,0,0,0
HKG,Yao Pang,0,0,0,0
HKG,Yee Leung,0,0,0,0
HKG,Yentou Ho,0,0,0,0
HKG,Yi Cheung,0,0,0,0
HKG,Yin Cheng,0,0,0,0
HKG,Yiu Lee,0,0,0,0
HON,Alex Guity,0,0,0,0
HON,Brayan Moya,0,0,0,0
HON,Bryan Ramos,0,0,0,0
HON,Carlos Melendez,0,0,0,0
HON,Carlos Pineda,0,0,0,0
HON,Cergia David,0,0,0,0
HON,Cristopher Melendez,0,0,0,0
HON,Denil Maldonado,0,0,0,0
HON,Douglas Martinez,0,0,0,0
HON,Edwin Rodriguez,0,0,0,0
HON,Elvin Oliva,0,0,0,0
HON,Ivan Zarco,0,0,0,0
HON,Jonathan Nunez,0,0,0,0
HON,Jorge Alvarez,0,0,0,0
HON,Jorge Benguche,0,0,0,0
HON,Jose Garcia,0,0,0,0
HON,Jose Pinto,0,0,0,0
HON,Jose Reyes,0,0,0,0
HON,Juan Obregon,0,0,0,0
HON,Julimar Avila,0,0,0,0
HON,Julio Horrego,0,0,0,0
HON,Kevin Mejia,0,0,0,0
HON,Luis Palma,0,0,0,0
HON,Melique Garcia,0,0,0,0
HON,Michael Perello,0,0,0,0
HON,Paola Avila,0,0,0,0
HON,Rigoberto Rivas,0,0,0,0
HON,Samuel Elvir,0,0,0,0
HON,Wesly Decas,0,0,0,0
HUN,Adam Jaszo,0,0,0,0
HUN,Adam Marosi,0,0,0,0
HUN,Adam Nagy,0,0,0,0
HUN,Adam Szudi,0,0,0,0
HUN,Adam Telegdy,0,0,0,0
HUN,Adam Varga,2,0,2,0
HUN,Adrian Sipos,0,0,0,0
HUN,Aida Mohamed,0,0,0,0
HUN,Ajna Kesely,0,0,0,0
HUN,Akos Kalmar,0,0,0,0
HUN,Alda Magyari,1,0,0,1
HUN,Anasztazia Nguyen,0,0,0,0
HUN,Andras Parti,0,0,0,0
HUN,Andras Szatmari,2,0,1,1
HUN,Anett Kisfaludy,0,0,0,0
HUN,Aniko Gyongyossy,1,0,0,1
HUN,Aniko Kovacsics,0,0,0,0
HUN,Anita Fuezi,0,0,0,0
HUN,Anita Marton,0,0,0,0
HUN,Anna Albek,0,0,0,0
HUN,Anna Illes,1,0,0,1
HUN,Anna Karasz,1,1,0,0
HUN,Anna Kiss,0,0,0,0
HUN,Anna Marton,0,0,0,0
HUN,Anna Olasz,0,0,0,0
HUN,Anna Toth,0,0,0,0
HUN,Aron Szilagyi,3,1,1,1
HUN,Attila Banyai,0,0,0,0
HUN,Attila Csizmadia,0,0,0,0
HUN,Attila Molnar,0,0,0,0
HUN,Attila Ungvari,0,0,0,0
HUN,Attila Valter,0,0,0,0
HUN,Balazs Adolf,0,0,0,0
HUN,Balazs Erdelyi,1,0,0,1
HUN,Balazs Harai,1,0,0,1
HUN,Balazs Hollo,0,0,0,0
HUN,Balazs Kaizinger,0,0,0,0
HUN,Balazs Szep,0,0,0,0
HUN,Balint Kopasz,2,1,0,1
HUN,Balint Korpasi,0,0,0,0
HUN,Barbara Kovacs,0,0,0,0
HUN,Bence Banhidi,0,0,0,0
HUN,Bence Bicsak,0,0,0,0
HUN,Bence Halasz,1,0,1,0
HUN,Bence Imre,0,0,0,0
HUN,Bence Majoros,0,0,0,0
HUN,Bence Nadas,1,0,1,0
HUN,Bence Pongracz,0,0,0,0
HUN,Bence Venyercsan,0,0,0,0
HUN,Bendeguz Boka,0,0,0,0
HUN,Bendeguz Petervari-molnar,0,0,0,0
HUN,Benedek Kovacs,0,0,0,0
HUN,Benjamin Vadnai,0,0,0,0
HUN,Bernadett Nagy,0,0,0,0
HUN,Bettina Fabian,0,0,0,0
HUN,Bianka Bartha-keri,0,0,0,0
HUN,Bianka Nagy,0,0,0,0
HUN,Blanka Biro,0,0,0,0
HUN,Blanka Boede,0,0,0,0
HUN,Blanka Guzi,0,0,0,0
HUN,Blanka Vas,0,0,0,0
HUN,Boglarka Kapas,0,0,0,0
HUN,Boglarka Neszmely,0,0,0,0
HUN,Boglarka Takacs,0,0,0,0
HUN,Brigitta Horvath,0,0,0,0
HUN,Csaba Bohm,0,0,0,0
HUN,Csanad Gemesi,2,0,1,1
HUN,Csenge Kuczora,0,0,0,0
HUN,Csongor Lehmann,0,0,0,0
HUN,Dalma Sebestyen,0,0,0,0
HUN,Daniel Angyal,1,0,0,1
HUN,Daniel Dosa,0,0,0,0
HUN,Daniel Fejes,0,0,0,0
HUN,Daniel Hajdu,0,0,0,0
HUN,Daniel Ligeti,0,0,0,0
HUN,Daniel Raba,0,0,0,0
HUN,Danuta Kozak,2,1,0,1
HUN,David Betlehem,0,0,0,0
HUN,David Losonczi,0,0,0,0
HUN,David Nagy,1,1,0,0
HUN,David Verraszto,0,0,0,0
HUN,Denes Varga,1,0,0,1
HUN,Dominik Kozma,0,0,0,0
HUN,Donat Varga,0,0,0,0
HUN,Dora Bodonyi,2,1,0,1
HUN,Dora Gazso,2,0,1,1
HUN,Dora Leimeter,1,0,0,1
HUN,Dora Lucz,0,0,0,0
HUN,Dora Madarasz,0,0,0,0
HUN,Dora Molnar,0,0,0,0
HUN,Dorottya Szilagyi,1,0,0,1
HUN,Edina Gangl,1,0,0,1
HUN,Egon Hanusz,0,0,0,0
HUN,Erik Molnar,0,0,0,0
HUN,Erika Medveczky,0,0,0,0
HUN,Eszter Bekesi,0,0,0,0
HUN,Eszter Meszaros,0,0,0,0
HUN,Eszter Muhari,1,0,0,1
HUN,Eszter Szabo-feltothy,0,0,0,0
HUN,Eva Csernoviczki,0,0,0,0
HUN,Evelin Verraszto,0,0,0,0
HUN,Fabian Marozsan,0,0,0,0
HUN,Fanni Gyurinovics,0,0,0,0
HUN,Fanni Kreiss,0,0,0,0
HUN,Fanni Pigniczki,0,0,0,0
HUN,Fanny Helembai,0,0,0,0
HUN,Flora Pasztor,0,0,0,0
HUN,Gabor Ancsin,0,0,0,0
HUN,Gabor Harspataki,1,0,0,1
HUN,Gabor Zombori,0,0,0,0
HUN,Gabriella Szucs,1,0,0,1
HUN,Georgina Pota,0,0,0,0
HUN,Geraldine Mahieu,0,0,0,0
HUN,Gergely Gyurta,0,0,0,0
HUN,Gergely Krausz,0,0,0,0
HUN,Gergely Salim,0,0,0,0
HUN,Gergely Siklosi,2,1,1,0
HUN,Gergo Fazekas,0,0,0,0
HUN,Gergo Szoke,0,0,0,0
HUN,Gergo Zalanki,1,0,0,1
HUN,Gitta Klujber,0,0,0,0
HUN,Greta Gurisatti,1,0,0,1
HUN,Greta Kacsor,0,0,0,0
HUN,Greta Kerekes,0,0,0,0
HUN,Greta Kurucz-gurisatti,0,0,0,0
HUN,Greta Marton,0,0,0,0
HUN,Hanga Klekner,0,0,0,0
HUN,Hedvig Karakas,0,0,0,0
HUN,Hubert Kos,1,1,0,0
HUN,Istvan Kuli,0,0,0,0
HUN,Istvan Peni,0,0,0,0
HUN,Istvan Szogi,0,0,0,0
HUN,Iszmail Muszukajev,0,0,0,0
HUN,Janos Fekete,0,0,0,0
HUN,Jonatan Vadnai,0,0,0,0
HUN,Kamilla Farago,0,0,0,0
HUN,Kata Kondricz,0,0,0,0
HUN,Katalin Burian,0,0,0,0
HUN,Katinka Battai,0,0,0,0
HUN,Katinka Hosszu,0,0,0,0
HUN,Katrin Klujber,0,0,0,0
HUN,Kincso Takacs,0,0,0,0
HUN,Kinga Debreczeni-klivinyi,0,0,0,0
HUN,Kinga Janurik,0,0,0,0
HUN,Kolos Csizmadia,0,0,0,0
HUN,Kornel Beke,0,0,0,0
HUN,Kristof Milak,4,2,2,0
HUN,Kristof Palasics,0,0,0,0
HUN,Kristof Rasovszky,2,1,1,0
HUN,Krisztian Manhercz,1,0,0,1
HUN,Krisztian Rabb,1,0,1,0
HUN,Krisztian Toth,1,0,0,1
HUN,Krisztina Garda,1,0,0,1
HUN,Krisztofer Meszaros,0,0,0,0
HUN,Laszlo Balogh,0,0,0,0
HUN,Laszlo Bartucz,0,0,0,0
HUN,Laszlo Cseh,0,0,0,0
HUN,Laura Sarosi,0,0,0,0
HUN,Laura Veres,0,0,0,0
HUN,Lili Czifra,0,0,0,0
HUN,Liza Pusztai,0,0,0,0
HUN,Luca Hamori,0,0,0,0
HUN,Luca Kozak,0,0,0,0
HUN,Maria Bacskay,0,0,0,0
HUN,Maria Erdi,0,0,0,0
HUN,Maria Fazekas,0,0,0,0
HUN,Marianna Sastin,0,0,0,0
HUN,Mark Jozsa,0,0,0,0
HUN,Marton Fucsovics,0,0,0,0
HUN,Marton Vamos,1,0,0,1
HUN,Mate Helebrandt,0,0,0,0
