NOC,Year,Bronze,Gold,No medal,Silver,Total_Medals,More_Than_3_Medals,check1,check2
LBA,1976,0,0,0,0,0,0,0,1
LBA,1980,0,0,38,0,0,0,0,1
LBA,1984,0,0,0,0,0,0,0,1
LBA,1988,0,0,7,0,0,0,0,1
LBA,1992,0,0,5,0,0,0,0,1
LBA,1996,0,0,5,0,0,0,0,1
LBA,2000,0,0,3,0,0,0,0,1
LBA,2004,0,0,8,0,0,0,0,1
LBA,2008,0,0,6,0,0,0,0,1
LBA,2012,0,0,4,0,0,0,0,1
LBA,2016,0,0,7,0,0,0,0,1
LBA,2020,0,0,4,0,0,0,0,1
LBA,2024,0,0,6,0,0,0,0,1
LBN,1896,0,0,0,0,0,0,0,1
LBN,1900,0,0,0,0,0,0,0,1
LBN,1904,0,0,0,0,0,0,0,1
LBN,1906,0,0,0,0,0,0,0,1
LBN,1908,0,0,0,0,0,0,0,1
LBN,1912,0,0,0,0,0,0,0,1
LBN,1920,0,0,0,0,0,0,0,1
LBN,1924,0,0,0,0,0,0,0,1
LBN,1928,0,0,0,0,0,0,0,1
LBN,1932,0,0,0,0,0,0,0,1
LBN,1936,0,0,0,0,0,0,0,1
LBN,1948,0,0,0,0,0,0,0,1
LBN,1952,0,0,0,0,0,0,0,1
LBN,1956,0,0,0,0,0,0,0,1
LBN,1960,0,0,0,0,0,0,0,1
LBN,1964,0,0,0,0,0,0,0,1
LBN,1968,0,0,0,0,0,0,0,1
LBN,1972,0,0,0,0,0,0,0,1
LBN,1976,0,0,0,0,0,0,0,1
LBN,1980,0,0,0,0,0,0,0,1
LBN,1984,0,0,0,0,0,0,0,1
LBN,1988,0,0,0,0,0,0,0,1
LBN,1992,0,0,0,0,0,0,0,1
LBN,1996,0,0,0,0,0,0,0,1
LBN,2000,0,0,0,0,0,0,0,1
LBN,2004,0,0,0,0,0,0,0,1
LBN,2008,0,0,0,0,0,0,0,1
LBN,2012,0,0,0,0,0,0,0,1
LBN,2016,0,0,0,0,0,0,0,1
LBN,2020,0,0,6,0,0,0,0,1
LBN,2024,0,0,11,0,0,0,0,1
LBR,1896,0,0,0,0,0,0,0,1
LBR,1900,0,0,0,0,0,0,0,1
LBR,1904,0,0,0,0,0,0,0,1
LBR,1906,0,0,0,0,0,0,0,1
LBR,1908,0,0,0,0,0,0,0,1
LBR,1912,0,0,0,0,0,0,0,1
LBR,1920,0,0,0,0,0,0,0,1
LBR,1924,0,0,0,0,0,0,0,1
LBR,1928,0,0,0,0,0,0,0,1
LBR,1932,0,0,0,0,0,0,0,1
LBR,1936,0,0,0,0,0,0,0,1
LBR,1948,0,0,0,0,0,0,0,1
LBR,1952,0,0,0,0,0,0,0,1
LBR,1956,0,0,11,0,0,0,0,1
LBR,1960,0,0,6,0,0,0,0,1
LBR,1964,0,0,2,0,0,0,0,1
LBR,1968,0,0,0,0,0,0,0,1
LBR,1972,0,0,5,0,0,0,0,1
LBR,1976,0,0,0,0,0,0,0,1
LBR,1980,0,0,0,0,0,0,0,1
LBR,1984,0,0,10,0,0,0,0,1
LBR,1988,0,0,11,0,0,0,0,1
LBR,1992,0,0,0,0,0,0,0,1
LBR,1996,0,0,7,0,0,0,0,1
LBR,2000,0,0,10,0,0,0,0,1
LBR,2004,0,0,2,0,0,0,0,1
LBR,2008,0,0,4,0,0,0,0,1
LBR,2012,0,0,3,0,0,0,0,1
LBR,2016,0,0,3,0,0,0,0,1
LBR,2020,0,0,4,0,0,0,0,1
LBR,2024,0,0,10,0,0,0,0,1
LCA,1896,0,0,0,0,0,0,1,0
LCA,1900,0,0,0,0,0,0,1,0
LCA,1904,0,0,0,0,0,0,1,0
LCA,1906,0,0,0,0,0,0,1,0
LCA,1908,0,0,0,0,0,0,1,0
LCA,1912,0,0,0,0,0,0,1,0
LCA,1920,0,0,0,0,0,0,1,0
LCA,1924,0,0,0,0,0,0,1,0
LCA,1928,0,0,0,0,0,0,1,0
LCA,1932,0,0,0,0,0,0,1,0
LCA,1936,0,0,0,0,0,0,1,0
LCA,1948,0,0,0,0,0,0,1,0
LCA,1952,0,0,0,0,0,0,1,0
LCA,1956,0,0,0,0,0,0,1,0
LCA,1960,0,0,0,0,0,0,1,0
LCA,1964,0,0,0,0,0,0,1,0
LCA,1968,0,0,0,0,0,0,1,0
LCA,1972,0,0,0,0,0,0,1,0
LCA,1976,0,0,0,0,0,0,1,0
LCA,1980,0,0,0,0,0,0,1,0
LCA,1984,0,0,0,0,0,0,1,0
LCA,1988,0,0,0,0,0,0,1,0
LCA,1992,0,0,0,0,0,0,1,0
LCA,1996,0,0,8,0,0,0,1,0
LCA,2000,0,0,5,0,0,0,1,0
LCA,2004,0,0,2,0,0,0,1,0
LCA,2008,0,0,4,0,0,0,1,0
LCA,2012,0,0,4,0,0,0,1,0
LCA,2016,0,0,5,0,0,0,1,0
LCA,2020,0,0,5,0,0,0,1,0
LCA,2024,0,1,3,1,2,0,1,0
LES,1896,0,0,0,0,0,0,0,1
LES,1900,0,0,0,0,0,0,0,1
LES,1904,0,0,0,0,0,0,0,1
LES,1906,0,0,0,0,0,0,0,1
LES,1908,0,0,0,0,0,0,0,1
LES,1912,0,0,0,0,0,0,0,1
LES,1920,0,0,0,0,0,0,0,1
LES,1924,0,0,0,0,0,0,0,1
LES,1928,0,0,0,0,0,0,0,1
LES,1932,0,0,0,0,0,0,0,1
LES,1936,0,0,0,0,0,0,0,1
LES,1948,0,0,0,0,0,0,0,1
LES,1952,0,0,0,0,0,0,0,1
LES,1956,0,0,0,0,0,0,0,1
LES,1960,0,0,0,0,0,0,0,1
LES,1964,0,0,0,0,0,0,0,1
LES,1968,0,0,0,0,0,0,0,1
LES,1972,0,0,2,0,0,0,0,1
LES,1976,0,0,0,0,0,0,0,1
LES,1980,0,0,7,0,0,0,0,1
LES,1984,0,0,5,0,0,0,0,1
LES,1988,0,0,6,0,0,0,0,1
LES,1992,0,0,8,0,0,0,0,1
LES,1996,0,0,11,0,0,0,0,1
LES,2000,0,0,6,0,0,0,0,1
LES,2004,0,0,3,0,0,0,0,1
LES,2008,0,0,5,0,0,0,0,1
LES,2012,0,0,4,0,0,0,0,1
LES,2016,0,0,9,0,0,0,0,1
LES,2020,0,0,2,0,0,0,0,1
LES,2024,0,0,3,0,0,0,0,1
LIB,1896,0,0,0,0,0,0,1,0
LIB,1900,0,0,0,0,0,0,1,0
LIB,1904,0,0,0,0,0,0,1,0
LIB,1906,0,0,0,0,0,0,1,0
LIB,1908,0,0,0,0,0,0,1,0
LIB,1912,0,0,0,0,0,0,1,0
LIB,1920,0,0,0,0,0,0,1,0
LIB,1924,0,0,0,0,0,0,1,0
LIB,1928,0,0,0,0,0,0,1,0
LIB,1932,0,0,0,0,0,0,1,0
LIB,1936,0,0,0,0,0,0,1,0
LIB,1948,0,0,9,0,0,0,1,0
LIB,1952,1,0,7,1,2,0,1,0
LIB,1956,0,0,0,0,0,0,1,0
LIB,1960,0,0,22,0,0,0,1,0
LIB,1964,0,0,8,0,0,0,1,0
LIB,1968,0,0,15,0,0,0,1,0
LIB,1972,0,0,35,1,1,0,1,0
LIB,1976,0,0,4,0,0,0,1,0
LIB,1980,1,0,18,0,1,0,1,0
LIB,1984,0,0,30,0,0,0,1,0
LIB,1988,0,0,31,0,0,0,1,0
LIB,1992,0,0,18,0,0,0,1,0
LIB,1996,0,0,1,0,0,0,1,0
LIB,2000,0,0,6,0,0,0,1,0
LIB,2004,0,0,5,0,0,0,1,0
LIB,2008,0,0,6,0,0,0,1,0
LIB,2012,0,0,10,0,0,0,1,0
LIB,2016,0,0,9,0,0,0,1,0
LIB,2020,0,0,0,0,0,0,1,0
LIB,2024,0,0,0,0,0,0,1,0
LIE,1896,0,0,0,0,0,0,0,1
LIE,1900,0,0,0,0,0,0,0,1
LIE,1904,0,0,0,0,0,0,0,1
LIE,1906,0,0,0,0,0,0,0,1
LIE,1908,0,0,0,0,0,0,0,1
LIE,1912,0,0,0,0,0,0,0,1
LIE,1920,0,0,0,0,0,0,0,1
LIE,1924,0,0,0,0,0,0,0,1
LIE,1928,0,0,0,0,0,0,0,1
LIE,1932,0,0,0,0,0,0,0,1
LIE,1936,0,0,8,0,0,0,0,1
LIE,1948,0,0,2,0,0,0,0,1
LIE,1952,0,0,2,0,0,0,0,1
LIE,1956,0,0,0,0,0,0,0,1
LIE,1960,0,0,8,0,0,0,0,1
LIE,1964,0,0,3,0,0,0,0,1
LIE,1968,0,0,3,0,0,0,0,1
LIE,1972,0,0,12,0,0,0,0,1
LIE,1976,0,0,9,0,0,0,0,1
LIE,1980,0,0,0,0,0,0,0,1
LIE,1984,0,0,8,0,0,0,0,1
LIE,1988,0,0,16,0,0,0,0,1
LIE,1992,0,0,8,0,0,0,0,1
LIE,1996,0,0,2,0,0,0,0,1
LIE,2000,0,0,2,0,0,0,0,1
LIE,2004,0,0,1,0,0,0,0,1
LIE,2008,0,0,2,0,0,0,0,1
LIE,2012,0,0,4,0,0,0,0,1
LIE,2016,0,0,3,0,0,0,0,1
LIE,2020,0,0,9,0,0,0,0,1
LIE,2024,0,0,1,0,0,0,0,1
LTU,1896,0,0,0,0,0,1,0,0
LTU,1900,0,0,0,0,0,1,0,0
LTU,1904,0,0,0,0,0,1,0,0
LTU,1906,0,0,0,0,0,1,0,0
LTU,1908,0,0,0,0,0,1,0,0
LTU,1912,0,0,0,0,0,1,0,0
LTU,1920,0,0,0,0,0,1,0,0
LTU,1924,0,0,13,0,0,1,0,0
LTU,1928,0,0,13,0,0,1,0,0
LTU,1932,0,0,0,0,0,1,0,0
LTU,1936,0,0,0,0,0,1,0,0
LTU,1948,0,0,0,0,0,1,0,0
LTU,1952,0,0,0,0,0,1,0,0
LTU,1956,0,0,0,0,0,1,0,0
LTU,1960,0,0,0,0,0,1,0,0
LTU,1964,0,0,0,0,0,1,0,0
LTU,1968,0,0,0,0,0,1,0,0
LTU,1972,0,0,0,0,0,1,0,0
LTU,1976,0,0,0,0,0,1,0,0
LTU,1980,0,0,0,0,0,1,0,0
LTU,1984,0,0,0,0,0,1,0,0
LTU,1988,0,0,0,0,0,1,0,0
LTU,1992,12,1,41,0,13,1,0,0
LTU,1996,11,0,70,0,11,1,0,0
LTU,2000,15,2,60,0,17,1,0,0
LTU,2004,0,1,67,2,3,1,0,0
LTU,2008,3,0,73,2,5,1,0,0
LTU,2012,2,2,67,1,5,1,0,0
LTU,2016,5,0,73,2,7,1,0,0
LTU,2020,0,0,58,1,1,1,0,0
LTU,2024,5,0,56,2,7,1,0,0
LUX,1896,0,0,0,0,0,0,1,0
LUX,1900,0,1,0,0,1,0,1,0
LUX,1904,0,0,0,0,0,0,1,0
LUX,1906,0,0,0,0,0,0,1,0
LUX,1908,0,0,0,0,0,0,1,0
LUX,1912,0,0,44,0,0,0,1,0
LUX,1920,0,0,34,1,1,0,1,0
LUX,1924,0,1,120,1,2,0,1,0
LUX,1928,0,1,106,0,1,0,1,0
LUX,1932,0,0,11,0,0,0,1,0
LUX,1936,0,0,129,0,0,0,1,0
LUX,1948,0,0,115,0,0,0,1,0
LUX,1952,0,1,100,0,1,0,1,0
LUX,1956,0,0,27,0,0,0,1,0
LUX,1960,0,0,117,0,0,0,1,0
LUX,1964,0,0,27,0,0,0,1,0
LUX,1968,0,0,7,0,0,0,1,0
LUX,1972,0,0,15,0,0,0,1,0
LUX,1976,0,0,9,0,0,0,1,0
LUX,1980,0,0,4,0,0,0,1,0
LUX,1984,0,0,5,0,0,0,1,0
LUX,1988,0,0,11,0,0,0,1,0
LUX,1992,0,0,8,0,0,0,1,0
LUX,1996,0,0,7,0,0,0,1,0
LUX,2000,0,0,9,0,0,0,1,0
LUX,2004,0,0,14,0,0,0,1,0
LUX,2008,0,0,19,0,0,0,1,0
LUX,2012,0,0,11,0,0,0,1,0
LUX,2016,0,0,15,0,0,0,1,0
LUX,2020,0,0,14,0,0,0,1,0
LUX,2024,0,0,13,0,0,0,1,0
MAD,1896,0,0,0,0,0,0,0,1
MAD,1900,0,0,0,0,0,0,0,1
MAD,1904,0,0,0,0,0,0,0,1
MAD,1906,0,0,0,0,0,0,0,1
MAD,1908,0,0,0,0,0,0,0,1
MAD,1912,0,0,0,0,0,0,0,1
MAD,1920,0,0,0,0,0,0,0,1
MAD,1924,0,0,0,0,0,0,0,1
MAD,1928,0,0,0,0,0,0,0,1
MAD,1932,0,0,0,0,0,0,0,1
MAD,1936,0,0,0,0,0,0,0,1
MAD,1948,0,0,0,0,0,0,0,1
MAD,1952,0,0,0,0,0,0,0,1
MAD,1956,0,0,0,0,0,0,0,1
MAD,1960,0,0,0,0,0,0,0,1
MAD,1964,0,0,4,0,0,0,0,1
MAD,1968,0,0,6,0,0,0,0,1
MAD,1972,0,0,13,0,0,0,0,1
MAD,1976,0,0,0,0,0,0,0,1
MAD,1980,0,0,18,0,0,0,0,1
MAD,1984,0,0,5,0,0,0,0,1
MAD,1988,0,0,0,0,0,0,0,1
MAD,1992,0,0,17,0,0,0,0,1
MAD,1996,0,0,14,0,0,0,0,1
MAD,2000,0,0,13,0,0,0,0,1
MAD,2004,0,0,8,0,0,0,0,1
MAD,2008,0,0,6,0,0,0,0,1
MAD,2012,0,0,7,0,0,0,0,1
MAD,2016,0,0,6,0,0,0,0,1
MAD,2020,0,0,6,0,0,0,0,1
MAD,2024,0,0,7,0,0,0,0,1
MAL,1896,0,0,0,0,0,0,0,1
MAL,1900,0,0,0,0,0,0,0,1
MAL,1904,0,0,0,0,0,0,0,1
MAL,1906,0,0,0,0,0,0,0,1
MAL,1908,0,0,0,0,0,0,0,1
MAL,1912,0,0,0,0,0,0,0,1
MAL,1920,0,0,0,0,0,0,0,1
MAL,1924,0,0,0,0,0,0,0,1
MAL,1928,0,0,0,0,0,0,0,1
MAL,1932,0,0,0,0,0,0,0,1
MAL,1936,0,0,0,0,0,0,0,1
MAL,1948,0,0,0,0,0,0,0,1
MAL,1952,0,0,0,0,0,0,0,1
MAL,1956,0,0,34,0,0,0,0,1
MAL,1960,0,0,11,0,0,0,0,1
MAL,1964,0,0,0,0,0,0,0,1
MAL,1968,0,0,0,0,0,0,0,1
MAL,1972,0,0,0,0,0,0,0,1
MAL,1976,0,0,0,0,0,0,0,1
MAL,1980,0,0,0,0,0,0,0,1
MAL,1984,0,0,0,0,0,0,0,1
MAL,1988,0,0,0,0,0,0,0,1
MAL,1992,0,0,0,0,0,0,0,1
MAL,1996,0,0,0,0,0,0,0,1
MAL,2000,0,0,0,0,0,0,0,1
MAL,2004,0,0,0,0,0,0,0,1
MAL,2008,0,0,0,0,0,0,0,1
MAL,2012,0,0,0,0,0,0,0,1
MAL,2016,0,0,0,0,0,0,0,1
MAL,2020,0,0,0,0,0,0,0,1
MAL,2024,0,0,0,0,0,0,0,1
MAR,1896,0,0,0,0,0,1,0,0
MAR,1900,0,0,0,0,0,1,0,0
MAR,1904,0,0,0,0,0,1,0,0
MAR,1906,0,0,0,0,0,1,0,0
MAR,1908,0,0,0,0,0,1,0,0
MAR,1912,0,0,0,0,0,1,0,0
MAR,1920,0,0,0,0,0,1,0,0
MAR,1924,0,0,0,0,0,1,0,0
MAR,1928,0,0,0,0,0,1,0,0
MAR,1932,0,0,0,0,0,1,0,0
MAR,1936,0,0,0,0,0,1,0,0
MAR,1948,0,0,0,0,0,1,0,0
MAR,1952,0,0,0,0,0,1,0,0
MAR,1956,0,0,0,0,0,1,0,0
MAR,1960,0,0,110,1,1,1,0,0
MAR,1964,0,0,21,0,0,1,0,0
MAR,1968,0,0,25,0,0,1,0,0
MAR,1972,0,0,39,0,0,1,0,0
MAR,1976,0,0,9,0,0,1,0,0
MAR,1980,0,0,0,0,0,1,0,0
MAR,1984,0,2,33,0,2,1,0,0
MAR,1988,2,1,26,0,3,1,0,0
MAR,1992,1,1,42,1,3,1,0,0
MAR,1996,2,0,36,0,2,1,0,0
MAR,2000,4,0,50,1,5,1,0,0
MAR,2004,0,2,54,1,3,1,0,0
MAR,2008,1,0,47,1,2,1,0,0
MAR,2012,1,0,66,0,1,1,0,0
MAR,2016,1,0,51,0,1,1,0,0
MAR,2020,0,1,50,0,1,1,0,0
MAR,2024,19,1,43,0,20,1,0,0
MAS,1896,0,0,0,0,0,1,0,0
MAS,1900,0,0,0,0,0,1,0,0
MAS,1904,0,0,0,0,0,1,0,0
MAS,1906,0,0,0,0,0,1,0,0
MAS,1908,0,0,0,0,0,1,0,0
MAS,1912,0,0,0,0,0,1,0,0
MAS,1920,0,0,0,0,0,1,0,0
MAS,1924,0,0,0,0,0,1,0,0
MAS,1928,0,0,0,0,0,1,0,0
MAS,1932,0,0,0,0,0,1,0,0
MAS,1936,0,0,0,0,0,1,0,0
MAS,1948,0,0,0,0,0,1,0,0
MAS,1952,0,0,0,0,0,1,0,0
MAS,1956,0,0,0,0,0,1,0,0
MAS,1960,0,0,0,0,0,1,0,0
MAS,1964,0,0,81,0,0,1,0,0
MAS,1968,0,0,35,0,0,1,0,0
MAS,1972,0,0,57,0,0,1,0,0
MAS,1976,0,0,25,0,0,1,0,0
MAS,1980,0,0,0,0,0,1,0,0
MAS,1984,0,0,27,0,0,1,0,0
MAS,1988,0,0,17,0,0,1,0,0
MAS,1992,2,0,28,0,2,1,0,0
MAS,1996,1,0,40,2,3,1,0,0
MAS,2000,0,0,55,0,0,1,0,0
MAS,2004,0,0,38,0,0,1,0,0
MAS,2008,0,0,41,1,1,1,0,0
MAS,2012,1,0,36,1,2,1,0,0
MAS,2016,1,0,34,7,8,1,0,0
MAS,2020,2,0,44,1,3,1,0,0
MAS,2024,3,0,29,0,3,1,0,0
MAW,1896,0,0,0,0,0,0,0,1
MAW,1900,0,0,0,0,0,0,0,1
MAW,1904,0,0,0,0,0,0,0,1
MAW,1906,0,0,0,0,0,0,0,1
MAW,1908,0,0,0,0,0,0,0,1
MAW,1912,0,0,0,0,0,0,0,1
MAW,1920,0,0,0,0,0,0,0,1
MAW,1924,0,0,0,0,0,0,0,1
MAW,1928,0,0,0,0,0,0,0,1
MAW,1932,0,0,0,0,0,0,0,1
MAW,1936,0,0,0,0,0,0,0,1
MAW,1948,0,0,0,0,0,0,0,1
MAW,1952,0,0,0,0,0,0,0,1
MAW,1956,0,0,0,0,0,0,0,1
MAW,1960,0,0,0,0,0,0,0,1
MAW,1964,0,0,0,0,0,0,0,1
MAW,1968,0,0,0,0,0,0,0,1
MAW,1972,0,0,18,0,0,0,0,1
MAW,1976,0,0,0,0,0,0,0,1
MAW,1980,0,0,0,0,0,0,0,1
MAW,1984,0,0,23,0,0,0,0,1
MAW,1988,0,0,22,0,0,0,0,1
MAW,1992,0,0,4,0,0,0,0,1
MAW,1996,0,0,2,0,0,0,0,1
MAW,2000,0,0,2,0,0,0,0,1
MAW,2004,0,0,4,0,0,0,0,1
MAW,2008,0,0,4,0,0,0,0,1
MAW,2012,0,0,3,0,0,0,0,1
MAW,2016,0,0,5,0,0,0,0,1
MAW,2020,0,0,5,0,0,0,0,1
MAW,2024,0,0,3,0,0,0,0,1
MDA,1896,0,0,0,0,0,1,0,0
MDA,1900,0,0,0,0,0,1,0,0
MDA,1904,0,0,0,0,0,1,0,0
MDA,1906,0,0,0,0,0,1,0,0
MDA,1908,0,0,0,0,0,1,0,0
MDA,1912,0,0,0,0,0,1,0,0
MDA,1920,0,0,0,0,0,1,0,0
MDA,1924,0,0,0,0,0,1,0,0
MDA,1928,0,0,0,0,0,1,0,0
MDA,1932,0,0,0,0,0,1,0,0
MDA,1936,0,0,0,0,0,1,0,0
MDA,1948,0,0,0,0,0,1,0,0
MDA,1952,0,0,0,0,0,1,0,0
MDA,1956,0,0,0,0,0,1,0,0
MDA,1960,0,0,0,0,0,1,0,0
MDA,1964,0,0,0,0,0,1,0,0
MDA,1968,0,0,0,0,0,1,0,0
MDA,1972,0,0,0,0,0,1,0,0
MDA,1976,0,0,0,0,0,1,0,0
MDA,1980,0,0,0,0,0,1,0,0
MDA,1984,0,0,0,0,0,1,0,0
MDA,1988,0,0,0,0,0,1,0,0
MDA,1992,0,0,0,0,0,1,0,0
MDA,1996,1,0,47,2,3,1,0,0
MDA,2000,1,0,33,1,2,1,0,0
MDA,2004,0,0,33,0,0,1,0,0
MDA,2008,1,0,29,0,1,1,0,0
MDA,2012,2,0,18,0,2,1,0,0
MDA,2016,0,0,23,0,0,1,0,0
MDA,2020,1,0,25,0,1,1,0,0
MDA,2024,3,0,26,1,4,1,0,0
MDV,1896,0,0,0,0,0,0,0,1
MDV,1900,0,0,0,0,0,0,0,1
MDV,1904,0,0,0,0,0,0,0,1
MDV,1906,0,0,0,0,0,0,0,1
MDV,1908,0,0,0,0,0,0,0,1
MDV,1912,0,0,0,0,0,0,0,1
MDV,1920,0,0,0,0,0,0,0,1
MDV,1924,0,0,0,0,0,0,0,1
MDV,1928,0,0,0,0,0,0,0,1
MDV,1932,0,0,0,0,0,0,0,1
MDV,1936,0,0,0,0,0,0,0,1
MDV,1948,0,0,0,0,0,0,0,1
MDV,1952,0,0,0,0,0,0,0,1
MDV,1956,0,0,0,0,0,0,0,1
MDV,1960,0,0,0,0,0,0,0,1
MDV,1964,0,0,0,0,0,0,0,1
MDV,1968,0,0,0,0,0,0,0,1
MDV,1972,0,0,0,0,0,0,0,1
MDV,1976,0,0,0,0,0,0,0,1
MDV,1980,0,0,0,0,0,0,0,1
MDV,1984,0,0,0,0,0,0,0,1
MDV,1988,0,0,9,0,0,0,0,1
MDV,1992,0,0,10,0,0,0,0,1
MDV,1996,0,0,9,0,0,0,0,1
MDV,2000,0,0,4,0,0,0,0,1
MDV,2004,0,0,4,0,0,0,0,1
MDV,2008,0,0,4,0,0,0,0,1
MDV,2012,0,0,5,0,0,0,0,1
MDV,2016,0,0,4,0,0,0,0,1
MDV,2020,0,0,4,0,0,0,0,1
MDV,2024,0,0,5,0,0,0,0,1
MEX,1896,0,0,0,0,0,1,0,0
MEX,1900,3,0,0,0,3,1,0,0
MEX,1904,0,0,0,0,0,1,0,0
MEX,1906,0,0,0,0,0,1,0,0
MEX,1908,0,0,0,0,0,1,0,0
MEX,1912,0,0,0,0,0,1,0,0
MEX,1920,0,0,0,0,0,1,0,0
MEX,1924,0,0,28,0,0,1,0,0
MEX,1928,0,0,55,0,0,1,0,0
MEX,1932,0,0,98,2,2,1,0,0
MEX,1936,16,0,16,0,16,1,0,0
MEX,1948,4,4,140,1,9,1,0,0
MEX,1952,0,0,84,1,1,1,0,0
MEX,1956,1,1,34,0,2,1,0,0
MEX,1960,1,0,109,0,1,1,0,0
MEX,1964,1,0,127,0,1,1,0,0
MEX,1968,3,3,437,3,9,1,0,0
MEX,1972,0,0,280,1,1,1,0,0
MEX,1976,1,1,135,0,2,1,0,0
MEX,1980,9,0,64,1,10,1,0,0
MEX,1984,1,2,149,3,6,1,0,0
MEX,1988,2,0,142,0,2,1,0,0
MEX,1992,0,0,139,1,1,1,0,0
MEX,1996,1,0,110,0,1,1,0,0
MEX,2000,3,1,92,2,6,1,0,0
MEX,2004,1,0,133,3,4,1,0,0
MEX,2008,2,2,99,0,4,1,0,0
MEX,2012,3,16,95,5,24,1,0,0
MEX,2016,2,0,134,3,5,1,0,0
MEX,2020,27,0,169,0,27,1,0,0
MEX,2024,4,0,147,4,8,1,0,0
MGL,1896,0,0,0,0,0,1,0,0
MGL,1900,0,0,0,0,0,1,0,0
MGL,1904,0,0,0,0,0,1,0,0
MGL,1906,0,0,0,0,0,1,0,0
MGL,1908,0,0,0,0,0,1,0,0
MGL,1912,0,0,0,0,0,1,0,0
MGL,1920,0,0,0,0,0,1,0,0
MGL,1924,0,0,0,0,0,1,0,0
MGL,1928,0,0,0,0,0,1,0,0
MGL,1932,0,0,0,0,0,1,0,0
MGL,1936,0,0,0,0,0,1,0,0
MGL,1948,0,0,0,0,0,1,0,0
MGL,1952,0,0,0,0,0,1,0,0
MGL,1956,0,0,0,0,0,1,0,0
MGL,1960,0,0,0,0,0,1,0,0
MGL,1964,0,0,40,0,0,1,0,0
MGL,1968,3,0,34,1,4,1,0,0
MGL,1972,0,0,43,1,1,1,0,0
MGL,1976,0,0,32,1,1,1,0,0
MGL,1980,2,0,53,2,4,1,0,0
MGL,1984,0,0,0,0,0,1,0,0
MGL,1988,1,0,31,0,1,1,0,0
MGL,1992,2,0,36,0,2,1,0,0
MGL,1996,1,0,17,0,1,1,0,0
MGL,2000,0,0,23,0,0,1,0,0
MGL,2004,1,0,20,0,1,1,0,0
MGL,2008,0,2,27,2,4,1,0,0
MGL,2012,3,0,27,2,5,1,0,0
MGL,2016,1,0,44,1,2,1,0,0
MGL,2020,3,0,57,1,4,1,0,0
MGL,2024,0,0,47,1,1,1,0,0
MHL,1896,0,0,0,0,0,0,0,1
MHL,1900,0,0,0,0,0,0,0,1
MHL,1904,0,0,0,0,0,0,0,1
MHL,1906,0,0,0,0,0,0,0,1
MHL,1908,0,0,0,0,0,0,0,1
MHL,1912,0,0,0,0,0,0,0,1
MHL,1920,0,0,0,0,0,0,0,1
MHL,1924,0,0,0,0,0,0,0,1
MHL,1928,0,0,0,0,0,0,0,1
MHL,1932,0,0,0,0,0,0,0,1
MHL,1936,0,0,0,0,0,0,0,1
MHL,1948,0,0,0,0,0,0,0,1
MHL,1952,0,0,0,0,0,0,0,1
MHL,1956,0,0,0,0,0,0,0,1
MHL,1960,0,0,0,0,0,0,0,1
MHL,1964,0,0,0,0,0,0,0,1
MHL,1968,0,0,0,0,0,0,0,1
MHL,1972,0,0,0,0,0,0,0,1
MHL,1976,0,0,0,0,0,0,0,1
MHL,1980,0,0,0,0,0,0,0,1
MHL,1984,0,0,0,0,0,0,0,1
MHL,1988,0,0,0,0,0,0,0,1
MHL,1992,0,0,0,0,0,0,0,1
MHL,1996,0,0,0,0,0,0,0,1
MHL,2000,0,0,0,0,0,0,0,1
MHL,2004,0,0,0,0,0,0,0,1
MHL,2008,0,0,5,0,0,0,0,1
MHL,2012,0,0,4,0,0,0,0,1
MHL,2016,0,0,5,0,0,0,0,1
MHL,2020,0,0,2,0,0,0,0,1
MHL,2024,0,0,4,0,0,0,0,1
MKD,1896,0,0,0,0,0,0,1,0
MKD,1900,0,0,0,0,0,0,1,0
MKD,1904,0,0,0,0,0,0,1,0
MKD,1906,0,0,0,0,0,0,1,0
MKD,1908,0,0,0,0,0,0,1,0
MKD,1912,0,0,0,0,0,0,1,0
MKD,1920,0,0,0,0,0,0,1,0
MKD,1924,0,0,0,0,0,0,1,0
MKD,1928,0,0,0,0,0,0,1,0
MKD,1932,0,0,0,0,0,0,1,0
MKD,1936,0,0,0,0,0,0,1,0
MKD,1948,0,0,0,0,0,0,1,0
MKD,1952,0,0,0,0,0,0,1,0
MKD,1956,0,0,0,0,0,0,1,0
MKD,1960,0,0,0,0,0,0,1,0
MKD,1964,0,0,0,0,0,0,1,0
MKD,1968,0,0,0,0,0,0,1,0
MKD,1972,0,0,0,0,0,0,1,0
MKD,1976,0,0,0,0,0,0,1,0
MKD,1980,0,0,0,0,0,0,1,0
MKD,1984,0,0,0,0,0,0,1,0
MKD,1988,0,0,0,0,0,0,1,0
MKD,1992,0,0,0,0,0,0,1,0
MKD,1996,0,0,16,0,0,0,1,0
MKD,2000,1,0,14,0,1,0,1,0
MKD,2004,0,0,14,0,0,0,1,0
MKD,2008,0,0,7,0,0,0,1,0
MKD,2012,0,0,4,0,0,0,1,0
MKD,2016,0,0,6,0,0,0,1,0
MKD,2020,0,0,7,1,1,0,1,0
MKD,2024,0,0,6,0,0,0,1,0
MLI,1896,0,0,0,0,0,0,0,1
MLI,1900,0,0,0,0,0,0,0,1
MLI,1904,0,0,0,0,0,0,0,1
MLI,1906,0,0,0,0,0,0,0,1
MLI,1908,0,0,0,0,0,0,0,1
