NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,Participation_Count,TOPSIS_Score_Sum,Host,Sport_topsis_score,,
GBR,Table Tennis,0,0,0,0,10,0.007855211,0,0.006384324,,
GBR,Taekwondo,2,2,2,6,9,0.4829276,0,0.086927961,,
GBR,Tennis,0,0,0,0,11,0.005602063,0,0.148483753,,
GBR,Trampoline Gymnastics,0,0,1,1,2,0.079981078,0,0.111145037,,
GBR,Triathlon,5,3,1,9,12,0.571385302,0,0.085039879,,
GBR,Water Polo,3,0,0,3,4,0.229594042,0,0.125391217,,
GBR,Weightlifting,0,1,0,1,5,0.08726618,0,0.032470683,,
GBS,Athletics,0,0,0,0,1,0,0,0.613374744,,
GBS,Judo,0,0,0,0,1,0,0,0.25657554,,
GBS,Wrestling,0,0,0,0,5,0.003368633,0,0.88240414,,
GEO,Athletics,0,0,0,0,7,0.002250696,0,0.03134608,,
GEO,Boxing,0,0,0,0,3,0,0,0.200074768,,
GEO,Fencing,0,0,0,0,2,0.001125348,0,0.00430548,,
GEO,Judo,2,3,1,6,12,0.412415749,0,0.636359501,,
GEO,Karate,0,0,0,0,1,0,0,0.047052539,,
GEO,Rhythmic Gymnastics,0,0,0,0,2,0.001125348,0,0.01870321,,
GEO,Shooting,0,0,0,0,2,0.001125348,0,0.085707936,,
GEO,Swimming,0,0,0,0,2,0,0,0.013887439,,
GEO,Tennis,0,0,0,0,2,0.001125348,0,0.007761412,,
GEO,Weightlifting,2,0,1,3,5,0.23730165,0,0.467094644,,
GEO,Wrestling,0,2,1,3,11,0.211398415,0,0.714630999,,
GEQ,Athletics,0,0,0,0,2,0,0,1,,
GEQ,Swimming,0,0,0,0,1,0,0,0.069560944,,
GER,Archery,0,1,3,4,10,0.28414991,0,0.098467864,,
GER,Artistic Gymnastics,0,1,0,1,56,0.132344252,0,0.029453846,,
GER,Athletics,1,2,1,4,135,0.381186036,0,0.417288401,,
GER,Badminton,0,0,0,0,6,0.001125348,0,0.016011055,,
GER,Basketball,0,0,0,0,12,0,0,0.015627858,,
GER,Beach Volleyball,1,0,0,1,10,0.081776285,0,0.055084553,,
GER,Boxing,0,0,0,0,4,0,0,0.125625738,,
GER,Canoe Slalom,1,0,3,4,4,0.320525191,0,0.210281213,,
GER,Canoe Sprint,4,2,2,8,25,0.661338668,0,0.128137184,,
GER,Cycling,0,2,2,4,28,0.277930022,0,0.24255786,,
GER,Cycling BMX Freestyle,0,0,0,0,1,0,0,0.013841329,,
GER,Cycling Mountain Bike,0,0,0,0,3,0,0,0.014220207,,
GER,Cycling Road,0,0,0,0,8,0.002250696,0,0.011674664,,
GER,Cycling Track,3,3,0,6,23,0.505867607,0,0.073345812,,
GER,Diving,0,1,5,6,26,0.427337313,0,0.117667038,,
GER,Equestrian,6,1,0,7,23,0.531165404,0,0.120768504,,
GER,Fencing,1,0,2,3,30,0.21182752,0,0.203477899,,
GER,Football,0,0,0,0,19,0,0,0.365091604,,
GER,Golf,0,0,0,0,5,0.001125348,0,0.043252547,,
GER,Handball,0,0,6,6,22,0.481064712,0,0.201881122,,
GER,Hockey,1,0,7,8,44,0.600159374,0,0.446605081,,
GER,Judo,0,1,13,14,28,1.07515815,0,0.166554888,,
GER,Karate,0,0,0,0,4,0,0,0.014414656,,
GER,Marathon Swimming,1,0,0,1,4,0.080581957,0,0.074358795,,
GER,Modern Pentathlon,0,0,0,0,7,0.003373572,0,0.025386778,,
GER,Rowing,6,18,0,24,41,1.842818102,0,0.509492434,,
GER,Sailing,0,2,5,7,13,0.565545331,0,0.145995955,,
GER,Shooting,1,1,1,3,20,0.209953044,0,0.102869066,,
GER,Skateboarding,0,0,0,0,2,0,0,0.006292249,,
GER,Sport Climbing,0,0,0,0,2,0,0,0.013452756,,
GER,Surfing,0,0,0,0,1,0,0,0.009553735,,
GER,Swimming,0,0,1,1,77,0.13495928,0,0.380498482,,
GER,Table Tennis,0,8,6,14,33,0.910176206,0,0.105107648,,
GER,Taekwondo,0,0,0,0,1,0,0,0.066705479,,
GER,Tennis,1,0,0,1,19,0.090704505,0,0.06507248,,
GER,Triathlon,0,0,0,0,9,0.005624268,0,0.024366223,,
GER,Weightlifting,0,0,0,0,4,0,0,0.115006599,,
GER,Wrestling,1,0,2,3,8,0.241669461,0,0.128236052,,
GHA,Athletics,0,0,0,0,10,0.003376044,0,0.143538544,,
GHA,Boxing,0,0,1,1,3,0.079981078,0,0.555382528,,
GHA,Judo,0,0,0,0,1,0,0,0.002894506,,
GHA,Swimming,0,0,0,0,2,0,0,0.002356966,,
GHA,Weightlifting,0,0,0,0,2,0.001125348,0,0.003560761,,
GRE,Archery,0,0,0,0,7,0.006715091,0,0.007127697,,
GRE,Artistic Gymnastics,0,0,1,1,1,0.079981078,0,0.41968526,,
GRE,Artistic Swimming,0,0,0,0,10,0.002250696,0,0.042551629,,
GRE,Athletics,1,0,0,1,30,0.090714375,0,0.346687469,,
GRE,Cycling,0,0,0,0,1,0,0,0.062086719,,
GRE,Cycling Road,0,0,0,0,1,0,0,0.002872661,,
GRE,Cycling Track,0,0,0,0,1,0,0,3.65E-05,,
GRE,Fencing,0,0,0,0,1,0,0,0.127341961,,
GRE,Judo,0,0,0,0,2,0,0,0.101740667,,
GRE,Marathon Swimming,0,0,0,0,1,0,0,0.020322697,,
GRE,Rowing,1,0,0,1,5,0.080591187,0,0.47783637,,
GRE,Sailing,0,0,2,2,10,0.159979788,0,0.19270865,,
GRE,Shooting,1,0,1,2,6,0.121370714,0,0.23432364,,
GRE,Swimming,0,0,0,0,30,0.021332238,0,0.108927704,,
GRE,Table Tennis,0,0,0,0,7,0.006715091,0,0.010204845,,
GRE,Taekwondo,0,0,0,0,1,0,0,0.255057903,,
GRE,Tennis,0,0,0,0,4,0.002250696,0,0.15637101,,
GRE,Water Polo,0,13,0,13,20,1.119915564,0,0.266505359,,
GRE,Weightlifting,0,0,0,0,2,0.001125348,0,0.23629995,,
GRE,Wrestling,0,0,0,0,4,0.002248224,0,0.139363801,,
GRN,Athletics,1,1,1,3,7,0.160668888,0,0.997000222,,
GRN,Swimming,0,0,0,0,2,0,0,0.023887315,,
GUA,Athletics,0,0,0,0,8,0,0,0.41415706,,
GUA,Badminton,0,0,0,0,2,0,0,0.011463048,,
GUA,Cycling Road,0,0,0,0,1,0,0,0.004857023,,
GUA,Judo,0,0,0,0,1,0,0,0.004383384,,
GUA,Modern Pentathlon,0,0,0,0,1,0,0,0.012911063,,
GUA,Rowing,0,0,0,0,2,0,0,0.002039102,,
GUA,Sailing,0,0,0,0,2,0,0,0.006518096,,
GUA,Shooting,0,0,0,0,3,0,0,0.614894175,,
GUA,Swimming,0,0,0,0,2,0,0,0.041308486,,
GUA,Weightlifting,0,0,0,0,1,0,0,0.010183788,,
GUI,Athletics,0,0,0,0,1,0,0,0.522175303,,
GUI,Judo,0,0,0,0,2,0,0,0.504898632,,
GUI,Swimming,0,0,0,0,1,0,0,0.230933114,,
GUI,Wrestling,0,0,0,0,1,0,0,0.044776224,,
GUM,Athletics,0,0,0,0,1,0,0,0.472848973,,
GUM,Judo,0,0,0,0,1,0,0,0.222123332,,
GUM,Swimming,0,0,0,0,2,0,0,0.924423984,,
GUM,Wrestling,0,0,0,0,1,0,0,0.193851901,,
GUY,Athletics,0,0,0,0,4,0.001125348,0,0.105845657,,
GUY,Boxing,0,0,0,0,2,0,0,0.925865968,,
GUY,Swimming,0,0,0,0,2,0,0,0.01824185,,
GUY,Table Tennis,0,0,0,0,1,0,0,0.009028872,,
HAI,Athletics,0,0,0,0,2,0.001125348,0,0.400987029,,
HAI,Boxing,0,0,0,0,1,0,0,0.014960375,,
HAI,Judo,0,0,0,0,1,0,0,0.03565654,,
HAI,Swimming,0,0,0,0,2,0,0,0.010496792,,
HAI,Taekwondo,0,0,0,0,1,0,0,0.026660485,,
HKG,Artistic Gymnastics,0,0,0,0,1,0,0,0.001870579,,
HKG,Athletics,0,0,0,0,2,0,0,0.018055448,,
HKG,Badminton,0,0,0,0,4,0,0,0.041846371,,
HKG,Cycling Road,0,0,0,0,1,0,0,0.005722481,,
HKG,Cycling Track,0,0,1,1,8,0.08224059,0,0.105128471,,
HKG,Equestrian,0,0,0,0,1,0,0,0.001441815,,
HKG,Fencing,1,0,0,1,14,0.086217927,0,0.412209256,,
HKG,Golf,0,0,0,0,1,0,0,0.005796405,,
HKG,Hockey,0,0,0,0,1,0,0,0.008501544,,
HKG,Karate,0,0,1,1,1,0.079981078,0,0.430319206,,
HKG,Marathon Swimming,0,0,0,0,1,0,0,0.016254704,,
HKG,Rowing,0,0,0,0,1,0,0,0.010822648,,
HKG,Sailing,0,0,0,0,3,0,0,0.232023868,,
HKG,Swimming,0,2,0,2,14,0.168237591,0,0.328164151,,
HKG,Table Tennis,0,0,3,3,12,0.243356456,0,0.421319056,,
HKG,Triathlon,0,0,0,0,1,0,0,0.008908953,,
HON,Athletics,0,0,0,0,1,0,0,0.227831537,,
HON,Football,0,0,0,0,22,0.001125348,0,1,,
HON,Judo,0,0,0,0,1,0,0,0.113778895,,
HON,Swimming,0,0,0,0,3,0.001125348,0,0.486941499,,
HON,Taekwondo,0,0,0,0,1,0,0,0.205829585,,
HUN,Archery,0,0,0,0,1,0,0,0.003502225,,
HUN,Artistic Gymnastics,0,0,0,0,5,0.004486578,0,0.006563058,,
HUN,Athletics,0,0,0,0,18,0,0,0.188969014,,
HUN,Badminton,0,0,0,0,2,0,0,0.002661193,,
HUN,Boxing,0,0,0,0,1,0,0,0.104209436,,
HUN,Canoe Sprint,6,2,2,10,32,0.701559467,0,0.198910444,,
HUN,Cycling Mountain Bike,0,0,0,0,2,0,0,0.007513496,,
HUN,Cycling Road,0,0,0,0,1,0,0,0.002924758,,
HUN,Fencing,1,1,4,6,31,0.463096606,0,0.526661356,,
HUN,Handball,0,0,0,0,18,0.001125348,0,0.169607409,,
HUN,Judo,0,0,1,1,9,0.082229302,0,0.061701598,,
HUN,Karate,0,0,1,1,1,0.079981078,0,0.413432845,,
HUN,Marathon Swimming,0,1,0,1,2,0.086140832,0,0.273287707,,
HUN,Modern Pentathlon,0,0,1,1,4,0.079981078,0,0.22460859,,
HUN,Rhythmic Gymnastics,0,0,0,0,1,0,0,0.005765016,,
HUN,Rowing,0,0,0,0,1,0,0,0.049825009,,
HUN,Sailing,0,1,0,1,8,0.087328881,0,0.026627033,,
HUN,Shooting,0,0,0,0,10,0.006747144,0,0.078275037,,
HUN,Swimming,1,1,0,2,77,0.173496606,0,0.274761221,,
HUN,Table Tennis,0,0,0,0,8,0.002250696,0,0.013346982,,
HUN,Taekwondo,0,0,0,0,1,0,0,0.14541936,,
HUN,Triathlon,0,0,0,0,6,0.003376044,0,0.016249964,,
HUN,Water Polo,0,0,26,26,32,2.07960053,0,0.50309437,,
HUN,Weightlifting,0,0,0,0,1,0,0,0.124217328,,
HUN,Wrestling,1,1,0,2,9,0.170091422,0,0.178941551,,
INA,Archery,0,0,0,0,9,0.005624268,0,0.172196013,,
INA,Athletics,0,0,0,0,2,0,0,0.030331896,,
INA,Badminton,3,0,1,4,18,0.325164977,0,0.775712024,,
INA,Rowing,0,0,0,0,2,0,0,0.003419722,,
INA,Shooting,0,0,0,0,2,0.001125348,0,0.008229809,,
INA,Surfing,0,0,0,0,1,0,0,0.045374513,,
INA,Swimming,0,0,0,0,3,0.001125348,0,0.030446273,,
INA,Weightlifting,0,1,2,3,5,0.246102988,0,0.494131128,,
IND,Archery,0,0,0,0,18,0.015700574,0,0.033595181,,
IND,Artistic Gymnastics,0,0,0,0,5,0.004486578,0,0.002473094,,
IND,Athletics,1,0,0,1,29,0.085080877,0,0.095075106,,
IND,Badminton,0,0,1,1,4,0.079981078,0,0.133449422,,
IND,Boxing,0,0,1,1,9,0.079981078,0,0.062379285,,
IND,Equestrian,0,0,0,0,1,0,0,0.002599404,,
IND,Fencing,0,0,0,0,1,0,0,0,,
IND,Golf,0,0,0,0,6,0.002250696,0,0.024809078,,
IND,Hockey,0,0,18,18,45,1.444218078,0,1,,
IND,Judo,0,0,0,0,1,0,0,0.004917435,,
IND,Rowing,0,0,0,0,2,0,0,0.002608271,,
IND,Sailing,0,0,0,0,4,0,0,0.004255866,,
IND,Shooting,0,0,0,0,28,0.014619641,0,0.094615924,,
IND,Swimming,0,0,0,0,6,0.003368633,0,0.008316133,,
IND,Table Tennis,0,0,0,0,7,0.003373572,0,0.020202126,,
IND,Tennis,0,0,0,0,9,0.006715091,0,0.032681102,,
IND,Weightlifting,0,1,0,1,1,0.086140832,0,0.107562693,,
IND,Wrestling,0,1,1,2,7,0.16612191,0,0.118100003,,
IOA,Athletics,0,0,0,0,1,0,0,0.017223324,,
IOA,Swimming,0,0,0,0,1,0,0,0.01313644,,
IRI,Archery,0,0,0,0,1,0,0,0.005228758,,
IRI,Athletics,0,0,0,0,4,0.001125348,0,0.048906908,,
IRI,Badminton,0,0,0,0,1,0,0,0.001869926,,
IRI,Basketball,0,0,0,0,13,0.001125348,0,0.02137553,,
IRI,Boxing,0,0,0,0,2,0,0,0.030267079,,
IRI,Canoe Sprint,0,0,0,0,1,0,0,0.007329643,,
IRI,Cycling Road,0,0,0,0,2,0.001125348,0,0.011303856,,
IRI,Fencing,0,0,0,0,7,0.003376044,0,0.033498149,,
IRI,Judo,0,0,0,0,1,0,0,0.01042397,,
IRI,Karate,1,0,0,1,3,0.080581957,0,0.294918777,,
IRI,Rowing,0,0,0,0,1,0,0,0.003950109,,
IRI,Shooting,1,0,0,1,15,0.089581616,0,0.04214844,,
IRI,Swimming,0,0,0,0,1,0,0,0.003311968,,
IRI,Table Tennis,0,0,0,0,2,0.001125348,0,0.011180906,,
IRI,Taekwondo,0,0,0,0,3,0,0,0.449099957,,
IRI,Volleyball,0,0,0,0,14,0.002250696,0,0.015406893,,
IRI,Weightlifting,0,1,0,1,3,0.08726618,0,0.378976482,,
IRI,Wrestling,2,1,2,5,12,0.365863296,0,0.712184309,,
IRL,Artistic Gymnastics,0,0,0,0,6,0.004486578,0,0.39412566,,
IRL,Athletics,0,0,0,0,41,0.014622108,0,0.285840417,,
IRL,Badminton,0,0,0,0,1,0,0,0.005960031,,
IRL,Boxing,1,0,1,2,7,0.161688383,0,0.694404339,,
IRL,Canoe Slalom,0,0,0,0,1,0,0,0.032897855,,
IRL,Cycling,0,0,0,0,2,0.001125348,0,0.024216662,,
IRL,Cycling Road,0,0,0,0,3,0.001125348,0,0.017082559,,
IRL,Cycling Track,0,0,0,0,10,0.004501392,0,0.025909441,,
IRL,Diving,0,0,0,0,3,0.001125348,0,0.001890391,,
IRL,Equestrian,0,0,0,0,16,0.007877436,0,0.041281755,,
IRL,Golf,0,0,0,0,6,0.002250696,0,0.026125147,,
IRL,Hockey,0,0,0,0,17,0,0,0.018113477,,
IRL,Judo,0,0,0,0,1,0,0,0.00628997,,
IRL,Modern Pentathlon,0,0,0,0,3,0.002248224,0,0.006632066,,
IRL,Rowing,2,1,4,7,14,0.525825452,0,0.568969755,,
IRL,Rugby Sevens,0,0,0,0,13,0,0,0.047748668,,
IRL,Sailing,0,1,0,1,5,0.086170324,0,0.291990084,,
IRL,Shooting,0,0,0,0,5,0.004486578,0,0.008139472,,
IRL,Swimming,0,0,0,0,19,0.011238666,0,0.23447985,,
IRL,Taekwondo,0,0,0,0,1,0,0,0.001798246,,
IRL,Triathlon,0,0,0,0,2,0,0,0.008782064,,
IRQ,Athletics,0,0,0,0,1,0,0,0.058472716,,
IRQ,Rowing,0,0,0,0,1,0,0,0.003841294,,
IRQ,Shooting,0,0,0,0,1,0,0,0.003762168,,
ISL,Athletics,0,0,0,0,1,0,0,0.25883389,,
ISL,Shooting,0,0,0,0,1,0,0,0.004277012,,
ISL,Swimming,0,0,0,0,3,0.001125348,0,0.104586093,,
ISR,Archery,0,0,0,0,1,0,0,0.002481986,,
ISR,Artistic Gymnastics,1,0,0,1,8,0.085077765,0,0.369312103,,
ISR,Artistic Swimming,0,0,0,0,2,0,0,0.016946356,,
ISR,Athletics,0,0,0,0,11,0.002250696,0,0.046287174,,
ISR,Badminton,0,0,0,0,4,0.002248224,0,0.003303091,,
ISR,Baseball/Softball,0,0,0,0,24,0,0,0.104524173,,
ISR,Cycling,0,0,0,0,1,0,0,0.001447115,,
ISR,Cycling Road,0,0,0,0,2,0.001125348,0,0.008789113,,
ISR,Equestrian,0,0,0,0,7,0.003376044,0,0.01782141,,
ISR,Judo,0,0,12,12,27,0.953267195,0,0.552015719,,
ISR,Marathon Swimming,0,0,0,0,1,0,0,0.024396389,,
ISR,Rhythmic Gymnastics,1,0,0,1,7,0.080581957,0,0.461994411,,
ISR,Sailing,0,0,0,0,5,0,0,0.364585578,,
ISR,Shooting,0,0,0,0,5,0.004486578,0,0.030984376,,
ISR,Surfing,0,0,0,0,1,0,0,0.024671813,,
ISR,Swimming,0,0,0,0,32,0.022435403,0,0.088830357,,
ISR,Taekwondo,0,0,1,1,1,0.079981078,0,0.261836286,,
ISR,Triathlon,0,0,0,0,2,0,0,0.005253128,,
ISR,Weightlifting,0,0,0,0,1,0,0,0.006503697,,
ISV,Archery,0,0,0,0,1,0,0,0.006746881,,
ISV,Athletics,0,0,0,0,2,0.001125348,0,0.071038336,,
ISV,Swimming,0,0,0,0,3,0.001125348,0,0.099123976,,
ITA,3x3 Basketball,0,0,0,0,4,0,0,0.006869423,,
ITA,Archery,1,2,1,4,17,0.278520406,0,0.09322638,,
ITA,Artistic Gymnastics,0,1,0,1,34,0.110953425,0,0.060188264,,
ITA,Artistic Swimming,0,0,0,0,10,0.002250696,0,0.018845278,,
ITA,Athletics,10,0,0,10,102,0.824537509,0,0.263165179,,
ITA,Baseball/Softball,0,0,0,0,15,0,0,0.014683174,,
ITA,Basketball,0,0,0,0,12,0,0,0.138313557,,
ITA,Beach Volleyball,0,2,0,2,12,0.174588872,0,0.051840429,,
ITA,Boxing,0,0,1,1,5,0.079989894,0,0.174177479,,
ITA,Canoe Slalom,0,0,0,0,3,0,0,0.089509608,,
ITA,Canoe Sprint,0,1,0,1,6,0.088391528,0,0.22712693,,
ITA,Cycling,1,0,0,1,18,0.08735639,0,0.341834256,,
ITA,Cycling BMX Racing,0,0,0,0,1,0,0,0.005649485,,
ITA,Cycling Mountain Bike,0,0,0,0,1,0,0,0.012572358,,
ITA,Cycling Road,0,0,1,1,9,0.081115242,0,0.039897748,,
ITA,Cycling Track,1,0,0,1,12,0.086206225,0,0.185973349,,
ITA,Diving,0,0,0,0,11,0.005619329,0,0.067906837,,
ITA,Equestrian,0,0,0,0,9,0.003376044,0,0.0053846,,
ITA,Fencing,4,14,11,29,75,1.980913509,0,0.824318251,,
ITA,Golf,0,0,0,0,5,0.001125348,0,0.005098984,,
ITA,Judo,1,1,2,4,18,0.289253575,0,0.092774913,,
ITA,Karate,1,0,1,2,5,0.160563035,0,0.210875312,,
ITA,Marathon Swimming,0,0,1,1,3,0.079981078,0,0.135083331,,
ITA,Modern Pentathlon,0,0,0,0,3,0.001125348,0,0.084796605,,
ITA,Rhythmic Gymnastics,0,0,5,5,9,0.399923022,0,0.213873982,,
ITA,Rowing,2,1,10,13,36,1.025079109,0,0.4739163,,
ITA,Sailing,2,0,0,2,13,0.164549188,0,0.107136678,,
ITA,Shooting,4,2,0,6,28,0.418704907,0,0.14663814,,
ITA,Skateboarding,0,0,0,0,3,0,0,0.006536629,,
ITA,Sport Climbing,0,0,0,0,3,0,0,0.014694712,,
ITA,Surfing,0,0,0,0,1,0,0,0.004852598,,
ITA,Swimming,1,5,9,15,102,1.115044423,0,0.181222919,,
ITA,Table Tennis,0,0,0,0,1,0,0,0.003853889,,
ITA,Taekwondo,1,0,0,1,2,0.080581957,0,0.156789124,,
ITA,Tennis,0,0,0,0,20,0.01568829,0,0.031948257,,
ITA,Triathlon,0,0,0,0,10,0.00562674,0,0.010069035,,
ITA,Volleyball,0,5,1,6,33,0.47099648,0,0.272922762,,
ITA,Water Polo,0,1,3,4,16,0.283002544,0,0.337236859,,
ITA,Weightlifting,0,1,2,3,6,0.246111576,0,0.107173191,,
ITA,Wrestling,0,0,1,1,2,0.079981078,0,0.091492856,,
IVB,Athletics,0,0,0,0,2,0,0,0.751613148,,
IVB,Swimming,0,0,0,0,2,0.001125348,0,0,,
JAM,Artistic Gymnastics,0,0,0,0,1,0,0,0.00155871,,
JAM,Athletics,12,5,13,30,101,2.141142253,0,1,,
JAM,Boxing,0,0,0,0,1,0,0,0.019240719,,
JAM,Diving,0,0,0,0,2,0.001125348,0,0.006070556,,
JAM,Judo,0,0,0,0,1,0,0,0.001456027,,
JAM,Swimming,0,0,0,0,10,0.008951016,0,0.015713009,,
JOR,Athletics,0,0,0,0,1,0,0,0.035193164,,
JOR,Boxing,0,0,0,0,6,0.001125348,0,0.022130913,,
JOR,Equestrian,0,0,0,0,1,0,0,0.006113887,,
JOR,Judo,0,0,0,0,1,0,0,0.002177308,,
JOR,Karate,0,0,1,1,1,0.079981078,0,0.445696371,,
JOR,Shooting,0,0,0,0,1,0,0,0.026690707,,
JOR,Swimming,0,0,0,0,5,0.003373572,0,0.025942246,,
JOR,Taekwondo,0,1,0,1,2,0.086140832,0,0.582009393,,
JPN,3x3 Basketball,0,0,0,0,8,0,1,0.009607588,,
JPN,Archery,0,1,5,6,22,0.426118496,1,0.067965928,,
JPN,Artistic Gymnastics,2,4,2,8,64,0.589219983,1,0.090635969,,
JPN,Artistic Swimming,0,0,0,0,10,0.002250696,1,0.01355158,,
JPN,Athletics,0,4,1,5,94,0.441720867,1,0.179013321,,
JPN,Badminton,0,0,3,3,17,0.242211562,1,0.067900427,,
JPN,Baseball,0,0,0,0,1,0,1,0.315346334,,
JPN,Baseball/Softball,38,0,0,38,38,3.062114366,1,0.563196148,,
JPN,Basketball,0,12,0,12,28,1.033732924,1,0.082064523,,
JPN,Beach Volleyball,0,0,0,0,6,0.002248224,1,0.005111115,,
JPN,Boxing,1,0,2,3,7,0.241669461,1,0.058621392,,
JPN,Canoe Slalom,0,0,0,0,4,0,1,0.005996181,,
JPN,Canoe Sprint,0,0,0,0,11,0.003376044,1,0.001402855,,
JPN,Cycling,0,0,0,0,10,0.00449892,1,0.039788698,,
JPN,Cycling BMX Freestyle,0,0,0,0,2,0,1,0.01126443,,
JPN,Cycling BMX Racing,0,0,0,0,1,0,1,0.004275086,,
JPN,Cycling Mountain Bike,0,0,0,0,1,0,1,0.001584313,,
JPN,Cycling Road,0,0,0,0,2,0,1,0.000741024,,
JPN,Cycling Track,0,1,0,1,8,0.088400116,1,0.018978498,,
JPN,Diving,0,0,0,0,22,0.01232706,1,0.020230768,,
JPN,Equestrian,0,0,0,0,23,0.012378828,1,0.068054637,,
JPN,Fencing,4,0,0,4,39,0.338130916,1,0.109620113,,
JPN,Football,0,2,0,2,50,0.17679776,1,0.141892308,,
JPN,Golf,0,1,0,1,4,0.086140832,1,0.078493606,,
JPN,Handball,0,0,0,0,31,0,1,0.018182253,,
JPN,Hockey,0,0,0,0,44,0.00899784,1,0.075081568,,
JPN,Judo,10,14,3,27,31,1.768334476,1,0.501716463,,
JPN,Karate,1,1,1,3,8,0.246703867,1,0.151797434,,
JPN,Marathon Swimming,0,0,0,0,2,0,1,0.006222774,,
JPN,Modern Pentathlon,0,0,0,0,4,0.001125348,1,0.01682884,,
JPN,Rhythmic Gymnastics,0,0,0,0,11,0.00449892,1,0.009096068,,
JPN,Rowing,0,0,0,0,5,0.002250696,1,0.030566039,,
JPN,Rugby Sevens,0,0,0,0,32,0.006752088,1,0.018227912,,
JPN,Sailing,0,0,0,0,23,0.008992901,1,0.03988813,,
JPN,Shooting,0,0,0,0,31,0.021342108,1,0.043538576,,
JPN,Skateboarding,3,1,1,5,10,0.407867781,1,0.210192442,,
JPN,Sport Climbing,0,1,1,2,4,0.16612191,1,0.173017991,,
JPN,Surfing,0,1,1,2,4,0.16612191,1,0.114885543,,
JPN,Swimming,3,4,4,11,98,0.778400394,1,0.385380529,,
JPN,Table Tennis,2,6,7,15,26,0.909322581,1,0.119093008,,
JPN,Taekwondo,0,0,0,0,6,0.002248224,1,0.056278532,,
JPN,Tennis,0,0,1,1,26,0.091403086,1,0.032957992,,
JPN,Trampoline Gymnastics,0,0,0,0,4,0,1,0.015486124,,
JPN,Triathlon,0,0,0,0,8,0.004501392,1,0.008169528,,
JPN,Volleyball,0,0,1,1,31,0.084548513,1,0.361844915,,
JPN,Water Polo,0,0,0,0,32,0.006752088,1,0.018856629,,
JPN,Weightlifting,0,1,2,3,14,0.206433648,1,0.0832071,,
JPN,Wrestling,7,1,1,9,16,0.728609721,1,0.355305822,,
KAZ,Archery,0,0,0,0,7,0.00449892,0,0.026660129,,
KAZ,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.153192865,,
KAZ,Artistic Swimming,0,0,0,0,2,0,0,0.007878127,,
KAZ,Athletics,0,0,0,0,10,0,0,0.155116929,,
KAZ,Boxing,0,0,2,2,9,0.159962156,0,0.719933619,,
KAZ,Canoe Slalom,0,0,0,0,2,0,0,0.007910804,,
KAZ,Canoe Sprint,0,0,0,0,8,0.003376044,0,0.025316226,,
KAZ,Cycling,0,0,0,0,1,0,0,0.122997244,,
KAZ,Cycling Road,0,0,0,0,4,0.001125348,0,0.015162664,,
KAZ,Cycling Track,0,0,0,0,2,0.001125348,0,0.006102439,,
KAZ,Fencing,0,0,0,0,2,0,0,0.010951765,,
KAZ,Judo,0,1,1,2,10,0.126382931,0,0.188696008,,
KAZ,Karate,0,0,2,2,5,0.159962156,0,0.371055923,,
KAZ,Marathon Swimming,0,0,0,0,1,0,0,0.011565012,,
KAZ,Modern Pentathlon,0,0,0,0,4,0.002248224,0,0.192018531,,
KAZ,Rhythmic Gymnastics,0,0,0,0,1,0,0,0.007711309,,
KAZ,Rowing,0,0,0,0,3,0.002248224,0,0.005481333,,
KAZ,Shooting,0,0,0,0,4,0.001125348,0,0.160900667,,
KAZ,Sport Climbing,0,0,0,0,1,0,0,0.019313038,,
KAZ,Swimming,0,0,0,0,3,0.001125348,0,0.077900088,,
KAZ,Table Tennis,0,0,0,0,2,0,0,0.002915249,,
KAZ,Taekwondo,0,0,0,0,3,0.001125348,0,0.095643279,,
KAZ,Tennis,0,0,0,0,15,0.008978107,0,0.015488935,,
KAZ,Water Polo,0,0,0,0,16,0.003376044,0,0.045979583,,
KAZ,Weightlifting,1,0,2,3,3,0.200184418,0,0.691328928,,
KAZ,Wrestling,0,0,2,2,14,0.161105136,0,0.466285983,,
KEN,Athletics,5,8,3,16,52,1.218164624,0,0.883731044,,
KEN,Beach Volleyball,0,0,0,0,2,0,0,0.005445447,,
KEN,Boxing,0,0,0,0,4,0,0,0.263191677,,
KEN,Rugby Sevens,0,0,0,0,29,0.003376044,0,0.129101335,,
KEN,Swimming,0,0,0,0,2,0,0,0.005429335,,
KEN,Taekwondo,0,0,0,0,1,0,0,0.007160884,,
KEN,Volleyball,0,0,0,0,12,0,0,0.029735685,,
KGZ,Athletics,0,0,0,0,3,0.001125348,0,0.044075322,,
KGZ,Fencing,0,0,0,0,1,0,0,0.002802557,,
KGZ,Judo,0,0,0,0,1,0,0,0.225086389,,
KGZ,Shooting,0,0,0,0,1,0,0,0.025683069,,
KGZ,Swimming,0,0,0,0,3,0.002248224,0,0.098451523,,
KGZ,Weightlifting,0,0,0,0,1,0,0,0.017414756,,
KGZ,Wrestling,0,2,1,3,9,0.252262742,0,0.963077726,,
KIR,Athletics,0,0,0,0,1,0,0,0.279104077,,
KIR,Judo,0,0,0,0,1,0,0,0.15502479,,
KIR,Weightlifting,0,0,0,0,1,0,0,0.860578184,,
KOR,Archery,9,0,0,9,14,0.709277533,0,0.61913307,,
