Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2020,JPN,3x3 Basketball,Mai Yamamoto,0,0,1,0,0
2020,JPN,3x3 Basketball,Mio Shinozaki,0,0,1,0,0
2020,JPN,3x3 Basketball,Mio Shinozaki,0,0,1,0,0
2020,JPN,3x3 Basketball,Risa Nishioka,0,0,1,0,0
2020,JPN,3x3 Basketball,Risa Nishioka,0,0,1,0,0
2020,JPN,3x3 Basketball,Ryuto Yasuoka,0,0,1,0,0
2020,JPN,3x3 Basketball,Ryuto Yasuoka,0,0,1,0,0
2020,JPN,3x3 Basketball,Stephanie Mawuli,0,0,1,0,0
2020,JPN,3x3 Basketball,Stephanie Mawuli,0,0,1,0,0
2020,JPN,3x3 Basketball,Tomoya Ochiai,0,0,1,0,0
2020,JPN,3x3 Basketball,Tomoya Ochiai,0,0,1,0,0
2020,JPN,Archery,Azusa Yamauchi,0,0,3,0,0
2020,JPN,Archery,Azusa Yamauchi,0,0,3,0,0
2020,JPN,Archery,Hiroki Muto,1,0,2,0,1
2020,JPN,Archery,Hiroki Muto,1,0,2,0,1
2020,JPN,Archery,Miki Nakamura,0,0,2,0,0
2020,JPN,Archery,Miki Nakamura,0,0,2,0,0
2020,JPN,Archery,Ren Hayakawa,0,0,2,0,0
2020,JPN,Archery,Ren Hayakawa,0,0,2,0,0
2020,JPN,Archery,Takaharu Furukawa,2,0,0,0,2
2020,JPN,Archery,Takaharu Furukawa,2,0,0,0,2
2020,JPN,Archery,Yuki Kawata,1,0,1,0,1
2020,JPN,Archery,Yuki Kawata,1,0,1,0,1
2020,JPN,Artistic Gymnastics,Aiko Sugihara,0,0,6,0,0
2020,JPN,Artistic Gymnastics,Aiko Sugihara,0,0,6,0,0
2020,JPN,Artistic Gymnastics,Daiki Hashimoto,0,2,5,1,3
2020,JPN,Artistic Gymnastics,Daiki Hashimoto,0,2,5,1,3
2020,JPN,Artistic Gymnastics,Hitomi Hatakeda,0,0,6,0,0
2020,JPN,Artistic Gymnastics,Hitomi Hatakeda,0,0,6,0,0
2020,JPN,Artistic Gymnastics,Kazuma Kaya,1,0,6,1,2
2020,JPN,Artistic Gymnastics,Kazuma Kaya,1,0,6,1,2
2020,JPN,Artistic Gymnastics,Kohei Kameyama,0,0,1,0,0
2020,JPN,Artistic Gymnastics,Kohei Kameyama,0,0,1,0,0
2020,JPN,Artistic Gymnastics,Kohei Uchimura,0,0,2,0,0
2020,JPN,Artistic Gymnastics,Kohei Uchimura,0,0,2,0,0
2020,JPN,Artistic Gymnastics,Mai Murakami,1,0,5,0,1
2020,JPN,Artistic Gymnastics,Mai Murakami,1,0,5,0,1
2020,JPN,Artistic Gymnastics,Takeru Kitazono,0,0,7,1,1
2020,JPN,Artistic Gymnastics,Takeru Kitazono,0,0,7,1,1
2020,JPN,Artistic Gymnastics,Urara Ashikawa,0,0,5,0,0
2020,JPN,Artistic Gymnastics,Urara Ashikawa,0,0,5,0,0
2020,JPN,Artistic Gymnastics,Wataru Tanigawa,0,0,7,1,1
2020,JPN,Artistic Gymnastics,Wataru Tanigawa,0,0,7,1,1
2020,JPN,Artistic Gymnastics,Yuna Hiraiwa,0,0,6,0,0
2020,JPN,Artistic Gymnastics,Yuna Hiraiwa,0,0,6,0,0
2020,JPN,Artistic Swimming,Akane Yanagisawa,0,0,1,0,0
2020,JPN,Artistic Swimming,Akane Yanagisawa,0,0,1,0,0
2020,JPN,Artistic Swimming,Juka Fukumura,0,0,1,0,0
2020,JPN,Artistic Swimming,Juka Fukumura,0,0,1,0,0
2020,JPN,Artistic Swimming,Mashiro Yasunaga,0,0,1,0,0
2020,JPN,Artistic Swimming,Mashiro Yasunaga,0,0,1,0,0
2020,JPN,Artistic Swimming,Mayu Tsukamoto,0,0,1,0,0
2020,JPN,Artistic Swimming,Mayu Tsukamoto,0,0,1,0,0
2020,JPN,Artistic Swimming,Megumu Yoshida,0,0,2,0,0
2020,JPN,Artistic Swimming,Megumu Yoshida,0,0,2,0,0
2020,JPN,Artistic Swimming,Moeka Kijima,0,0,1,0,0
2020,JPN,Artistic Swimming,Moeka Kijima,0,0,1,0,0
2020,JPN,Artistic Swimming,Okina Kyogoku,0,0,1,0,0
2020,JPN,Artistic Swimming,Okina Kyogoku,0,0,1,0,0
2020,JPN,Artistic Swimming,Yukiko Inui,0,0,2,0,0
2020,JPN,Artistic Swimming,Yukiko Inui,0,0,2,0,0
2020,JPN,Athletics,Aiko Iki,0,0,1,0,0
2020,JPN,Athletics,Aiko Iki,0,0,1,0,0
2020,JPN,Athletics,Akira Aizawa,0,0,1,0,0
2020,JPN,Athletics,Akira Aizawa,0,0,1,0,0
2020,JPN,Athletics,Ami Saito,0,0,1,0,0
2020,JPN,Athletics,Ami Saito,0,0,1,0,0
2020,JPN,Athletics,Aoto Suzuki,0,0,1,0,0
2020,JPN,Athletics,Aoto Suzuki,0,0,1,0,0
2020,JPN,Athletics,Asuka Terada,0,0,1,0,0
2020,JPN,Athletics,Asuka Terada,0,0,1,0,0
2020,JPN,Athletics,Ayako Kimura,0,0,1,0,0
2020,JPN,Athletics,Ayako Kimura,0,0,1,0,0
2020,JPN,Athletics,Ayuko Suzuki,0,0,1,0,0
2020,JPN,Athletics,Ayuko Suzuki,0,0,1,0,0
2020,JPN,Athletics,Bruno Dede,0,0,1,0,0
2020,JPN,Athletics,Bruno Dede,0,0,1,0,0
2020,JPN,Athletics,Eiki Takahashi,0,0,1,0,0
2020,JPN,Athletics,Eiki Takahashi,0,0,1,0,0
2020,JPN,Athletics,Hakim Sani,0,0,1,0,0
2020,JPN,Athletics,Hakim Sani,0,0,1,0,0
2020,JPN,Athletics,Hanae Aoyama,0,0,1,0,0
2020,JPN,Athletics,Hanae Aoyama,0,0,1,0,0
2020,JPN,Athletics,Haruka Kitaguchi,0,0,1,0,0
2020,JPN,Athletics,Haruka Kitaguchi,0,0,1,0,0
2020,JPN,Athletics,Hayato Katsuki,0,0,1,0,0
2020,JPN,Athletics,Hayato Katsuki,0,0,1,0,0
2020,JPN,Athletics,Hibiki Tsuha,0,0,1,0,0
2020,JPN,Athletics,Hibiki Tsuha,0,0,1,0,0
2020,JPN,Athletics,Hiroki Matsueda,0,0,1,0,0
2020,JPN,Athletics,Hiroki Matsueda,0,0,1,0,0
2020,JPN,Athletics,Hiroki Yanagita,0,0,1,0,0
2020,JPN,Athletics,Hiroki Yanagita,0,0,1,0,0
2020,JPN,Athletics,Hiromu Yamauchi,0,0,1,0,0
2020,JPN,Athletics,Hiromu Yamauchi,0,0,1,0,0
2020,JPN,Athletics,Hitomi Niiya,0,0,1,0,0
2020,JPN,Athletics,Hitomi Niiya,0,0,1,0,0
2020,JPN,Athletics,Honami Maeda,0,0,1,0,0
2020,JPN,Athletics,Honami Maeda,0,0,1,0,0
2020,JPN,Athletics,Jrummi Walsh,0,0,1,0,0
2020,JPN,Athletics,Jrummi Walsh,0,0,1,0,0
2020,JPN,Athletics,Jun Yamashita,0,0,1,0,0
2020,JPN,Athletics,Jun Yamashita,0,0,1,0,0
2020,JPN,Athletics,Kaede Hagitani,0,0,1,0,0
2020,JPN,Athletics,Kaede Hagitani,0,0,1,0,0
2020,JPN,Athletics,Kaito Kawabata,0,0,1,0,0
2020,JPN,Athletics,Kaito Kawabata,0,0,1,0,0
2020,JPN,Athletics,Kaori Kawazoe,0,0,1,0,0
2020,JPN,Athletics,Kaori Kawazoe,0,0,1,0,0
2020,JPN,Athletics,Kazuki Kurokawa,0,0,1,0,0
2020,JPN,Athletics,Kazuki Kurokawa,0,0,1,0,0
2020,JPN,Athletics,Kentaro Sato,0,0,1,0,0
2020,JPN,Athletics,Kentaro Sato,0,0,1,0,0
2020,JPN,Athletics,Koki Ikeda,0,0,0,1,1
2020,JPN,Athletics,Koki Ikeda,0,0,0,1,1
2020,JPN,Athletics,Kosei Yamaguchi,0,0,1,0,0
2020,JPN,Athletics,Kosei Yamaguchi,0,0,1,0,0
2020,JPN,Athletics,Kosuke Ikeda,0,0,1,0,0
2020,JPN,Athletics,Kosuke Ikeda,0,0,1,0,0
2020,JPN,Athletics,Kumiko Okada,0,0,1,0,0
2020,JPN,Athletics,Kumiko Okada,0,0,1,0,0
2020,JPN,Athletics,Mao Ichiyama,0,0,1,0,0
2020,JPN,Athletics,Mao Ichiyama,0,0,1,0,0
2020,JPN,Athletics,Masaki Ejima,0,0,1,0,0
2020,JPN,Athletics,Masaki Ejima,0,0,1,0,0
2020,JPN,Athletics,Masatora Kawano,0,0,1,0,0
2020,JPN,Athletics,Masatora Kawano,0,0,1,0,0
2020,JPN,Athletics,Masumi Aoki,0,0,1,0,0
2020,JPN,Athletics,Masumi Aoki,0,0,1,0,0
2020,JPN,Athletics,Mei Kodama,0,0,1,0,0
2020,JPN,Athletics,Mei Kodama,0,0,1,0,0
2020,JPN,Athletics,Nanako Fujii,0,0,1,0,0
2020,JPN,Athletics,Nanako Fujii,0,0,1,0,0
2020,JPN,Athletics,Naoto Tobe,0,0,1,0,0
2020,JPN,Athletics,Naoto Tobe,0,0,1,0,0
2020,JPN,Athletics,Nozomi Tanaka,0,0,2,0,0
2020,JPN,Athletics,Nozomi Tanaka,0,0,2,0,0
2020,JPN,Athletics,Ran Urabe,0,0,1,0,0
2020,JPN,Athletics,Ran Urabe,0,0,1,0,0
2020,JPN,Athletics,Remi Tsuruta,0,0,1,0,0
2020,JPN,Athletics,Remi Tsuruta,0,0,1,0,0
2020,JPN,Athletics,Rikuya Ito,0,0,1,0,0
2020,JPN,Athletics,Rikuya Ito,0,0,1,0,0
2020,JPN,Athletics,Ririka Hironaka,0,0,2,0,0
2020,JPN,Athletics,Ririka Hironaka,0,0,2,0,0
2020,JPN,Athletics,Ryoma Aoki,0,0,1,0,0
2020,JPN,Athletics,Ryoma Aoki,0,0,1,0,0
2020,JPN,Athletics,Ryota Yamagata,0,0,2,0,0
2020,JPN,Athletics,Ryota Yamagata,0,0,2,0,0
2020,JPN,Athletics,Ryuji Miura,0,0,1,0,0
2020,JPN,Athletics,Ryuji Miura,0,0,1,0,0
2020,JPN,Athletics,Satoshi Maruo,0,0,1,0,0
2020,JPN,Athletics,Satoshi Maruo,0,0,1,0,0
2020,JPN,Athletics,Seito Yamamoto,0,0,1,0,0
2020,JPN,Athletics,Seito Yamamoto,0,0,1,0,0
2020,JPN,Athletics,Shogo Nakamura,0,0,1,0,0
2020,JPN,Athletics,Shogo Nakamura,0,0,1,0,0
2020,JPN,Athletics,Shota Iizuka,0,0,1,0,0
2020,JPN,Athletics,Shota Iizuka,0,0,1,0,0
2020,JPN,Athletics,Shoutarou Shiroyama,0,0,1,0,0
2020,JPN,Athletics,Shoutarou Shiroyama,0,0,1,0,0
2020,JPN,Athletics,Shuhei Tada,0,0,2,0,0
2020,JPN,Athletics,Shuhei Tada,0,0,2,0,0
2020,JPN,Athletics,Shunsuke Izumiya,0,0,1,0,0
2020,JPN,Athletics,Shunsuke Izumiya,0,0,1,0,0
2020,JPN,Athletics,Shunya Takayama,0,0,1,0,0
2020,JPN,Athletics,Shunya Takayama,0,0,1,0,0
2020,JPN,Athletics,Suguru Osako,0,0,1,0,0
2020,JPN,Athletics,Suguru Osako,0,0,1,0,0
2020,JPN,Athletics,Taio Kanai,0,0,1,0,0
2020,JPN,Athletics,Taio Kanai,0,0,1,0,0
2020,JPN,Athletics,Takashi Eto,0,0,1,0,0
2020,JPN,Athletics,Takashi Eto,0,0,1,0,0
2020,JPN,Athletics,Takatoshi Abe,0,0,1,0,0
2020,JPN,Athletics,Takatoshi Abe,0,0,1,0,0
2020,JPN,Athletics,Takuto Kominami,0,0,1,0,0
2020,JPN,Athletics,Takuto Kominami,0,0,1,0,0
2020,JPN,Athletics,Tatsuhiko Ito,0,0,1,0,0
2020,JPN,Athletics,Tatsuhiko Ito,0,0,1,0,0
2020,JPN,Athletics,Toshikazu Yamanishi,1,0,0,0,1
2020,JPN,Athletics,Toshikazu Yamanishi,1,0,0,0,1
2020,JPN,Athletics,Yoshihide Kiryu,0,0,1,0,0
2020,JPN,Athletics,Yoshihide Kiryu,0,0,1,0,0
2020,JPN,Athletics,Yu Ishikawa,0,0,1,0,0
2020,JPN,Athletics,Yu Ishikawa,0,0,1,0,0
2020,JPN,Athletics,Yuka Ando,0,0,1,0,0
2020,JPN,Athletics,Yuka Ando,0,0,1,0,0
2020,JPN,Athletics,Yuki Hashioka,0,0,1,0,0
2020,JPN,Athletics,Yuki Hashioka,0,0,1,0,0
2020,JPN,Athletics,Yuki Koike,0,0,2,0,0
2020,JPN,Athletics,Yuki Koike,0,0,2,0,0
2020,JPN,Athletics,Yuma Hattori,0,0,1,0,0
2020,JPN,Athletics,Yuma Hattori,0,0,1,0,0
2020,JPN,Athletics,Yuno Yamanaka,0,0,1,0,0
2020,JPN,Athletics,Yuno Yamanaka,0,0,1,0,0
2020,JPN,Athletics,Yuta Bando,0,0,1,0,0
2020,JPN,Athletics,Yuta Bando,0,0,1,0,0
2020,JPN,Badminton,Akane Yamaguchi,0,0,1,0,0
2020,JPN,Badminton,Akane Yamaguchi,0,0,1,0,0
2020,JPN,Badminton,Arisa Higashino,1,0,0,0,1
2020,JPN,Badminton,Arisa Higashino,1,0,0,0,1
2020,JPN,Badminton,Hiroyuki Endo,0,0,1,0,0
2020,JPN,Badminton,Hiroyuki Endo,0,0,1,0,0
2020,JPN,Badminton,Kanta Tsuneyama,0,0,1,0,0
2020,JPN,Badminton,Kanta Tsuneyama,0,0,1,0,0
2020,JPN,Badminton,Keigo Sonoda,0,0,1,0,0
2020,JPN,Badminton,Keigo Sonoda,0,0,1,0,0
2020,JPN,Badminton,Kento Momota,0,0,1,0,0
2020,JPN,Badminton,Kento Momota,0,0,1,0,0
2020,JPN,Badminton,Mayu Matsumoto,0,0,1,0,0
2020,JPN,Badminton,Mayu Matsumoto,0,0,1,0,0
2020,JPN,Badminton,Nozomi Okuhara,0,0,1,0,0
2020,JPN,Badminton,Nozomi Okuhara,0,0,1,0,0
2020,JPN,Badminton,Sayaka Hirota,0,0,1,0,0
2020,JPN,Badminton,Sayaka Hirota,0,0,1,0,0
2020,JPN,Badminton,Takeshi Kamura,0,0,1,0,0
2020,JPN,Badminton,Takeshi Kamura,0,0,1,0,0
2020,JPN,Badminton,Wakana Nagahara,0,0,1,0,0
2020,JPN,Badminton,Wakana Nagahara,0,0,1,0,0
2020,JPN,Badminton,Yuki Fukushima,0,0,1,0,0
2020,JPN,Badminton,Yuki Fukushima,0,0,1,0,0
2020,JPN,Badminton,Yuta Watanabe,1,0,1,0,1
2020,JPN,Badminton,Yuta Watanabe,1,0,1,0,1
2020,JPN,Baseball/Softball,Eri Yamada,0,1,0,0,1
2020,JPN,Baseball/Softball,Eri Yamada,0,1,0,0,1
2020,JPN,Baseball/Softball,Haruka Agatsuma,0,1,0,0,1
2020,JPN,Baseball/Softball,Haruka Agatsuma,0,1,0,0,1
2020,JPN,Baseball/Softball,Hayato Sakamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Hayato Sakamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Hideto Asamura,0,1,0,0,1
2020,JPN,Baseball/Softball,Hideto Asamura,0,1,0,0,1
2020,JPN,Baseball/Softball,Hiromi Itoh,0,1,0,0,1
2020,JPN,Baseball/Softball,Hiromi Itoh,0,1,0,0,1
2020,JPN,Baseball/Softball,Hitomi Kawabata,0,1,0,0,1
2020,JPN,Baseball/Softball,Hitomi Kawabata,0,1,0,0,1
2020,JPN,Baseball/Softball,Kaima Taira,0,1,0,0,1
2020,JPN,Baseball/Softball,Kaima Taira,0,1,0,0,1
2020,JPN,Baseball/Softball,Kensuke Kondoh,0,1,0,0,1
2020,JPN,Baseball/Softball,Kensuke Kondoh,0,1,0,0,1
2020,JPN,Baseball/Softball,Koudai Senga,0,1,0,0,1
2020,JPN,Baseball/Softball,Koudai Senga,0,1,0,0,1
2020,JPN,Baseball/Softball,Koyo Aoyagi,0,1,0,0,1
2020,JPN,Baseball/Softball,Koyo Aoyagi,0,1,0,0,1
2020,JPN,Baseball/Softball,Mana Atsumi,0,1,0,0,1
2020,JPN,Baseball/Softball,Mana Atsumi,0,1,0,0,1
2020,JPN,Baseball/Softball,Masahiro Tanaka,0,1,0,0,1
2020,JPN,Baseball/Softball,Masahiro Tanaka,0,1,0,0,1
2020,JPN,Baseball/Softball,Masataka Yoshida,0,1,0,0,1
2020,JPN,Baseball/Softball,Masataka Yoshida,0,1,0,0,1
2020,JPN,Baseball/Softball,Masato Morishita,0,1,0,0,1
2020,JPN,Baseball/Softball,Masato Morishita,0,1,0,0,1
2020,JPN,Baseball/Softball,Minori Naito,0,1,0,0,1
2020,JPN,Baseball/Softball,Minori Naito,0,1,0,0,1
2020,JPN,Baseball/Softball,Miu Goto,0,1,0,0,1
2020,JPN,Baseball/Softball,Miu Goto,0,1,0,0,1
2020,JPN,Baseball/Softball,Munetaka Murakami,0,1,0,0,1
2020,JPN,Baseball/Softball,Munetaka Murakami,0,1,0,0,1
2020,JPN,Baseball/Softball,Nayu Kiyohara,0,1,0,0,1
2020,JPN,Baseball/Softball,Nayu Kiyohara,0,1,0,0,1
2020,JPN,Baseball/Softball,Nodoka Harada,0,1,0,0,1
2020,JPN,Baseball/Softball,Nodoka Harada,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryoji Kuribayashi,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryoji Kuribayashi,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryosuke Kikuchi,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryosuke Kikuchi,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryoya Kurihara,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryoya Kurihara,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryutaro Umeno,0,1,0,0,1
2020,JPN,Baseball/Softball,Ryutaro Umeno,0,1,0,0,1
2020,JPN,Baseball/Softball,Saki Yamazaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Saki Yamazaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Sayaka Mori,0,1,0,0,1
2020,JPN,Baseball/Softball,Sayaka Mori,0,1,0,0,1
2020,JPN,Baseball/Softball,Seiya Suzuki,0,1,0,0,1
2020,JPN,Baseball/Softball,Seiya Suzuki,0,1,0,0,1
2020,JPN,Baseball/Softball,Sosuke Genda,0,1,0,0,1
2020,JPN,Baseball/Softball,Sosuke Genda,0,1,0,0,1
2020,JPN,Baseball/Softball,Suguru Iwazaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Suguru Iwazaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Takuya Kai,0,1,0,0,1
2020,JPN,Baseball/Softball,Takuya Kai,0,1,0,0,1
2020,JPN,Baseball/Softball,Tetsuto Yamada,0,1,0,0,1
2020,JPN,Baseball/Softball,Tetsuto Yamada,0,1,0,0,1
2020,JPN,Baseball/Softball,Yamato Fujita,0,1,0,0,1
2020,JPN,Baseball/Softball,Yamato Fujita,0,1,0,0,1
2020,JPN,Baseball/Softball,Yasuaki Yamasaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Yasuaki Yamasaki,0,1,0,0,1
2020,JPN,Baseball/Softball,Yoshinobu Yamamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Yoshinobu Yamamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Yu Yamamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Yu Yamamoto,0,1,0,0,1
2020,JPN,Baseball/Softball,Yudai Ohno,0,1,0,0,1
2020,JPN,Baseball/Softball,Yudai Ohno,0,1,0,0,1
2020,JPN,Baseball/Softball,Yuka Ichiguchi,0,1,0,0,1
2020,JPN,Baseball/Softball,Yuka Ichiguchi,0,1,0,0,1
2020,JPN,Baseball/Softball,Yuki Yanagita,0,1,0,0,1
2020,JPN,Baseball/Softball,Yuki Yanagita,0,1,0,0,1
2020,JPN,Baseball/Softball,Yukiko Ueno,0,1,0,0,1
2020,JPN,Baseball/Softball,Yukiko Ueno,0,1,0,0,1
2020,JPN,Baseball/Softball,Yukiyo Mine,0,1,0,0,1
2020,JPN,Baseball/Softball,Yukiyo Mine,0,1,0,0,1
2020,JPN,Basketball,Daiki Tanaka,0,0,1,0,0
2020,JPN,Basketball,Daiki Tanaka,0,0,1,0,0
2020,JPN,Basketball,Earl Edwards,0,0,1,0,0
2020,JPN,Basketball,Earl Edwards,0,0,1,0,0
2020,JPN,Basketball,Evelyn Mawuli,0,0,0,1,1
2020,JPN,Basketball,Evelyn Mawuli,0,0,0,1,1
2020,JPN,Basketball,Himawari Akaho,0,0,0,1,1
2020,JPN,Basketball,Himawari Akaho,0,0,0,1,1
2020,JPN,Basketball,Hugh Watanabe,0,0,1,0,0
2020,JPN,Basketball,Hugh Watanabe,0,0,1,0,0
2020,JPN,Basketball,Koki Schafer,0,0,1,0,0
2020,JPN,Basketball,Koki Schafer,0,0,1,0,0
2020,JPN,Basketball,Kosuke Kanamaru,0,0,1,0,0
2020,JPN,Basketball,Kosuke Kanamaru,0,0,1,0,0
2020,JPN,Basketball,Leo Vendrame,0,0,1,0,0
2020,JPN,Basketball,Leo Vendrame,0,0,1,0,0
2020,JPN,Basketball,Maki Takada,0,0,0,1,1
2020,JPN,Basketball,Maki Takada,0,0,0,1,1
2020,JPN,Basketball,Makoto Hiejima,0,0,1,0,0
2020,JPN,Basketball,Makoto Hiejima,0,0,1,0,0
2020,JPN,Basketball,Moeko Nagaoka,0,0,0,1,1
2020,JPN,Basketball,Moeko Nagaoka,0,0,0,1,1
2020,JPN,Basketball,Monica Okoye,0,0,0,1,1
2020,JPN,Basketball,Monica Okoye,0,0,0,1,1
2020,JPN,Basketball,Naho Miyoshi,0,0,0,1,1
2020,JPN,Basketball,Naho Miyoshi,0,0,0,1,1
2020,JPN,Basketball,Nako Motohashi,0,0,0,1,1
2020,JPN,Basketball,Nako Motohashi,0,0,0,1,1
2020,JPN,Basketball,Nanako Todo,0,0,0,1,1
2020,JPN,Basketball,Nanako Todo,0,0,0,1,1
2020,JPN,Basketball,Rui Hachimura,0,0,1,0,0
2020,JPN,Basketball,Rui Hachimura,0,0,1,0,0
2020,JPN,Basketball,Rui Machida,0,0,0,1,1
2020,JPN,Basketball,Rui Machida,0,0,0,1,1
2020,JPN,Basketball,Saki Hayashi,0,0,0,1,1
2020,JPN,Basketball,Saki Hayashi,0,0,0,1,1
2020,JPN,Basketball,Saori Miyazaki,0,0,0,1,1
2020,JPN,Basketball,Saori Miyazaki,0,0,0,1,1
2020,JPN,Basketball,Tenketsu Harimoto,0,0,1,0,0
2020,JPN,Basketball,Tenketsu Harimoto,0,0,1,0,0
2020,JPN,Basketball,Yudai Baba,0,0,1,0,0
2020,JPN,Basketball,Yudai Baba,0,0,1,0,0
2020,JPN,Basketball,Yuki Miyazawa,0,0,0,1,1
2020,JPN,Basketball,Yuki Miyazawa,0,0,0,1,1
2020,JPN,Basketball,Yuki Togashi,0,0,1,0,0
2020,JPN,Basketball,Yuki Togashi,0,0,1,0,0
2020,JPN,Basketball,Yuta Watanabe,0,0,1,0,0
2020,JPN,Basketball,Yuta Watanabe,0,0,1,0,0
2020,JPN,Beach Volleyball,Katsuhiro Shiratori,0,0,1,0,0
2020,JPN,Beach Volleyball,Katsuhiro Shiratori,0,0,1,0,0
2020,JPN,Beach Volleyball,Megumi Murakami,0,0,1,0,0
2020,JPN,Beach Volleyball,Megumi Murakami,0,0,1,0,0
2020,JPN,Beach Volleyball,Miki Ishii,0,0,1,0,0
2020,JPN,Beach Volleyball,Miki Ishii,0,0,1,0,0
2020,JPN,Beach Volleyball,Yusuke Ishijima,0,0,1,0,0
2020,JPN,Beach Volleyball,Yusuke Ishijima,0,0,1,0,0
2020,JPN,Boxing,Daisuke Narimatsu,0,0,1,0,0
2020,JPN,Boxing,Daisuke Narimatsu,0,0,1,0,0
2020,JPN,Boxing,Mensah Okazawa,0,0,1,0,0
2020,JPN,Boxing,Mensah Okazawa,0,0,1,0,0
2020,JPN,Boxing,Ryomei Tanaka,1,0,0,0,1
2020,JPN,Boxing,Ryomei Tanaka,1,0,0,0,1
2020,JPN,Boxing,Sena Irie,0,1,0,0,1
2020,JPN,Boxing,Sena Irie,0,1,0,0,1
2020,JPN,Boxing,Tsukimi Namiki,1,0,0,0,1
2020,JPN,Boxing,Tsukimi Namiki,1,0,0,0,1
2020,JPN,Boxing,Yuito Moriwaki,0,0,1,0,0
2020,JPN,Boxing,Yuito Moriwaki,0,0,1,0,0
2020,JPN,Canoe Slalom,Aki Yazawa,0,0,1,0,0
2020,JPN,Canoe Slalom,Aki Yazawa,0,0,1,0,0
2020,JPN,Canoe Slalom,Ayano Sato,0,0,1,0,0
2020,JPN,Canoe Slalom,Ayano Sato,0,0,1,0,0
2020,JPN,Canoe Slalom,Kazuya Adachi,0,0,1,0,0
2020,JPN,Canoe Slalom,Kazuya Adachi,0,0,1,0,0
2020,JPN,Canoe Slalom,Takuya Haneda,0,0,1,0,0
2020,JPN,Canoe Slalom,Takuya Haneda,0,0,1,0,0
2020,JPN,Canoe Sprint,Hiroki Fujishima,0,0,1,0,0
2020,JPN,Canoe Sprint,Hiroki Fujishima,0,0,1,0,0
2020,JPN,Canoe Sprint,Keiji Mizumoto,0,0,1,0,0
2020,JPN,Canoe Sprint,Keiji Mizumoto,0,0,1,0,0
2020,JPN,Canoe Sprint,Manaka Kubota,0,0,2,0,0
2020,JPN,Canoe Sprint,Manaka Kubota,0,0,2,0,0
2020,JPN,Canoe Sprint,Momotaro Matsushita,0,0,2,0,0
2020,JPN,Canoe Sprint,Momotaro Matsushita,0,0,2,0,0
2020,JPN,Canoe Sprint,Takanori Tome,0,0,1,0,0
2020,JPN,Canoe Sprint,Takanori Tome,0,0,1,0,0
2020,JPN,Canoe Sprint,Teruko Kiriake,0,0,2,0,0
2020,JPN,Canoe Sprint,Teruko Kiriake,0,0,2,0,0
2020,JPN,Canoe Sprint,Yuka Ono,0,0,1,0,0
2020,JPN,Canoe Sprint,Yuka Ono,0,0,1,0,0
2020,JPN,Canoe Sprint,Yusuke Miyata,0,0,1,0,0
2020,JPN,Canoe Sprint,Yusuke Miyata,0,0,1,0,0
2020,JPN,Cycling BMX Freestyle,Minato Oike,0,0,1,0,0
2020,JPN,Cycling BMX Freestyle,Minato Oike,0,0,1,0,0
2020,JPN,Cycling BMX Freestyle,Rim Nakamura,0,0,1,0,0
2020,JPN,Cycling BMX Freestyle,Rim Nakamura,0,0,1,0,0
2020,JPN,Cycling BMX Racing,Sae Hatakeyama,0,0,1,0,0
2020,JPN,Cycling BMX Racing,Sae Hatakeyama,0,0,1,0,0
2020,JPN,Cycling BMX Racing,Yoshitaku Nagasako,0,0,1,0,0
2020,JPN,Cycling BMX Racing,Yoshitaku Nagasako,0,0,1,0,0
2020,JPN,Cycling Mountain Bike,Kohei Yamamoto,0,0,1,0,0
2020,JPN,Cycling Mountain Bike,Kohei Yamamoto,0,0,1,0,0
2020,JPN,Cycling Mountain Bike,Miho Imai,0,0,1,0,0
2020,JPN,Cycling Mountain Bike,Miho Imai,0,0,1,0,0
2020,JPN,Cycling Road,Eri Yonamine,0,0,2,0,0
2020,JPN,Cycling Road,Eri Yonamine,0,0,2,0,0
2020,JPN,Cycling Road,Hiromi Kaneko,0,0,1,0,0
2020,JPN,Cycling Road,Hiromi Kaneko,0,0,1,0,0
2020,JPN,Cycling Road,Nariyuki Masuda,0,0,1,0,0
2020,JPN,Cycling Road,Nariyuki Masuda,0,0,1,0,0
2020,JPN,Cycling Road,Yukiya Arashiro,0,0,1,0,0
2020,JPN,Cycling Road,Yukiya Arashiro,0,0,1,0,0
