NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight,Score,Rank
ISR,Synchronized Swimming,0,0,0,8,0,8,909,0,0,0,0,0.00880088,0,0.010008904,20
ISR,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0,3.93E-05,33
ISR,Taekwondo,0,0,1,4,1,5,870,0,0,0.2,0.2,0.005747126,11,0.261836286,5
ISR,Tennis,0,0,0,20,0,20,3446,0,0,0,0,0.005803831,0,0.010933363,18
ISR,Triathlon,0,0,0,4,0,4,822,0,0,0,0,0.00486618,0,0.005253128,25
ISR,Weightlifting,0,0,0,13,0,13,4256,0,0,0,0,0.003054511,0,0.006503697,23
ISR,Wrestling,0,0,0,17,0,17,7734,0,0,0,0,0.002198086,0,0.007943031,22
ISV,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,0,0.006746881,7
ISV,Athletics,0,0,0,63,0,63,43294,0,0,0,0,0.001455167,0,0.071038336,3
ISV,Boxing,0,0,0,10,0,10,6584,0,0,0,0,0.001518834,0,0.019935559,5
ISV,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,0,0.001195869,10
ISV,Equestrianism,0,0,0,4,0,4,6344,0,0,0,0,0.000630517,0,0.00674034,8
ISV,Fencing,0,0,0,6,0,6,11558,0,0,0,0,0.000519121,0,0.007332229,6
ISV,Sailing,0,1,0,47,1,48,7266,0,0.020833333,0,0.020833333,0.006606111,11100,0.956337155,1
ISV,Shooting,0,0,0,23,0,23,12580,0,0,0,0,0.001828299,0,0.032818182,4
ISV,Swimming,0,0,0,86,0,86,26416,0,0,0,0,0.003255603,0,0.099123976,2
ISV,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0,0.000653967,11
ISV,Wrestling,0,0,0,4,0,4,7734,0,0,0,0,0.000517197,0,0.005568476,9
ITA,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,0,0.006869423,45
ITA,Archery,4,7,6,94,17,111,2846,0.036036036,0.063063063,0.054054054,0.153153153,0.039002108,4444477766,0.09322638,22
ITA,Art Competitions,5,7,2,175,14,189,3578,0.026455026,0.037037037,0.010582011,0.074074074,0.052822806,5555577722,0.065111587,30
ITA,Artistic Gymnastics,1,6,1,102,8,110,2297,0.009090909,0.054545455,0.009090909,0.072727273,0.04788855,1111166611,0.060188264,31
ITA,Artistic Swimming,0,0,0,21,0,21,257,0,0,0,0,0.081712062,0,0.018845278,37
ITA,Athletics,29,19,37,1125,85,1210,43294,0.023966942,0.015702479,0.030578512,0.070247934,0.027948446,2.93E+19,0.263165179,7
ITA,Badminton,0,0,0,4,0,4,1816,0,0,0,0,0.002202643,0,0.000503567,55
ITA,Baseball,0,0,0,88,0,88,894,0,0,0,0,0.098434004,0,0.026520168,35
ITA,Baseball/Softball,0,0,0,15,0,15,234,0,0,0,0,0.064102564,0,0.014683174,41
ITA,Basketball,0,24,0,172,24,196,5111,0,0.12244898,0,0.12244898,0.03834866,24242400,0.138313557,18
ITA,Beach Volleyball,0,2,0,34,2,36,756,0,0.055555556,0,0.055555556,0.047619048,22200,0.051840429,32
ITA,Boxing,15,15,18,139,48,187,6584,0.080213904,0.080213904,0.096256684,0.256684492,0.028402187,1.52E+19,0.174177479,14
ITA,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,0,0.00662854,46
ITA,Canoe Slalom,1,0,0,9,1,10,256,0.1,0,0,0.1,0.0390625,1111100000,0.089509608,26
ITA,Canoe Sprint,0,3,0,7,3,10,756,0,0.3,0,0.3,0.013227513,33300,0.22712693,8
ITA,Canoeing,8,9,6,157,23,180,6171,0.044444444,0.05,0.033333333,0.127777778,0.029168692,8888899966,0.092986152,23
ITA,Cycling,70,34,20,323,124,447,10859,0.156599553,0.07606264,0.044742729,0.277404922,0.041164011,7.07E+19,0.341834256,3
ITA,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,0,0.005649485,48
ITA,Cycling Mountain Bike,0,0,0,8,0,8,144,0,0,0,0,0.055555556,0,0.012572358,42
ITA,Cycling Road,0,0,1,18,1,19,493,0,0,0.052631579,0.052631579,0.038539554,11,0.039897748,33
ITA,"Cycling Road, Cycling Track",0,0,0,10,0,10,30,0,0,0,0,0.333333333,0,0.073110454,28
ITA,Cycling Track,8,1,5,29,14,43,878,0.186046512,0.023255814,0.11627907,0.325581395,0.048974943,8888811155,0.185973349,11
ITA,Diving,3,6,3,107,12,119,3193,0.025210084,0.050420168,0.025210084,0.100840336,0.037269026,3333366633,0.067906837,29
ITA,Equestrian,0,0,0,18,0,18,835,0,0,0,0,0.021556886,0,0.0053846,50
ITA,Equestrianism,10,16,20,247,46,293,6344,0.034129693,0.054607509,0.068259386,0.156996587,0.046185372,1.01E+19,0.143957764,17
ITA,Fencing,155,151,81,433,387,820,11558,0.18902439,0.184146341,0.098780488,0.47195122,0.070946531,1.55E+27,0.824318251,1
ITA,Football,14,0,34,192,48,240,7906,0.058333333,0,0.141666667,0.2,0.030356691,1.41E+16,0.178243967,13
ITA,Golf,0,0,0,11,0,11,487,0,0,0,0,0.022587269,0,0.005098984,51
ITA,Gymnastics,68,18,23,1254,109,1363,26707,0.049889949,0.013206163,0.016874541,0.079970653,0.051035309,6.87E+19,0.325212816,5
ITA,Hockey,0,0,0,33,0,33,6264,0,0,0,0,0.005268199,0,0.005400098,49
ITA,Judo,5,4,9,100,18,118,4876,0.042372881,0.033898305,0.076271186,0.152542373,0.024200164,5555544499,0.092774913,24
ITA,Karate,1,0,1,3,2,5,81,0.2,0,0.2,0.4,0.061728395,1111100011,0.210875312,10
ITA,Marathon Swimming,0,0,1,4,1,5,89,0,0,0.2,0.2,0.056179775,11,0.135083331,19
ITA,"Marathon Swimming, Swimming",0,0,0,5,0,5,52,0,0,0,0,0.096153846,0,0.021857384,36
ITA,Modern Pentathlon,4,4,6,82,14,96,1821,0.041666667,0.041666667,0.0625,0.145833333,0.052718287,4444444466,0.084796605,27
ITA,Rhythmic Gymnastics,0,6,17,38,23,61,848,0,0.098360656,0.278688525,0.37704918,0.071933962,6661717,0.213873982,9
ITA,Rowing,56,67,74,392,197,589,11625,0.095076401,0.113752122,0.125636672,0.334465195,0.050666667,5.66E+19,0.4739163,2
ITA,Sailing,14,4,13,252,31,283,7266,0.049469965,0.014134276,0.045936396,0.109540636,0.038948527,1.41E+16,0.107136678,21
ITA,Shooting,18,19,12,334,49,383,12580,0.046997389,0.049608355,0.031331593,0.127937337,0.030445151,1.82E+19,0.14663814,16
ITA,Skateboarding,0,0,0,5,0,5,168,0,0,0,0,0.029761905,0,0.006536629,47
ITA,Softball,0,0,0,30,0,30,478,0,0,0,0,0.062761506,0,0.014980315,39
ITA,Sport Climbing,0,0,0,7,0,7,108,0,0,0,0,0.064814815,0,0.014694712,40
ITA,Surfing,0,0,0,2,0,2,88,0,0,0,0,0.022727273,0,0.004852598,52
ITA,Swimming,7,11,30,816,48,864,26416,0.008101852,0.012731481,0.034722222,0.055555556,0.03270745,7.78E+14,0.181222919,12
ITA,Synchronized Swimming,0,0,0,52,0,52,909,0,0,0,0,0.057205721,0,0.015416432,38
ITA,Table Tennis,0,0,0,22,0,22,2480,0,0,0,0,0.008870968,0,0.003853889,54
ITA,Taekwondo,2,1,2,11,5,16,870,0.125,0.0625,0.125,0.3125,0.018390805,2222211122,0.156789124,15
ITA,Tennis,2,0,2,131,4,135,3446,0.014814815,0,0.014814815,0.02962963,0.039175856,2222200022,0.031948257,34
ITA,Trampolining,0,0,0,3,0,3,152,0,0,0,0,0.019736842,0,0.00415942,53
ITA,Triathlon,0,0,0,32,0,32,822,0,0,0,0,0.03892944,0,0.010069035,44
ITA,Tug-Of-War,0,0,0,8,0,8,170,0,0,0,0,0.047058824,0,0.010608477,43
ITA,indoor.1,13,36,36,157,85,242,4003,0.053719008,0.148760331,0.148760331,0.351239669,0.060454659,1.31E+19,0.272922762,6
ITA,Water Polo,46,37,37,198,120,318,4418,0.144654088,0.116352201,0.116352201,0.377358491,0.071978271,4.65E+19,0.337236859,4
ITA,Weightlifting,5,6,8,83,19,102,4256,0.049019608,0.058823529,0.078431373,0.18627451,0.023966165,5555566688,0.107173191,20
ITA,Wrestling,7,4,11,147,22,169,7734,0.041420118,0.023668639,0.065088757,0.130177515,0.021851565,7.78E+11,0.091492856,25
IVB,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0,0.751613148,1
IVB,Sailing,0,0,0,11,0,11,7266,0,0,0,0,0.0015139,0,0.519158709,2
IVB,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,0,0,3
JAM,Artistic Gymnastics,0,0,0,1,0,1,2297,0,0,0,0,0.00043535,0,0.00155871,12
JAM,Athletics,48,79,56,654,183,837,43294,0.05734767,0.094384707,0.066905615,0.218637993,0.019332933,4.85E+19,1,1
JAM,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,0,0.002186856,11
JAM,Boxing,0,0,0,23,0,23,6584,0,0,0,0,0.003493317,0,0.019240719,3
JAM,Cycling,0,0,1,34,1,35,10859,0,0,0.028571429,0.028571429,0.003223133,11,0.110260389,2
JAM,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,0,0.006070556,7
JAM,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0,0.000957187,14
JAM,Gymnastics,0,0,0,4,0,4,26707,0,0,0,0,0.000149773,0,0.000945698,15
JAM,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.001456027,13
JAM,Sailing,0,0,0,17,0,17,7266,0,0,0,0,0.002339664,0,0.01285523,5
JAM,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,0,0.00031937,16
JAM,Swimming,0,0,0,44,0,44,26416,0,0,0,0,0.001665657,0,0.015713009,4
JAM,Table Tennis,0,0,0,6,0,6,2480,0,0,0,0,0.002419355,0,0.012370414,6
JAM,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0,0.005437166,10
JAM,Triathlon,0,0,0,1,0,1,822,0,0,0,0,0.001216545,0,0.005800328,8
JAM,Weightlifting,0,0,0,5,0,5,4256,0,0,0,0,0.001174812,0,0.005715277,9
JOR,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0,0.001069051,15
JOR,Artistic Gymnastics,0,0,0,2,0,2,2297,0,0,0,0,0.000870701,0,0.004483014,12
JOR,Athletics,0,0,0,23,0,23,43294,0,0,0,0,0.000531251,0,0.035193164,3
JOR,Boxing,0,0,0,13,0,13,6584,0,0,0,0,0.001974484,0,0.022130913,6
JOR,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,0,0.006113887,9
JOR,Equestrianism,0,0,0,4,0,4,6344,0,0,0,0,0.000630517,0,0.00564043,10
JOR,Fencing,0,0,0,2,0,2,11558,0,0,0,0,0.00017304,0,0.001651089,14
JOR,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.002177308,13
JOR,Karate,0,0,1,0,1,1,81,0,0,1,1,0.012345679,11,0.445696371,2
JOR,Shooting,0,0,0,17,0,17,12580,0,0,0,0,0.001351351,0,0.026690707,4
JOR,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,0,0.025942246,5
JOR,Table Tennis,0,0,0,6,0,6,2480,0,0,0,0,0.002419355,0,0.015589577,7
JOR,Taekwondo,1,2,0,11,3,14,870,0.071428571,0.142857143,0,0.214285714,0.016091954,1111122200,0.582009393,1
JOR,Triathlon,0,0,0,1,0,1,822,0,0,0,0,0.001216545,0,0.006226267,8
JOR,Wrestling,0,0,0,4,0,4,7734,0,0,0,0,0.000517197,0,0.005347036,11
JPN,3x3 Basketball,0,0,0,8,0,8,128,0,0,0,0,0.0625,0,0.009607588,47
JPN,Archery,0,3,8,104,11,115,2846,0,0.026086957,0.069565217,0.095652174,0.04040759,33388,0.067965928,25
JPN,Art Competitions,0,0,2,127,2,129,3578,0,0,0.015503876,0.015503876,0.036053661,22,0.025675717,35
JPN,Artistic Gymnastics,9,4,3,118,16,134,2297,0.067164179,0.029850746,0.02238806,0.119402985,0.058336961,9999944433,0.090635969,19
JPN,Artistic Swimming,0,0,0,21,0,21,257,0,0,0,0,0.081712062,0,0.01355158,44
JPN,Athletics,8,16,10,885,34,919,43294,0.008705114,0.017410229,0.010881393,0.036996736,0.02122696,8.89E+14,0.179013321,11
JPN,Badminton,2,2,7,88,11,99,1816,0.02020202,0.02020202,0.070707071,0.111111111,0.054515419,2222222277,0.067900427,26
JPN,Baseball,0,20,44,48,64,112,894,0,0.178571429,0.392857143,0.571428571,0.125279642,2020204444,0.315346334,8
JPN,Baseball/Softball,39,0,0,0,39,39,234,1,0,0,1,0.166666667,3.94E+14,0.563196148,1
JPN,Basketball,0,12,0,151,12,163,5111,0,0.073619632,0,0.073619632,0.031891998,12121200,0.082064523,21
JPN,Beach Volleyball,0,0,0,24,0,24,756,0,0,0,0,0.031746032,0,0.005111115,52
JPN,Boxing,3,0,5,77,8,85,6584,0.035294118,0,0.058823529,0.094117647,0.012910085,3333300055,0.058621392,27
JPN,Breaking,1,0,0,3,1,4,33,0.25,0,0,0.25,0.121212121,1111100000,0.166453532,13
JPN,Canoe Slalom,0,0,0,11,0,11,256,0,0,0,0,0.04296875,0,0.005996181,51
JPN,Canoe Sprint,0,0,0,11,0,11,756,0,0,0,0,0.014550265,0,0.001402855,55
JPN,Canoeing,0,0,1,97,1,98,6171,0,0,0.010204082,0.010204082,0.015880732,11,0.017918899,41
JPN,Cycling,0,3,3,164,6,170,10859,0,0.017647059,0.017647059,0.035294118,0.015655217,33333,0.039788698,31
JPN,Cycling BMX Freestyle,0,0,0,3,0,3,42,0,0,0,0,0.071428571,0,0.01126443,46
JPN,Cycling BMX Racing,0,0,0,4,0,4,115,0,0,0,0,0.034782609,0,0.004275086,53
JPN,Cycling Mountain Bike,0,0,0,3,0,3,144,0,0,0,0,0.020833333,0,0.001584313,54
JPN,Cycling Road,0,0,0,7,0,7,493,0,0,0,0,0.014198783,0,0.000741024,56
JPN,Cycling Track,0,1,0,45,1,46,878,0,0.02173913,0,0.02173913,0.0523918,11100,0.018978498,37
JPN,Diving,0,1,0,110,1,111,3193,0,0.009009009,0,0.009009009,0.034763545,11100,0.020230768,36
JPN,Equestrian,0,0,4,34,4,38,835,0,0,0.105263158,0.105263158,0.045508982,44,0.068054637,24
JPN,Equestrianism,1,0,0,198,1,199,6344,0.005025126,0,0,0.005025126,0.031368222,1111100000,0.033464243,32
JPN,Fencing,9,9,8,209,26,235,11558,0.038297872,0.038297872,0.034042553,0.110638298,0.020332237,9999999988,0.109620113,18
JPN,Football,0,18,16,273,34,307,7906,0,0.058631922,0.052117264,0.110749186,0.038831267,1818181616,0.141892308,15
JPN,Golf,0,1,1,10,2,12,487,0,0.083333333,0.083333333,0.166666667,0.024640657,11111,0.078493606,22
JPN,Gymnastics,65,47,54,1050,166,1216,26707,0.053453947,0.038651316,0.044407895,0.136513158,0.045531134,6.57E+19,0.475576875,3
JPN,Handball,0,0,0,111,0,111,4419,0,0,0,0,0.025118805,0,0.018182253,40
JPN,Hockey,0,11,0,166,11,177,6264,0,0.062146893,0,0.062146893,0.028256705,11111100,0.075081568,23
JPN,Judo,51,47,30,55,128,183,4876,0.278688525,0.256830601,0.163934426,0.699453552,0.037530763,5.15E+19,0.501716463,2
JPN,Karate,1,1,1,5,3,8,81,0.125,0.125,0.125,0.375,0.098765432,1111111111,0.151797434,14
JPN,Marathon Swimming,0,0,0,4,0,4,89,0,0,0,0,0.04494382,0,0.006222774,50
JPN,Modern Pentathlon,0,1,0,50,1,51,1821,0,0.019607843,0,0.019607843,0.02800659,11100,0.01682884,42
JPN,Rhythmic Gymnastics,0,0,0,40,0,40,848,0,0,0,0,0.047169811,0,0.009096068,48
JPN,Rowing,0,0,0,188,0,188,11625,0,0,0,0,0.016172043,0,0.030566039,34
JPN,Rugby Sevens,0,0,0,77,0,77,928,0,0,0,0,0.082974138,0,0.018227912,39
JPN,Sailing,0,4,2,132,6,138,7266,0,0.028985507,0.014492754,0.043478261,0.018992568,44422,0.03988813,30
JPN,Shooting,1,2,3,216,6,222,12580,0.004504505,0.009009009,0.013513514,0.027027027,0.017647059,1111122233,0.043538576,29
JPN,Skateboarding,5,3,1,11,9,20,168,0.25,0.15,0.05,0.45,0.119047619,5555533311,0.210192442,10
JPN,Softball,15,15,14,15,44,59,478,0.254237288,0.254237288,0.237288136,0.745762712,0.123430962,1.52E+19,0.331908999,7
JPN,Sport Climbing,0,2,1,5,3,8,108,0,0.25,0.125,0.375,0.074074074,22211,0.173017991,12
JPN,Surfing,0,1,1,6,2,8,88,0,0.125,0.125,0.25,0.090909091,11111,0.114885543,17
JPN,Swimming,30,41,56,839,127,966,26416,0.031055901,0.042443064,0.057971014,0.131469979,0.036568746,3.03E+19,0.385380529,4
JPN,Synchronized Swimming,0,22,30,26,52,78,909,0,0.282051282,0.384615385,0.666666667,0.085808581,2222223030,0.311454804,9
JPN,Table Tennis,2,12,9,99,23,122,2480,0.016393443,0.098360656,0.073770492,0.18852459,0.049193548,2.22E+12,0.119093008,16
JPN,Taekwondo,0,0,1,10,1,11,870,0,0,0.090909091,0.090909091,0.012643678,11,0.056278532,28
JPN,Tennis,0,3,1,88,4,92,3446,0,0.032608696,0.010869565,0.043478261,0.02669762,33311,0.032957992,33
JPN,Trampoline Gymnastics,0,0,0,6,0,6,64,0,0,0,0,0.09375,0,0.015486124,43
JPN,Trampolining,0,0,0,12,0,12,152,0,0,0,0,0.078947368,0,0.012779043,45
JPN,Triathlon,0,0,0,36,0,36,822,0,0,0,0,0.04379562,0,0.008169528,49
JPN,indoor.1,36,32,33,181,101,282,4003,0.127659574,0.113475177,0.117021277,0.358156028,0.070447165,3.64E+19,0.361844915,5
JPN,Water Polo,0,0,0,115,0,115,4418,0,0,0,0,0.026029878,0,0.018856629,38
JPN,Weightlifting,2,3,10,106,15,121,4256,0.016528926,0.024793388,0.082644628,0.123966942,0.028430451,2.22E+11,0.0832071,20
JPN,Wrestling,45,22,20,176,87,263,7734,0.171102662,0.08365019,0.076045627,0.330798479,0.034005689,4.55E+19,0.355305822,6
KAZ,Archery,0,0,0,39,0,39,2846,0,0,0,0,0.013703443,0,0.026660129,16
KAZ,Artistic Gymnastics,0,1,0,16,1,17,2297,0,0.058823529,0,0.058823529,0.007400958,11100,0.153192865,9
KAZ,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0,0.007878127,30
KAZ,Athletics,2,0,2,152,4,156,43294,0.012820513,0,0.012820513,0.025641026,0.003603271,2222200022,0.155116929,8
KAZ,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,0,0,37
KAZ,Boxing,7,8,11,49,26,75,6584,0.093333333,0.106666667,0.146666667,0.346666667,0.011391252,7.78E+11,0.719933619,1
KAZ,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,0,0.031579417,15
KAZ,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,0,0.007910804,29
KAZ,Canoe Sprint,0,0,0,17,0,17,756,0,0,0,0,0.022486772,0,0.025316226,18
KAZ,Canoeing,0,0,0,68,0,68,6171,0,0,0,0,0.011019284,0,0.04091789,14
KAZ,Cycling,1,1,0,39,2,41,10859,0.024390244,0.024390244,0,0.048780488,0.00377567,1111111100,0.122997244,10
KAZ,Cycling Road,0,0,0,7,0,7,493,0,0,0,0,0.014198783,0,0.015162664,22
KAZ,Cycling Track,0,0,0,5,0,5,878,0,0,0,0,0.005694761,0,0.006102439,34
KAZ,Diving,0,0,0,13,0,13,3193,0,0,0,0,0.004071406,0,0.008221013,28
KAZ,Fencing,0,0,0,19,0,19,11558,0,0,0,0,0.001643883,0,0.010951765,25
KAZ,Gymnastics,0,0,0,45,0,45,26707,0,0,0,0,0.001684952,0,0.026261684,17
KAZ,Handball,0,0,0,14,0,14,4419,0,0,0,0,0.003168138,0,0.008379381,27
KAZ,Judo,1,2,3,65,6,71,4876,0.014084507,0.028169014,0.042253521,0.084507042,0.014561116,1111122233,0.188696008,6
KAZ,Karate,0,0,2,3,2,5,81,0,0,0.4,0.4,0.061728395,22,0.371055923,4
KAZ,Marathon Swimming,0,0,0,1,0,1,89,0,0,0,0,0.011235955,0,0.011565012,24
KAZ,Modern Pentathlon,1,0,0,13,1,14,1821,0.071428571,0,0,0.071428571,0.007688083,1111100000,0.192018531,5
KAZ,Rhythmic Gymnastics,0,0,0,6,0,6,848,0,0,0,0,0.007075472,0,0.007711309,31
KAZ,Rowing,0,0,0,10,0,10,11625,0,0,0,0,0.000860215,0,0.005481333,35
KAZ,Shooting,0,2,3,75,5,80,12580,0,0.025,0.0375,0.0625,0.0063593,22233,0.160900667,7
KAZ,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,0,0.019313038,19
KAZ,Swimming,1,0,0,73,1,74,26416,0.013513514,0,0,0.013513514,0.002801333,1111100000,0.077900088,12
KAZ,Synchronized Swimming,0,0,0,10,0,10,909,0,0,0,0,0.0110011,0,0.012544121,23
KAZ,Table Tennis,0,0,0,5,0,5,2480,0,0,0,0,0.002016129,0,0.002915249,36
KAZ,Taekwondo,0,0,1,12,1,13,870,0,0,0.076923077,0.076923077,0.014942529,11,0.095643279,11
KAZ,Tennis,0,0,0,24,0,24,3446,0,0,0,0,0.006964597,0,0.015488935,21
KAZ,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,0,0.016242329,20
KAZ,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,0,0.006555726,33
KAZ,Triathlon,0,0,0,7,0,7,822,0,0,0,0,0.008515815,0,0.009374651,26
KAZ,indoor.1,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,0,0.007187531,32
KAZ,Water Polo,0,0,0,74,0,74,4418,0,0,0,0,0.01674966,0,0.045979583,13
KAZ,Weightlifting,6,5,7,24,18,42,4256,0.142857143,0.119047619,0.166666667,0.428571429,0.009868421,6666655577,0.691328928,2
KAZ,Wrestling,1,6,12,77,19,96,7734,0.010416667,0.0625,0.125,0.197916667,0.012412723,1.11E+11,0.466285983,3
KEN,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0,0.002979014,12
KEN,Athletics,41,46,33,435,120,555,43294,0.073873874,0.082882883,0.059459459,0.216216216,0.012819328,4.14E+19,0.883731044,1
KEN,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0,0.005445447,8
KEN,Boxing,1,1,5,59,7,66,6584,0.015151515,0.015151515,0.075757576,0.106060606,0.010024301,1111111155,0.263191677,2
KEN,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0,1.19E-05,16
KEN,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0,0,17
KEN,Hockey,0,0,0,110,0,110,6264,0,0,0,0,0.017560664,0,0.049947368,4
KEN,Judo,0,0,0,9,0,9,4876,0,0,0,0,0.001845775,0,0.004584988,11
KEN,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,0,0.000379288,15
KEN,Rugby Sevens,0,0,0,63,0,63,928,0,0,0,0,0.067887931,0,0.129101335,3
KEN,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,0,0.001404177,14
KEN,Shooting,0,0,0,32,0,32,12580,0,0,0,0,0.00254372,0,0.011464431,6
KEN,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,0,0.005429335,9
KEN,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0,0.007160884,7
KEN,indoor.1,0,0,0,49,0,49,4003,0,0,0,0,0.012240819,0,0.029735685,5
KEN,Weightlifting,0,0,0,9,0,9,4256,0,0,0,0,0.002114662,0,0.005060228,10
KEN,Wrestling,0,0,0,7,0,7,7734,0,0,0,0,0.000905094,0,0.002646717,13
KGZ,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0,0.044075322,5
KGZ,Boxing,0,1,0,12,1,13,6584,0,0.076923077,0,0.076923077,0.001974484,11100,0.295518253,2
KGZ,Canoeing,0,0,0,4,0,4,6171,0,0,0,0,0.000648193,0,0.005884611,10
KGZ,Cycling,0,0,0,5,0,5,10859,0,0,0,0,0.000460448,0,0.00588257,11
KGZ,Fencing,0,0,0,3,0,3,11558,0,0,0,0,0.00025956,0,0.002802557,12
KGZ,Judo,0,0,1,16,1,17,4876,0,0,0.058823529,0.058823529,0.003486464,11,0.225086389,3
KGZ,Modern Pentathlon,0,0,0,3,0,3,1821,0,0,0,0,0.001647446,0,0.013238925,9
KGZ,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,0,0,13
KGZ,Shooting,0,0,0,19,0,19,12580,0,0,0,0,0.001510334,0,0.025683069,6
KGZ,Swimming,0,0,0,82,0,82,26416,0,0,0,0,0.003104179,0,0.098451523,4
KGZ,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0,0.018536811,7
KGZ,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0,0.017414756,8
KGZ,Wrestling,0,4,6,43,10,53,7734,0,0.075471698,0.113207547,0.188679245,0.006852858,44466,0.963077726,1
KIR,Athletics,0,0,0,9,0,9,43294,0,0,0,0,0.000207881,0,0.279104077,2
KIR,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.15502479,3
KIR,Weightlifting,0,0,0,6,0,6,4256,0,0,0,0,0.001409774,0,0.860578184,1
KOR,Archery,68,12,10,40,90,130,2846,0.523076923,0.092307692,0.076923077,0.692307692,0.045678145,6.87E+19,0.61913307,1
KOR,Artistic Gymnastics,1,0,1,84,2,86,2297,0.011627907,0,0.011627907,0.023255814,0.037440139,1111100011,0.037095501,23
KOR,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0,0.004495615,37
KOR,Athletics,1,1,0,251,2,253,43294,0.003952569,0.003952569,0,0.007905138,0.005843766,1111111100,0.05881487,20
KOR,Badminton,12,14,14,96,40,136,1816,0.088235294,0.102941176,0.102941176,0.294117647,0.074889868,1.21E+19,0.27825816,8
KOR,Baseball,24,0,24,20,48,68,894,0.352941176,0,0.352941176,0.705882353,0.07606264,2.42E+16,0.472130702,3
KOR,Baseball/Softball,0,0,0,24,0,24,234,0,0,0,0,0.102564103,0,0.065436937,19
KOR,Basketball,0,11,0,135,11,146,5111,0,0.075342466,0,0.075342466,0.028565838,11111100,0.127175667,14
KOR,Boxing,3,7,11,93,21,114,6584,0.026315789,0.061403509,0.096491228,0.184210526,0.017314702,3.33E+11,0.168795172,11
KOR,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,0,0.019603678,26
KOR,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,0,7.29E-05,42
KOR,Canoeing,0,0,0,48,0,48,6171,0,0,0,0,0.007778318,0,0.0119226,30
KOR,Cycling,0,0,0,113,0,113,10859,0,0,0,0,0.010406115,0,0.026719502,25
KOR,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0,0.003366224,38
KOR,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,0,0.000766034,41
KOR,Diving,0,0,0,41,0,41,3193,0,0,0,0,0.012840589,0,0.012282222,29
KOR,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0,0.000842866,40
KOR,Equestrianism,0,0,0,54,0,54,6344,0,0,0,0,0.00851198,0,0.013400826,28
