Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Krista Tervo,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Kristian Pulli,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Kristiina Makela,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Lassi Etelatalo,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Lotta Harala,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Lotta Kemppinen,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Maria Huntington,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Nathalie Blomqvist,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Oliver Helander,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Reetta Hurske,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Saga Vanninen,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Sara Kuivisto,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Sara Lappalainen,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Senni Salminen,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Silja Kosonen,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Suvi Koskinen,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Toni Keranen,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Toni Kuusela,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Topi Raitanen,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Urho Kujanpaa,FIN,Athletics,0,0,1,0,0,1,2024,0,22629
Veli-matti Partanen,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Viivi Lehikoinen,FIN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Wilma Murto,FIN,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Kalle Koljonen,FIN,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Johanna Potkonen,FIN,Boxing,1,0,0,0,1,1,2024,0.079861291,6185
Pihla Kaivo-oja,FIN,Boxing,0,0,1,0,0,1,2024,0,22629
Joni Savaste,FIN,Cycling Mountain Bike,0,0,1,0,0,1,2024,0,22629
Anniina Ahtosalo,FIN,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Elisabet Ehrnrooth,FIN,Equestrian,0,0,1,0,0,1,2024,0,22629
Emma Kanerva,FIN,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953
Henri Ruoste,FIN,Equestrian,0,0,3,0,0,3,2024,0.002327667,8721
Joanna Robinson,FIN,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953
Sanna Siltakorpi,FIN,Equestrian,0,0,1,0,0,1,2024,0,22629
Veera Manninen,FIN,Equestrian,0,0,1,0,0,1,2024,0,22629
Emma Kanerva,FIN,Equestrianism,0,0,1,0,0,1,2024,0,22629
Kalle Samooja,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Matilda Castren,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Noora Komulainen,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Sami Valimaki,FIN,Golf,0,0,2,0,0,2,2024,0.001165157,11953
Sanna Nuutinen,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Tapio Pulkkanen,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Ursula Wikstrom,FIN,Golf,0,0,1,0,0,1,2024,0,22629
Luukas Saha,FIN,Judo,0,0,1,0,0,1,2024,0,22629
Martti Puumalainen,FIN,Judo,0,0,1,0,0,1,2024,0,22629
Akseli Keskinen,FIN,Sailing,0,0,2,0,0,2,2024,0.001165157,11953
Jakob Eklund,FIN,Sailing,0,0,1,0,0,1,2024,0,22629
Kaarle Tapper,FIN,Sailing,0,0,3,0,0,3,2024,0.002327667,8721
Monika Mikkola,FIN,Sailing,0,0,1,0,0,1,2024,0,22629
Ronja Gronblom,FIN,Sailing,0,0,1,0,0,1,2024,0,22629
Sinem Kurtbay,FIN,Sailing,0,0,2,0,0,2,2024,0.001165157,11953
Tuula Tenkanen,FIN,Sailing,0,0,3,0,0,3,2024,0.002327667,8721
Tuuli Petaejae-siren,FIN,Sailing,0,0,1,0,0,1,2024,0,22629
Veera Hokka,FIN,Sailing,0,0,1,0,0,1,2024,0,22629
Aleksi Leppa,FIN,Shooting,0,0,2,0,0,2,2024,0.001165157,11953
Eetu Kallioinen,FIN,Shooting,0,0,2,0,0,2,2024,0.001165157,11953
Emil Holm,FIN,Shooting,0,0,2,0,0,2,2024,0.001165157,11953
Lari Pesonen,FIN,Shooting,0,0,1,0,0,1,2024,0,22629
Noora Antikainen,FIN,Shooting,0,0,1,0,0,1,2024,0,22629
Satu Makela-nummela,FIN,Shooting,0,0,1,0,0,1,2024,0,22629
Heili Sirvio,FIN,Skateboarding,0,0,1,0,0,1,2024,0,22629
Lizzie Armanto,FIN,Skateboarding,0,0,1,0,0,1,2024,0,22629
Ari-pekka Liukkonen,FIN,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Fanny Teijonsalo,FIN,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Ida Hulkko,FIN,Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Matti Mattsson,FIN,Swimming,1,0,5,0,1,6,2024,0.080050158,4757
Mimosa Jallow,FIN,Swimming,0,0,3,0,0,3,2024,0.002327667,8721
Elias Kuosmanen,FIN,Wrestling,0,0,1,0,0,1,2024,0,22629
Kunnari Sarkkinen,FIN,Wrestling,0,0,1,0,0,1,2024,0,22629
Martin Savolainen,FIN,Wrestling,0,0,2,0,0,2,2024,0.001165157,11953
Eve Paget,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Franck Seguela,FRA,3x3 Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Hortense Limouzin,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Jules Rambaut,FRA,3x3 Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Laetitia Guapo,FRA,3x3 Basketball,0,0,2,0,0,2,2024,0.001165157,11953
Lucas Dussoulier,FRA,3x3 Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Mamignan Toure,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Maria Filip,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Marie-eve Paget,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Myriam Djekoundade,FRA,3x3 Basketball,0,0,1,0,0,1,2024,0,22629
Timothe Vergiat,FRA,3x3 Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Amelie Cordeau,FRA,Archery,0,0,2,0,0,2,2024,0.001165157,11953
Baptiste Addis,FRA,Archery,0,0,2,1,1,3,2024,0.086139666,1640
Caroline Lopez,FRA,Archery,0,0,2,0,0,2,2024,0.001165157,11953
Jean-charles Valladont,FRA,Archery,0,0,3,1,1,4,2024,0.086175276,1513
Lisa Barbelin,FRA,Archery,1,0,4,0,1,5,2024,0.079984116,4793
Pierre Plihon,FRA,Archery,0,0,5,0,0,5,2024,0.004644761,7393
Thomas Chirault,FRA,Archery,0,0,3,1,1,4,2024,0.086175276,1513
Aline Friess,FRA,Artistic Gymnastics,0,0,6,0,0,6,2024,0.005799355,7170
Carolann Heduit,FRA,Artistic Gymnastics,0,0,6,0,0,6,2024,0.005799355,7170
Coline Devillard,FRA,Artistic Gymnastics,0,0,6,0,0,6,2024,0.005799355,7170
Cyril Tommasone,FRA,Artistic Gymnastics,0,0,1,0,0,1,2024,0,22629
Loris Frasca,FRA,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022
Marine Boyer,FRA,Artistic Gymnastics,0,0,12,0,0,12,2024,0.012671835,6785
Morgane Osyssek-reimer,FRA,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022
Samir Ait,FRA,Artistic Gymnastics,0,0,3,0,0,3,2024,0.002327667,8721
van Ming,FRA,Artistic Gymnastics,0,0,6,0,0,6,2024,0.005799355,7170
Ambre Esnault,FRA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629
Anastasia Bayandina,FRA,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Charlotte Tremble,FRA,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Eve Planeix,FRA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629
Laelys Alavez,FRA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629
Laura Gonzalez,FRA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629
Laura Tremble,FRA,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Manon Disbeaux,FRA,Artistic Swimming,0,0,1,0,0,1,2024,0,22629
Romane Lunel,FRA,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953
Abdallah Kounta,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Agathe Guillemot,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Alessia Zarbo,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Alexandra Tavernier,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Alexe Deau,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Alexis Miellet,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Alexis Phelut,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Alice Finot,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Amandine Brossier,FRA,Athletics,0,0,4,0,0,4,2024,0.003487533,7794
Amaury Golitin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Anais Bourgoin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Anthony Ammirati,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Augustin Bey,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Aurel Manga,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Aurelien Quinion,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Auriana Lazraq-khlass,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Aymeric Priam,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Azeddine Habz,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Baptiste Mischler,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Benjamin Compaore,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Benjamin Robert,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Brigitte Ntiamoah,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Camille Moutard,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Carolle Zahi,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Chloe Galet,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Christopher Naliali,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Clemence Beretta,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Clement Ducos,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Cynthia Leduc,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Cyrena Samba-mayela,FRA,Athletics,0,0,1,1,1,2,2024,0.08611725,1957
David Sombe,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Diana Iscaye,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Djilali Bedrani,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Dylan Vermont,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Esmeralda David,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Ethan Cormont,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Eva Berger,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Fabrisio Saidy,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Felix Bour,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Flavie Renouard,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Floria Guei,FRA,Athletics,0,0,4,0,0,4,2024,0.003487533,7794
Gabriel Bordier,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Gabriel Tual,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Gemima Joseph,FRA,Athletics,0,0,5,0,0,5,2024,0.004644761,7393
Gilles Biron,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Hassan Chahdi,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Helene Parisot,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Hilary Kpatcha,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Hugo Hay,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Ilionis Guillaume,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Jean-marc Pontvianne,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Jeff Erius,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Jimmy Gressier,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Jimmy Vicaut,FRA,Athletics,1,0,5,0,1,6,2024,0.080050158,4757
Kevin Campion,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Kevin Mayer,FRA,Athletics,0,0,0,1,1,1,2024,0.086108042,2712
Laeticia Bapte,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Laura Valette,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Lena Kandissounon,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Loic Prevot,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Lolassonn Djouhan,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Louis Gilavert,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Louise Maraval,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Ludovic Ouceni,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Ludvy Vaillant,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Mael Gouyette,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Makenson Gletty,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Mame-ibra Anne,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Marie-ange Rimlinger,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Marie-julie Bonnin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Marjorie Veyssiere,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Maroussia Pare,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Mekdes Woldu,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Melina Robert-michon,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Meline Rollin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Melody Julien,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Melvin Raffin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Mickael Zeze,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Morhad Amdouni,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Mouhamadou Fall,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Muhammad Kounta,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Nawal Meniker,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Nicolas Navarro,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Nicolas-marie Daru,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Ninon Chapelle,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Orlann Oliere,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Orlann Ombissa-dzangue,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Pablo Mateo,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Pascal Martinot-lagarde,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Pauline Stey,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Pierre-ambroise Bosse,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Quentin Bigot,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Raphael Mohamed,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Renaud Lavillenie,FRA,Athletics,0,1,1,1,2,3,2024,0.125251367,833
Renelle Lamote,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Robin Emig,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Rose Loga,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Rouguy Diallo,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Ryan Zeze,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Sarah Madeleine,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Sarah Richard,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Sasha Zhoya,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Shana Grebo,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Sokhna Lacoste,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Solene Gicquel,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Sounkamba Sylla,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Susan Jeptooo,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Teo Andant,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Teura'itera'i Tupaia,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Thibaut Collet,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Thomas Gogois,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Thomas Jordier,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Tom Campagne,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Tom Reux,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Valentin Lavillenie,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Wided Atatou,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Wilfried Happio,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Wilhem Belocian,FRA,Athletics,0,0,3,0,0,3,2024,0.002327667,8721
Yann Chaussinand,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Yann Schrub,FRA,Athletics,0,0,2,0,0,2,2024,0.001165157,11953
Yann Spillmann,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Yohann Diniz,FRA,Athletics,0,0,4,0,0,4,2024,0.003487533,7794
le Corentin,FRA,Athletics,0,0,1,0,0,1,2024,0,22629
Anne Tran,FRA,Badminton,0,0,1,0,0,1,2024,0,22629
Brice Leverdez,FRA,Badminton,0,0,3,0,0,3,2024,0.002327667,8721
Christo Popov,FRA,Badminton,0,0,1,0,0,1,2024,0,22629
Delphine Delrue,FRA,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Junior Popov,FRA,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Lucas Corvee,FRA,Badminton,0,0,1,0,0,1,2024,0,22629
Margot Lambert,FRA,Badminton,0,0,1,0,0,1,2024,0,22629
Ronan Labar,FRA,Badminton,0,0,1,0,0,1,2024,0,22629
Thom Gicquel,FRA,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Xuefei Qi,FRA,Badminton,0,0,2,0,0,2,2024,0.001165157,11953
Alexia Chartereau,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Alexia Chery,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Alix Duchet,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Andrew Albicy,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Bilal Coulibaly,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Diandra Tchatchouang,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Dominique Malonga,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Endene Miyem,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Evan Fournier,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Frank Ntilikina,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Gabby Williams,FRA,Basketball,1,0,0,1,2,2,2024,0.122817166,1169
Guerschon Yabusele,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Helena Ciak,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Iliana Rupert,FRA,Basketball,1,0,0,1,2,2,2024,0.122817166,1169
Isaia Cordinier,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Janelle Salaun,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Leila Lacan,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Marieme Badiane,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Marine Fauthoux,FRA,Basketball,1,0,0,1,2,2,2024,0.122817166,1169
Marine Johannes,FRA,Basketball,1,0,0,1,2,2,2024,0.122817166,1169
Mathias Lessort,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Matthew Strazel,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Moustapha Fall,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Nicolas Batum,FRA,Basketball,0,0,2,2,2,4,2024,0.164792169,362
Petr Cornelie,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Romane Bernies,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Rudy Gobert,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Sandrine Gruda,FRA,Basketball,1,0,1,1,2,3,2024,0.122834194,1105
Sarah Michel,FRA,Basketball,1,0,1,1,2,3,2024,0.122834194,1105
Thomas Heurtel,FRA,Basketball,0,0,1,1,1,2,2024,0.08611725,1957
Timothe Luwawu,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Valeriane Ayayi,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Valeriane Vukosavljevic,FRA,Basketball,1,0,0,0,1,1,2024,0.079861291,6185
Victor Wembanyama,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
Vincent Poirier,FRA,Basketball,0,0,0,1,1,1,2024,0.086108042,2712
de Nando,FRA,Basketball,0,0,0,2,2,2,2024,0.164759793,397
Alexia Richard,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Aline Chamereau,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Arnaud Gauthier-rat,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Clemence Vieira,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Julien Lyneel,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Lezana Placette,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Remi Bassereau,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Youssef Krou,FRA,Beach Volleyball,0,0,1,0,0,1,2024,0,22629
Amina Zidani,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Billal Bennama,FRA,Boxing,0,0,1,1,1,2,2024,0.08611725,1957
Davina Michel,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Djamili-dini Aboudou,FRA,Boxing,1,0,0,0,1,1,2024,0.079861291,6185
Estelle Mossely,FRA,Boxing,0,1,1,0,1,2,2024,0.08062117,3590
Maiva Hamadouche,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Makan Traore,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Mourad Aliev,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Samuel Kistohurry,FRA,Boxing,0,0,1,0,0,1,2024,0,22629
Sofiane Oumiha,FRA,Boxing,0,0,1,2,2,3,2024,0.164773181,372
CARLOTA,FRA,Breaking,0,0,1,0,0,1,2024,0,22629
Dann Dany,FRA,Breaking,0,0,0,1,1,1,2024,0.086108042,2712
SYSSY,FRA,Breaking,0,0,1,0,0,1,2024,0,22629
Angele Hug,FRA,Canoe Slalom,0,0,0,1,1,1,2024,0.086108042,2712
Boris Neveu,FRA,Canoe Slalom,0,0,2,0,0,2,2024,0.001165157,11953
Camille Prigent,FRA,Canoe Slalom,0,0,2,0,0,2,2024,0.001165157,11953
Marie-zelia Lafont,FRA,Canoe Slalom,0,0,1,0,0,1,2024,0,22629
Marjorie Delassus,FRA,Canoe Slalom,0,0,2,0,0,2,2024,0.001165157,11953
Martin Thomas,FRA,Canoe Slalom,0,0,1,0,0,1,2024,0,22629
Nicolas Gestin,FRA,Canoe Slalom,0,1,0,0,1,1,2024,0.080611276,4224
Titouan Castryck,FRA,Canoe Slalom,0,0,1,1,1,2,2024,0.08611725,1957
Adrien Bart,FRA,Canoe Sprint,0,0,3,0,0,3,2024,0.002327667,8721
Etienne Hubert,FRA,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Guillaume Burger,FRA,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Lea Jamelot,FRA,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Manon Hostens,FRA,Canoe Sprint,0,0,5,0,0,5,2024,0.004644761,7393
Maxime Beaumont,FRA,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Sarah Guyot,FRA,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953
Vanina Paoletti,FRA,Canoe Sprint,0,0,3,0,0,3,2024,0.002327667,8721
Adrien Bart,FRA,Canoeing,0,0,1,0,0,1,2024,0,22629
Manon Hostens,FRA,Canoeing,0,0,1,0,0,1,2024,0,22629
Maxime Beaumont,FRA,Canoeing,0,0,2,1,1,3,2024,0.086139666,1640
Sarah Guyot,FRA,Canoeing,0,0,2,0,0,2,2024,0.001165157,11953
Joris Daudet,FRA,Cycling,0,0,2,0,0,2,2024,0.001165157,11953
Julian Alaphilippe,FRA,Cycling,0,0,2,0,0,2,2024,0.001165157,11953
Manon Valentino,FRA,Cycling,0,0,1,0,0,1,2024,0,22629
Thomas Boudat,FRA,Cycling,0,0,1,0,0,1,2024,0,22629
Victor Koretzky,FRA,Cycling,0,0,1,0,0,1,2024,0,22629
Anthony Jeanjean,FRA,Cycling BMX Freestyle,1,0,1,0,1,2,2024,0.079870749,5334
Laury Perez,FRA,Cycling BMX Freestyle,0,0,1,0,0,1,2024,0,22629
Arthur Pilard,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629
Axelle Etienne,FRA,Cycling BMX Racing,0,0,2,0,0,2,2024,0.001165157,11953
Joris Daudet,FRA,Cycling BMX Racing,0,1,1,0,1,2,2024,0.08062117,3590
Manon Valentino,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629
Romain Mahieu,FRA,Cycling BMX Racing,1,0,1,0,1,2,2024,0.079870749,5334
Sylvain Andre,FRA,Cycling BMX Racing,0,0,1,1,1,2,2024,0.08611725,1957
Tessa Martinez,FRA,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629
Jordan Sarrou,FRA,Cycling Mountain Bike,0,0,2,0,0,2,2024,0.001165157,11953
Loana Lecomte,FRA,Cycling Mountain Bike,0,0,2,0,0,2,2024,0.001165157,11953
Pauline Ferrand,FRA,Cycling Mountain Bike,0,1,1,0,1,2,2024,0.08062117,3590
Victor Koretzky,FRA,Cycling Mountain Bike,0,0,1,1,1,2,2024,0.08611725,1957
Audrey Cordon,FRA,Cycling Road,0,0,2,0,0,2,2024,0.001165157,11953
Benoit Cosnefroy,FRA,Cycling Road,0,0,1,0,0,1,2024,0,22629
Christophe Laporte,FRA,Cycling Road,1,0,0,0,1,1,2024,0.079861291,6185
