NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight
JPN,Cycling,0,3,3,164,6,170,10859,0,0.017647059,0.017647059,0.035294118,0.015655217,33333
JPN,Cycling BMX Freestyle,0,0,0,3,0,3,42,0,0,0,0,0.071428571,0
JPN,Cycling BMX Racing,0,0,0,4,0,4,115,0,0,0,0,0.034782609,0
JPN,Cycling Mountain Bike,0,0,0,3,0,3,144,0,0,0,0,0.020833333,0
JPN,Cycling Road,0,0,0,7,0,7,493,0,0,0,0,0.014198783,0
JPN,Cycling Track,0,1,0,45,1,46,878,0,0.02173913,0,0.02173913,0.0523918,11100
JPN,Diving,0,1,0,110,1,111,3193,0,0.009009009,0,0.009009009,0.034763545,11100
JPN,Equestrian,0,0,4,34,4,38,835,0,0,0.105263158,0.105263158,0.045508982,44
JPN,Equestrianism,1,0,0,198,1,199,6344,0.005025126,0,0,0.005025126,0.031368222,1111100000
JPN,Fencing,9,9,8,209,26,235,11558,0.038297872,0.038297872,0.034042553,0.110638298,0.020332237,9999999988
JPN,Football,0,18,16,273,34,307,7906,0,0.058631922,0.052117264,0.110749186,0.038831267,1818181616
JPN,Golf,0,1,1,10,2,12,487,0,0.083333333,0.083333333,0.166666667,0.024640657,11111
JPN,Gymnastics,65,47,54,1050,166,1216,26707,0.053453947,0.038651316,0.044407895,0.136513158,0.045531134,6.56566E+19
JPN,Handball,0,0,0,111,0,111,4419,0,0,0,0,0.025118805,0
JPN,Hockey,0,11,0,166,11,177,6264,0,0.062146893,0,0.062146893,0.028256705,11111100
JPN,Judo,51,47,30,55,128,183,4876,0.278688525,0.256830601,0.163934426,0.699453552,0.037530763,5.15152E+19
JPN,Karate,1,1,1,5,3,8,81,0.125,0.125,0.125,0.375,0.098765432,1111111111
JPN,Marathon Swimming,0,0,0,4,0,4,89,0,0,0,0,0.04494382,0
JPN,Modern Pentathlon,0,1,0,50,1,51,1821,0,0.019607843,0,0.019607843,0.02800659,11100
JPN,Rhythmic Gymnastics,0,0,0,40,0,40,848,0,0,0,0,0.047169811,0
JPN,Rowing,0,0,0,188,0,188,11625,0,0,0,0,0.016172043,0
JPN,Rugby Sevens,0,0,0,77,0,77,928,0,0,0,0,0.082974138,0
JPN,Sailing,0,4,2,132,6,138,7266,0,0.028985507,0.014492754,0.043478261,0.018992568,44422
JPN,Shooting,1,2,3,216,6,222,12580,0.004504505,0.009009009,0.013513514,0.027027027,0.017647059,1111122233
JPN,Skateboarding,5,3,1,11,9,20,168,0.25,0.15,0.05,0.45,0.119047619,5555533311
JPN,Softball,15,15,14,15,44,59,478,0.254237288,0.254237288,0.237288136,0.745762712,0.123430962,1.51515E+19
JPN,Sport Climbing,0,2,1,5,3,8,108,0,0.25,0.125,0.375,0.074074074,22211
JPN,Surfing,0,1,1,6,2,8,88,0,0.125,0.125,0.25,0.090909091,11111
JPN,Swimming,30,41,56,839,127,966,26416,0.031055901,0.042443064,0.057971014,0.131469979,0.036568746,3.0303E+19
JPN,Synchronized Swimming,0,22,30,26,52,78,909,0,0.282051282,0.384615385,0.666666667,0.085808581,2222223030
JPN,Table Tennis,2,12,9,99,23,122,2480,0.016393443,0.098360656,0.073770492,0.18852459,0.049193548,2.22221E+12
JPN,Taekwondo,0,0,1,10,1,11,870,0,0,0.090909091,0.090909091,0.012643678,11
JPN,Tennis,0,3,1,88,4,92,3446,0,0.032608696,0.010869565,0.043478261,0.02669762,33311
JPN,Trampoline Gymnastics,0,0,0,6,0,6,64,0,0,0,0,0.09375,0
JPN,Trampolining,0,0,0,12,0,12,152,0,0,0,0,0.078947368,0
JPN,Triathlon,0,0,0,36,0,36,822,0,0,0,0,0.04379562,0
JPN,Volleyball,36,32,33,181,101,282,4003,0.127659574,0.113475177,0.117021277,0.358156028,0.070447165,3.63636E+19
JPN,Water Polo,0,0,0,115,0,115,4418,0,0,0,0,0.026029878,0
JPN,Weightlifting,2,3,10,106,15,121,4256,0.016528926,0.024793388,0.082644628,0.123966942,0.028430451,2.22223E+11
JPN,Wrestling,45,22,20,176,87,263,7734,0.171102662,0.08365019,0.076045627,0.330798479,0.034005689,4.54545E+19
KAZ,Archery,0,0,0,39,0,39,2846,0,0,0,0,0.013703443,0
KAZ,Artistic Gymnastics,0,1,0,16,1,17,2297,0,0.058823529,0,0.058823529,0.007400958,11100
KAZ,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0
KAZ,Athletics,2,0,2,152,4,156,43294,0.012820513,0,0.012820513,0.025641026,0.003603271,2222200022
KAZ,Badminton,0,0,0,1,0,1,1816,0,0,0,0,0.000550661,0
KAZ,Boxing,7,8,11,49,26,75,6584,0.093333333,0.106666667,0.146666667,0.346666667,0.011391252,7.77779E+11
KAZ,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,0
KAZ,Canoe Slalom,0,0,0,2,0,2,256,0,0,0,0,0.0078125,0
KAZ,Canoe Sprint,0,0,0,17,0,17,756,0,0,0,0,0.022486772,0
KAZ,Canoeing,0,0,0,68,0,68,6171,0,0,0,0,0.011019284,0
KAZ,Cycling,1,1,0,39,2,41,10859,0.024390244,0.024390244,0,0.048780488,0.00377567,1111111100
KAZ,Cycling Road,0,0,0,7,0,7,493,0,0,0,0,0.014198783,0
KAZ,Cycling Track,0,0,0,5,0,5,878,0,0,0,0,0.005694761,0
KAZ,Diving,0,0,0,13,0,13,3193,0,0,0,0,0.004071406,0
KAZ,Fencing,0,0,0,19,0,19,11558,0,0,0,0,0.001643883,0
KAZ,Gymnastics,0,0,0,45,0,45,26707,0,0,0,0,0.001684952,0
KAZ,Handball,0,0,0,14,0,14,4419,0,0,0,0,0.003168138,0
KAZ,Judo,1,2,3,65,6,71,4876,0.014084507,0.028169014,0.042253521,0.084507042,0.014561116,1111122233
KAZ,Karate,0,0,2,3,2,5,81,0,0,0.4,0.4,0.061728395,22
KAZ,Marathon Swimming,0,0,0,1,0,1,89,0,0,0,0,0.011235955,0
KAZ,Modern Pentathlon,1,0,0,13,1,14,1821,0.071428571,0,0,0.071428571,0.007688083,1111100000
KAZ,Rhythmic Gymnastics,0,0,0,6,0,6,848,0,0,0,0,0.007075472,0
KAZ,Rowing,0,0,0,10,0,10,11625,0,0,0,0,0.000860215,0
KAZ,Shooting,0,2,3,75,5,80,12580,0,0.025,0.0375,0.0625,0.0063593,22233
KAZ,Sport Climbing,0,0,0,2,0,2,108,0,0,0,0,0.018518519,0
KAZ,Swimming,1,0,0,73,1,74,26416,0.013513514,0,0,0.013513514,0.002801333,1111100000
KAZ,Synchronized Swimming,0,0,0,10,0,10,909,0,0,0,0,0.0110011,0
KAZ,Table Tennis,0,0,0,5,0,5,2480,0,0,0,0,0.002016129,0
KAZ,Taekwondo,0,0,1,12,1,13,870,0,0,0.076923077,0.076923077,0.014942529,11
KAZ,Tennis,0,0,0,24,0,24,3446,0,0,0,0,0.006964597,0
KAZ,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,0
KAZ,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,0
KAZ,Triathlon,0,0,0,7,0,7,822,0,0,0,0,0.008515815,0
KAZ,Volleyball,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,0
KAZ,Water Polo,0,0,0,74,0,74,4418,0,0,0,0,0.01674966,0
KAZ,Weightlifting,6,5,7,24,18,42,4256,0.142857143,0.119047619,0.166666667,0.428571429,0.009868421,6666655577
KAZ,Wrestling,1,6,12,77,19,96,7734,0.010416667,0.0625,0.125,0.197916667,0.012412723,1.11117E+11
KEN,Archery,0,0,0,4,0,4,2846,0,0,0,0,0.001405481,0
KEN,Athletics,41,46,33,435,120,555,43294,0.073873874,0.082882883,0.059459459,0.216216216,0.012819328,4.14141E+19
KEN,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0
KEN,Boxing,1,1,5,59,7,66,6584,0.015151515,0.015151515,0.075757576,0.106060606,0.010024301,1111111155
KEN,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
KEN,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
KEN,Hockey,0,0,0,110,0,110,6264,0,0,0,0,0.017560664,0
KEN,Judo,0,0,0,9,0,9,4876,0,0,0,0,0.001845775,0
KEN,Rowing,0,0,0,2,0,2,11625,0,0,0,0,0.000172043,0
KEN,Rugby Sevens,0,0,0,63,0,63,928,0,0,0,0,0.067887931,0
KEN,Sailing,0,0,0,4,0,4,7266,0,0,0,0,0.000550509,0
KEN,Shooting,0,0,0,32,0,32,12580,0,0,0,0,0.00254372,0
KEN,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,0
KEN,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0
KEN,Volleyball,0,0,0,49,0,49,4003,0,0,0,0,0.012240819,0
KEN,Weightlifting,0,0,0,9,0,9,4256,0,0,0,0,0.002114662,0
KEN,Wrestling,0,0,0,7,0,7,7734,0,0,0,0,0.000905094,0
KGZ,Athletics,0,0,0,36,0,36,43294,0,0,0,0,0.000831524,0
KGZ,Boxing,0,1,0,12,1,13,6584,0,0.076923077,0,0.076923077,0.001974484,11100
KGZ,Canoeing,0,0,0,4,0,4,6171,0,0,0,0,0.000648193,0
KGZ,Cycling,0,0,0,5,0,5,10859,0,0,0,0,0.000460448,0
KGZ,Fencing,0,0,0,3,0,3,11558,0,0,0,0,0.00025956,0
KGZ,Judo,0,0,1,16,1,17,4876,0,0,0.058823529,0.058823529,0.003486464,11
KGZ,Modern Pentathlon,0,0,0,3,0,3,1821,0,0,0,0,0.001647446,0
KGZ,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,0
KGZ,Shooting,0,0,0,19,0,19,12580,0,0,0,0,0.001510334,0
KGZ,Swimming,0,0,0,82,0,82,26416,0,0,0,0,0.003104179,0
KGZ,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0
KGZ,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0
KGZ,Wrestling,0,4,6,43,10,53,7734,0,0.075471698,0.113207547,0.188679245,0.006852858,44466
KIR,Athletics,0,0,0,9,0,9,43294,0,0,0,0,0.000207881,0
KIR,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0
KIR,Weightlifting,0,0,0,6,0,6,4256,0,0,0,0,0.001409774,0
KOR,Archery,68,12,10,40,90,130,2846,0.523076923,0.092307692,0.076923077,0.692307692,0.045678145,6.86869E+19
KOR,Artistic Gymnastics,1,0,1,84,2,86,2297,0.011627907,0,0.011627907,0.023255814,0.037440139,1111100011
KOR,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0
KOR,Athletics,1,1,0,251,2,253,43294,0.003952569,0.003952569,0,0.007905138,0.005843766,1111111100
KOR,Badminton,12,14,14,96,40,136,1816,0.088235294,0.102941176,0.102941176,0.294117647,0.074889868,1.21212E+19
KOR,Baseball,24,0,24,20,48,68,894,0.352941176,0,0.352941176,0.705882353,0.07606264,2.42424E+16
KOR,Baseball/Softball,0,0,0,24,0,24,234,0,0,0,0,0.102564103,0
KOR,Basketball,0,11,0,135,11,146,5111,0,0.075342466,0,0.075342466,0.028565838,11111100
KOR,Boxing,3,7,11,93,21,114,6584,0.026315789,0.061403509,0.096491228,0.184210526,0.017314702,3.33338E+11
KOR,Breaking,0,0,0,1,0,1,33,0,0,0,0,0.03030303,0
KOR,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,0
KOR,Canoeing,0,0,0,48,0,48,6171,0,0,0,0,0.007778318,0
KOR,Cycling,0,0,0,113,0,113,10859,0,0,0,0,0.010406115,0
KOR,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0
KOR,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,0
KOR,Diving,0,0,0,41,0,41,3193,0,0,0,0,0.012840589,0
KOR,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0
KOR,Equestrianism,0,0,0,54,0,54,6344,0,0,0,0,0.00851198,0
KOR,Fencing,16,13,17,205,46,251,11558,0.06374502,0.051792829,0.067729084,0.183266932,0.02171656,1.61616E+19
KOR,Football,0,0,18,160,18,178,7906,0,0,0.101123596,0.101123596,0.022514546,1818
KOR,Golf,1,0,0,16,1,17,487,0.058823529,0,0,0.058823529,0.034907598,1111100000
KOR,Gymnastics,1,4,4,503,9,512,26707,0.001953125,0.0078125,0.0078125,0.017578125,0.019171004,1111144444
KOR,Handball,25,57,14,164,96,260,4419,0.096153846,0.219230769,0.053846154,0.369230769,0.058836841,2.52525E+19
KOR,Hockey,0,48,0,177,48,225,6264,0,0.213333333,0,0.213333333,0.03591954,48484800
KOR,Judo,11,19,31,106,61,167,4876,0.065868263,0.113772455,0.185628743,0.365269461,0.034249385,1.11111E+19
KOR,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0
KOR,Modern Pentathlon,0,0,2,37,2,39,1821,0,0,0.051282051,0.051282051,0.021416804,22
KOR,Rhythmic Gymnastics,0,0,0,7,0,7,848,0,0,0,0,0.008254717,0
KOR,Rowing,0,0,0,65,0,65,11625,0,0,0,0,0.005591398,0
KOR,Rugby Sevens,0,0,0,13,0,13,928,0,0,0,0,0.014008621,0
KOR,Sailing,0,0,0,45,0,45,7266,0,0,0,0,0.006193229,0
KOR,Shooting,10,13,1,235,24,259,12580,0.038610039,0.05019305,0.003861004,0.092664093,0.020588235,1.0101E+17
KOR,Sport Climbing,0,0,0,5,0,5,108,0,0,0,0,0.046296296,0
KOR,Swimming,1,3,1,277,5,282,26416,0.003546099,0.010638298,0.003546099,0.017730496,0.010675348,1111133311
KOR,Synchronized Swimming,0,0,0,11,0,11,909,0,0,0,0,0.01210121,0
KOR,Table Tennis,4,6,28,87,38,125,2480,0.032,0.048,0.224,0.304,0.050403226,4.44447E+11
KOR,Taekwondo,14,3,8,6,25,31,870,0.451612903,0.096774194,0.258064516,0.806451613,0.035632184,1.41414E+14
KOR,Tennis,0,0,0,30,0,30,3446,0,0,0,0,0.008705746,0
KOR,Triathlon,0,0,0,1,0,1,822,0,0,0,0,0.001216545,0
KOR,Volleyball,0,0,12,215,12,227,4003,0,0,0.052863436,0.052863436,0.056707469,1212
KOR,Water Polo,0,0,0,13,0,13,4418,0,0,0,0,0.002942508,0
KOR,Weightlifting,3,5,5,116,13,129,4256,0.023255814,0.03875969,0.03875969,0.100775194,0.03031015,3333355555
KOR,Wrestling,11,11,14,125,36,161,7734,0.068322981,0.068322981,0.086956522,0.223602484,0.020817171,1.11111E+19
KOS,Athletics,0,0,0,4,0,4,43294,0,0,0,0,9.24E-05,0
KOS,Boxing,0,0,0,2,0,2,6584,0,0,0,0,0.000303767,0
KOS,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
KOS,Judo,3,1,1,7,5,12,4876,0.25,0.083333333,0.083333333,0.416666667,0.002461034,3333311111
KOS,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,0
KOS,Swimming,0,0,0,6,0,6,26416,0,0,0,0,0.000227135,0
KOS,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,0
KSA,Archery,0,0,0,5,0,5,2846,0,0,0,0,0.001756852,0
KSA,Athletics,0,1,0,108,1,109,43294,0,0.009174312,0,0.009174312,0.00251767,11100
KSA,Cycling,0,0,0,14,0,14,10859,0,0,0,0,0.001289253,0
KSA,Equestrian,0,0,0,6,0,6,835,0,0,0,0,0.007185629,0
KSA,Equestrianism,0,0,5,23,5,28,6344,0,0,0.178571429,0.178571429,0.004413619,55
KSA,Fencing,0,0,0,12,0,12,11558,0,0,0,0,0.001038242,0
KSA,Football,0,0,0,52,0,52,7906,0,0,0,0,0.006577283,0
KSA,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0
KSA,Karate,0,1,0,0,1,1,81,0,1,0,1,0.012345679,11100
KSA,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0
KSA,Shooting,0,0,0,15,0,15,12580,0,0,0,0,0.001192369,0
KSA,Swimming,0,0,0,12,0,12,26416,0,0,0,0,0.00045427,0
KSA,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0
KSA,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0
KSA,Weightlifting,0,0,0,9,0,9,4256,0,0,0,0,0.002114662,0
KUW,Athletics,0,0,0,53,0,53,43294,0,0,0,0,0.001224188,0
KUW,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,0
KUW,Diving,0,0,0,8,0,8,3193,0,0,0,0,0.002505481,0
KUW,Fencing,0,0,0,58,0,58,11558,0,0,0,0,0.005018169,0
KUW,Football,0,0,0,51,0,51,7906,0,0,0,0,0.006450797,0
KUW,Handball,0,0,0,26,0,26,4419,0,0,0,0,0.005883684,0
KUW,Judo,0,0,0,24,0,24,4876,0,0,0,0,0.004922067,0
KUW,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0
KUW,Rowing,0,0,0,3,0,3,11625,0,0,0,0,0.000258065,0
KUW,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,0
KUW,Shooting,0,0,3,27,3,30,12580,0,0,0.1,0.1,0.002384738,33
KUW,Swimming,0,0,0,39,0,39,26416,0,0,0,0,0.001476378,0
KUW,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0
KUW,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
KUW,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,0
LAO,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0
LAO,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,0
LAO,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,0
LAO,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
LAO,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0
LAO,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,0
LAO,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,0
LAO,Swimming,0,0,0,12,0,12,26416,0,0,0,0,0.00045427,0
LAT,3x3 Basketball,4,0,0,4,4,8,128,0.5,0,0,0.5,0.0625,4444400000
LAT,Art Competitions,0,0,0,24,0,24,3578,0,0,0,0,0.006707658,0
LAT,Athletics,0,4,1,157,5,162,43294,0,0.024691358,0.00617284,0.030864198,0.003741858,44411
LAT,Basketball,0,0,0,19,0,19,5111,0,0,0,0,0.003717472,0
LAT,Beach Volleyball,0,0,2,12,2,14,756,0,0,0.142857143,0.142857143,0.018518519,22
LAT,Boxing,0,0,0,3,0,3,6584,0,0,0,0,0.00045565,0
LAT,Canoe Sprint,0,0,0,1,0,1,756,0,0,0,0,0.001322751,0
LAT,Canoeing,0,2,0,18,2,20,6171,0,0.1,0,0.1,0.003240966,22200
LAT,Cycling,2,0,1,59,3,62,10859,0.032258065,0,0.016129032,0.048387097,0.00570955,2222200011
LAT,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0
LAT,Cycling BMX Racing,0,0,0,4,0,4,115,0,0,0,0,0.034782609,0
LAT,Cycling Mountain Bike,0,0,0,1,0,1,144,0,0,0,0,0.006944444,0
LAT,Cycling Road,0,0,0,5,0,5,493,0,0,0,0,0.010141988,0
LAT,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0
LAT,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0
LAT,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
LAT,Football,0,0,0,11,0,11,7906,0,0,0,0,0.001391348,0
LAT,Gymnastics,1,1,0,26,2,28,26707,0.035714286,0.035714286,0,0.071428571,0.001048414,1111111100
LAT,Judo,0,0,1,10,1,11,4876,0,0,0.090909091,0.090909091,0.002255947,11
LAT,Karate,0,0,0,1,0,1,81,0,0,0,0,0.012345679,0
LAT,Modern Pentathlon,0,1,0,17,1,18,1821,0,0.055555556,0,0.055555556,0.009884679,11100
LAT,Rowing,0,0,0,8,0,8,11625,0,0,0,0,0.000688172,0
LAT,Sailing,0,0,0,9,0,9,7266,0,0,0,0,0.001238646,0
LAT,Shooting,0,1,0,20,1,21,12580,0,0.047619048,0,0.047619048,0.001669316,11100
LAT,Swimming,0,0,0,34,0,34,26416,0,0,0,0,0.001287099,0
LAT,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0
LAT,Tennis,0,0,0,11,0,11,3446,0,0,0,0,0.003192107,0
LAT,Weightlifting,0,1,2,20,3,23,4256,0,0.043478261,0.086956522,0.130434783,0.005404135,11122
LAT,Wrestling,0,1,0,18,1,19,7734,0,0.052631579,0,0.052631579,0.002456685,11100
LBA,Archery,0,0,0,1,0,1,2846,0,0,0,0,0.00035137,0
LBA,Athletics,0,0,0,29,0,29,43294,0,0,0,0,0.000669839,0
LBA,Cycling,0,0,0,14,0,14,10859,0,0,0,0,0.001289253,0
LBA,Judo,0,0,0,8,0,8,4876,0,0,0,0,0.001640689,0
LBA,Rowing,0,0,0,3,0,3,11625,0,0,0,0,0.000258065,0
LBA,Shooting,0,0,0,1,0,1,12580,0,0,0,0,7.95E-05,0
LBA,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,0
LBA,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0
LBA,Taekwondo,0,0,0,3,0,3,870,0,0,0,0,0.003448276,0
LBA,Volleyball,0,0,0,9,0,9,4003,0,0,0,0,0.002248314,0
LBA,Weightlifting,0,0,0,8,0,8,4256,0,0,0,0,0.001879699,0
LBN,Athletics,0,0,0,1,0,1,43294,0,0,0,0,2.31E-05,0
LBN,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0
LBN,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0
LBN,Shooting,0,0,0,2,0,2,12580,0,0,0,0,0.000158983,0
LBN,Swimming,0,0,0,4,0,4,26416,0,0,0,0,0.000151423,0
LBN,Table Tennis,0,0,0,1,0,1,2480,0,0,0,0,0.000403226,0
LBN,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
LBN,Tennis,0,0,0,4,0,4,3446,0,0,0,0,0.001160766,0
LBN,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0
LBR,Athletics,0,0,0,84,0,84,43294,0,0,0,0,0.001940223,0
LBR,Boxing,0,0,0,4,0,4,6584,0,0,0,0,0.000607533,0
LCA,Athletics,1,1,0,21,2,23,43294,0.043478261,0.043478261,0,0.086956522,0.000531251,1111111100
LCA,Sailing,0,0,0,6,0,6,7266,0,0,0,0,0.000825764,0
LCA,Swimming,0,0,0,9,0,9,26416,0,0,0,0,0.000340703,0
LES,Athletics,0,0,0,55,0,55,43294,0,0,0,0,0.001270384,0
LES,Boxing,0,0,0,10,0,10,6584,0,0,0,0,0.001518834,0
LES,Cycling,0,0,0,1,0,1,10859,0,0,0,0,9.21E-05,0
LES,Swimming,0,0,0,1,0,1,26416,0,0,0,0,3.79E-05,0
LES,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,0
LIB,Athletics,0,0,0,29,0,29,43294,0,0,0,0,0.000669839,0
LIB,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,0
LIB,Canoeing,0,0,0,1,0,1,6171,0,0,0,0,0.000162048,0
LIB,Cycling,0,0,0,13,0,13,10859,0,0,0,0,0.001197164,0
LIB,Fencing,0,0,0,55,0,55,11558,0,0,0,0,0.004758609,0
LIB,Judo,0,0,0,18,0,18,4876,0,0,0,0,0.00369155,0
LIB,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0
LIB,Sailing,0,0,0,3,0,3,7266,0,0,0,0,0.000412882,0
LIB,Shooting,0,0,0,26,0,26,12580,0,0,0,0,0.002066773,0
LIB,Swimming,0,0,0,43,0,43,26416,0,0,0,0,0.001627801,0
LIB,Table Tennis,0,0,0,3,0,3,2480,0,0,0,0,0.001209677,0
LIB,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0
LIB,Weightlifting,0,1,0,12,1,13,4256,0,0.076923077,0,0.076923077,0.003054511,11100
LIB,Wrestling,0,1,2,20,3,23,7734,0,0.043478261,0.086956522,0.130434783,0.002973882,11122
LIE,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0
LIE,Athletics,0,0,0,33,0,33,43294,0,0,0,0,0.00076223,0
LIE,Cycling,0,0,0,14,0,14,10859,0,0,0,0,0.001289253,0
LIE,Cycling Mountain Bike,0,0,0,1,0,1,144,0,0,0,0,0.006944444,0
LIE,Equestrianism,0,0,0,1,0,1,6344,0,0,0,0,0.000157629,0
LIE,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,0
LIE,Judo,0,0,0,17,0,17,4876,0,0,0,0,0.003486464,0
LIE,Shooting,0,0,0,16,0,16,12580,0,0,0,0,0.00127186,0
LIE,Swimming,0,0,0,10,0,10,26416,0,0,0,0,0.000378558,0
LIE,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0
LTU,3x3 Basketball,0,0,4,0,4,4,128,0,0,1,1,0.03125,44
LTU,Artistic Gymnastics,0,0,0,10,0,10,2297,0,0,0,0,0.004353505,0
LTU,Athletics,3,2,1,128,6,134,43294,0.02238806,0.014925373,0.007462687,0.044776119,0.003095117,3333322211
LTU,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,0
LTU,Basketball,0,0,35,48,35,83,5111,0,0,0.421686747,0.421686747,0.016239483,3535
LTU,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0
LTU,Boxing,0,0,1,17,1,18,6584,0,0,0.055555556,0.055555556,0.0027339,11
LTU,Breaking,0,1,0,0,1,1,33,0,1,0,1,0.03030303,11100
LTU,Canoe Sprint,0,0,0,8,0,8,756,0,0,0,0,0.010582011,0
LTU,Canoeing,0,1,2,23,3,26,6171,0,0.038461538,0.076923077,0.115384615,0.004213256,11122
LTU,Cycling,0,0,1,80,1,81,10859,0,0,0.012345679,0.012345679,0.00745925,11
LTU,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0
LTU,Cycling Track,0,0,0,10,0,10,878,0,0,0,0,0.011389522,0
LTU,Equestrian,0,0,0,2,0,2,835,0,0,0,0,0.00239521,0
LTU,Football,0,0,0,11,0,11,7906,0,0,0,0,0.001391348,0
LTU,Gymnastics,0,0,0,23,0,23,26707,0,0,0,0,0.000861197,0
LTU,Judo,0,0,0,9,0,9,4876,0,0,0,0,0.001845775,0
LTU,Modern Pentathlon,1,3,1,20,5,25,1821,0.04,0.12,0.04,0.2,0.01372872,1111133311
LTU,Rhythmic Gymnastics,0,0,0,1,0,1,848,0,0,0,0,0.001179245,0
LTU,Rowing,0,2,5,40,7,47,11625,0,0.042553191,0.106382979,0.14893617,0.004043011,22255
LTU,Sailing,0,1,0,13,1,14,7266,0,0.071428571,0,0.071428571,0.001926782,11100
LTU,Shooting,1,0,0,7,1,8,12580,0.125,0,0,0.125,0.00063593,1111100000
LTU,Swimming,1,0,0,103,1,104,26416,0.009615385,0,0,0.009615385,0.003937008,1111100000
LTU,Table Tennis,0,0,0,5,0,5,2480,0,0,0,0,0.002016129,0
LTU,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0
