Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,TOPSIS Score,TOPSIS Score Sum,
Emanuele Gaudiano,ITA,Equestrian,1,0,0,0,0,0,0.003376044,1
Francesco Zaza,ITA,Equestrian,1,0,0,0,0,0,0.003376044,1
Stefano Brecciaroli,ITA,Equestrian,1,0,0,0,0,0,0.003376044,1
Susanna Bordone,ITA,Equestrian,2,0,0,0,0,0.001125348,0.003376044,1
Vittoria Panizzon,ITA,Equestrian,2,0,0,0,0,0.001125348,0.003376044,1
Alberta Santuccio,ITA,Fencing,1,0,0,1,1,0.079981078,1.980913511,1
Aldo Montano,ITA,Fencing,10,1,4,2,7,0.379665355,1.980913511,1
Alessio Foconi,ITA,Fencing,2,0,0,0,0,0.001125348,1.980913511,1
Alice Volpi,ITA,Fencing,2,0,0,1,1,0.079989894,1.980913511,1
Andrea Cassara,ITA,Fencing,2,0,0,0,0,0.001125348,1.980913511,1
Andrea Santarelli,ITA,Fencing,3,0,1,0,1,0.086170324,1.980913511,1
Arianna Errigo,ITA,Fencing,5,1,1,1,3,0.159591908,1.980913511,1
Daniele Garozzo,ITA,Fencing,4,1,1,0,2,0.125360635,1.980913511,1
Enrico Berre',ITA,Fencing,2,0,1,0,1,0.08614942,1.980913511,1
Enrico Garozzo,ITA,Fencing,4,0,1,0,1,0.086203533,1.980913511,1
Erica Cipressa,ITA,Fencing,1,0,0,1,1,0.079981078,1.980913511,1
Federica Isola,ITA,Fencing,2,0,0,1,1,0.079989894,1.980913511,1
Gabriele Cimini,ITA,Fencing,1,0,0,0,0,0,1.980913511,1
Giorgio Avola,ITA,Fencing,4,1,0,0,1,0.080650937,1.980913511,1
Irene Vecchi,ITA,Fencing,5,0,0,0,0,0.004486578,1.980913511,1
Luca Curatoli,ITA,Fencing,2,0,1,0,1,0.08614942,1.980913511,1
Luigi Samele,ITA,Fencing,3,0,2,1,3,0.190479232,1.980913511,1
Mara Navarria,ITA,Fencing,4,0,0,1,1,0.080047121,1.980913511,1
Marco Fichera,ITA,Fencing,4,0,1,0,1,0.086203533,1.980913511,1
Martina Batini,ITA,Fencing,2,0,0,1,1,0.079989894,1.980913511,1
Martina Criscio,ITA,Fencing,2,0,0,0,0,0.001125348,1.980913511,1
Michela Battiston,ITA,Fencing,1,0,0,0,0,0,1.980913511,1
Rossella Fiamingo,ITA,Fencing,5,0,1,1,2,0.123078998,1.980913511,1
Rossella Gregorio,ITA,Fencing,4,0,0,0,0,0.003368633,1.980913511,1
Giulia Molinaro,ITA,Golf,2,0,0,0,0,0.001125348,0.001125348,1
Guido Migliozzi,ITA,Golf,1,0,0,0,0,0,0.001125348,1
Lucrezia Colombotto,ITA,Golf,1,0,0,0,0,0,0.001125348,1
Renato Paratore,ITA,Golf,1,0,0,0,0,0,0.001125348,1
Alice Bellandi,ITA,Judo,2,0,0,0,0,0.001125348,0.289253575,1
Christian Parlati,ITA,Judo,2,0,0,0,0,0.001125348,0.289253575,1
Fabio Basile,ITA,Judo,3,1,0,0,1,0.080614185,0.289253575,1
Francesca Milani,ITA,Judo,2,0,0,0,0,0.001125348,0.289253575,1
Manuel Lombardo,ITA,Judo,2,0,0,0,0,0.001125348,0.289253575,1
Maria Centracchio,ITA,Judo,2,0,0,1,1,0.079989894,0.289253575,1
Nicholas Mungai,ITA,Judo,2,0,0,0,0,0.001125348,0.289253575,1
Odette Giuffrida,ITA,Judo,3,0,1,1,2,0.123022756,0.289253575,1
Angelo Crescenzo,ITA,Karate,1,0,0,0,0,0,0.160563035,1
Luigi Busa,ITA,Karate,1,1,0,0,1,0.080581957,0.160563035,1
Mattia Busato,ITA,Karate,1,0,0,0,0,0,0.160563035,1
Silvia Semeraro,ITA,Karate,1,0,0,0,0,0,0.160563035,1
Viviana Bottaro,ITA,Karate,1,0,0,1,1,0.079981078,0.160563035,1
Gregorio Paltrinieri,ITA,Marathon Swimming,1,0,0,1,1,0.079981078,0.079981078,1
Mario Sanzullo,ITA,Marathon Swimming,1,0,0,0,0,0,0.079981078,1
Rachele Bruni,ITA,Marathon Swimming,1,0,0,0,0,0,0.079981078,1
Alice Sotero,ITA,Modern Pentathlon,2,0,0,0,0,0.001125348,0.001125348,1
Elena Micheli,ITA,Modern Pentathlon,1,0,0,0,0,0,0.001125348,1
Agnese Duranti,ITA,Rhythmic Gymnastics,1,0,0,1,1,0.079981078,0.399923023,1
Alessia Maurelli,ITA,Rhythmic Gymnastics,2,0,0,1,1,0.079989894,0.399923023,1
Alexandra Agiurgiuculese,ITA,Rhythmic Gymnastics,1,0,0,0,0,0,0.399923023,1
Daniela Mogurean,ITA,Rhythmic Gymnastics,1,0,0,1,1,0.079981078,0.399923023,1
Martina Centofanti,ITA,Rhythmic Gymnastics,2,0,0,1,1,0.079989894,0.399923023,1
Martina Santandrea,ITA,Rhythmic Gymnastics,1,0,0,1,1,0.079981078,0.399923023,1
Milena Baldassarri,ITA,Rhythmic Gymnastics,1,0,0,0,0,0,0.399923023,1
Aisha Rocek,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Alessandra Montesano,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Alessandra Patelli,ITA,Rowing,2,0,0,0,0,0.001125348,1.025079109,1
Andrea Panizza,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Chiara Ondoli,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Federica Cesarini,ITA,Rowing,1,1,0,0,1,0.080581957,1.025079109,1
Giacomo Gentili,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Giovanni Abagnale,ITA,Rowing,2,0,0,1,1,0.079989894,1.025079109,1
Giuseppe Vicino,ITA,Rowing,2,0,0,2,2,0.152186269,1.025079109,1
Kiri Tontodonati,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Luca Rambaldi,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Matteo Castaldo,ITA,Rowing,2,0,0,2,2,0.152186269,1.025079109,1
Matteo Lodo,ITA,Rowing,2,0,0,2,2,0.152186269,1.025079109,1
Pietro Ruta,ITA,Rowing,3,0,0,1,1,0.080011912,1.025079109,1
Simone Venier,ITA,Rowing,5,0,1,0,1,0.086249032,1.025079109,1
Stefania Gobbi,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Stefano Oppo,ITA,Rowing,2,0,0,1,1,0.079989894,1.025079109,1
Valentina Iseppi,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Valentina Rodini,ITA,Rowing,2,1,0,0,1,0.080591187,1.025079109,1
Veronica Lisi,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
Vincenzo Abbagnale,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
di Alberto,ITA,Rowing,1,0,0,0,0,0,1.025079109,1
di Marco,ITA,Rowing,1,0,0,1,1,0.079981078,1.025079109,1
Bianca Caruso,ITA,Sailing,1,0,0,0,0,0,0.164549188,1
Caterina Banti,ITA,Sailing,1,1,0,0,1,0.080581957,0.164549188,1
Elena Berta,ITA,Sailing,2,0,0,0,0,0.001125348,0.164549188,1
Giacomo Ferrari,ITA,Sailing,1,0,0,0,0,0,0.164549188,1
Giulio Calabro,ITA,Sailing,1,0,0,0,0,0,0.164549188,1
Marta Maggetti,ITA,Sailing,1,0,0,0,0,0,0.164549188,1
Mattia Camboni,ITA,Sailing,2,0,0,0,0,0.001125348,0.164549188,1
Ruggero Tita,ITA,Sailing,2,1,0,0,1,0.080591187,0.164549188,1
Silvia Zennaro,ITA,Sailing,2,0,0,0,0,0.001125348,0.164549188,1
Chiara Cainero,ITA,Shooting,5,1,1,0,2,0.125393984,0.418704908,1
Diana Bacosi,ITA,Shooting,2,1,1,0,2,0.125319183,0.418704908,1
Gabriele Rossetti,ITA,Shooting,2,1,0,0,1,0.080591187,0.418704908,1
Jessica Rossi,ITA,Shooting,4,1,0,0,1,0.080650937,0.418704908,1
Lorenzo Bacci,ITA,Shooting,2,0,0,0,0,0.001125348,0.418704908,1
Marco Suppini,ITA,Shooting,2,0,0,0,0,0.001125348,0.418704908,1
Paolo Monna,ITA,Shooting,1,0,0,0,0,0,0.418704908,1
Riccardo Mazzetti,ITA,Shooting,2,0,0,0,0,0.001125348,0.418704908,1
Silvana Stanco,ITA,Shooting,1,0,0,0,0,0,0.418704908,1
Sofia Ceccarello,ITA,Shooting,3,0,0,0,0,0.002248224,0.418704908,1
Tammaro Cassandro,ITA,Shooting,1,0,0,0,0,0,0.418704908,1
Tommaso Chelli,ITA,Shooting,1,0,0,0,0,0,0.418704908,1
de Mauro,ITA,Shooting,2,0,0,0,0,0.001125348,0.418704908,1
Alessandro Mazzara,ITA,Skateboarding,1,0,0,0,0,0,0,1
Asia Lanzi,ITA,Skateboarding,1,0,0,0,0,0,0,1
Ivan Federico,ITA,Skateboarding,1,0,0,0,0,0,0,1
Laura Rogora,ITA,Sport Climbing,1,0,0,0,0,0,0,1
Ludovico Fossali,ITA,Sport Climbing,1,0,0,0,0,0,0,1
Michael Piccolruaz,ITA,Sport Climbing,1,0,0,0,0,0,0,1
Leonardo Fioravanti,ITA,Surfing,1,0,0,0,0,0,0,1
Alberto Razzetti,ITA,Swimming,2,0,0,0,0,0.001125348,1.115044425,1
Alessandro Miressi,ITA,Swimming,3,0,1,1,2,0.123022756,1.115044425,1
Andrea Matteazzi,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Arianna Castiglioni,ITA,Swimming,3,0,0,0,0,0.002248224,1.115044425,1
Benedetta Pilato,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Chiara Mascolo,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Domenico Acerenza,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Federica Pellegrini,ITA,Swimming,23,1,1,0,2,0.127411197,1.115044425,1
Federico Burdisso,ITA,Swimming,3,0,0,2,2,0.152198871,1.115044425,1
Federico Poggio,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Filippo Megli,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Francesca Fangio,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Gabriele Detti,ITA,Swimming,6,0,0,2,2,0.152270531,1.115044425,1
Giacomo Carini,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Giulia Vetrano,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Ilaria Bianchi,ITA,Swimming,7,0,0,0,0,0.006715091,1.115044425,1
Ilaria Cusinato,ITA,Swimming,2,0,0,0,0,0.001125348,1.115044425,1
Lorenzo Zazzeri,ITA,Swimming,2,0,1,0,1,0.08614942,1.115044425,1
Manuel Frigo,ITA,Swimming,1,0,1,0,1,0.086140832,1.115044425,1
Margherita Panziera,ITA,Swimming,4,0,0,0,0,0.003368633,1.115044425,1
Martina Carraro,ITA,Swimming,4,0,0,0,0,0.003368633,1.115044425,1
Matteo Ciampi,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Matteo Restivo,ITA,Swimming,1,0,0,0,0,0,1.115044425,1
Nicolo Martinenghi,ITA,Swimming,3,0,0,2,2,0.152198871,1.115044425,1
Rita Caramignoli,ITA,Swimming,2,0,0,0,0,0.001125348,1.115044425,1
Sara Franceschi,ITA,Swimming,4,0,0,0,0,0.003368633,1.115044425,1
Simona Quadarella,ITA,Swimming,3,0,0,1,1,0.080011912,1.115044425,1
Simone Sabbioni,ITA,Swimming,4,0,0,0,0,0.003368633,1.115044425,1
Stefania Pirozzi,ITA,Swimming,3,0,0,0,0,0.002248224,1.115044425,1
Stefano Ballo,ITA,Swimming,2,0,0,0,0,0.001125348,1.115044425,1
Thomas Ceccon,ITA,Swimming,5,0,1,1,2,0.123078998,1.115044425,1
di Elena,ITA,Swimming,3,0,0,0,0,0.002248224,1.115044425,1
di Stefano,ITA,Swimming,2,0,0,0,0,0.001125348,1.115044425,1
Debora Vivarelli,ITA,Table Tennis,1,0,0,0,0,0,0,1
Simone Alessio,ITA,Taekwondo,1,0,0,0,0,0,0.080581957,1
Vito Dell'aquila,ITA,Taekwondo,1,1,0,0,1,0.080581957,0.080581957,1
Camila Giorgi,ITA,Tennis,1,0,0,0,0,0,0.01568829,1
Fabio Fognini,ITA,Tennis,5,0,0,0,0,0.004486578,0.01568829,1
Jasmine Paolini,ITA,Tennis,2,0,0,0,0,0.001125348,0.01568829,1
Lorenzo Musetti,ITA,Tennis,2,0,0,0,0,0.001125348,0.01568829,1
Lorenzo Sonego,ITA,Tennis,2,0,0,0,0,0.001125348,0.01568829,1
Sara Errani,ITA,Tennis,8,0,0,0,0,0.007825668,0.01568829,1
Alice Betto,ITA,Triathlon,2,0,0,0,0,0.001125348,0.00562674,1
Angelica Olmo,ITA,Triathlon,2,0,0,0,0,0.001125348,0.00562674,1
Delian Stateff,ITA,Triathlon,2,0,0,0,0,0.001125348,0.00562674,1
Gianluca Pozzatti,ITA,Triathlon,2,0,0,0,0,0.001125348,0.00562674,1
Verena Steinhauser,ITA,Triathlon,2,0,0,0,0,0.001125348,0.00562674,1
Alessandro Michieletto,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Alessia Orro,ITA,Volleyball,2,0,0,0,0,0.001125348,0.47099648,1
Anna Danesi,ITA,Volleyball,2,0,0,0,0,0.001125348,0.47099648,1
Chiara Bosetti,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Cristina Chirichella,ITA,Volleyball,2,0,0,0,0,0.001125348,0.47099648,1
Daniele Lavia,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Elena Pietrini,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Fatime Sylla,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Gianluca Galassi,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Indre Sorokaite,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Ivan Zaytsev,ITA,Volleyball,3,0,1,1,2,0.123022756,0.47099648,1
Jiri Kovar,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Luca Vettori,ITA,Volleyball,2,0,1,0,1,0.08614942,0.47099648,1
Luisa Fahr,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Massimo Colaci,ITA,Volleyball,2,0,1,0,1,0.08614942,0.47099648,1
Matteo Piano,ITA,Volleyball,2,0,1,0,1,0.08614942,0.47099648,1
Ofelia Malinov,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Ogechi Egonu,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Osmany Juantorena,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Raphaela Folie,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Riccardo Sbertoli,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Simone Anzani,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Simone Giannelli,ITA,Volleyball,2,0,1,0,1,0.08614942,0.47099648,1
de Monica,ITA,Volleyball,1,0,0,0,0,0,0.47099648,1
Alessandro Velotto,ITA,Water Polo,2,0,0,1,1,0.079989894,0.283002544,1
Alexandre Bodegas,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Del Marco,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Di Francesco,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Gianmarco Nicosia,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Gonzalo Echenique,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Matteo Aicardi,ITA,Water Polo,3,0,1,1,2,0.123022756,0.283002544,1
Niccolo Figari,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Nicholas Presciutti,ITA,Water Polo,2,0,0,1,1,0.079989894,0.283002544,1
Stefano Luongo,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Vincenzo Dolce,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Vincenzo Renzuto,ITA,Water Polo,1,0,0,0,0,0,0.283002544,1
Antonino Pizzolato,ITA,Weightlifting,1,0,0,1,1,0.079981078,0.246111577,1
Davide Ruiu,ITA,Weightlifting,1,0,0,0,0,0,0.246111577,1
Giorgia Bordignon,ITA,Weightlifting,2,0,1,0,1,0.08614942,0.246111577,1
Grazia Alemanno,ITA,Weightlifting,1,0,0,0,0,0,0.246111577,1
Mirko Zanni,ITA,Weightlifting,1,0,0,1,1,0.079981078,0.246111577,1
Frank Chamizo,ITA,Wrestling,1,0,0,0,0,0,0.079981078,1
Jesus Conyedo,ITA,Wrestling,1,0,0,1,1,0.079981078,0.079981078,1
Chantel Malone,IVB,Athletics,1,0,0,0,0,0,0,1
McMASTER Kyron,IVB,Athletics,1,0,0,0,0,0,0,1
Elinah Phillip,IVB,Swimming,2,0,0,0,0,0.001125348,0.001125348,1
Danusia Francis,JAM,Artistic Gymnastics,1,0,0,0,0,0,0,1
Aisha Praught-leer,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Alex Morgan,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Ann Williams,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
Briana Williams,JAM,Athletics,1,1,0,0,1,0.080581957,2.141142253,1
Britany Anderson,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Chad Wright,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Chanice Porter,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Charokee Young,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Christopher Taylor,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Damion Thomas,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Danniel Thomas-dodd,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Demish Gaye,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Elaine Thompson-herah,JAM,Athletics,3,3,0,0,3,0.229578466,2.141142253,1
Fedrick Dacres,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Hansle Parchment,JAM,Athletics,2,1,0,1,2,0.12020334,2.141142253,1
Jaheel Hyde,JAM,Athletics,3,0,0,0,0,0.002248224,2.141142253,1
Janieve Russell,JAM,Athletics,3,0,0,1,1,0.080011912,2.141142253,1
Javeir Brown,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Jevaughn Minzie,JAM,Athletics,2,1,0,0,1,0.080591187,2.141142253,1
Julian Forte,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Junelle Bromfield,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
Karayme Bartley,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Keeno Burrell,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Kemar Mowatt,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Kimberly Williams,JAM,Athletics,3,0,0,0,0,0.002248224,2.141142253,1
Leah Nugent,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Lloydricia Cameron,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
McDONALD Rusheen,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
McGREGOR Roneisha,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
McLEOD Candice,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
McLEOD Carey,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
McPHERSON Ann,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
Megan Tapper,JAM,Athletics,1,0,0,1,1,0.079981078,2.141142253,1
Natasha Morrison,JAM,Athletics,1,1,0,0,1,0.080581957,2.141142253,1
Nathon Allen,JAM,Athletics,3,0,1,0,1,0.086170324,2.141142253,1
Natoya Goule,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Nigel Ellis,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Oblique Seville,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Rasheed Dwyer,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Remona Burchell,JAM,Athletics,1,1,0,0,1,0.080581957,2.141142253,1
Ronald Levy,JAM,Athletics,1,0,0,1,1,0.079981078,2.141142253,1
Ronda Whyte,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Sean Bailey,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Shadae Lawrence,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Shanieka Ricketts,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Shawn Rowe,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Shelly-ann Fraser-pryce,JAM,Athletics,3,1,1,0,2,0.1253357,2.141142253,1
Shericka Jackson,JAM,Athletics,6,1,1,3,5,0.272468628,2.141142253,1
Tajay Gayle,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Tiffany James,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Tissanna Hickling,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Tovea Jenkins,JAM,Athletics,2,0,0,1,1,0.079989894,2.141142253,1
Traves Smikle,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Tyquendo Tracey,JAM,Athletics,2,0,0,0,0,0.001125348,2.141142253,1
Yanique Thompson,JAM,Athletics,1,0,0,0,0,0,2.141142253,1
Yohan Blake,JAM,Athletics,8,2,2,0,4,0.246009333,2.141142253,1
Ricardo Brown,JAM,Boxing,1,0,0,0,0,0,0,1
Yona Knight-wisdom,JAM,Diving,2,0,0,0,0,0.001125348,0.001125348,1
Ebony Drysdale,JAM,Judo,1,0,0,0,0,0,0,1
Alia Atkinson,JAM,Swimming,8,0,0,0,0,0.007825668,0.008951016,1
Keanan Dols,JAM,Swimming,2,0,0,0,0,0.001125348,0.008951016,1
Aliya Boshnak,JOR,Athletics,1,0,0,0,0,0,0,1
Adel Alhindawi,JOR,Boxing,1,0,0,0,0,0,0.001125348,1
Hussein Eashash,JOR,Boxing,1,0,0,0,0,0,0.001125348,1
Hussein Iashaish,JOR,Boxing,2,0,0,0,0,0.001125348,0.001125348,1
Mohammad Alwadi,JOR,Boxing,1,0,0,0,0,0,0.001125348,1
Mustafa Alkasbeh,JOR,Boxing,1,0,0,0,0,0,0.001125348,1
Hani Bisharat,JOR,Equestrian,1,0,0,0,0,0,0,1
Younis Eyal,JOR,Judo,1,0,0,0,0,0,0,1
Rahman Almasatfa,JOR,Karate,1,0,0,1,1,0.079981078,0.079981078,1
Asma Abu,JOR,Shooting,1,0,0,0,0,0,0,1
Amro Al-wir,JOR,Swimming,2,0,0,0,0,0.001125348,0.003373572,1
Talita Baqlah,JOR,Swimming,3,0,0,0,0,0.002248224,0.003373572,1
Julyana Al-sadeq,JOR,Taekwondo,1,0,0,0,0,0,0.086140832,1
Saleh Elsharabaty,JOR,Taekwondo,1,0,1,0,1,0.086140832,0.086140832,1
Ira Brown,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Keisei Tominaga,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Mai Yamamoto,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Mio Shinozaki,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Risa Nishioka,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Ryuto Yasuoka,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Stephanie Mawuli,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Tomoya Ochiai,JPN,3x3 Basketball,1,0,0,0,0,0,0,1
Azusa Yamauchi,JPN,Archery,3,0,0,0,0,0.002248224,0.426118496,1
Hiroki Muto,JPN,Archery,3,0,0,1,1,0.080011912,0.426118496,1
Miki Nakamura,JPN,Archery,2,0,0,0,0,0.001125348,0.426118496,1
Ren Hayakawa,JPN,Archery,4,0,0,1,1,0.080047121,0.426118496,1
Takaharu Furukawa,JPN,Archery,8,0,1,2,3,0.182695997,0.426118496,1
Yuki Kawata,JPN,Archery,2,0,0,1,1,0.079989894,0.426118496,1
Aiko Sugihara,JPN,Artistic Gymnastics,6,0,0,0,0,0.005602063,0.589219982,1
Daiki Hashimoto,JPN,Artistic Gymnastics,8,2,1,0,3,0.19050235,0.589219982,1
Hitomi Hatakeda,JPN,Artistic Gymnastics,6,0,0,0,0,0.005602063,0.589219982,1
Kazuma Kaya,JPN,Artistic Gymnastics,8,0,1,1,2,0.123224504,0.589219982,1
Kohei Kameyama,JPN,Artistic Gymnastics,1,0,0,0,0,0,0.589219982,1
Kohei Uchimura,JPN,Artistic Gymnastics,2,0,0,0,0,0.001125348,0.589219982,1
Mai Murakami,JPN,Artistic Gymnastics,6,0,0,1,1,0.080157022,0.589219982,1
Takeru Kitazono,JPN,Artistic Gymnastics,8,0,1,0,1,0.086458996,0.589219982,1
Urara Ashikawa,JPN,Artistic Gymnastics,5,0,0,0,0,0.004486578,0.589219982,1
Wataru Tanigawa,JPN,Artistic Gymnastics,8,0,1,0,1,0.086458996,0.589219982,1
Yuna Hiraiwa,JPN,Artistic Gymnastics,6,0,0,0,0,0.005602063,0.589219982,1
Akane Yanagisawa,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Juka Fukumura,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Mashiro Yasunaga,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Mayu Tsukamoto,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Megumu Yoshida,JPN,Artistic Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Moeka Kijima,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Okina Kyogoku,JPN,Artistic Swimming,1,0,0,0,0,0,0.002250696,1
Yukiko Inui,JPN,Artistic Swimming,2,0,0,0,0,0.001125348,0.002250696,1
Aiko Iki,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Akira Aizawa,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Ami Saito,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Aoto Suzuki,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Asuka Terada,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Ayako Kimura,JPN,Athletics,2,0,0,0,0,0.001125348,0.441720868,1
Ayuko Suzuki,JPN,Athletics,2,0,0,0,0,0.001125348,0.441720868,1
Bruno Dede,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Eiki Takahashi,JPN,Athletics,2,0,0,0,0,0.001125348,0.441720868,1
Hakim Sani,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hanae Aoyama,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Haruka Kitaguchi,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hayato Katsuki,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hibiki Tsuha,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hiroki Matsueda,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hiroki Yanagita,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hiromu Yamauchi,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Hitomi Niiya,JPN,Athletics,3,0,0,0,0,0.002248224,0.441720868,1
Honami Maeda,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Jrummi Walsh,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Jun Yamashita,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Kaede Hagitani,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Kaito Kawabata,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Kaori Kawazoe,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Kazuki Kurokawa,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
Kentaro Sato,JPN,Athletics,1,0,0,0,0,0,0.441720868,1
