Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Treated,Intervention_Year
Roland Brckner,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,1984
Ralf Bchner,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Chen Yongyan,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Barthold Conner,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Barthold Conner,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Gold,0,1984
Timothy Daggett,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Timothy Daggett,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,0,1984
Yelena (-filatova),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,Gold,0,1984
Yelena (-filatova),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Yelena (-filatova),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Balance Beam,Silver,0,1984
Stoyan Delchev,M,Bulgaria,BUL,1980,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,0,1984
Stoyan Delchev,M,Bulgaria,BUL,1980,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Individual All-Around,Gold,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Silver,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Rings,Gold,0,1984
Aleksandr Dityatin,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,0,1984
Ferenc Donth,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Diana Dudeva,F,Bulgaria,BUL,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,1984
Michelle (-farrell),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,1984
Gabriele Fhnrich,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Mariya (-kurbatova),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Mariya (-kurbatova),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,0,1984
Mitchell Gaylord,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Mitchell Gaylord,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Mitchell Gaylord,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,1984
Mitchell Gaylord,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Rings,Bronze,0,1984
Lyubomir Geraskov,M,Bulgaria,BUL,1988,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,1984
Maxi Gnauck,F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,Silver,0,1984
Maxi Gnauck,F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Maxi Gnauck,F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,1984
Maxi Gnauck,F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,1984
Vladimer Gogoladze,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Gyrgy Guczoghy,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Koji Gushiken,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Gold,0,1984
Koji Gushiken,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Koji Gushiken,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Koji Gushiken,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,1984
Koji Gushiken,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Rings,Gold,0,1984
James Hartung,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Ralf-Peter Hemmann,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Silvia (-hafemeister),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Noritoshi Hirata,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Lutz Hoffmann,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Ulf Hoffmann,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Huang Qun,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Yukio Iketani,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Yukio Iketani,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,1984
Martina Jentsch,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Kathleen (-clarke),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,1984
Kathleen (-clarke),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,1984
Scott Johnson,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Noboyuki Kajitani,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Noboyuki Kajitani,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Silver,0,1984
Zoltn Kelemen,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Dagmar Kersten,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Dagmar Kersten,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,Silver,0,1984
Sergey Kharkov,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Sergey Kharkov,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Gold,0,1984
Nellya (-achasov),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Nellya (-achasov),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Gold,0,1984
Ulrike Klotz,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Hiroyuki Konishi,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Pter Kovcs,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Steffi (-biskupek),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Steffi (-biskupek),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Horse Vault,Silver,0,1984
Steffi (-biskupek),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,0,1984
Sylvio Kroll,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Sylvio Kroll,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Natlija (-kravchenko),F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,Gold,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Rings,Gold,0,1984
Li Ning,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,1984
Li Xiaoping,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Li Yuejiu,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Lou Yun,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Lou Yun,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,Silver,0,1984
Lou Yun,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Gold,0,1984
Lou Yun,M,China,CHN,1988,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,1984
Lou Yun,M,China,CHN,1988,Seoul,Gymnastics,Gymnastics Men's Horse Vault,Gold,0,1984
Valery Lyukin,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Silver,0,1984
Valery Lyukin,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Valery Lyukin,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Silver,0,1984
Valery Lyukin,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,1984
Ma Yanhong,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Ma Yanhong,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,1984
Lutz Mack,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Zoltn Magyar,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Zoltn Magyar,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,1984
Bohdan Makuts,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Vladimir Markelov,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Julianne (-zeile),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,1984
Julianne (-zeile),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Silver,0,1984
Julianne (-zeile),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Gold,0,1984
Phoebe Mills,F,United States,USA,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,1984
Koichi Mizushima,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Shinji Morisue,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Shinji Morisue,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,1984
Shinji Morisue,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,1984
Yelena Naimushina,F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Michael Nikolay,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Michael Nikolay,M,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,0,1984
Daisuke Nishikawa,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Vladimir Novikov,M,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Park Jong-hun,M,South Korea,KOR,1988,Seoul,Gymnastics,Gymnastics Men's Horse Vault,Bronze,0,1984
Katharina (-schirmer),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Individual All-Around,Gold,0,1984
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,1984
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,1984
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Silver,0,1984
Mary (-kelley),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,0,1984
Toshiharu Sato,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Bettina Schieferdecker,F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Nataliya (-sut),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Nataliya (-sut),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,1984
Nataliya (-sut),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Horse Vault,Gold,0,1984
Nataliya (-sut),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,1984
Yelena Shevchenko,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Yelena Shushunova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,Gold,0,1984
Yelena Shushunova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Yelena Shushunova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,0,1984
Yelena Shushunova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,Silver,0,1984
Koji Sotomura,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Koji Sotomura,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,1984
Olha Strazheva,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Karola (-ziesche),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Birgit (-saul),F,East Germany,GER,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Ji Tabk,M,Czechoslovakia,TCH,1980,Moskva,Gymnastics,Gymnastics Men's Rings,Bronze,0,1984
Tracee (-kent),F,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,1984
Drte (pawlak-),F,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Sven Tippelt,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Sven Tippelt,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,0,1984
Sven Tippelt,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Rings,Bronze,0,1984
Aleksandr Tkachov,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Aleksandr Tkachov,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Parallel Bars,Gold,0,1984
Aleksandr Tkachov,M,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Men's Rings,Silver,0,1984
Tong Fei,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Tong Fei,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,0,1984
Istvn Vmos,M,Hungary,HUN,1980,Moskva,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Philippe Vatuone,M,France,FRA,1984,Los Angeles,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,0,1984
Peter Vidmar,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Silver,0,1984
Peter Vidmar,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold,0,1984
Peter Vidmar,M,United States,USA,1984,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,0,1984
Andreas Wecker,M,East Germany,GER,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Wu Jiani,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Xu Zhiqiang,M,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,1984
Takahiro Yamada,M,Japan,JPN,1988,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Kyoji Yamawaki,M,Japan,JPN,1984,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,1984
Stella (-khlus),F,Soviet Union,URS,1980,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,1984
Zhou Ping,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Zhou Qiurui,F,China,CHN,1984,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,1984
Mohini (-barry),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Amanda (-cochran),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Amy (-ho),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Amy (-ho),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,Silver,1,2000
Amy (-ho),F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Jamie Dantzscher,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Dominique (-thompson),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Dominique (-thompson),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,1,2000
Dominique (-thompson),F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Jason Gatson,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Morgan Hamm,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Paul Hamm,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Individual All-Around,Gold,1,2000
Paul Hamm,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Paul Hamm,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,1,2000
Annia Hatch,F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Annia Hatch,F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,Silver,1,2000
Terin Humphrey,F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Terin Humphrey,F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars,Silver,1,2000
Courtney (-carter),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Courtney (-carter),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,1,2000
Jair Lynch,M,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Men's Parallel Bars,Silver,1,2000
Kristen Maloney,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Brett Mcclure,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Courtney Mccool,F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Shannon -falconetti),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Shannon -falconetti),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Gold,1,2000
Dominique (-canales),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Gold,1,2000
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver,1,2000
Carly (-caldwell),F,United States,USA,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam,Silver,1,2000
Jaycie -marus),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Mary Ray,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Tasha Schwikert-warren,F,United States,USA,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1,2000
Kerri (-fischer),F,United States,USA,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold,1,2000
Blaine Wilson,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Guard Young,M,United States,USA,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1,2000
Maksim Alyoshin,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Simona (-tabr),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,0,2000
Simona (-tabr),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Bronze,0,2000
Simona (-tabr),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Floor Exercise,Silver,0,2000
Simona (-tabr),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,Gold,0,2000
Simona (-tabr),F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Gold,0,2000
Simona (-tabr),F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Simona (-tabr),F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,0,2000
Oana Ban,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Oleksandr Beresh,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,0,2000
Oleksandr Beresh,M,Ukraine,UKR,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Bi Wenjing,F,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Women's Uneven Bars,Silver,0,2000
Leszek Blanik,M,Poland,POL,2000,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Bronze,0,2000
Loredana Boboc,F,Romania,ROU,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Aleksey Bondarenko,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Aleksey Bondarenko,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Silver,0,2000
Dan Burinc,M,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Men's Rings,Silver,0,2000
Igor Cassina,M,Italy,ITA,2004,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,0,2000
Jury Chechi,M,Italy,ITA,1996,Atlanta,Gymnastics,Gymnastics Men's Rings,Gold,0,2000
Jury Chechi,M,Italy,ITA,2004,Athina,Gymnastics,Gymnastics Men's Rings,Bronze,0,2000
Anna Chepeleva,F,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Szilveszter Csollny,M,Hungary,HUN,1996,Atlanta,Gymnastics,Gymnastics Men's Rings,Silver,0,2000
Szilveszter Csollny,M,Hungary,HUN,2000,Sydney,Gymnastics,Gymnastics Men's Rings,Gold,0,2000
Gervasio Ngel,M,Spain,ESP,2000,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Gold,0,2000
Gervasio Ngel,M,Spain,ESP,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault,Gold,0,2000
Yelena Dolgopolova,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Marian Drgulescu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Marian Drgulescu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Silver,0,2000
Marian Drgulescu,M,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Men's Horse Vault,Bronze,0,2000
Dmitry Drevin,M,Russia,RUS,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,0,2000
Krasimir Dunev,M,Bulgaria,BUL,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,0,2000
Alexandra Eremia,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Gold,0,2000
Alexandra Eremia,F,Romania,ROU,2004,Athina,Gymnastics,Gymnastics Women's Balance Beam,Bronze,0,2000
Fan Bin,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Fan Bin,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,0,2000
Fan Hongbin,M,China,CHN,1996,Atlanta,Gymnastics,Gymnastics Men's Team All-Around,Silver,0,2000
Rozaliya Galiyeva,F,Russia,RUS,1996,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver,0,2000
Gina (-groza),F,Romania,ROU,1996,Atlanta,Gymnastics,Gymnastics Women's Individual All-Around,Silver,0,2000
